h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_median,weight_mean,weight_p05,weight_p50,weight_p95,below_one_fraction,above_one_fraction,at_min_fraction,at_max_fraction
0,-4.209287643432617,0.24141864478588104,-4.212492942810059,-0.013276933692395687,0.9404278993606567,0.6020082831382751,0.9966807961463928,1.1978027820587158,0.5056179775280899,0.4943820224719101,0.0149812734082397,0.052434456928838954
1,-4.198202133178711,0.27377933263778687,-4.248417377471924,-0.183415025472641,0.93852698802948,0.6131983399391174,0.9541462659835815,1.1784883737564087,0.5692883895131086,0.4307116104868914,0.011235955056179775,0.0299625468164794
2,-4.18440580368042,0.2992987632751465,-4.208632469177246,-0.08094475418329239,0.9396896958351135,0.6419161558151245,0.9797638058662415,1.1622700691223145,0.5243445692883895,0.4756554307116105,0.003745318352059925,0.026217228464419477
3,-4.174098014831543,0.32194000482559204,-4.186842441558838,-0.03958633914589882,0.9406335949897766,0.5958024859428406,0.9901034235954285,1.1495862007141113,0.5093632958801498,0.49063670411985016,0.00749063670411985,0.026217228464419477
4,-4.143674373626709,0.3499132990837097,-4.1456499099731445,-0.00564578827470541,0.9425196051597595,0.5998682975769043,0.9985885620117188,1.1535415649414062,0.5056179775280899,0.4943820224719101,0.026217228464419477,0.026217228464419477
5,-4.1268815994262695,0.3643868863582611,-4.154563903808594,-0.07596953958272934,0.9364580512046814,0.5854501724243164,0.9810076355934143,1.1864386796951294,0.5280898876404494,0.47191011235955055,0.018726591760299626,0.03745318352059925
6,-4.118978500366211,0.3651663064956665,-4.097169876098633,0.05972244217991829,0.9469861388206482,0.5743094682693481,1.0059722661972046,1.1934442520141602,0.48314606741573035,0.5168539325842697,0.0149812734082397,0.04119850187265917
7,-4.119365692138672,0.37364643812179565,-4.085587501525879,0.09040147811174393,0.9644023180007935,0.6769770383834839,1.009040117263794,1.2000000476837158,0.4606741573033708,0.5393258426966292,0.003745318352059925,0.0599250936329588
8,-4.111886024475098,0.393346905708313,-4.048405170440674,0.1613864302635193,0.9740812182426453,0.6603398323059082,1.0161386728286743,1.2000000476837158,0.4307116104868914,0.5692883895131086,0.00749063670411985,0.0898876404494382
9,-4.10710334777832,0.42326611280441284,-4.047054290771484,0.14187069237232208,0.9740305542945862,0.6301695108413696,1.0141870975494385,1.2000000476837158,0.449438202247191,0.550561797752809,0.0,0.08239700374531835
10,-4.100486755371094,0.4387962222099304,-4.079492568969727,0.04784495756030083,0.9750552773475647,0.6625168919563293,1.0047844648361206,1.2000000476837158,0.48314606741573035,0.5168539325842697,0.003745318352059925,0.10112359550561797
11,-4.096445083618164,0.4433721899986267,-4.057594299316406,0.0876256674528122,0.9756437540054321,0.6170011162757874,1.0087625980377197,1.2000000476837158,0.4756554307116105,0.5243445692883895,0.011235955056179775,0.12359550561797752
12,-4.08258056640625,0.44340047240257263,-4.009920120239258,0.1638709306716919,0.9842652678489685,0.6664432883262634,1.0163871049880981,1.2000000476837158,0.4232209737827715,0.5767790262172284,0.0,0.13857677902621723
13,-4.068740367889404,0.4316057562828064,-3.9748077392578125,0.21763525903224945,0.9912116527557373,0.6972585320472717,1.021763563156128,1.2000000476837158,0.4157303370786517,0.5842696629213483,0.00749063670411985,0.1348314606741573
14,-4.067800998687744,0.43258383870124817,-4.027361869812012,0.09348275512456894,0.9856360554695129,0.696774959564209,1.0093482732772827,1.2000000476837158,0.45692883895131087,0.5430711610486891,0.011235955056179775,0.1198501872659176
15,-4.058480262756348,0.4549541175365448,-3.9895405769348145,0.15153107047080994,0.9846168756484985,0.6397345662117004,1.0151530504226685,1.2000000476837158,0.43820224719101125,0.5617977528089888,0.003745318352059925,0.12359550561797752
16,-4.071750640869141,0.45760291814804077,-3.99562668800354,0.1663537323474884,0.9860067367553711,0.658925473690033,1.0166354179382324,1.2000000476837158,0.44569288389513106,0.5543071161048689,0.0,0.10486891385767791
17,-4.075865268707275,0.4565030634403229,-4.018842697143555,0.12491169571876526,0.9830818176269531,0.6664473414421082,1.012491226196289,1.2000000476837158,0.4307116104868914,0.5692883895131086,0.003745318352059925,0.09737827715355805
18,-4.101137638092041,0.44106927514076233,-4.0081562995910645,0.2108089178800583,0.997389554977417,0.7215304374694824,1.0210808515548706,1.2000000476837158,0.41198501872659177,0.5880149812734082,0.003745318352059925,0.10861423220973783
19,-4.123714447021484,0.4332351088523865,-4.042322635650635,0.1878698468208313,0.9932664632797241,0.6806712746620178,1.0187870264053345,1.2000000476837158,0.41947565543071164,0.5805243445692884,0.003745318352059925,0.1198501872659176
20,-4.142635345458984,0.4217253029346466,-4.062313556671143,0.1904599666595459,1.0032885074615479,0.7013222575187683,1.0190459489822388,1.2000000476837158,0.3857677902621723,0.6142322097378277,0.00749063670411985,0.11235955056179775
21,-4.1552629470825195,0.40887489914894104,-4.006002902984619,0.36505064368247986,1.003779649734497,0.6885070204734802,1.036505103111267,1.2000000476837158,0.36704119850187267,0.6329588014981273,0.0,0.11610486891385768
22,-4.169279098510742,0.4028666317462921,-4.011630058288574,0.3913182020187378,1.0147956609725952,0.7100086212158203,1.0391318798065186,1.2000000476837158,0.35580524344569286,0.6441947565543071,0.003745318352059925,0.14232209737827714
23,-4.176712989807129,0.398206889629364,-4.023285388946533,0.38529619574546814,1.0174936056137085,0.709224283695221,1.038529634475708,1.2000000476837158,0.3295880149812734,0.6704119850187266,0.00749063670411985,0.13857677902621723
24,-4.175174236297607,0.41563308238983154,-3.9771690368652344,0.4763942360877991,1.0169495344161987,0.7235698699951172,1.0476393699645996,1.2000000476837158,0.31835205992509363,0.6816479400749064,0.00749063670411985,0.1348314606741573
25,-4.174249649047852,0.4086045026779175,-4.009786605834961,0.40249934792518616,1.0092482566833496,0.6546299457550049,1.0402499437332153,1.2000000476837158,0.3408239700374532,0.6591760299625468,0.003745318352059925,0.11610486891385768
26,-4.173470497131348,0.41232186555862427,-3.985970973968506,0.4547406733036041,1.0161876678466797,0.6895133256912231,1.0454740524291992,1.2000000476837158,0.3408239700374532,0.6591760299625468,0.003745318352059925,0.13108614232209737
27,-4.156650066375732,0.4298067092895508,-3.998116970062256,0.36884742975234985,0.9975321888923645,0.622484564781189,1.0368847846984863,1.2000000476837158,0.36704119850187267,0.6329588014981273,0.018726591760299626,0.12359550561797752
28,-4.164416790008545,0.42758968472480774,-3.9767401218414307,0.4389176666736603,1.0011705160140991,0.6230106949806213,1.0438917875289917,1.2000000476837158,0.3707865168539326,0.6292134831460674,0.0149812734082397,0.12734082397003746
29,-4.145988464355469,0.4419073760509491,-3.985485792160034,0.36320433020591736,0.9912194013595581,0.6323331594467163,1.036320447921753,1.2000000476837158,0.40074906367041196,0.599250936329588,0.02247191011235955,0.10861423220973783
