h,weight_p05,weight_p50,weight_mean,weight_p95,clipped_z_p05,clipped_z_p50,clipped_z_mean,clipped_z_p95,log_v_l3_p05,log_v_l3_p50,log_v_l3_mean,log_v_l3_p95,weight_below_one_fraction,weight_above_one_fraction,weight_at_zero_fraction,weight_at_two_fraction
29,0.36803334951400757,1.1104832887649536,1.1784719205692986,2.0,-1.2639333009719849,0.22096648812294006,0.35694384349520364,2.0,-4.630527232835804,-3.92519211492606,-3.7959141866210393,-2.599609049458356,0.4143646408839779,0.585635359116022,0.0,0.09944751381215469
30,0.4146474599838257,1.1714740991592407,1.1766601718591723,2.0,-1.1707050800323486,0.34294816851615906,0.3533203391800763,2.0,-4.586243349122333,-3.867250301924495,-3.806228354478009,-2.7075812076263017,0.39779005524861877,0.6022099447513812,0.0,0.10497237569060773
31,0.39729630947113037,1.212965726852417,1.210361352941608,2.0,-1.2054073810577393,0.42593151330947876,0.42072271845928644,2.0,-4.602726704701968,-3.827832612895654,-3.7717363210740795,-2.6427802878955027,0.36464088397790057,0.6353591160220995,0.0055248618784530384,0.11602209944751381
32,0.3969841003417969,1.1302549839019775,1.1845738357601903,2.0,-1.2060317993164062,0.2605099380016327,0.3691476654899384,2.0,-4.603023673071507,-3.906408785767328,-3.800058012321283,-2.66963925767489,0.4198895027624309,0.580110497237569,0.0055248618784530384,0.11602209944751381
33,0.43385374546051025,1.2256876230239868,1.2242942656601332,2.0,-1.1322925090789795,0.451375275850296,0.44858852657618115,2.0,-4.567997071671491,-3.8157468388770512,-3.75558442569369,-2.6689617238505052,0.35359116022099446,0.6464088397790055,0.0055248618784530384,0.11049723756906077
34,0.3547227382659912,1.1916574239730835,1.22635257771002,2.0,-1.2905545234680176,0.38331475853919983,0.45270515112907406,2.0,-4.6431721682125,-3.8480757685245597,-3.7591195695118342,-2.7264134976141694,0.35359116022099446,0.6464088397790055,0.0055248618784530384,0.11602209944751381
35,0.4289795160293579,1.1874178647994995,1.2310474419462087,2.0,-1.1420409679412842,0.37483569979667664,0.46209487761499474,2.0,-4.572627360608484,-3.8521034464690653,-3.7581787865231036,-2.7205579612230895,0.3867403314917127,0.6132596685082873,0.0,0.12154696132596685
36,0.41038358211517334,1.3417202234268188,1.2832067539678753,2.0,-1.1792328357696533,0.6834403872489929,0.5664135001558626,2.0,-4.590294007647984,-3.7055146368634633,-3.7097258838257643,-2.746916421830542,0.3149171270718232,0.6850828729281768,0.0055248618784530384,0.11602209944751381
37,0.4983575940132141,1.238263726234436,1.2750860719390995,2.0,-1.0032848119735718,0.4765273928642273,0.5501721374309771,2.0,-4.506717591763422,-3.8037992869540544,-3.7122141415064256,-2.7043422840350737,0.34806629834254144,0.6519337016574586,0.0055248618784530384,0.1270718232044199
38,0.45742732286453247,1.268686294555664,1.252184205950953,2.0,-1.085145354270935,0.5373727083206177,0.5043684109165565,2.0,-4.545602077878487,-3.7748976662156477,-3.7408873780870042,-2.7438656878405396,0.35359116022099446,0.6464088397790055,0.0055248618784530384,0.09944751381215469
39,0.5509466528892517,1.277432918548584,1.276806408858431,2.0,-0.8981066942214966,0.5548658967018127,0.5536128222654209,2.0,-4.456757499592788,-3.766588097628089,-3.704094493600992,-2.5816339113752815,0.30939226519337015,0.6906077348066298,0.0,0.1270718232044199
40,0.5694597959518433,1.313474178314209,1.2881370150581908,2.0,-0.8610804080963135,0.626948356628418,0.5762740255935498,2.0,-4.439169646006302,-3.7323486550096927,-3.696497802938167,-2.675261259837015,0.287292817679558,0.712707182320442,0.0,0.09944751381215469
41,0.5702683925628662,1.3342957496643066,1.2941688908397821,2.0,-0.8594632148742676,0.6685913801193237,0.588337779265072,2.0,-4.438401736539362,-3.7125680574961653,-3.683903562414296,-2.5361271162131973,0.27624309392265195,0.7237569060773481,0.0,0.1270718232044199
42,0.532608151435852,1.2749090194702148,1.2656319651814456,2.0,-0.9347836375236511,0.5498179793357849,0.5312639349063045,2.0,-4.474179078530386,-3.7689859072181333,-3.7144504034746664,-2.60489083958355,0.287292817679558,0.712707182320442,0.0055248618784530384,0.11602209944751381
43,0.6518498659133911,1.2850600481033325,1.3011347473655617,2.0,-0.6963003277778625,0.5701200366020203,0.6022694873667286,2.0,-4.360898701258766,-3.75934254960725,-3.665131910529231,-2.492313004654462,0.23204419889502761,0.7679558011049724,0.0,0.13812154696132597
44,0.5612276792526245,1.3137489557266235,1.3092744745602265,2.0,-0.8775447010993958,0.6274979710578918,0.6185489516262768,2.0,-4.446990266926725,-3.7320875388189854,-3.6532107621946985,-2.5328692181784582,0.24861878453038674,0.7513812154696132,0.0,0.15469613259668508
45,0.6064704656600952,1.3229928016662598,1.3434559788493161,2.0,-0.7870590090751648,0.64598548412323,0.6869119528085457,2.0,-4.404009283165023,-3.7233058986623404,-3.593568411650556,-2.075294516645377,0.24861878453038674,0.7513812154696132,0.0,0.17679558011049723
46,0.7029170393943787,1.3806545734405518,1.4008150304878615,2.0,-0.5941659212112427,0.7613090872764587,0.8016300609165504,2.0,-4.312384124599341,-3.668526530493559,-3.5157252447735576,-2.214177332518146,0.24861878453038674,0.7513812154696132,0.0,0.23204419889502761
47,0.6660172939300537,1.4407970905303955,1.4362786326619144,2.0,-0.6679654717445374,0.8815942406654358,0.8725572677010166,2.0,-4.347439129701764,-3.611390569915855,-3.458866322185862,-2.0818714734922756,0.22099447513812154,0.7790055248618785,0.0,0.27071823204419887
48,0.615891695022583,1.6179219484329224,1.5061847630126701,2.0,-0.768216609954834,1.2358438968658447,1.0123695333318485,2.0,-4.395059166907643,-3.443120292061177,-3.3664683579242247,-1.9469957065003298,0.1878453038674033,0.8121546961325967,0.0,0.281767955801105
49,0.5612151026725769,1.74556565284729,1.5492559707625795,2.0,-0.8775697946548462,1.4911311864852905,1.098511939086226,2.0,-4.447002352010805,-3.3218575129371417,-3.2728185868027264,-1.8201951825525013,0.20441988950276244,0.7955801104972375,0.0,0.3756906077348066
