global_step,runner_step,signal_mode,warmup,rank_count,valid_queries,history_steps,history_queries,weight_min,weight_max,weight_mean,weight_below_one_fraction,weight_above_one_fraction,z_low_clip_fraction,z_high_clip_fraction,weight_p05,weight_p50,weight_p95,residual_p05,residual_p50,residual_p95,positive_adv_weight_mean,negative_adv_weight_mean,current_mean,current_std,history_mean,history_std,position_center_median,position_scale_median,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss
11,10,global_zscore,0,2,364,5,0,0.0,2.0,1.127753496170044,0.415549452815737,0.5844505599566868,0.0014285714465325857,0.05489010949219974,0.43840716779232025,1.0959004163742065,1.9832732677459717,-1.123185634613037,0.19180081784725184,1.9665464758872984,1.0842100381851196,1.2240417003631592,-4.385775873057261,0.6233930238783173,-4.409480504963437,0.6638319304714989,,,39.49811172485352,0.1037145406007766,0.0282788760960102,1.0089035034179688,0.0034157265909016
12,11,global_zscore,0,2,291,5,0,0.0,2.0,1.1749652538102926,0.3912027456711248,0.6087972245265528,0.0020618556648223105,0.08254295472324502,0.4596147686243057,1.133882761001587,2.0,-1.0807704329490662,0.26776538789272303,2.0,1.1102182865142822,1.2920938730239868,-4.312038308386068,0.6556224023203688,-4.395849669158056,0.6528919029787583,,,34.073482513427734,0.1230736300349235,0.0261561498045921,1.0008742809295654,0.0020719501189887
13,12,global_zscore,0,2,342,5,0,0.0,2.0,1.1517997171446595,0.4001169596847735,0.5998830239326634,0.0015789473705723393,0.07081871501534999,0.42879311740398407,1.1316032409667969,2.0,-1.1424137949943542,0.26320645213127136,2.0,1.1169329285621643,1.250891625881195,-4.304683645392823,0.6680978389595706,-4.371299843799518,0.6493581186328871,,,41.58985137939453,0.1846796572208404,0.0502274520695209,0.992628812789917,0.0006415281677618
14,13,global_zscore,0,2,282,5,0,0.0,2.0,1.1083628438043256,0.4309219855366024,0.5690779981883705,0.002127659498839346,0.05000000034875053,0.4079326391220093,1.0864410400390625,1.9810150861740112,-1.1841347217559814,0.17288218438625336,1.9620301127433777,1.040627658367157,1.317073404788971,-4.34982699850197,0.6487465657635774,-4.348337632636538,0.6474676112305491,,,41.0433235168457,0.1538139432668686,0.0727983266115188,0.9784857034683228,0.0052134878933429
15,14,global_zscore,0,2,368,5,0,0.0,2.0,1.1053972079054168,0.44543477601331205,0.5545652239866878,0.0022282609444000023,0.062336956221691255,0.3744634985923767,1.0612924098968506,2.0,-1.2510730028152466,0.1225849017500877,2.0,1.0414981842041016,1.2140122056007385,-4.327577190362269,0.6397759801256758,-4.342714721396675,0.6464992957577012,,,43.52338409423828,0.1846244484186172,0.0422938726842403,1.0116108655929563,0.0049420343711972
16,15,global_zscore,0,2,264,5,0,0.0,2.0,1.1415818938703248,0.422575760971416,0.5774242333842047,0.002424242465746211,0.07492424121521635,0.3995252996683121,1.1137394905090332,2.0,-1.2009493708610535,0.22747899591922754,2.0,1.074858546257019,1.2652790546417236,-4.335525253105798,0.6270221687307714,-4.335980403140078,0.6479651799845173,,,30.4589958190918,0.1656809449195861,0.017410472035408,1.0147705078125,-0.0004544502589851
17,16,global_zscore,0,2,133,5,0,0.0,2.0,1.2080934594448347,0.3639097881496401,0.6360902356025868,0.002556390916802549,0.11323307969964531,0.43332862854003906,1.1921168565750122,2.0,-1.1333427429199219,0.3842337429523468,2.0,1.1193110942840576,1.326295554637909,-4.298830737153184,0.6413289795692715,-4.325930279149786,0.6482048910024807,,,25.70478057861328,0.194379061460495,0.0507796481251716,0.9974554777145386,0.0015821733977645
18,17,global_zscore,0,2,237,5,0,0.0,2.0,1.0956027296525013,0.45527426841892776,0.5447257420181725,0.0021940928752207755,0.05392405035500782,0.3790308088064194,1.0504764318466187,1.9580613374710083,-1.241938352584839,0.1009528413414955,1.9161227345466614,1.0518812537193298,1.1510161757469177,-4.347645824622165,0.6107457686580695,-4.323288764903209,0.6454171580529696,,,31.20386505126953,0.1499475389719009,0.0313023291528224,0.9835890531539916,-0.0009982988703995
19,18,global_zscore,0,2,307,5,0,0.0,2.0,1.080319230641915,0.46677524657125186,0.5332247708053465,0.0029967426912440045,0.04925081349836495,0.3973521590232849,1.035048484802246,1.995375156402588,-1.2052956819534302,0.07009710744023315,1.990750312805176,1.0335662364959717,1.2119811177253723,-4.340945345608983,0.5761002147776052,-4.331881200749077,0.6339322009764925,,,34.34779739379883,0.1755312085151672,0.0401920787990093,1.0069913864135742,-0.0003413142403587
20,19,global_zscore,0,2,238,5,0,0.0,2.0,1.1236240397982236,0.43571428140672314,0.5642856887909544,0.0015126050713064436,0.06647058934787235,0.394540011882782,1.0841671228408813,2.0,-1.2109200358390808,0.16833422333002085,2.0,1.0583450198173523,1.2386898398399353,-4.327469813784847,0.6031003380137647,-4.33010487017048,0.6196957089353925,,,33.60067367553711,0.1764322966337204,0.0927569940686225,0.9701108932495116,0.0012169519905
21,20,global_zscore,0,2,231,5,0,0.0,2.0,1.1191937938913123,0.44796536624173583,0.552034620856826,0.0007792207718830744,0.07766233774877723,0.4117345064878464,1.066105306148529,1.9826282262802124,-1.1765309572219849,0.13221067190170285,1.9652564525604248,1.0892930626869202,1.2317099571228027,-4.293695139566915,0.5805839850582358,-4.330083394854995,0.6122958636773953,,,34.817012786865234,0.1853818893432617,0.086630955338478,0.9773216843605042,-8.248025551438333e-08
22,21,global_zscore,0,2,237,5,0,0.0,2.0,1.1665193667391685,0.3834599140827163,0.6165400989950961,0.0008438818339937409,0.0638818582401999,0.4868481755256653,1.1298480033874512,2.0,-1.0263036489486694,0.25969611853361124,2.0,1.107494056224823,1.271263301372528,-4.258912210314653,0.5671905469626541,-4.321717372147219,0.6032241087076085,,,32.59153747558594,0.1087696179747581,0.0291077643632888,1.0118077993392944,0.0019465544028207
23,22,global_zscore,0,2,204,5,0,0.0,2.0,1.1202717148790173,0.41529411632640684,0.5847058839657727,0.0014705882714741117,0.0438235288887631,0.47286397218704224,1.09597510099411,1.940204441547394,-1.0542720556259155,0.191950224339962,1.8804088830947876,1.1041709184646606,1.1605086922645569,-4.244297812307251,0.5285678601108914,-4.3137336667795125,0.5887106038952185,,,30.36577606201172,0.1698570549488067,0.0529727227985858,0.963708758354187,0.0021667620167136
24,23,global_zscore,0,2,207,5,0,0.0,2.0,1.1896787380826648,0.36483092195745825,0.6351690966150035,9.661835392232174e-05,0.07246376930371574,0.5310841500759125,1.1637693047523499,2.0,-0.9378316700458527,0.3275385946035385,2.0,1.1909587979316711,1.1871628165245056,-4.21833731469479,0.5656112352590048,-4.29306406431653,0.5728541883601181,,,29.747203826904297,0.1067871823906898,0.041741743683815,0.9824560880661012,0.0012811318738386
25,24,global_zscore,0,2,152,5,0,0.0,2.0,1.080816730072624,0.4836842072637458,0.5163157927362543,0.0019736842047054907,0.05776315657912114,0.44065544009208674,1.0293068885803223,1.9312852025032043,-1.1186890602111816,0.05861370638012885,1.8625704646110535,1.0672802329063416,1.1495879292488098,-4.2479828186812565,0.5269781785311579,-4.268542458133691,0.5708098005036338,,,31.638147354125977,0.1718254089355468,0.0979480743408203,0.975833535194397,0.0043263346888124
26,25,global_zscore,0,2,135,5,0,0.0,2.0,1.1789828741991961,0.39199998952724313,0.6080000104727569,0.0007407407409994244,0.08607407317117405,0.4519016146659851,1.1508545279502869,2.0,-1.0961967706680298,0.3017089962959289,2.0,1.0984670519828796,1.2769100069999695,-4.247498014941166,0.5305391862004675,-4.252645059112973,0.5547579208524985,,,17.051387786865234,0.0557663738727569,0.017330003902316,0.995978832244873,0.0007700126152485
27,26,global_zscore,0,2,336,5,0,0.0,2.0,1.0827922139848982,0.4747619032859801,0.5252380967140198,0.004166666584621503,0.0637500000053218,0.3665052205324173,1.0323507189750671,2.0,-1.2669895887374878,0.0647013522684574,2.0,1.049610614776611,1.1682488918304443,-4.216668143531093,0.5598039985323776,-4.243405634187824,0.5442591967481556,,,42.11000061035156,0.1552748084068298,0.0336342826485633,1.021465539932251,0.0069072693586349
28,27,global_zscore,0,2,286,5,0,0.0,2.0,1.143078615198602,0.42300698796769115,0.5769930229737208,0.001748251702662498,0.08300699376976567,0.4234984368085861,1.0893703699111938,2.0,-1.1530030965805054,0.1787408515810966,2.0,1.0996309518814087,1.219251275062561,-4.196622291344106,0.5385661115275187,-4.234956820831111,0.542749167424811,,,32.89360809326172,0.1595467925071716,0.0741388797760009,0.9786114692687988,0.0020686720963567
29,28,global_zscore,0,2,255,5,0,0.0,2.0,1.100364327430725,0.45898039937019347,0.541019594669342,0.00172549022827296,0.06094117462635032,0.4169566333293915,1.0386914610862732,2.0,-1.1660867929458618,0.07738297060132021,2.0,1.0579437613487244,1.1855379343032837,-4.205063066000033,0.5308642381164438,-4.225421716638483,0.5448817226544966,,,29.770448684692383,0.118159145116806,0.0216205473989248,1.0042386054992676,-0.0019176488276571
30,29,global_zscore,0,2,337,5,0,0.0,2.0,1.1082602647362547,0.4644510303831242,0.5355489537871556,0.0039169140856502435,0.08255192879532133,0.3938542604446411,1.0533303916454315,1.9680984616279602,-1.2122915387153625,0.10666079819202424,1.9361969232559204,1.0680736303329468,1.206345796585083,-4.177208301709552,0.5496068358733226,-4.222766866899531,0.5379052468685644,,,40.12833023071289,0.1551389098167419,0.0249516740441322,1.0265767574310305,0.0065658884122967
31,30,global_zscore,0,2,235,5,0,0.0,2.0,1.0926626469226595,0.4642553260985841,0.5357446739014159,0.003659574372416414,0.060765958117677765,0.4129001051187515,1.0700628757476807,1.9881778955459595,-1.1741997599601746,0.14012588304467494,1.9763559103012085,1.0587415099143982,1.2002915740013123,-4.204215278678595,0.5185243783470094,-4.20861196350519,0.5424960605611263,,,34.515769958496094,0.2364030629396438,0.0591664165258407,1.0139377117156982,0.0039877011440694
32,31,global_zscore,0,2,156,5,0,0.0,2.0,1.1536708290760334,0.398846145432729,0.6011538390929883,0.0017948717801258363,0.07294871873007366,0.48858116567134857,1.1158123016357422,1.9546993374824524,-1.0228376984596252,0.23162455111742017,1.9093987345695496,1.0873282551765442,1.2552859783172607,-4.167420052313978,0.478836820833751,-4.199955416252676,0.5398218425104927,,,21.15806198120117,0.1739583313465118,0.0553401038050651,1.0005167722702026,-0.0012614424340426
33,32,global_zscore,0,2,217,5,0,0.0,2.0,1.1880052150119838,0.381105985646973,0.6188940065247672,0.002580645140088723,0.0940092179907082,0.43861217796802515,1.137917160987854,2.0,-1.122775673866272,0.2758342921733856,2.0,1.1065121293067932,1.248879849910736,-4.119153388603372,0.5068108955471768,-4.190105798009252,0.5240680208191097,,,28.381282806396484,0.1313012987375259,0.0161835402250289,1.016646385192871,0.002077852608636
34,33,global_zscore,0,2,233,5,0,0.0,2.0,1.1442794763990738,0.43081544742563765,0.56918452277204,0.004034334753715917,0.09064377726019705,0.4011493176221847,1.088713526725769,2.0,-1.197701334953308,0.17742708325386045,2.0,1.0818825960159302,1.2758989930152893,-4.118952980400273,0.526770682432608,-4.174612017461106,0.5184268073937692,,,37.476810455322266,0.1675431728363037,0.0313130691647529,1.006226897239685,0.0031640299130231
35,34,global_zscore,0,2,80,5,0,0.0,2.0,1.1841686755418777,0.40100000947713854,0.5989999905228615,0.0004999999990104224,0.11025000512599943,0.4622950702905655,1.0847218930721283,1.9293593168258667,-1.075409859418869,0.16944369673728946,1.8587185740470886,1.1058119535446167,1.155052125453949,-4.123223522941015,0.5140870163910441,-4.157390000341154,0.5177238565805268,,,18.37872695922852,0.1062500029802322,0.0277010090649127,0.958116888999939,-0.0005937331588938
36,35,global_zscore,0,2,152,5,0,0.0,2.0,1.0658548137075023,0.47907894398821027,0.5209210660112532,0.005263157922615219,0.04131578859922126,0.41004715859889984,1.0422409772872925,1.9485375881195068,-1.1799057126045227,0.08448207378387451,1.897075116634369,1.0584794878959656,1.1654465794563293,-4.119779539117726,0.4603147867028515,-4.146593044587448,0.5104114921486883,,,22.180477142333984,0.1678881496191024,0.0359336137771606,1.022541880607605,0.0002618948929011
37,36,global_zscore,0,2,77,5,0,0.0,2.0,1.1671215806688582,0.3958441642197696,0.6041558655825529,0.0025974027207725974,0.08025973928826192,0.4812173992395401,1.1726234555244446,1.9548265933990479,-1.0375652611255646,0.3452469184994697,1.9096531867980957,1.214669704437256,1.2147532105445862,-4.105425587742639,0.4761109875761622,-4.129705896675273,0.4983160426667593,,,17.09355354309082,0.0745163708925247,0.0304939188063144,1.0009379386901855,9.141064947471024e-05
38,37,global_zscore,0,2,77,5,0,0.0,2.0,1.0811723594541676,0.47376623323985506,0.52623377721031,0.0031168830925719115,0.04727272689342495,0.42121392488479614,1.0178931951522827,1.972531497478485,-1.1575721502304077,0.03578639961779115,1.945063054561615,1.039566934108734,1.2538411021232605,-4.091475150230562,0.467071447176777,-4.117307003761005,0.4974715824122476,,,16.880714416503906,0.1354166567325592,0.0796480104327201,0.8694700002670288,-0.0001909910934045
39,38,global_zscore,0,2,361,5,0,0.0,2.0,1.1101667613534056,0.45567868084458435,0.5443213296398892,0.005207756394907299,0.06686980733415755,0.3939771056175232,1.0537928342819214,2.0,-1.2120458483695984,0.10758582502603531,2.0,1.0573151111602783,1.2448465824127195,-4.043066933316458,0.5104620488093441,-4.111771356086443,0.4897344153733007,,,48.94475173950195,0.1342214047908783,0.0905780792236328,0.9678168296813964,0.0134645532816648
40,39,global_zscore,0,2,236,5,0,0.0,2.0,1.1830649355710563,0.38737287965871514,0.6126271203412847,0.0021186441033130936,0.08203390164900627,0.45412105321884155,1.1368250250816345,2.0,-1.0917579233646393,0.2736501023173332,2.0,1.1170969009399414,1.293144702911377,-4.036128727502278,0.4681057876427622,-4.0965941466696805,0.4869907849151175,,,39.958457946777344,0.1541700065135955,0.0474803708493709,1.0033107995986938,0.0083135664463043
41,40,global_zscore,0,2,204,5,0,0.0,2.0,1.1270067925546683,0.42431372345662577,0.5756862876462001,0.0020588235655689215,0.05931372582620258,0.43919582664966583,1.0865355730056763,2.0,-1.121608316898346,0.17307132482528687,2.0,1.106990098953247,1.188129901885986,-4.029062066122211,0.4526356933483557,-4.079175187581932,0.4779262565543017,,,28.146827697753903,0.0988901332020759,0.0617737956345081,0.980474293231964,0.0019606265705078
42,41,global_zscore,0,2,150,5,0,0.0,2.0,1.087445576985677,0.46906667947769165,0.5309333205223083,0.0037333333554367,0.06693333387374877,0.35443879663944244,1.048480063676834,2.0,-1.2911223769187927,0.09696021996205674,2.0,1.0736505389213562,1.2184088826179504,-4.045008106464167,0.4699046399615905,-4.061031692982829,0.476292679169678,,,29.331623077392575,0.1136730089783668,0.0080636581405997,1.0329725742340088,0.0034723721910268
43,42,global_zscore,0,2,182,5,0,0.0,2.0,1.153035385268075,0.42857143708637785,0.5714285799435207,0.0037362636066972715,0.10065934274877814,0.40777353942394257,1.1070582866668701,2.0,-1.1844528913497925,0.21411662362515926,2.0,1.122636616230011,1.2534900903701782,-3.997495785264404,0.4703979318258161,-4.048948196727135,0.4745436043914191,,,29.2764835357666,0.1508573591709137,0.027720458805561,0.9879404306411744,0.0012097405269742
44,43,global_zscore,0,2,181,5,0,0.0,2.0,1.1801563718700936,0.40000001040611477,0.5999999895938852,0.002209944779166505,0.10828729309347451,0.40213592350482935,1.0949646830558777,2.0,-1.1957281231880188,0.18992936238646504,2.0,1.127612054347992,1.20203697681427,-3.9567293554829575,0.4971683874548272,-4.030152323733903,0.4750050577636744,,,18.52691650390625,0.0682048872113227,0.0324068330228328,0.8979562520980835,-0.0010370574891567
