unix_time,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,cgroup_oom_events,cgroup_oom_kill_events,disk_available_bytes,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,driver_rss_kib,qam_process_rss_kib,compute_process_count
1785492112,212357754880,34623619072,174359371776,0,0,991365844992,30611,96,30761,76,1028,32255964,8
1785492122,212226297856,34495180800,174359412736,0,0,991365844992,19992,4,20201,4,1028,32146188,8
1785492132,212356407296,34620145664,174359412736,0,0,991365844992,20989,41,21197,50,1028,32254784,8
1785492143,212357648384,34621734912,174359752704,0,0,991365804032,30611,84,30697,100,1028,32254944,8
1785492153,212359159808,34621444096,174359760896,0,0,991365804032,30611,33,30697,83,1028,32254920,8
1785492163,212358356992,34621861888,174359760896,0,0,991365804032,30611,74,30697,98,1028,32254936,8
1785492173,212380483584,34627624960,174359789568,0,0,991365738496,20248,4,20467,5,1028,32241252,8
1785492184,212318347264,34583715840,174359789568,0,0,991365742592,20989,88,21261,31,1028,32217508,8
1785492194,212335509504,34600501248,174359851008,0,0,991365705728,30099,89,30729,85,1028,32233244,8
1785492204,212337385472,34601136128,174360166400,0,0,991365705728,30099,100,30729,97,1028,32233308,8
1785492214,212339261440,34600927232,174360170496,0,0,991365705728,30099,100,30729,100,1028,32233344,8
1785492225,227466743808,39723778048,184336191488,0,0,976320737280,23465,0,23737,0,1028,37235512,8
1785492235,226252881920,36091031552,186756571136,0,0,978477031424,23465,0,23737,0,1028,33686960,8
1785492245,226309226496,36143812608,186756599808,0,0,978969300992,20989,34,21261,100,1028,33738028,8
1785492255,226326241280,36161187840,186756665344,0,0,978969260032,30091,100,30701,100,1028,33756032,8
1785492265,226326872064,36162940928,186757115904,0,0,978969194496,30181,68,30761,49,1028,33756064,8
1785492276,226329280512,36163330048,186757124096,0,0,978969194496,30181,42,30761,41,1028,33756168,8
1785492286,226056200192,35893092352,186757140480,0,0,978969194496,19992,0,20201,0,1028,33493160,8
1785492296,225571782656,35410055168,186757140480,0,0,978969194496,20989,100,21197,0,1028,33020132,8
1785492306,225574105088,35410255872,186757177344,0,0,978969161728,30419,35,30697,57,1028,33020232,8
1785492317,225573916672,35410124800,186757201920,0,0,978969161728,30419,35,30697,71,1028,33020228,8
1785492327,225573015552,35410108416,186757537792,0,0,978969161728,30419,37,30697,71,1028,33020248,8
1785492337,190853443584,2129035264,185840484352,0,0,978969161728,4,0,4,0,1028,1520084,0
1785492347,188960538624,310710272,185840459776,0,0,978969268224,0,0,0,0,0,0,0
