timestamp,wrapper_alive,host_mem_available_kib,swap_free_kib,mem_psi_some_avg10,gpu6_used_mib,gpu6_util_pct,gpu6_temp_c
2026-09-05T03:10:43.757783+00:00,1,1158608288,169516,0.00,8,0,33
2026-09-05T03:10:48.892016+00:00,1,1158126896,169516,0.00,8,0,33
2026-09-05T03:10:54.027228+00:00,1,1156783268,170132,0.00,8,0,33
2026-09-05T03:10:59.199578+00:00,1,1153158096,170652,0.00,8,0,33
2026-09-05T03:11:04.330571+00:00,1,1152094972,170736,0.00,1145,0,34
2026-09-05T03:11:09.451467+00:00,1,1150153792,170736,0.00,1199,0,35
2026-09-05T03:11:14.571367+00:00,1,1147651532,170740,0.00,1199,0,35
2026-09-05T03:11:19.691185+00:00,1,1143159784,170744,0.00,1199,0,35
2026-09-05T03:11:24.811512+00:00,1,1140311120,170744,0.00,1199,0,35
2026-09-05T03:11:29.936709+00:00,1,1140316764,170744,0.00,1199,0,35
2026-09-05T03:11:35.035091+00:00,1,1140210512,170744,0.00,1199,0,36
2026-09-05T03:11:40.169462+00:00,1,1137536484,170744,0.00,1199,0,36
2026-09-05T03:11:45.288908+00:00,1,1142808472,170744,0.00,1199,0,36
2026-09-05T03:11:50.391607+00:00,1,1149258892,170748,0.00,8483,12,36
2026-09-05T03:11:55.516606+00:00,1,1144340704,170752,0.00,1721,0,36
2026-09-05T03:12:00.637636+00:00,1,1142251196,170772,0.00,1721,0,36
2026-09-05T03:12:05.760976+00:00,1,1138570344,170772,0.00,1721,0,36
2026-09-05T03:12:10.883656+00:00,1,1133399836,170772,0.00,1721,0,36
2026-09-05T03:12:16.003395+00:00,1,1132775424,170772,0.00,1721,0,36
2026-09-05T03:12:21.160901+00:00,1,1130682876,170772,0.00,1721,0,36
2026-09-05T03:12:26.279739+00:00,1,1130369208,170772,0.00,1721,0,36
2026-09-05T03:12:31.400488+00:00,1,1135740500,170772,0.00,1721,0,37
2026-09-05T03:12:36.557939+00:00,1,1135214832,170772,0.00,15361,0,37
2026-09-05T03:12:41.683297+00:00,1,1130003256,170784,0.00,18253,9,37
2026-09-05T03:12:46.821162+00:00,1,1131919436,171036,0.00,17147,0,37
2026-09-05T03:12:51.951816+00:00,1,1131878128,172048,0.00,17175,0,37
2026-09-05T03:12:57.076183+00:00,1,1132098936,172376,0.00,17201,0,37
2026-09-05T03:13:02.205933+00:00,1,1131554864,172736,0.00,17229,0,37
2026-09-05T03:13:07.347448+00:00,1,1131727376,173096,0.00,17497,0,37
2026-09-05T03:13:12.468552+00:00,1,1130716824,173696,0.00,18203,0,37
2026-09-05T03:13:17.579640+00:00,1,1129836964,174336,0.00,21221,0,37
2026-09-05T03:13:22.726922+00:00,1,1129165032,174636,0.00,22085,2,37
2026-09-05T03:13:27.849528+00:00,1,1128637672,174968,0.00,22893,0,37
2026-09-05T03:13:32.968149+00:00,1,1127306220,175240,0.00,23711,0,37
2026-09-05T03:13:38.091414+00:00,1,1127017864,175424,0.00,24775,0,37
2026-09-05T03:13:43.216459+00:00,1,1126625816,175508,0.00,25585,0,38
2026-09-05T03:13:48.354342+00:00,1,1126034412,175836,0.00,26299,0,37
2026-09-05T03:13:53.560629+00:00,1,1125105352,176008,0.00,27111,0,37
2026-09-05T03:13:58.695046+00:00,1,1124346616,176068,0.00,27979,1,37
2026-09-05T03:14:03.817170+00:00,1,1123850188,176156,0.00,28787,0,37
2026-09-05T03:14:08.940105+00:00,1,1122276840,176240,0.00,29341,0,37
2026-09-05T03:14:14.080275+00:00,1,1122481516,176312,0.00,30415,0,37
2026-09-05T03:14:19.205040+00:00,1,1122191584,176328,0.00,31223,0,38
2026-09-05T03:14:24.335476+00:00,1,1121476124,176348,0.00,32193,0,37
2026-09-05T03:14:29.463766+00:00,1,1120665924,176384,0.00,33011,0,37
2026-09-05T03:14:34.588374+00:00,1,1119853812,176392,0.00,34079,5,37
2026-09-05T03:14:39.730181+00:00,1,1119221860,176452,0.00,34179,0,37
2026-09-05T03:14:44.872317+00:00,1,1118994300,176560,0.00,35243,0,38
2026-09-05T03:14:50.014610+00:00,1,1118377164,176636,0.00,35957,0,37
2026-09-05T03:14:55.154506+00:00,1,1117922664,176708,0.00,36313,0,37
2026-09-05T03:15:00.310161+00:00,1,1117471456,176772,0.00,37121,2,38
2026-09-05T03:15:05.450522+00:00,1,1116881900,176772,0.00,37835,0,37
2026-09-05T03:15:10.595249+00:00,1,1116173080,176800,0.00,38191,2,37
2026-09-05T03:15:15.744064+00:00,1,1115560032,176804,0.00,39255,0,37
2026-09-05T03:15:20.886798+00:00,1,1115331336,176812,0.00,39969,0,37
2026-09-05T03:15:26.034128+00:00,1,1114658764,176816,0.00,40069,2,37
2026-09-05T03:15:31.171312+00:00,1,1114108248,176848,0.00,41139,0,37
2026-09-05T03:15:36.341260+00:00,1,1113835884,176868,0.00,41899,42,39
2026-09-05T03:15:41.482857+00:00,1,1112906852,176876,0.00,42661,0,37
2026-09-05T03:15:46.621594+00:00,1,1112646428,176896,0.00,43017,0,37
2026-09-05T03:15:51.770959+00:00,1,1112062944,176896,0.00,44081,2,37
2026-09-05T03:15:56.909243+00:00,1,1111446192,176896,0.00,44539,0,37
2026-09-05T03:16:02.028496+00:00,1,1110845516,176900,0.00,45151,0,37
2026-09-05T03:16:07.170448+00:00,1,1110482940,176900,0.00,45959,2,37
2026-09-05T03:16:12.317542+00:00,1,1109971240,176900,0.00,46417,0,37
2026-09-05T03:16:17.488785+00:00,1,1109399228,176900,0.00,47030,0,37
2026-09-05T03:16:22.633102+00:00,1,1108660816,176900,0.00,48094,0,37
2026-09-05T03:16:27.777108+00:00,1,1107910996,176904,0.00,48551,0,37
2026-09-05T03:16:32.926716+00:00,1,1107696948,176912,0.00,48908,4,37
2026-09-05T03:16:38.071761+00:00,1,1107210728,176916,0.00,49978,0,37
2026-09-05T03:16:43.219682+00:00,1,1106761828,176916,0.00,50435,2,37
2026-09-05T03:16:48.365446+00:00,1,1106292700,176936,0.00,56877,0,37
2026-09-05T03:16:53.499271+00:00,1,1106247948,176940,0.00,56877,0,38
2026-09-05T03:16:58.652805+00:00,1,1106205904,176944,0.00,56877,0,38
2026-09-05T03:17:03.811085+00:00,1,1106151816,176960,0.00,56877,0,38
2026-09-05T03:17:08.954106+00:00,1,1105805108,176964,0.00,56877,51,39
2026-09-05T03:17:14.094135+00:00,1,1106193004,176964,0.00,56877,0,38
2026-09-05T03:17:19.260859+00:00,1,1105839612,176964,0.00,56879,0,38
2026-09-05T03:17:24.400856+00:00,1,1105504080,176976,0.00,56879,86,41
2026-09-05T03:17:29.536561+00:00,1,1105871960,176976,0.00,56879,0,38
2026-09-05T03:17:34.686781+00:00,1,1105892052,176984,0.00,56879,0,38
2026-09-05T03:17:39.822713+00:00,1,1105428832,176992,0.00,56879,0,38
2026-09-05T03:17:44.956696+00:00,1,1105856172,176992,0.00,56879,75,41
2026-09-05T03:17:50.153889+00:00,1,1105731228,176992,0.00,56879,43,42
2026-09-05T03:17:55.292111+00:00,1,1105371928,177000,0.00,56879,89,41
2026-09-05T03:18:00.439920+00:00,1,1105716604,177020,0.00,56879,24,40
2026-09-05T03:18:05.584354+00:00,1,1105718820,177064,0.00,56879,100,52
2026-09-05T03:18:10.727197+00:00,1,1105770336,177068,0.00,56879,85,42
2026-09-05T03:18:15.866280+00:00,1,1105645740,177076,0.00,56879,33,43
2026-09-05T03:18:21.059605+00:00,1,1100859472,177100,0.00,56879,8,39
2026-09-05T03:18:28.237075+00:00,1,1135050012,177216,0.00,34658,11,39
2026-09-05T03:18:33.387147+00:00,0,1158129912,177216,0.00,8,0,37
