timestamp,wrapper_alive,host_mem_available_kib,swap_free_kib,mem_psi_some_avg10,gpu6_used_mib,gpu6_util_pct,gpu6_temp_c
2026-09-05T03:38:54.594736+00:00,1,1156290068,177844,0.00,8,0,34
2026-09-05T03:38:59.723794+00:00,1,1156649712,177844,0.00,8,0,34
2026-09-05T03:39:04.829793+00:00,1,1152239100,178404,0.00,8,0,34
2026-09-05T03:39:10.052072+00:00,1,1151418152,178660,0.00,8,0,34
2026-09-05T03:39:15.176339+00:00,1,1149524920,178676,0.00,1145,0,35
2026-09-05T03:39:20.300029+00:00,1,1148004956,178692,0.00,1199,0,36
2026-09-05T03:39:25.405134+00:00,1,1142344964,178696,0.00,1199,0,36
2026-09-05T03:39:30.489846+00:00,1,1138932144,178700,0.00,1199,0,36
2026-09-05T03:39:35.607009+00:00,1,1138176248,178700,0.00,1199,0,36
2026-09-05T03:39:40.726168+00:00,1,1135938448,178700,0.00,1199,0,36
2026-09-05T03:39:45.843988+00:00,1,1136224884,178700,0.00,1199,0,36
2026-09-05T03:39:50.967404+00:00,1,1141432724,178700,0.00,1199,0,36
2026-09-05T03:39:56.105732+00:00,1,1147318896,178704,0.00,8483,8,36
2026-09-05T03:40:01.207520+00:00,1,1141280784,178708,0.00,1721,0,36
2026-09-05T03:40:06.308867+00:00,1,1141617452,178724,0.00,1713,0,36
2026-09-05T03:40:11.407774+00:00,1,1138612388,178724,0.00,1713,0,36
2026-09-05T03:40:16.532330+00:00,1,1132907952,178724,0.00,1713,0,36
2026-09-05T03:40:21.655382+00:00,1,1131852228,178728,0.00,1713,0,36
2026-09-05T03:40:26.782745+00:00,1,1130894792,178728,0.00,1713,0,36
2026-09-05T03:40:31.914785+00:00,1,1129628544,178728,0.00,1713,0,37
2026-09-05T03:40:37.020971+00:00,1,1132278960,178728,0.00,1713,0,37
2026-09-05T03:40:42.135647+00:00,1,1139078548,178728,0.00,6473,17,37
2026-09-05T03:40:47.280774+00:00,1,1130174936,178744,0.00,9299,0,37
2026-09-05T03:40:52.385807+00:00,1,1131073164,178768,0.00,17129,11,37
2026-09-05T03:40:57.517138+00:00,1,1131346348,178792,0.00,17155,0,37
2026-09-05T03:41:02.656596+00:00,1,1131026652,178816,0.00,17183,0,37
2026-09-05T03:41:07.796647+00:00,1,1131071104,178852,0.00,17211,0,37
2026-09-05T03:41:12.935909+00:00,1,1130564536,178860,0.00,17237,0,37
2026-09-05T03:41:18.075511+00:00,1,1130210956,178972,0.00,17553,0,37
2026-09-05T03:41:23.202734+00:00,1,1129670772,179072,0.00,20763,1,37
2026-09-05T03:41:28.339464+00:00,1,1128209128,179224,0.00,21221,0,37
2026-09-05T03:41:33.527811+00:00,1,1128276796,179304,0.00,21829,0,37
2026-09-05T03:41:38.675341+00:00,1,1127840628,179572,0.00,22893,2,37
2026-09-05T03:41:43.815516+00:00,1,1127109984,180004,0.00,23351,0,37
2026-09-05T03:41:48.948407+00:00,1,1126696492,180484,0.00,23711,0,37
2026-09-05T03:41:54.084551+00:00,1,1125926524,181020,0.00,24775,0,37
2026-09-05T03:41:59.220129+00:00,1,1125720492,181568,0.00,25233,0,37
2026-09-05T03:42:04.363608+00:00,1,1124941448,182152,0.00,25841,3,37
2026-09-05T03:42:09.495066+00:00,1,1124305376,182760,0.00,26653,0,37
2026-09-05T03:42:14.632315+00:00,1,1124071900,182896,0.00,27111,0,37
2026-09-05T03:42:19.780708+00:00,1,1123231372,183068,0.00,28181,0,37
2026-09-05T03:42:24.920966+00:00,1,1122915024,183260,0.00,28787,0,37
2026-09-05T03:42:30.063571+00:00,1,1122501432,183416,0.00,29341,2,37
2026-09-05T03:42:35.199325+00:00,1,1121824908,183524,0.00,30055,0,37
2026-09-05T03:42:40.342588+00:00,1,1121122320,183580,0.00,30671,3,37
2026-09-05T03:42:45.484857+00:00,1,1120567840,183740,0.00,31223,0,37
2026-09-05T03:42:50.625403+00:00,1,1120321740,183912,0.00,32193,0,37
2026-09-05T03:42:55.765367+00:00,1,1119424824,184020,0.00,33011,0,37
2026-09-05T03:43:00.907657+00:00,1,1119117644,184140,0.00,33365,0,37
2026-09-05T03:43:06.097829+00:00,1,1118530496,184236,0.00,34179,0,37
2026-09-05T03:43:11.239305+00:00,1,1115088332,184364,0.00,34893,3,37
2026-09-05T03:43:16.377245+00:00,1,1111519168,184544,0.00,35243,0,37
2026-09-05T03:43:21.517415+00:00,1,1110821756,184632,0.00,36313,0,37
2026-09-05T03:43:26.662131+00:00,1,1107665376,184636,0.00,37027,0,37
2026-09-05T03:43:31.807449+00:00,1,1105032796,184640,0.00,37377,2,37
2026-09-05T03:43:36.958814+00:00,1,1104484644,184660,0.00,38191,0,37
2026-09-05T03:43:42.094296+00:00,1,1104096552,184668,0.00,38905,0,37
2026-09-05T03:43:47.236303+00:00,1,1104128312,0,0.00,39713,4,36
2026-09-05T03:43:52.376332+00:00,1,1103602068,8,0.00,40069,0,36
2026-09-05T03:43:57.478268+00:00,1,1103039532,32,0.00,41139,0,35
2026-09-05T03:44:02.601176+00:00,1,1112165748,36,0.00,41947,65,36
2026-09-05T03:44:07.722554+00:00,1,1112656236,40,0.00,42917,2,36
2026-09-05T03:44:12.854731+00:00,1,1111812556,60,0.00,43475,3,36
2026-09-05T03:44:17.988269+00:00,1,1111024940,60,0.00,44081,0,36
2026-09-05T03:44:23.143700+00:00,1,1110243056,60,0.00,45127,58,37
2026-09-05T03:44:28.265102+00:00,1,1108650568,60,0.00,45609,0,36
2026-09-05T03:44:33.397923+00:00,1,1109290304,60,0.00,45959,1,36
2026-09-05T03:44:38.501227+00:00,1,1106909960,60,0.00,47030,0,36
2026-09-05T03:44:43.608328+00:00,1,1107070948,60,0.00,48094,0,37
2026-09-05T03:44:48.751312+00:00,1,1106723772,64,0.00,48908,2,37
2026-09-05T03:44:53.886345+00:00,1,1106405848,64,0.00,49622,2,37
2026-09-05T03:44:59.007023+00:00,1,1105672068,64,0.00,50435,2,37
2026-09-05T03:45:04.136011+00:00,1,1104751276,100,0.00,56877,0,37
2026-09-05T03:45:09.264013+00:00,1,1106178668,104,0.00,56877,0,40
2026-09-05T03:45:14.504494+00:00,1,1106103708,124,0.00,56877,75,39
2026-09-05T03:45:19.625968+00:00,1,1106126568,124,0.00,56877,0,38
2026-09-05T03:45:24.775539+00:00,1,1106156008,128,0.00,56877,0,38
2026-09-05T03:45:29.918073+00:00,1,1106145472,128,0.00,56877,31,41
2026-09-05T03:45:35.051366+00:00,1,1105875092,128,0.00,56879,81,41
2026-09-05T03:45:40.185002+00:00,1,1105547180,128,0.00,56879,0,39
2026-09-05T03:45:45.330426+00:00,1,1105524488,128,0.00,56879,0,39
2026-09-05T03:45:50.472176+00:00,1,1105883940,188,0.00,56879,0,39
2026-09-05T03:45:55.620325+00:00,1,1105451172,188,0.00,56879,96,41
2026-09-05T03:46:00.762714+00:00,1,1105458104,188,0.00,56879,38,40
2026-09-05T03:46:05.911860+00:00,1,1105830992,200,0.00,56879,98,42
2026-09-05T03:46:11.095635+00:00,1,1105368856,248,0.00,56879,95,42
2026-09-05T03:46:16.238042+00:00,1,1105825164,248,0.00,56879,0,39
2026-09-05T03:46:21.376448+00:00,1,1105730764,264,0.00,56879,0,39
2026-09-05T03:46:26.527150+00:00,1,1105281536,272,0.00,56879,79,42
2026-09-05T03:46:31.688578+00:00,1,1105506708,276,0.00,56879,0,40
2026-09-05T03:46:36.836195+00:00,1,1103067796,312,0.00,56879,10,39
2026-09-05T03:46:41.974355+00:00,1,1099077692,324,0.00,46717,13,39
2026-09-05T03:46:47.125839+00:00,1,1099010868,324,0.00,60761,100,54
2026-09-05T03:46:52.272475+00:00,1,1099021440,324,0.00,60761,100,57
2026-09-05T03:46:57.411592+00:00,1,1098884436,324,0.00,60761,100,60
2026-09-05T03:47:02.569625+00:00,1,1098945516,324,0.00,60761,20,57
2026-09-05T03:47:07.712935+00:00,1,1098934816,324,0.00,60761,100,62
2026-09-05T03:47:12.844474+00:00,1,1098916284,328,0.00,60761,100,62
2026-09-05T03:47:17.980513+00:00,1,1098939164,328,0.00,60761,100,65
2026-09-05T03:47:23.105288+00:00,1,1098431984,328,0.00,60761,100,64
2026-09-05T03:47:28.236342+00:00,1,1098472352,328,0.00,61577,100,63
2026-09-05T03:47:33.369450+00:00,1,1098896564,328,0.00,61577,100,65
2026-09-05T03:47:38.499548+00:00,1,1098917692,328,0.00,61577,100,66
2026-09-05T03:47:43.633905+00:00,1,1098937544,328,0.00,61577,100,66
2026-09-05T03:47:48.823228+00:00,1,1098984500,328,0.00,61577,64,64
2026-09-05T03:47:53.953383+00:00,1,1098921116,328,0.00,61577,51,61
2026-09-05T03:47:59.083875+00:00,1,1098861520,328,0.00,61577,100,67
2026-09-05T03:48:04.817029+00:00,1,1157503704,424,0.00,8,0,51
2026-09-05T03:48:09.944832+00:00,0,1158766472,436,0.00,8,0,48
