timestamp,wrapper_alive,host_mem_available_kib,swap_free_kib,mem_psi_some_avg10,gpu7_used_mib,gpu7_util_pct,gpu7_temp_c,env_open_fds,env_rss_kib,actor_rss_kib,rollout_rss_kib
2026-09-06T08:28:19.815226+00:00,1,1742767032,3369208,0.00,10,0,42,,,,
2026-09-06T08:28:24.963668+00:00,1,1739396128,3369344,0.00,10,0,42,,,,
2026-09-06T08:28:30.112967+00:00,1,1738169432,3369616,0.00,10,0,42,,,,
2026-09-06T08:28:35.248994+00:00,1,1732409752,3370296,0.00,10,0,43,,,,
2026-09-06T08:28:40.385477+00:00,1,1729921136,3370444,0.00,532,0,44,91,1050340,,1551496
2026-09-06T08:28:45.560547+00:00,1,1723086832,3370500,0.00,1148,0,44,156,1659952,,3040484
2026-09-06T08:28:50.709328+00:00,1,1716795936,3370528,0.00,1152,0,45,209,1781076,,5304468
2026-09-06T08:28:55.848653+00:00,1,1712089404,3370544,0.00,1195,1,45,222,1798236,,9993536
2026-09-06T08:29:01.068730+00:00,1,1707715616,3370572,0.00,1202,5,45,222,1975236,,13161112
2026-09-06T08:29:06.224984+00:00,1,1705034116,3370572,0.00,1184,1,46,222,1800336,,13247456
2026-09-06T08:29:11.429567+00:00,1,1711229948,3370572,0.00,1184,2,46,222,1822900,,14879992
2026-09-06T08:29:16.628591+00:00,1,1711747424,3370572,0.00,1157,0,46,211,1804608,,15137140
2026-09-06T08:29:21.767198+00:00,1,1716524768,3370572,0.00,1157,0,46,211,1804808,,15362548
2026-09-06T08:29:26.913422+00:00,1,1717065252,3370576,0.00,8843,9,47,198,1783600,,9422052
2026-09-06T08:29:32.055903+00:00,1,1716688908,3370588,0.00,1673,0,47,184,1781420,,9433908
2026-09-06T08:29:37.203433+00:00,1,1716744648,3370652,0.00,1673,0,47,147,1780460,,9434152
2026-09-06T08:29:42.334972+00:00,1,1716712424,3370704,0.00,1673,0,47,179,1780912,,9434152
2026-09-06T08:29:47.468409+00:00,1,1716711440,3370704,0.00,1673,0,47,152,1780828,,9434152
2026-09-06T08:29:52.587172+00:00,1,1716687872,3370708,0.00,1673,0,47,208,1787684,,9434152
2026-09-06T08:29:57.791460+00:00,1,1716645920,3370708,0.00,1715,0,47,222,1876532,,9434152
2026-09-06T08:30:02.992087+00:00,1,1716637016,3370708,0.00,1673,0,47,172,1781068,,9434152
2026-09-06T08:30:08.173361+00:00,1,1716221404,3370708,0.00,1677,0,47,211,1805768,,9434152
2026-09-06T08:30:13.311951+00:00,1,1716504644,3370708,0.00,1715,0,46,229,1982056,,9434152
2026-09-06T08:30:18.505972+00:00,1,1716617920,3370708,0.00,1673,0,47,194,1782908,,9434152
2026-09-06T08:30:23.629685+00:00,1,1716401640,3370708,0.00,1673,0,46,148,1781236,,9434152
2026-09-06T08:30:28.795776+00:00,1,1716220956,3370708,0.00,1678,0,46,211,1805984,,9434152
2026-09-06T08:30:33.918747+00:00,1,1714430920,3370716,0.00,1673,0,46,140,1742872,1660812,9434152
2026-09-06T08:30:39.042631+00:00,1,1708331616,3370772,0.00,1673,0,46,140,1742872,3307200,9434152
2026-09-06T08:30:44.124199+00:00,1,1700850716,3370776,0.00,1673,0,46,140,1742872,5528376,9434152
2026-09-06T08:30:49.249097+00:00,1,1695722256,3370776,0.00,1673,0,46,140,1742872,10637152,9434152
2026-09-06T08:30:54.353717+00:00,1,1690419396,3370776,0.00,1673,0,46,140,1742872,13272052,9434152
2026-09-06T08:30:59.470467+00:00,1,1688189908,3370776,0.00,1673,0,46,140,1742872,13288220,9434152
2026-09-06T08:31:04.569749+00:00,1,1687835972,3370780,0.00,1673,0,46,140,1742872,14825908,9434152
2026-09-06T08:31:09.692139+00:00,1,1689559380,3370780,0.00,1673,0,46,140,1742872,16194716,9434152
2026-09-06T08:31:14.825873+00:00,1,1696344112,3370780,0.00,1673,0,46,140,1742872,9763088,9434152
2026-09-06T08:31:19.958251+00:00,1,1689839332,3370788,0.00,17647,0,46,140,1742872,6640696,9434152
2026-09-06T08:31:25.102274+00:00,1,1675027596,3370808,0.00,9619,81,46,140,1742872,18910988,9437940
2026-09-06T08:31:30.238510+00:00,1,1669889216,3370832,0.00,16109,15,46,222,1930740,24940656,6743716
2026-09-06T08:31:35.389926+00:00,1,1671581596,3371116,0.00,19703,0,46,320,2262660,24947980,4375132
2026-09-06T08:31:40.521322+00:00,1,1669958640,3371528,0.00,19765,0,46,432,2500224,24948636,4375640
2026-09-06T08:31:45.665422+00:00,1,1667224608,3372332,0.00,20723,1,46,448,3679400,24948836,4375756
2026-09-06T08:31:50.844626+00:00,1,1665243624,3373860,0.00,23543,0,46,455,4193064,24948976,4375788
2026-09-06T08:31:56.001606+00:00,1,1664176116,3374368,0.00,24350,2,46,464,4622908,24948996,4376372
2026-09-06T08:32:01.174976+00:00,1,1662470056,3374940,0.00,24807,2,46,463,5266248,24949012,4376656
2026-09-06T08:32:06.324537+00:00,1,1660718464,3375532,0.00,25414,0,46,471,5828028,24949044,4376812
2026-09-06T08:32:11.482078+00:00,1,1659315808,3376008,0.00,26488,0,46,480,6553152,24949068,4376836
2026-09-06T08:32:16.629384+00:00,1,1657817984,3376392,0.00,26945,0,46,480,6907536,24949084,4376844
2026-09-06T08:32:21.773274+00:00,1,1656505868,3376644,0.00,27552,0,46,487,7401196,24949092,4376848
2026-09-06T08:32:26.921533+00:00,1,1654729856,3376676,0.00,28362,0,46,496,8172832,24949092,4376848
2026-09-06T08:32:32.081319+00:00,1,1652966968,3376780,0.00,28819,2,46,496,8435772,24949100,4376872
2026-09-06T08:32:37.238302+00:00,1,1651177288,3376836,0.00,29430,2,46,504,9153024,24949140,4376876
2026-09-06T08:32:42.381079+00:00,1,1650093420,3376872,0.00,30500,0,46,512,9751884,24949160,4376904
2026-09-06T08:32:47.539321+00:00,1,1648218320,3376880,0.00,30957,1,46,512,10058656,24949188,4376912
2026-09-06T08:32:52.691543+00:00,1,1646648164,3376896,0.00,31564,2,46,519,10690604,24949188,4376944
2026-09-06T08:32:57.844783+00:00,1,1645597288,3376916,0.00,32376,0,46,528,11310508,24949196,4376948
2026-09-06T08:33:02.992750+00:00,1,1644610572,3376936,0.00,33090,3,46,527,11600520,24949200,4376948
2026-09-06T08:33:08.142437+00:00,1,1643401948,3376936,0.00,33907,0,46,536,12353724,24949200,4376948
2026-09-06T08:33:13.281991+00:00,1,1642516520,3376964,0.00,34258,0,46,543,12759368,24949228,4376956
2026-09-06T08:33:18.436195+00:00,1,1641370092,3376980,0.00,35308,60,48,549,13223908,24949228,4376956
2026-09-06T08:33:23.578687+00:00,1,1640080004,3376980,0.00,36045,0,46,551,13822176,24949244,4377008
2026-09-06T08:33:28.722261+00:00,1,1638891452,3377008,0.00,36143,0,46,559,14322256,24949244,4377008
2026-09-06T08:33:33.879310+00:00,1,1638050804,3377076,0.00,37214,0,47,568,14745020,24949252,4377008
2026-09-06T08:33:39.031736+00:00,1,1636580480,3377088,0.00,37928,0,46,567,15394896,24949252,4377024
2026-09-06T08:33:44.179021+00:00,1,1635604204,3377092,0.00,38278,0,46,575,15886712,24949252,4377396
2026-09-06T08:33:49.339377+00:00,1,1634807396,3377092,0.00,39348,3,47,583,16382092,24949252,4377396
2026-09-06T08:33:54.483688+00:00,1,1633357412,3377116,0.00,40062,0,46,583,17013108,24949252,4377400
2026-09-06T08:33:59.627694+00:00,1,1632543588,3377120,0.00,40156,0,47,591,17505500,24949252,4377400
2026-09-06T08:34:04.804653+00:00,1,1631573648,3377120,0.00,41226,1,47,600,17957840,24949252,4377408
2026-09-06T08:34:09.953147+00:00,1,1630284640,3377124,0.00,41940,0,47,599,18546888,24949252,4377412
2026-09-06T08:34:15.108730+00:00,1,1629319512,3377124,0.00,42290,0,47,607,19219520,24949260,4377412
2026-09-06T08:34:20.284959+00:00,1,1628197352,3377132,0.00,43360,0,47,616,19918356,24949260,4377412
2026-09-06T08:34:25.432670+00:00,1,1627224136,3377132,0.00,44074,1,47,616,20245692,24949260,4377416
2026-09-06T08:34:30.580230+00:00,1,1626029852,3377132,0.00,44174,2,47,624,20891020,24949260,4377416
2026-09-06T08:34:35.715302+00:00,1,1625723792,3377136,0.00,45238,0,47,632,21401820,24949268,4377416
2026-09-06T08:34:40.904399+00:00,1,1625172392,3377172,0.00,45952,1,47,631,21717800,24949268,4377416
2026-09-06T08:34:46.042982+00:00,1,1624504320,3377172,0.00,46308,0,47,639,22445332,24949664,4377416
2026-09-06T08:34:51.180265+00:00,1,1623699812,3377172,0.00,47372,0,47,648,22842872,24949664,4377416
2026-09-06T08:34:56.356576+00:00,1,1622814068,3377172,0.00,47829,2,47,647,23310236,24949668,4377416
2026-09-06T08:35:01.544173+00:00,1,1621470472,3377172,0.00,48186,0,47,656,24035720,24949672,4377416
2026-09-06T08:35:06.690249+00:00,1,1620807760,3377172,0.00,49250,0,47,664,24580780,24949692,4377440
2026-09-06T08:35:11.863931+00:00,1,1619699832,3377172,0.00,49707,0,46,663,24851968,24949692,4377440
2026-09-06T08:35:17.011528+00:00,1,1619007064,3377172,0.00,50320,0,46,671,25376796,24949692,4377440
2026-09-06T08:35:22.152972+00:00,1,1617866860,3377172,0.00,51384,2,46,679,25811740,24949692,4377440
2026-09-06T08:35:27.304516+00:00,1,1616769876,3377172,0.00,51842,0,46,679,26427828,24949692,4377464
2026-09-06T08:35:32.464293+00:00,1,1615760232,3377172,0.00,52198,0,46,687,26918780,24949692,4377464
2026-09-06T08:35:37.685379+00:00,1,1614592080,3377172,0.00,53268,1,46,696,27370332,24949720,4377464
2026-09-06T08:35:42.837090+00:00,1,1613515960,3377196,0.00,53725,3,46,696,28071176,24949720,4377464
2026-09-06T08:35:48.013373+00:00,1,1613041940,3377208,0.00,61567,0,47,729,28201488,24949720,4665568
2026-09-06T08:35:53.170290+00:00,1,1612990124,3377208,0.00,61567,0,47,745,28275116,24949720,4665892
2026-09-06T08:35:58.311415+00:00,1,1612123832,3377208,0.00,61567,0,47,745,28307528,24949720,4665892
2026-09-06T08:36:03.455252+00:00,1,1612918236,3377208,0.00,61567,0,47,745,28331016,24949720,4665892
2026-09-06T08:36:08.597407+00:00,1,1612568908,3377208,0.00,61567,0,47,745,28358824,24949732,4665892
2026-09-06T08:36:13.745997+00:00,1,1612191872,3377208,0.00,61569,0,49,745,28525168,24949744,4754464
2026-09-06T08:36:18.894412+00:00,1,1612143004,3377208,0.00,61569,94,50,745,28530708,24949744,4754464
2026-09-06T08:36:24.040103+00:00,1,1612086656,3377208,0.00,61569,0,47,745,28536080,24949768,4754464
2026-09-06T08:36:29.188506+00:00,1,1612058684,3377208,0.00,61569,0,48,745,28540120,24949768,4754464
2026-09-06T08:36:34.337909+00:00,1,1611681864,3377212,0.00,61569,24,49,745,28542492,24949788,4754464
2026-09-06T08:36:39.484675+00:00,1,1611847092,3377216,0.00,61569,83,50,745,28593608,24949788,4769936
2026-09-06T08:36:44.715962+00:00,1,1611852308,3377220,0.00,61569,0,48,745,28594708,24949816,4769948
2026-09-06T08:36:49.873466+00:00,1,1610987940,3377220,0.00,61569,48,48,745,28598508,24949828,4769948
2026-09-06T08:36:55.024535+00:00,1,1611812908,3377220,0.00,61569,0,48,745,28600688,24949852,4769948
2026-09-06T08:37:00.167969+00:00,1,1611681068,3377220,0.00,61569,37,50,745,28601412,24949852,4769948
2026-09-06T08:37:05.310978+00:00,1,1611758000,3377220,0.00,61569,39,50,745,28635312,24949856,4777780
2026-09-06T08:37:10.466871+00:00,1,1611687720,3377220,0.00,61569,74,51,745,28638092,24949872,4777780
2026-09-06T08:37:15.614153+00:00,1,1611700760,3377220,0.00,61569,0,48,745,28640716,24949884,4777780
2026-09-06T08:37:20.760690+00:00,1,1611689496,3377220,0.00,61569,96,49,745,28642052,24949884,4777780
2026-09-06T08:37:25.914858+00:00,1,1606875980,3377228,0.00,61569,9,48,762,28737288,24949884,4966372
2026-09-06T08:37:31.056172+00:00,1,1598766948,3377228,0.00,51041,0,48,762,28737288,25000140,10541788
2026-09-06T08:37:36.204621+00:00,1,1598015348,3377232,0.00,66869,100,63,762,28737572,25880900,10541788
2026-09-06T08:37:41.353578+00:00,1,1597551496,3377232,0.00,66869,99,67,762,28737572,25881864,10541788
2026-09-06T08:37:46.513897+00:00,1,1597988848,3377240,0.00,66869,99,67,762,28737572,25883176,10541788
2026-09-06T08:37:51.696556+00:00,1,1597975080,3377240,0.00,66869,100,68,762,28737572,25883696,10541788
2026-09-06T08:37:56.854473+00:00,1,1597112204,3377240,0.00,66869,100,69,762,28737572,25883740,10541792
2026-09-06T08:38:01.983438+00:00,1,1597939312,3377240,0.00,66869,100,69,762,28737572,25883804,10541792
2026-09-06T08:38:07.119328+00:00,1,1597924980,3377240,0.00,66869,100,71,762,28737572,25884624,10541792
2026-09-06T08:38:12.256348+00:00,1,1597918712,3377240,0.00,66869,37,66,762,28737572,25884800,10541792
2026-09-06T08:38:17.418823+00:00,1,1597956256,3377240,0.00,66869,90,66,762,28737572,25884832,10541792
2026-09-06T08:38:22.555662+00:00,1,1597938876,3377240,0.00,66897,100,68,762,28737572,25892768,10541804
2026-09-06T08:38:27.690526+00:00,1,1597601076,3377240,0.00,66897,100,69,762,28737572,25892768,10541808
2026-09-06T08:38:32.827667+00:00,1,1597613808,3377240,0.00,66897,94,70,762,28737572,25892904,10541808
2026-09-06T08:38:37.966336+00:00,1,1597815576,3377240,0.00,66897,100,71,762,28737572,25893020,10541820
2026-09-06T08:38:43.082479+00:00,1,1597797764,3377240,0.00,66897,100,69,762,28737572,25893076,10541820
2026-09-06T08:38:48.222120+00:00,1,1597710072,3377240,0.00,66897,100,70,762,28737572,25893240,10541820
2026-09-06T08:38:53.380758+00:00,1,1597706684,3377244,0.00,66897,100,69,762,28737576,25893244,10541820
2026-09-06T08:38:58.523125+00:00,1,1597706904,3377244,0.00,66897,100,71,762,28737576,25893248,10541820
2026-09-06T08:39:03.665162+00:00,1,1597735096,3377248,0.00,66897,100,70,762,28737576,25893668,10541820
2026-09-06T08:39:08.797397+00:00,1,1597742512,3377248,0.00,66897,100,70,762,28737584,25893708,10541820
2026-09-06T08:39:13.931476+00:00,1,1597675988,3377248,0.00,66897,93,69,762,28737584,25893708,10541820
2026-09-06T08:39:19.068080+00:00,1,1597661868,3377248,0.00,66897,100,70,762,28737584,25893728,10541820
2026-09-06T08:39:24.243500+00:00,1,1597640260,3377248,0.00,66897,99,70,762,28737584,25893728,10541820
2026-09-06T08:39:29.387325+00:00,1,1597655144,3377256,0.00,66897,90,69,762,28737584,25893748,10541820
2026-09-06T08:39:34.538266+00:00,1,1597608348,3377256,0.00,66897,23,66,762,28737584,25893748,10541820
2026-09-06T08:39:39.689690+00:00,1,1597641584,3377260,0.00,66897,99,69,762,28737584,25893748,10541832
2026-09-06T08:39:44.844155+00:00,1,1597642956,3377260,0.00,66897,100,68,762,28737584,25893772,10541832
2026-09-06T08:39:50.001660+00:00,1,1597614184,3377264,0.00,66897,100,70,762,28737584,25893988,10541832
2026-09-06T08:39:55.164839+00:00,1,1597619188,3377264,0.00,66897,99,70,762,28737584,25893988,10541832
2026-09-06T08:40:00.318350+00:00,1,1592643484,3377264,0.00,66897,99,67,762,28737584,25894016,10541832
2026-09-06T08:40:05.471901+00:00,1,1592144180,3377264,0.00,66897,95,70,762,28737584,25894016,10541832
2026-09-06T08:40:10.622514+00:00,1,1590833504,3377264,0.00,66897,100,70,762,28737584,25894060,10541832
2026-09-06T08:40:15.758259+00:00,1,1587453740,3377264,0.00,66897,100,69,762,28737584,25894060,10541832
2026-09-06T08:40:20.906686+00:00,1,1587437388,3377264,0.00,66897,100,71,762,28737584,25894064,10541832
2026-09-06T08:40:26.071347+00:00,1,1587435960,3377264,0.00,66897,95,67,762,28737584,25894244,10541832
2026-09-06T08:40:31.209294+00:00,1,1587479960,3377264,0.00,66897,100,69,762,28737584,25894244,10541832
2026-09-06T08:40:36.347968+00:00,1,1587480564,3377264,0.00,66897,56,67,762,28737584,25894388,10541832
2026-09-06T08:40:41.516277+00:00,1,1586730568,3377268,0.00,66897,100,69,762,28737584,25894436,10541832
