runner_step,actor_rank,mode,warmup,history_steps,history_count,history_mean,history_std,current_count,current_mean,current_std,valid_queries_local,weight_min,weight_p05,weight_mean,weight_p50,weight_p95,weight_max,z_low_clip_fraction,z_high_clip_fraction,positive_adv_weight_mean,negative_adv_weight_mean,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss
0,0,apply,1,0,0,0.0,0.0,51200,-4.41282382350129,0.6461099688817211,268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,47.4930419921875,0.1680913269519806,0.14239412546157837,0.9900237321853638,0.01873416267335415
1,0,apply,0,1,51200,-4.41282382350129,0.6461099688817211,51200,-4.411570622753008,0.6717913150590387,292,0.800000011920929,0.867456316947937,1.0215529203414917,1.0181783437728882,1.2000000476837158,1.2000000476837158,0.004794520325958729,0.0550684928894043,1.0102064609527588,1.0397878885269165,36.13875961303711,0.15100592374801636,0.04722914472222328,0.9991199970245361,0.0021941105369478464
2,0,apply,0,2,102400,-4.412197223127149,0.6590760381523314,51200,-4.400568064012077,0.7098065654396496,310,0.800000011920929,0.8750368356704712,1.0165780782699585,1.01336669921875,1.1820933818817139,1.2000000476837158,0.0019354838877916336,0.03812903165817261,1.0133424997329712,1.0247403383255005,41.99591827392578,0.15317532420158386,0.03763066977262497,1.0081936120986938,0.003983739763498306
3,0,apply,0,3,153600,-4.408320836755458,0.6764313137592579,51200,-4.3818349107937316,0.6726170976701971,213,0.800000011920929,0.8807503581047058,1.0215510129928589,1.0150697231292725,1.2000000476837158,1.2000000476837158,0.002159624360501766,0.05436619743704796,1.0125503540039062,1.0365145206451416,32.90983581542969,0.13300946354866028,0.04287748411297798,1.0082213878631592,0.005833439063280821
4,0,apply,0,4,204800,-4.401699355265026,0.6755771338244869,51200,-4.40662150609484,0.6329385395376296,267,0.800000011920929,0.8798065781593323,1.0171878337860107,1.0117576122283936,1.1813907623291016,1.2000000476837158,0.00187265919521451,0.036029960960149765,1.005242109298706,1.034774661064148,33.736351013183594,0.12485282123088837,0.025746366009116173,1.0014395713806152,-0.005099593661725521
5,0,apply,0,5,256000,-4.402683785430988,0.6672703248119336,51200,-4.438972337838224,0.6469924715297924,282,0.800000011920929,0.8775545358657837,1.0103083848953247,1.0046875476837158,1.1710721254348755,1.2000000476837158,0.0022695036605000496,0.031063830479979515,1.0056875944137573,1.0237855911254883,38.710636138916016,0.1602674424648285,0.05006387084722519,0.996330738067627,-0.0002971719950437546
6,0,apply,0,5,256000,-4.407913488298376,0.6676027093869998,51200,-4.405344914031722,0.6421831073962238,187,0.800000011920929,0.8789578080177307,1.016209363937378,1.0110399723052979,1.1882742643356323,1.2000000476837158,0.0024598930031061172,0.04310160502791405,1.0069334506988525,1.0297569036483765,43.5675048828125,0.1733511984348297,0.06918563693761826,0.9753342866897583,0.011249501258134842
7,0,apply,0,5,256000,-4.4066683465541185,0.6617473734579002,51200,-4.370310101924422,0.643735328526558,204,0.800000011920929,0.8770429491996765,1.0210644006729126,1.0181143283843994,1.1856900453567505,1.2000000476837158,0.0024509804788976908,0.038235295563936234,1.0170096158981323,1.0342426300048828,36.14440155029297,0.12194639444351196,0.03299662098288536,1.00142502784729,0.00218640873208642
8,0,apply,0,5,256000,-4.400616754136588,0.6482621913848781,51200,-4.349499489570386,0.6201423821062719,212,0.800000011920929,0.8832024335861206,1.0228705406188965,1.018507719039917,1.1916526556015015,1.2000000476837158,0.0019811319652944803,0.04537735879421234,1.0163949728012085,1.033555269241333,34.43781280517578,0.13443896174430847,0.04299492388963699,0.9870966672897339,0.0004841263871639967
9,0,apply,0,5,256000,-4.394149669891919,0.6380334253165733,51200,-4.313436158445559,0.6461624877668352,213,0.800000011920929,0.8936371803283691,1.034581184387207,1.0266631841659546,1.2000000476837158,1.2000000476837158,0.0008450704044662416,0.08262910693883896,1.0215651988983154,1.054570198059082,33.053646087646484,0.1001027524471283,0.024813450872898102,1.0026936531066895,0.006909411400556564
