runner_step,actor_rank,mode,warmup,history_steps,history_count,history_mean,history_std,current_count,current_mean,current_std,valid_queries_local,weight_min,weight_p05,weight_mean,weight_p50,weight_p95,weight_max,z_low_clip_fraction,z_high_clip_fraction,positive_adv_weight_mean,negative_adv_weight_mean,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss
10,0,apply,0,5,256000,-4.375512600362063,0.641400100919769,51200,-4.367098875652602,0.614911117784121,236,0.800000011920929,0.8779710531234741,1.01499342918396,1.0076823234558105,1.197087287902832,1.2000000476837158,0.0028813558164983988,0.047118645161390305,1.0092686414718628,1.0261566638946533,28.825210571289062,0.1394413858652115,0.03310449421405792,1.0069959163665771,-0.003306356957182288
11,0,apply,0,5,256000,-4.361137907924938,0.6342708199858146,51200,-4.266903939081759,0.6167220196649813,234,0.800000011920929,0.8973576426506042,1.0338631868362427,1.0266427993774414,1.2000000476837158,1.2000000476837158,0.0004273504309821874,0.06264957040548325,1.0257568359375,1.0507159233093262,36.77634811401367,0.1148730218410492,0.023626577109098434,0.9998022317886353,-0.0028553511947393417
12,0,apply,0,5,256000,-4.333449712934946,0.6296883153319526,51200,-4.253688659004613,0.642464321117336,192,0.800000011920929,0.8791320323944092,1.0294872522354126,1.0221153497695923,1.2000000476837158,1.2000000476837158,0.003020833246409893,0.07260416448116302,1.0184663534164429,1.0405081510543823,41.789459228515625,0.1399136781692505,0.04181370139122009,0.9939732551574707,0.0032366616651415825
13,0,apply,0,5,256000,-4.310125424350983,0.6297912556238694,51200,-4.284102741370493,0.614064655640882,237,0.800000011920929,0.8836572170257568,1.0195560455322266,1.0144157409667969,1.1832107305526733,1.2000000476837158,0.0010970464209094644,0.039746835827827454,1.0106322765350342,1.0358102321624756,38.99467468261719,0.12709033489227295,0.051055002957582474,0.9829282760620117,0.00851428136229515
14,0,apply,0,5,256000,-4.297046074711004,0.6283240360843979,51200,-4.240858523954777,0.6013219031068016,187,0.800000011920929,0.8886510133743286,1.0348789691925049,1.0305755138397217,1.2000000476837158,1.2000000476837158,0.0007486630929633975,0.07219251245260239,1.0154484510421753,1.0632575750350952,35.4559211730957,0.1356319785118103,0.043378084897994995,0.9882497787475586,0.0036850108299404383
15,0,apply,0,5,256000,-4.282530547812849,0.6196535234427931,51200,-4.240588770336693,0.5956300271372754,188,0.800000011920929,0.8940458297729492,1.0326848030090332,1.0265281200408936,1.2000000476837158,1.2000000476837158,0.0008510638144798577,0.07159574329853058,1.0148694515228271,1.0567353963851929,31.225360870361328,0.08439406007528305,0.030998654663562775,0.9909411668777466,-0.0026033297181129456
16,0,apply,0,5,256000,-4.2572285267496675,0.6144783545908182,51200,-4.201336686136603,0.6125915968918101,216,0.800000011920929,0.8903411030769348,1.0326303243637085,1.0263545513153076,1.2000000476837158,1.2000000476837158,0.0010185184655711055,0.07935184985399246,1.0210912227630615,1.0470539331436157,31.449081420898438,0.1282101571559906,0.03577033057808876,1.004101037979126,3.396160900592804e-05
17,0,apply,0,5,256000,-4.244115076160636,0.6140050696301455,51200,-4.248392500426004,0.5703670958047534,163,0.800000011920929,0.8767408132553101,1.0212081670761108,1.0146400928497314,1.2000000476837158,1.2000000476837158,0.0013496932806447148,0.061717789620161057,1.0025181770324707,1.0426033735275269,24.328189849853516,0.15042376518249512,0.0332515574991703,1.0013318061828613,0.0011895393254235387
18,0,apply,0,5,256000,-4.243055844444914,0.599581584229587,51200,-4.221263844241429,0.5514250946234612,208,0.800000011920929,0.881554365158081,1.0185719728469849,1.0106797218322754,1.2000000476837158,1.2000000476837158,0.0015384615398943424,0.05557692423462868,1.0121110677719116,1.0331090688705444,43.25094985961914,0.1470104455947876,0.03986813873052597,1.0090855360031128,0.01012159138917923
19,0,apply,0,5,256000,-4.230488065019101,0.5869386531038232,51200,-4.257719263998618,0.5532910487783304,129,0.800000011920929,0.8902839422225952,1.0216727256774902,1.0167088508605957,1.1877095699310303,1.2000000476837158,0.0010852713603526354,0.041085273027420044,1.0135416984558105,1.0426783561706543,30.945920944213867,0.14749369025230408,0.05073539912700653,0.9984196424484253,0.007063473109155893
20,0,apply,0,5,256000,-4.23386021302787,0.5775127705786646,51200,-4.17564499669157,0.574469779911221,133,0.800000011920929,0.8885106444358826,1.0281095504760742,1.0201324224472046,1.2000000476837158,1.2000000476837158,0.002255639061331749,0.06390977650880814,1.0109479427337646,1.0548421144485474,39.592750549316406,0.11342193186283112,0.035336706787347794,0.9997588396072388,0.008108170703053474
21,0,apply,0,5,256000,-4.220871458298845,0.5736454652297891,51200,-4.231868487690288,0.5315743646010084,185,0.800000011920929,0.8886927366256714,1.0226026773452759,1.018723726272583,1.1808366775512695,1.2000000476837158,0.0017297297017648816,0.03362162038683891,1.0212345123291016,1.0249567031860352,31.48641586303711,0.1420125961303711,0.06444709748029709,0.9846985340118408,0.00017199301510117948
22,0,apply,0,5,256000,-4.226977818609582,0.557171666286571,51200,-4.169848702003832,0.53773590385743,134,0.800000011920929,0.8913284540176392,1.0339819192886353,1.027024745941162,1.2000000476837158,1.2000000476837158,0.0005970149068161845,0.07059701532125473,1.0316088199615479,1.0372874736785889,38.41162872314453,0.17221301794052124,0.04887659102678299,0.9909763932228088,0.004834630060940981
