h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_p05,residual_median,residual_p95,weight_p05,weight_mean,weight_p50,weight_p95,at_min_fraction,at_max_fraction
0,-4.10701847076416,0.26743507385253906,-4.011713839344128,-1.1044058203697205,0.3563649654388428,1.89309002161026,0.44779708981513977,1.2004083618105457,1.1781824827194214,1.9465449571609497,0.0111731843575419,0.0446927374301676
1,-4.104917049407959,0.28263452649116516,-3.987609815186389,-1.4295458316802978,0.4150490164756775,1.8304750919342039,0.2852270841598511,1.1717839430830332,1.2075245380401611,1.915237545967102,0.00558659217877095,0.027932960893854747
2,-4.111911773681641,0.29144835472106934,-3.998353027297446,-1.1354108810424803,0.38963598012924194,1.8023725390434264,0.4322945594787598,1.1658525506877366,1.1948180198669434,1.9011862635612486,0.0111731843575419,0.03910614525139665
3,-4.098389625549316,0.3090296983718872,-4.005364514631699,-1.2716020107269288,0.3010235130786896,2.0,0.36419899463653566,1.1205619303873797,1.1505117416381836,2.0,0.0111731843575419,0.055865921787709494
4,-4.079462051391602,0.33057498931884766,-4.054463237443878,-1.3711869835853576,0.07562176883220673,2.0,0.3144065082073212,1.1044886721579057,1.0378109216690063,2.0,0.00558659217877095,0.0782122905027933
5,-4.073699951171875,0.3538720905780792,-4.053792064633383,-1.2483033537864685,0.05625747889280319,2.0,0.37584832310676575,1.0778606007885,1.028128743171692,2.0,0.0,0.0893854748603352
6,-4.080505847930908,0.3509899973869324,-4.001992575467531,-1.4644418358802795,0.22369055449962616,2.0,0.26777908205986023,1.0927094743904455,1.1118452548980713,2.0,0.00558659217877095,0.08379888268156424
7,-4.089320659637451,0.3644144535064697,-3.9886105441598527,-1.2380312204360961,0.2763615846633911,2.0,0.3809843897819519,1.1504722876921711,1.1381807327270508,2.0,0.0,0.0893854748603352
8,-4.104277610778809,0.3822305202484131,-3.9910562800432583,-1.1809054613113403,0.296212375164032,2.0,0.40954726934432983,1.1796978575557304,1.1481062173843384,2.0,0.0111731843575419,0.1005586592178771
9,-4.115544319152832,0.3781886696815491,-4.028716544023955,-1.2957491278648376,0.22958846390247345,2.0,0.3521254360675812,1.1587777906955954,1.1147942543029785,2.0,0.01675977653631285,0.09497206703910614
10,-4.104238510131836,0.40963929891586304,-4.018467279286318,-1.38234783411026,0.20938196778297424,2.0,0.30882608294487,1.1305366977633045,1.1046910285949707,2.0,0.0111731843575419,0.1005586592178771
11,-4.115981101989746,0.416583776473999,-4.010641731319462,-1.1072351932525635,0.25286516547203064,2.0,0.44638240337371826,1.162681682815765,1.1264325380325317,2.0,0.00558659217877095,0.09497206703910614
12,-4.098455905914307,0.43144455552101135,-4.032819656433097,-1.3716580867767334,0.15213115513324738,2.0,0.3141709566116333,1.107443829155501,1.0760655403137207,2.0,0.0111731843575419,0.09497206703910614
13,-4.102983474731445,0.42577245831489563,-3.989495532995268,-1.0113111972808837,0.2665460407733917,2.0,0.4943444013595581,1.1676712066101629,1.1332730054855347,2.0,0.0,0.10614525139664804
14,-4.088356018066406,0.4303880035877228,-3.996055818836488,-1.0480262279510497,0.21445806324481964,2.0,0.4759868860244751,1.1572501972400941,1.1072289943695068,2.0,0.0111731843575419,0.0893854748603352
15,-4.087343692779541,0.4210738241672516,-3.984428773901057,-1.0654865980148316,0.24441036581993103,2.0,0.4672567009925842,1.1652103169670318,1.122205138206482,2.0,0.00558659217877095,0.1005586592178771
16,-4.091653347015381,0.42475125193595886,-3.9684965076326515,-1.049559438228607,0.2899503707885742,2.0,0.4752202808856964,1.1691736891948976,1.144975185394287,2.0,0.00558659217877095,0.07262569832402235
17,-4.09932804107666,0.42319560050964355,-3.9629939501996954,-1.1689741969108582,0.32215404510498047,2.0,0.41551290154457093,1.1910527195344425,1.1610770225524902,2.0,0.00558659217877095,0.0782122905027933
18,-4.110669136047363,0.41787660121917725,-3.925060764914804,-1.164423942565918,0.4441703259944916,2.0,0.417788028717041,1.1917778556573324,1.2220851182937622,2.0,0.00558659217877095,0.061452513966480445
19,-4.133504390716553,0.4020608961582184,-3.9569619059717223,-0.9043459773063659,0.4390939772129059,2.0,0.5478269815444946,1.2457095963994884,1.2195470333099365,2.0,0.00558659217877095,0.07262569832402235
20,-4.163274765014648,0.4050635099411011,-4.0314568323907745,-0.9006770372390747,0.32542505860328674,2.0,0.5496614813804627,1.201175276793581,1.162712574005127,2.0,0.0,0.07262569832402235
21,-4.153354644775391,0.40609851479530334,-3.956323762345196,-1.0436417698860168,0.48517975211143494,2.0,0.47817911505699157,1.2383266401024504,1.2425898313522339,2.0,0.0,0.061452513966480445
22,-4.163029670715332,0.41492506861686707,-4.006192113202469,-1.0521702408790587,0.37798985838890076,2.0,0.47391487956047057,1.1972831407738798,1.1889948844909668,2.0,0.0,0.08379888268156424
23,-4.158792018890381,0.4085942506790161,-4.02835040676634,-0.9045509994029999,0.31924498081207275,2.0,0.5477245032787323,1.224710793801526,1.1596224308013916,2.0,0.0,0.0670391061452514
24,-4.155414581298828,0.40173956751823425,-3.9630941136268922,-1.226738178730011,0.478719562292099,2.0,0.38663091063499455,1.2286136426739187,1.239359736442566,2.0,0.00558659217877095,0.055865921787709494
25,-4.150457382202148,0.41110959649086,-4.026329386619139,-1.1622093319892883,0.30193376541137695,2.0,0.41889533400535583,1.1793812649876045,1.1509668827056885,2.0,0.0,0.0670391061452514
26,-4.1502838134765625,0.40602391958236694,-3.9238268985491236,-0.9806130468845367,0.557742714881897,1.7881859540939329,0.5096934497356415,1.2147587847443266,1.2788712978363037,1.8940930366516113,0.00558659217877095,0.03910614525139665
27,-4.147822856903076,0.42133983969688416,-3.9992428225630334,-0.973554539680481,0.3526371419429779,1.6348147392272947,0.5132227540016174,1.168809335990991,1.1763185262680054,1.8174073696136475,0.00558659217877095,0.0335195530726257
28,-4.144148826599121,0.41989216208457947,-3.9698972931395877,-1.2460455656051637,0.41499119997024536,1.9936276078224182,0.3769772171974182,1.180441246685369,1.2074955701828003,1.996813750267029,0.0,0.05027932960893855
29,-4.140399932861328,0.43825045228004456,-3.9725486199303055,-1.3099630713462829,0.3830029368400574,1.9368333339691157,0.3450184643268585,1.1758476815410166,1.191501498222351,1.968416666984558,0.0,0.05027932960893855
30,-4.129581451416016,0.4275732636451721,-4.032574931738501,-0.9883102715015412,0.22687648236751556,2.0,0.5058448910713196,1.188848067928293,1.1134382486343384,2.0,0.0111731843575419,0.1005586592178771
31,-4.1260552406311035,0.44337838888168335,-4.0344168281825965,-0.9216264903545379,0.20668251812458038,2.0,0.5391867816448211,1.1912256349398438,1.1033412218093872,2.0,0.0,0.08379888268156424
32,-4.117392539978027,0.4400639832019806,-3.9281691917786428,-1.1825468778610229,0.42999041080474854,2.0,0.40872656106948857,1.2240008358848828,1.2149951457977295,2.0,0.0,0.0893854748603352
33,-4.112823486328125,0.4465123414993286,-3.9289558382963783,-0.8854048788547516,0.41178637742996216,2.0,0.5572975873947144,1.2418179978205506,1.2058931589126587,2.0,0.0,0.1005586592178771
34,-4.088747978210449,0.4595355689525604,-3.952767442204763,-0.932483184337616,0.29590877890586853,2.0,0.533758407831192,1.2078226721486567,1.1479543447494507,2.0,0.0,0.0893854748603352
35,-4.0720014572143555,0.4662216305732727,-3.9143786935381915,-1.0640985488891601,0.3380855917930603,2.0,0.46795072555541994,1.2071852660711917,1.1690428256988525,2.0,0.0,0.0893854748603352
36,-4.0733232498168945,0.475782185792923,-3.8672304429808797,-0.9734022736549377,0.43316635489463806,2.0,0.5132988631725312,1.2058355025738978,1.2165831327438354,2.0,0.0,0.08379888268156424
37,-4.047128200531006,0.4839288294315338,-3.8454361711170466,-0.7501921236515046,0.4167805016040802,2.0,0.6249039351940155,1.2277295069987548,1.208390235900879,2.0,0.0,0.07262569832402235
38,-4.04057502746582,0.4887303113937378,-3.8497463231346107,-0.8247604310512543,0.39045828580856323,2.0,0.587619811296463,1.2321419176442663,1.195229172706604,2.0,0.00558659217877095,0.0670391061452514
39,-4.022759437561035,0.48978137969970703,-3.837487350676634,-0.8746827423572541,0.3782748579978943,2.0,0.5626586318016052,1.2117718145168028,1.1891374588012695,2.0,0.0,0.061452513966480445
40,-4.009894371032715,0.4837828576564789,-3.8008673619081232,-0.8964884877204895,0.4320679306983948,2.0,0.5517557561397552,1.229422812688284,1.216033935546875,2.0,0.0,0.0670391061452514
41,-4.010069847106934,0.48070669174194336,-3.871509750970491,-0.6948976993560791,0.2882423996925354,1.9869858145713806,0.6525511741638184,1.2318891523270634,1.1441211700439453,1.9934929609298706,0.0,0.05027932960893855
42,-4.00000524520874,0.4729103446006775,-3.7675453709435254,-1.0623191833496093,0.4915514886379242,2.0,0.4688404083251953,1.2372285334091613,1.2457756996154785,2.0,0.0,0.061452513966480445
43,-4.002119541168213,0.4607928991317749,-3.7779791781251584,-0.9622624933719635,0.4864233136177063,2.0,0.518868750333786,1.2300627621192506,1.2432116270065308,2.0,0.0,0.0670391061452514
44,-3.9909844398498535,0.46901217103004456,-3.7246682993740845,-0.837671560049057,0.567823588848114,2.0,0.5811642467975616,1.2714944138873223,1.2839118242263794,2.0,0.0,0.10614525139664804
45,-3.981515884399414,0.5001729726791382,-3.72459710454098,-0.8237871646881103,0.513659656047821,2.0,0.5881063938140869,1.2746594794635666,1.256829857826233,2.0,0.0,0.10614525139664804
46,-3.9554872512817383,0.5087437629699707,-3.7409965070003217,-0.9781413495540618,0.42160841822624207,2.0,0.5109293520450592,1.266958224040836,1.2108042240142822,2.0,0.0,0.11173184357541899
47,-3.9213998317718506,0.5422960519790649,-3.677842558074395,-0.931124746799469,0.44912222027778625,2.0,0.5344375967979431,1.270723633926008,1.224561095237732,2.0,0.0,0.11173184357541899
48,-3.8640551567077637,0.5788514614105225,-3.595180308515091,-0.8236701250076294,0.4644972085952759,2.0,0.5881649136543274,1.2509214944679643,1.2322485446929932,2.0,0.0,0.1005586592178771
49,-3.8277595043182373,0.6201454997062683,-3.558178024404327,-0.7867932677268982,0.4347069561481476,2.0,0.6066033661365509,1.2728046828142092,1.2173534631729126,2.0,0.0,0.12849162011173185
