global_step,runner_step,signal_mode,warmup,rank_count,valid_queries,history_steps,history_queries,weight_min,weight_max,weight_mean,weight_below_one_fraction,weight_above_one_fraction,z_low_clip_fraction,z_high_clip_fraction,weight_p05,weight_p50,weight_p95,residual_p05,residual_p50,residual_p95,positive_adv_weight_mean,negative_adv_weight_mean,current_mean,current_std,history_mean,history_std,position_center_median,position_scale_median,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss
11,10,per_h_robust_residual,0,2,205,5,5120,0.5,1.2000000476837158,1.0038720671723529,0.36282927510215013,0.6371707137038068,0.0012682927017122476,0.0516097556345346,0.7338677644729614,1.0313641428947449,1.1974825859069824,-1.0645289421081543,0.3136418759822845,1.9748260378837585,0.994683027267456,1.0284161567687988,-4.33086779311765,0.6005220431153109,-4.3521292640483,0.6217623120624893,-4.413923263549805,0.5992881059646606,21.69876480102539,0.0825712531805038,0.020003167912364,1.0007500648498535,-0.0028083571232855
12,11,per_h_robust_residual,0,2,609,5,5120,0.5,1.2000000476837158,1.0135821104049683,0.33812808138983586,0.6618719186101641,0.002331691261913043,0.07704433266605645,0.7338379323482513,1.0393317937850952,1.2000000476837158,-1.0646482110023499,0.393317848443985,2.0,0.9983929395675659,1.0382027626037598,-4.19983074079646,0.6471196226692942,-4.336537783627864,0.6177383107763241,-4.397029399871826,0.5950229167938232,46.89915466308594,0.1566181778907776,0.0507161021232605,0.990031123161316,0.0133413691073656
13,12,per_h_robust_residual,0,2,488,5,5120,0.5,1.2000000476837158,1.0267853438854218,0.30790983030541996,0.69209016969458,0.0015163934349700032,0.09991803128638717,0.7547394335269928,1.0501528978347778,1.2000000476837158,-0.9810423851013184,0.5015288591384888,2.0,1.0078275799751282,1.0505906343460083,-4.181654867546167,0.6221314963030855,-4.301953703343228,0.6214462882618159,-4.361681938171387,0.5906861424446106,37.16465759277344,0.1247791796922683,0.0094731468707323,1.0184996128082275,-0.0007778551080264
14,13,per_h_robust_residual,0,2,472,5,5120,0.5,1.2000000476837158,1.0125873280783833,0.3368644104418108,0.6631356043330694,0.0016949152459500756,0.06461864245771347,0.7417517900466919,1.039170742034912,1.2000000476837158,-1.0329928398132324,0.39170773327350616,2.0,0.9966883361339569,1.0420621633529663,-4.208326295013539,0.5831261194155164,-4.268978999479499,0.6185385221384009,-4.338798999786377,0.5865268707275391,35.0042839050293,0.1161950007081031,0.0257868357002735,1.0077687501907349,-0.002658917568624
15,14,per_h_robust_residual,0,2,509,5,5120,0.5,1.2000000476837158,1.0077050828277947,0.3558742582563801,0.6441257119412975,0.0024361493041823654,0.0752455797961278,0.732535719871521,1.0387936234474182,1.2000000476837158,-1.0698570013046265,0.38793623447418213,2.0,1.0008449852466583,1.0254051089286804,-4.178709279204486,0.5910162783598601,-4.248354659662407,0.6121732306664882,-4.318805694580078,0.5785888433456421,34.81755065917969,0.1137855276465416,0.0609475299715995,0.9760122299194336,0.0078633427619934
16,15,per_h_robust_residual,0,2,499,5,5120,0.5,1.2000000476837158,0.9936857218732815,0.39378758088381355,0.6062124191161865,0.0029659318034993723,0.058877755038604415,0.7122397720813751,1.0261363983154297,1.2000000476837158,-1.1510408520698547,0.26136378943920135,2.0,0.9847339391708374,1.012751579284668,-4.176246668421664,0.6077479098532494,-4.219877795135661,0.6118471020649915,-4.2865142822265625,0.5758570432662964,34.9594612121582,0.1339557468891143,0.0188337601721286,1.015575647354126,0.0004877735627815
17,16,per_h_robust_residual,0,2,205,5,5120,0.5,1.2000000476837158,0.9815221021815044,0.42048780292999455,0.5795122050657505,0.0042926829830720395,0.040097560733556706,0.6941623091697693,1.019065022468567,1.1870353817939758,-1.223350703716278,0.1906504705548286,1.8703539371490479,0.9847644865512848,0.9724213480949402,-4.178996782406466,0.601258638115723,-4.188953570196463,0.6107894131885406,-4.267068862915039,0.574837327003479,22.6632022857666,0.1386928558349609,0.0534330457448959,0.984294295310974,-0.0017616695258766
18,17,per_h_robust_residual,0,2,536,5,5120,0.5,1.2000000476837158,0.9873053742878473,0.4154850842792596,0.5844775936496791,0.00440298499532539,0.06626865490158988,0.6962141692638397,1.020791232585907,1.2000000476837158,-1.2151433229446411,0.20791245996952057,2.0,0.9691157937049866,1.013806700706482,-4.17910010421394,0.604048680074897,-4.184786778518465,0.6013253186420049,-4.262788772583008,0.5641488432884216,42.791748046875,0.1430450975894928,0.0324611216783523,1.0106544494628906,0.0054298876784741
19,18,per_h_robust_residual,0,2,436,5,5120,0.5,1.2000000476837158,1.0001846549160984,0.37876146990771686,0.6212385430795337,0.004082568760944163,0.08155963118743456,0.7085590660572052,1.0295929908752441,1.2000000476837158,-1.1657637357711792,0.2959297150373459,2.0,0.9858773648738861,1.014723777770996,-4.158773223786848,0.5670735115671383,-4.184275825852019,0.5976301745130717,-4.264256954193115,0.5560138821601868,36.25082015991211,0.1016937643289566,0.0432799570262432,0.9876663684844972,0.0078412611037492
20,19,per_h_robust_residual,0,2,321,5,5120,0.5,1.2000000476837158,0.9835482484826418,0.42280373979951724,0.5771962599219563,0.004299065428916464,0.05993769422312761,0.6899414360523224,1.0191954970359802,1.2000000476837158,-1.240234375,0.1919547319412231,2.0,0.9726698100566864,1.0001695454120636,-4.210404026589822,0.5481840968090865,-4.1743652116066805,0.5944621569268681,-4.2576446533203125,0.5493655800819397,31.59879302978516,0.1339327841997146,0.0394196286797523,1.0001366138458252,0.0075165592133998
21,20,per_h_robust_residual,0,2,450,5,5120,0.5,1.2000000476837158,1.006838010682,0.3628444474273258,0.6371555823749966,0.002622222264504234,0.08746666779120758,0.7219411432743073,1.0349724292755127,1.2000000476837158,-1.1122353672981262,0.3497247099876404,2.0,0.995496839284897,1.0193594098091125,-4.125186162046157,0.6017967167187633,-4.180704161083748,0.5863805686853027,-4.26393985748291,0.5306450128555298,36.367713928222656,0.1289811134338379,0.0302442852407693,1.0052329301834106,-0.0002724135993048
22,21,per_h_robust_residual,0,2,393,5,5120,0.5,1.2000000476837158,1.0075704802690268,0.35236641863223556,0.647633597596001,0.0021374045655547674,0.06310432785339934,0.7334414720535278,1.0360528230667114,1.2000000476837158,-1.0662339925765991,0.3605285584926605,2.0,1.0038784444332123,1.0175275802612305,-4.139433192303404,0.5304958842777356,-4.170492059808646,0.5855857865240676,-4.253397464752197,0.5307973623275757,34.29507827758789,0.1149840056896209,0.0453041717410087,0.9898625612258912,0.0033217836171388
23,22,per_h_robust_residual,0,2,346,5,5120,0.5,1.2000000476837158,1.0054308508517424,0.36369942714368675,0.6363005891356165,0.0017341040707370507,0.06942196319558028,0.7320106029510498,1.0336711406707764,1.2000000476837158,-1.0719576478004456,0.3367113620042801,2.0,0.9924136996269226,1.0310797095298767,-4.11096053476329,0.5395552003497696,-4.162579341788034,0.5718473166210991,-4.245543479919434,0.5207509398460388,35.57131576538086,0.1455605179071426,0.0324700884521007,0.9987538456916808,0.0038176686502993
