h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_median,weight_mean,weight_p05,weight_p50,weight_p95,below_one_fraction,above_one_fraction,at_min_fraction,at_max_fraction
23,-4.283745765686035,0.5037141442298889,-4.0921630859375,0.3803400993347168,1.0145543813705444,0.756435751914978,1.0380339622497559,1.1999914646148682,0.3670520231213873,0.6329479768786127,0.002890173410404624,0.05202312138728324
24,-4.2951765060424805,0.5014921426773071,-4.12196159362793,0.34539908170700073,1.0059373378753662,0.7072463035583496,1.0345399379730225,1.2000000476837158,0.35260115606936415,0.6473988439306358,0.0,0.06069364161849711
25,-4.288821697235107,0.49533790349960327,-4.130035400390625,0.32056108117103577,1.0085746049880981,0.7192249298095703,1.0320560932159424,1.2000000476837158,0.34971098265895956,0.6502890173410405,0.002890173410404624,0.07225433526011561
26,-4.297332286834717,0.49651798605918884,-4.058846473693848,0.4803161025047302,1.0074189901351929,0.6919643878936768,1.0480315685272217,1.2000000476837158,0.3236994219653179,0.6763005780346821,0.002890173410404624,0.05491329479768786
27,-4.283468246459961,0.49691107869148254,-4.078769683837891,0.4119415581226349,1.009358525276184,0.7067983150482178,1.041194200515747,1.2000000476837158,0.34971098265895956,0.6502890173410405,0.005780346820809248,0.06647398843930635
28,-4.284036636352539,0.4963875710964203,-4.112090110778809,0.34639522433280945,1.000437617301941,0.6831103563308716,1.034639596939087,1.2000000476837158,0.3670520231213873,0.6329479768786127,0.0,0.06647398843930635
29,-4.293653964996338,0.4978385865688324,-4.123948097229004,0.34088534116744995,1.0073964595794678,0.7236858606338501,1.0340884923934937,1.2000000476837158,0.33236994219653176,0.6676300578034682,0.002890173410404624,0.08092485549132948
30,-4.27821683883667,0.495369553565979,-4.115325927734375,0.32882705330848694,1.0007086992263794,0.6999042630195618,1.0328826904296875,1.2000000476837158,0.37283236994219654,0.6271676300578035,0.0,0.06358381502890173
31,-4.2749223709106445,0.49667707085609436,-4.110787391662598,0.330465704202652,0.9988364577293396,0.6868270635604858,1.0330466032028198,1.2000000476837158,0.3670520231213873,0.6329479768786127,0.008670520231213872,0.06069364161849711
32,-4.266700744628906,0.5021461248397827,-4.132794380187988,0.2666685879230499,0.9979498386383057,0.7223663330078125,1.0266668796539307,1.2000000476837158,0.4046242774566474,0.5953757225433526,0.0,0.07514450867052024
33,-4.248261451721191,0.5189474821090698,-4.083341121673584,0.3177977204322815,1.0080820322036743,0.7454342842102051,1.0317797660827637,1.2000000476837158,0.36416184971098264,0.6358381502890174,0.002890173410404624,0.09248554913294797
34,-4.223959922790527,0.516065239906311,-4.090306758880615,0.2589850425720215,0.9988399744033813,0.6695987582206726,1.0258984565734863,1.2000000476837158,0.37283236994219654,0.6271676300578035,0.0,0.06936416184971098
35,-4.204361915588379,0.5313081741333008,-4.026359558105469,0.3350270390510559,1.004276990890503,0.7046124935150146,1.0335026979446411,1.2000000476837158,0.3468208092485549,0.653179190751445,0.002890173410404624,0.06358381502890173
