step,clean_raw_pct,clean_ma5_pct,clean_ma10_pct,clean_ma20_pct,old_raw_pct,old_ma5_pct,old_ma10_pct,old_ma20_pct,pure02_raw_pct,pure02_ma5_pct,pure02_ma10_pct,pure02_ma20_pct,pure03_raw_pct,pure03_ma5_pct,pure03_ma10_pct,pure03_ma20_pct,pure04_raw_pct,pure04_ma5_pct,pure04_ma10_pct,pure04_ma20_pct,pure05_raw_pct,pure05_ma5_pct,pure05_ma10_pct,pure05_ma20_pct
125,50.0,30.0,25.0,23.75,37.5,25.0,21.25,18.75,37.5,22.5,18.75,15.625,37.5,22.5,21.25,17.5,25.0,20.0,20.0,16.25,25.0,17.5,17.5,16.875
126,0.0,25.0,22.5,22.5,12.5,25.0,20.0,18.75,25.0,22.5,18.75,16.875,12.5,20.0,21.25,18.125,0.0,17.5,17.5,16.25,25.0,17.5,18.75,18.125
127,62.5,32.5,27.5,24.375,37.5,32.5,23.75,19.375,37.5,27.5,18.75,18.125,25.0,22.5,22.5,18.75,25.0,22.5,18.75,16.875,75.0,32.5,22.5,21.25
128,0.0,27.5,25.0,24.375,0.0,20.0,22.5,19.375,25.0,30.0,20.0,19.375,12.5,22.5,20.0,18.75,25.0,20.0,18.75,17.5,12.5,30.0,21.25,21.25
129,37.5,30.0,26.25,26.25,0.0,17.5,20.0,19.375,25.0,30.0,22.5,19.375,25.0,22.5,18.75,19.375,12.5,17.5,16.25,18.125,37.5,35.0,23.75,22.5
130,12.5,22.5,26.25,25.625,25.0,15.0,20.0,20.0,25.0,27.5,25.0,20.625,12.5,17.5,20.0,20.0,25.0,17.5,18.75,17.5,25.0,35.0,26.25,23.125
131,12.5,25.0,25.0,23.75,12.5,15.0,20.0,17.5,0.0,22.5,22.5,18.75,37.5,22.5,21.25,19.375,12.5,20.0,18.75,16.25,12.5,32.5,25.0,21.25
132,12.5,15.0,23.75,23.125,0.0,7.5,20.0,16.875,12.5,17.5,22.5,18.125,25.0,22.5,22.5,19.375,12.5,17.5,20.0,16.875,0.0,17.5,25.0,18.75
133,12.5,17.5,22.5,23.125,12.5,10.0,15.0,16.25,25.0,17.5,23.75,18.125,0.0,20.0,21.25,19.375,37.5,20.0,20.0,18.125,12.5,17.5,23.75,18.75
134,12.5,12.5,21.25,23.125,25.0,15.0,16.25,17.5,12.5,15.0,22.5,18.75,12.5,17.5,20.0,20.0,25.0,22.5,20.0,19.375,0.0,10.0,22.5,18.75
135,37.5,17.5,20.0,22.5,12.5,12.5,13.75,17.5,12.5,12.5,20.0,19.375,12.5,17.5,17.5,19.375,37.5,25.0,21.25,20.625,0.0,5.0,20.0,18.75
136,0.0,15.0,20.0,21.25,0.0,10.0,12.5,16.25,0.0,12.5,17.5,18.125,25.0,15.0,18.75,20.0,0.0,22.5,21.25,19.375,12.5,5.0,18.75,18.75
137,25.0,17.5,16.25,21.875,12.5,12.5,10.0,16.875,37.5,17.5,17.5,18.125,0.0,10.0,16.25,19.375,12.5,22.5,20.0,19.375,0.0,5.0,11.25,16.875
138,37.5,22.5,20.0,22.5,37.5,17.5,13.75,18.125,25.0,17.5,17.5,18.75,12.5,12.5,16.25,18.125,37.5,22.5,21.25,20.0,25.0,7.5,12.5,16.875
139,12.5,22.5,17.5,21.875,0.0,12.5,13.75,16.875,12.5,17.5,16.25,19.375,25.0,15.0,16.25,17.5,0.0,17.5,20.0,18.125,12.5,10.0,10.0,16.875
140,12.5,17.5,17.5,21.875,0.0,10.0,11.25,15.625,12.5,17.5,15.0,20.0,0.0,12.5,15.0,17.5,0.0,10.0,17.5,18.125,25.0,15.0,10.0,18.125
141,0.0,17.5,16.25,20.625,12.5,12.5,11.25,15.625,0.0,17.5,15.0,18.75,0.0,7.5,11.25,16.25,12.5,12.5,17.5,18.125,0.0,12.5,8.75,16.875
142,37.5,20.0,18.75,21.25,0.0,10.0,11.25,15.625,37.5,17.5,17.5,20.0,37.5,15.0,12.5,17.5,12.5,12.5,17.5,18.75,12.5,15.0,10.0,17.5
143,12.5,15.0,18.75,20.625,12.5,5.0,11.25,13.125,0.0,12.5,15.0,19.375,25.0,17.5,15.0,18.125,37.5,12.5,17.5,18.75,0.0,10.0,8.75,16.25
144,0.0,12.5,17.5,19.375,12.5,7.5,10.0,13.125,12.5,12.5,15.0,18.75,12.5,15.0,15.0,17.5,12.5,15.0,16.25,18.125,12.5,10.0,10.0,16.25
145,12.5,12.5,15.0,17.5,12.5,10.0,10.0,11.875,12.5,12.5,15.0,17.5,0.0,15.0,13.75,15.625,0.0,15.0,12.5,16.875,0.0,5.0,10.0,15.0
146,12.5,15.0,16.25,18.125,25.0,12.5,12.5,12.5,12.5,15.0,16.25,16.875,12.5,17.5,12.5,15.625,0.0,12.5,12.5,16.875,12.5,7.5,10.0,14.375
147,0.0,7.5,13.75,15.0,0.0,12.5,11.25,10.625,25.0,12.5,15.0,16.25,12.5,12.5,13.75,15.0,12.5,12.5,12.5,16.25,0.0,5.0,10.0,10.625
148,25.0,10.0,12.5,16.25,0.0,10.0,7.5,10.625,0.0,12.5,12.5,15.0,25.0,12.5,15.0,15.625,25.0,10.0,11.25,16.25,25.0,10.0,10.0,11.25
149,12.5,12.5,12.5,15.0,37.5,15.0,11.25,12.5,37.5,17.5,15.0,15.625,12.5,12.5,13.75,15.0,25.0,12.5,13.75,16.875,12.5,10.0,10.0,10.0
150,12.5,12.5,12.5,15.0,12.5,15.0,12.5,11.875,25.0,20.0,16.25,15.625,12.5,15.0,15.0,15.0,0.0,12.5,13.75,15.625,12.5,12.5,8.75,9.375
151,25.0,15.0,15.0,15.625,0.0,10.0,11.25,11.25,0.0,17.5,16.25,15.625,25.0,17.5,17.5,14.375,37.5,20.0,16.25,16.875,12.5,12.5,10.0,9.375
152,12.5,17.5,12.5,15.625,0.0,10.0,11.25,11.25,12.5,15.0,13.75,15.625,12.5,17.5,15.0,13.75,12.5,20.0,16.25,16.875,12.5,15.0,10.0,10.0
153,12.5,15.0,12.5,15.625,0.0,10.0,10.0,10.625,0.0,15.0,13.75,14.375,12.5,15.0,13.75,14.375,25.0,20.0,15.0,16.25,25.0,15.0,12.5,10.625
154,25.0,17.5,15.0,16.25,12.5,5.0,10.0,10.0,12.5,10.0,13.75,14.375,12.5,15.0,13.75,14.375,12.5,17.5,15.0,15.625,12.5,15.0,12.5,11.25
155,12.5,17.5,15.0,15.0,12.5,5.0,10.0,10.0,12.5,7.5,13.75,14.375,0.0,12.5,13.75,13.75,12.5,20.0,16.25,14.375,0.0,12.5,12.5,11.25
156,37.5,20.0,17.5,16.875,25.0,10.0,10.0,11.25,12.5,10.0,13.75,15.0,0.0,7.5,12.5,12.5,12.5,15.0,17.5,15.0,0.0,10.0,11.25,10.625
157,25.0,22.5,20.0,16.875,12.5,12.5,11.25,11.25,12.5,10.0,12.5,13.75,0.0,5.0,11.25,12.5,12.5,15.0,17.5,15.0,12.5,10.0,12.5,11.25
158,0.0,20.0,17.5,15.0,0.0,12.5,11.25,9.375,0.0,10.0,12.5,12.5,0.0,2.5,8.75,11.875,12.5,12.5,16.25,13.75,12.5,7.5,11.25,10.625
159,12.5,17.5,17.5,15.0,12.5,12.5,8.75,10.0,12.5,10.0,10.0,12.5,0.0,0.0,7.5,10.625,12.5,12.5,15.0,14.375,25.0,10.0,12.5,11.25
160,0.0,15.0,16.25,14.375,0.0,10.0,7.5,10.0,0.0,7.5,7.5,11.875,12.5,2.5,7.5,11.25,0.0,10.0,15.0,14.375,12.5,12.5,12.5,10.625
161,50.0,17.5,18.75,16.875,37.5,12.5,11.25,11.25,50.0,15.0,12.5,14.375,12.5,5.0,6.25,11.875,37.5,15.0,15.0,15.625,37.5,20.0,15.0,12.5
162,12.5,15.0,18.75,15.625,12.5,12.5,12.5,11.875,0.0,12.5,11.25,12.5,25.0,10.0,7.5,11.25,12.5,15.0,15.0,15.625,25.0,22.5,16.25,13.125
163,25.0,20.0,20.0,16.25,0.0,12.5,12.5,11.25,0.0,12.5,11.25,12.5,12.5,12.5,7.5,10.625,12.5,15.0,13.75,14.375,0.0,20.0,13.75,13.125
164,25.0,22.5,20.0,17.5,25.0,15.0,13.75,11.875,12.5,12.5,11.25,12.5,25.0,17.5,8.75,11.25,25.0,17.5,15.0,15.0,37.5,22.5,16.25,14.375
165,25.0,27.5,21.25,18.125,25.0,20.0,15.0,12.5,0.0,12.5,10.0,11.875,0.0,15.0,8.75,11.25,0.0,17.5,13.75,15.0,12.5,22.5,17.5,15.0
166,25.0,22.5,20.0,18.75,37.5,20.0,16.25,13.125,0.0,2.5,8.75,11.25,37.5,20.0,12.5,12.5,25.0,15.0,15.0,16.25,25.0,20.0,20.0,15.625
167,12.5,22.5,18.75,19.375,12.5,20.0,16.25,13.75,0.0,2.5,7.5,10.0,12.5,17.5,13.75,12.5,12.5,15.0,15.0,16.25,25.0,20.0,21.25,16.875
168,25.0,22.5,21.25,19.375,25.0,25.0,18.75,15.0,12.5,5.0,8.75,10.625,25.0,20.0,16.25,12.5,25.0,17.5,16.25,16.25,25.0,25.0,22.5,16.875
169,37.5,25.0,23.75,20.625,62.5,32.5,23.75,16.25,12.5,5.0,8.75,9.375,50.0,25.0,21.25,14.375,50.0,22.5,20.0,17.5,37.5,25.0,23.75,18.125
170,25.0,25.0,26.25,21.25,12.5,30.0,25.0,16.25,12.5,7.5,10.0,8.75,25.0,30.0,22.5,15.0,62.5,35.0,26.25,20.625,50.0,32.5,27.5,20.0
171,25.0,25.0,23.75,21.25,87.5,40.0,30.0,20.625,12.5,10.0,6.25,9.375,37.5,30.0,25.0,15.625,75.0,45.0,30.0,22.5,75.0,42.5,31.25,23.125
172,37.5,30.0,26.25,22.5,50.0,47.5,33.75,23.125,12.5,12.5,7.5,9.375,12.5,30.0,23.75,15.625,50.0,52.5,33.75,24.375,25.0,42.5,31.25,23.75
173,62.5,37.5,30.0,25.0,37.5,50.0,37.5,25.0,0.0,10.0,7.5,9.375,12.5,27.5,23.75,15.625,50.0,57.5,37.5,25.625,37.5,45.0,35.0,24.375
174,37.5,37.5,31.25,25.625,50.0,47.5,40.0,26.875,0.0,7.5,6.25,8.75,0.0,17.5,21.25,15.0,75.0,62.5,42.5,28.75,50.0,47.5,36.25,26.25
175,37.5,40.0,32.5,26.875,50.0,55.0,42.5,28.75,0.0,5.0,6.25,8.125,0.0,12.5,21.25,15.0,50.0,60.0,47.5,30.625,12.5,40.0,36.25,26.875
176,0.0,35.0,30.0,25.0,25.0,42.5,41.25,28.75,12.5,5.0,7.5,8.125,50.0,15.0,22.5,17.5,37.5,52.5,48.75,31.875,12.5,27.5,35.0,27.5
177,62.5,40.0,35.0,26.875,50.0,42.5,45.0,30.625,12.5,5.0,8.75,8.125,12.5,15.0,22.5,18.125,12.5,45.0,48.75,31.875,12.5,25.0,33.75,27.5
178,25.0,32.5,35.0,28.125,37.5,42.5,46.25,32.5,12.5,7.5,8.75,8.75,37.5,20.0,23.75,20.0,50.0,45.0,51.25,33.75,37.5,25.0,35.0,28.75
179,87.5,42.5,40.0,31.875,62.5,45.0,46.25,35.0,37.5,15.0,11.25,10.0,25.0,25.0,21.25,21.25,87.5,47.5,55.0,37.5,50.0,25.0,36.25,30.0
180,25.0,40.0,40.0,33.125,37.5,42.5,48.75,36.875,37.5,22.5,13.75,11.875,37.5,32.5,22.5,22.5,62.5,50.0,55.0,40.625,12.5,25.0,32.5,30.0
181,37.5,47.5,41.25,32.5,37.5,45.0,43.75,36.875,12.5,22.5,13.75,10.0,62.5,35.0,25.0,25.0,62.5,55.0,53.75,41.875,50.0,32.5,30.0,30.625
182,50.0,45.0,42.5,34.375,50.0,45.0,43.75,38.75,37.5,27.5,16.25,11.875,25.0,37.5,26.25,25.0,62.5,65.0,55.0,44.375,37.5,37.5,31.25,31.25
183,50.0,50.0,41.25,35.625,75.0,52.5,47.5,42.5,25.0,30.0,18.75,13.125,50.0,40.0,30.0,26.875,87.5,72.5,58.75,48.125,25.0,35.0,30.0,32.5
184,25.0,37.5,40.0,35.625,37.5,47.5,46.25,43.125,50.0,32.5,23.75,15.0,37.5,42.5,33.75,27.5,87.5,72.5,60.0,51.25,50.0,35.0,30.0,33.125
185,62.5,45.0,42.5,37.5,37.5,47.5,45.0,43.75,37.5,32.5,27.5,16.875,50.0,45.0,38.75,30.0,87.5,77.5,63.75,55.625,62.5,45.0,35.0,35.625
186,87.5,55.0,51.25,40.625,75.0,55.0,50.0,45.625,37.5,37.5,30.0,18.75,37.5,40.0,37.5,30.0,100.0,85.0,70.0,59.375,50.0,45.0,38.75,36.875
187,62.5,57.5,51.25,43.125,62.5,57.5,51.25,48.125,62.5,42.5,35.0,21.875,25.0,40.0,38.75,30.625,100.0,92.5,78.75,63.75,37.5,45.0,41.25,37.5
188,50.0,57.5,53.75,44.375,37.5,50.0,51.25,48.75,62.5,50.0,40.0,24.375,50.0,40.0,40.0,31.875,50.0,85.0,78.75,65.0,87.5,57.5,46.25,40.625
189,62.5,65.0,51.25,45.625,50.0,52.5,50.0,48.125,75.0,55.0,43.75,27.5,50.0,42.5,42.5,31.875,100.0,87.5,80.0,67.5,62.5,60.0,47.5,41.875
190,75.0,67.5,56.25,48.125,75.0,60.0,53.75,51.25,50.0,57.5,45.0,29.375,50.0,42.5,43.75,33.125,87.5,87.5,82.5,68.75,37.5,55.0,50.0,41.25
191,75.0,65.0,60.0,50.625,75.0,60.0,57.5,50.625,75.0,65.0,51.25,32.5,62.5,47.5,43.75,34.375,75.0,82.5,83.75,68.75,62.5,57.5,51.25,40.625
192,50.0,62.5,60.0,51.25,62.5,60.0,58.75,51.25,75.0,67.5,55.0,35.625,50.0,52.5,46.25,36.25,100.0,82.5,87.5,71.25,100.0,70.0,57.5,44.375
193,75.0,67.5,62.5,51.875,87.5,70.0,60.0,53.75,87.5,72.5,61.25,40.0,62.5,55.0,47.5,38.75,100.0,92.5,88.75,73.75,75.0,67.5,62.5,46.25
194,87.5,72.5,68.75,54.375,75.0,75.0,63.75,55.0,87.5,75.0,65.0,44.375,37.5,52.5,47.5,40.625,75.0,87.5,87.5,73.75,75.0,70.0,65.0,47.5
195,25.0,62.5,65.0,53.75,62.5,72.5,66.25,55.625,87.5,82.5,70.0,48.75,75.0,57.5,50.0,44.375,62.5,82.5,85.0,74.375,100.0,82.5,68.75,51.875
196,75.0,62.5,63.75,57.5,75.0,72.5,66.25,58.125,87.5,85.0,75.0,52.5,50.0,55.0,51.25,44.375,87.5,85.0,83.75,76.875,62.5,82.5,70.0,54.375
197,75.0,67.5,65.0,58.125,75.0,75.0,67.5,59.375,100.0,90.0,78.75,56.875,100.0,65.0,58.75,48.75,100.0,85.0,83.75,81.25,75.0,77.5,73.75,57.5
198,62.5,65.0,66.25,60.0,25.0,62.5,66.25,58.75,87.5,90.0,81.25,60.625,75.0,67.5,61.25,50.625,75.0,80.0,86.25,82.5,37.5,70.0,68.75,57.5
199,37.5,55.0,63.75,57.5,87.5,65.0,70.0,60.0,87.5,90.0,82.5,63.125,62.5,72.5,62.5,52.5,87.5,82.5,85.0,82.5,50.0,65.0,67.5,57.5
200,50.0,60.0,61.25,58.75,37.5,60.0,66.25,60.0,87.5,90.0,86.25,65.625,75.0,72.5,65.0,54.375,100.0,90.0,86.25,84.375,62.5,57.5,70.0,60.0
201,50.0,55.0,58.75,59.375,37.5,52.5,62.5,60.0,62.5,85.0,85.0,68.125,87.5,80.0,67.5,55.625,62.5,85.0,85.0,84.375,62.5,57.5,70.0,60.625
202,50.0,50.0,58.75,59.375,87.5,55.0,65.0,61.875,87.5,82.5,86.25,70.625,50.0,70.0,67.5,56.875,87.5,82.5,83.75,85.625,75.0,57.5,67.5,62.5
203,62.5,50.0,57.5,60.0,37.5,57.5,60.0,60.0,75.0,80.0,85.0,73.125,75.0,70.0,68.75,58.125,75.0,82.5,81.25,85.0,37.5,57.5,63.75,63.125
204,75.0,57.5,56.25,62.5,37.5,47.5,56.25,60.0,75.0,77.5,83.75,74.375,50.0,67.5,70.0,58.75,75.0,80.0,81.25,84.375,87.5,65.0,65.0,65.0
205,62.5,60.0,60.0,62.5,75.0,55.0,57.5,61.875,62.5,72.5,81.25,75.625,62.5,65.0,68.75,59.375,75.0,75.0,82.5,83.75,37.5,60.0,58.75,63.75
206,37.5,57.5,56.25,60.0,37.5,55.0,53.75,60.0,87.5,77.5,81.25,78.125,75.0,62.5,71.25,61.25,75.0,77.5,81.25,82.5,75.0,62.5,60.0,65.0
207,62.5,60.0,55.0,60.0,37.5,45.0,50.0,58.75,87.5,77.5,80.0,79.375,75.0,67.5,68.75,63.75,87.5,77.5,80.0,81.875,87.5,65.0,61.25,67.5
208,75.0,62.5,56.25,61.25,62.5,50.0,53.75,60.0,62.5,75.0,77.5,79.375,62.5,65.0,67.5,64.375,62.5,75.0,78.75,82.5,75.0,72.5,65.0,66.875
209,87.5,65.0,61.25,62.5,62.5,55.0,51.25,60.625,75.0,75.0,76.25,79.375,62.5,67.5,67.5,65.0,87.5,77.5,78.75,81.875,50.0,65.0,65.0,66.25
210,100.0,72.5,66.25,63.75,100.0,60.0,57.5,61.875,87.5,80.0,76.25,81.25,62.5,67.5,66.25,65.625,100.0,82.5,78.75,82.5,75.0,72.5,66.25,68.125
211,50.0,75.0,66.25,62.5,62.5,65.0,60.0,61.25,62.5,75.0,76.25,80.625,50.0,62.5,62.5,65.0,87.5,85.0,81.25,83.125,37.5,65.0,63.75,66.875
212,37.5,70.0,65.0,61.875,25.0,62.5,53.75,59.375,50.0,67.5,72.5,79.375,75.0,62.5,65.0,66.25,62.5,80.0,78.75,81.25,75.0,62.5,63.75,65.625
213,75.0,70.0,66.25,61.875,87.5,67.5,58.75,59.375,87.5,72.5,73.75,79.375,75.0,65.0,65.0,66.875,100.0,87.5,81.25,81.25,62.5,60.0,66.25,65.0
214,75.0,67.5,66.25,61.25,75.0,70.0,62.5,59.375,75.0,72.5,73.75,78.75,87.5,70.0,68.75,69.375,87.5,87.5,82.5,81.875,75.0,65.0,65.0,65.0
215,62.5,60.0,66.25,63.125,87.5,67.5,63.75,60.625,87.5,72.5,76.25,78.75,87.5,75.0,71.25,70.0,87.5,85.0,83.75,83.125,87.5,67.5,70.0,64.375
216,62.5,62.5,68.75,62.5,75.0,70.0,67.5,60.625,87.5,77.5,76.25,78.75,75.0,80.0,71.25,71.25,100.0,87.5,86.25,83.75,75.0,75.0,70.0,65.0
217,50.0,65.0,67.5,61.25,75.0,80.0,71.25,60.625,62.5,80.0,73.75,76.875,75.0,80.0,71.25,70.0,87.5,92.5,86.25,83.125,75.0,75.0,68.75,65.0
218,62.5,62.5,66.25,61.25,75.0,77.5,72.5,63.125,87.5,80.0,76.25,76.875,100.0,85.0,75.0,71.25,100.0,92.5,90.0,84.375,87.5,80.0,70.0,67.5
219,62.5,60.0,63.75,62.5,100.0,82.5,76.25,63.75,100.0,85.0,78.75,77.5,87.5,85.0,77.5,72.5,100.0,95.0,91.25,85.0,87.5,82.5,73.75,69.375
220,50.0,57.5,58.75,62.5,87.5,82.5,75.0,66.25,87.5,85.0,78.75,77.5,75.0,82.5,78.75,72.5,87.5,95.0,90.0,84.375,75.0,80.0,73.75,70.0
221,37.5,52.5,57.5,61.875,87.5,85.0,77.5,68.75,100.0,87.5,82.5,79.375,87.5,85.0,82.5,72.5,75.0,90.0,88.75,85.0,87.5,82.5,78.75,71.25
222,62.5,55.0,60.0,62.5,100.0,90.0,85.0,69.375,100.0,95.0,87.5,80.0,62.5,82.5,81.25,73.125,75.0,87.5,90.0,84.375,75.0,82.5,78.75,71.25
223,50.0,52.5,57.5,61.875,87.5,92.5,85.0,71.875,75.0,92.5,86.25,80.0,100.0,82.5,83.75,74.375,87.5,85.0,88.75,85.0,75.0,80.0,80.0,73.125
224,62.5,52.5,56.25,61.25,75.0,87.5,85.0,73.75,100.0,92.5,88.75,81.25,100.0,85.0,85.0,76.875,100.0,85.0,90.0,86.25,75.0,77.5,80.0,72.5
225,62.5,55.0,56.25,61.25,75.0,85.0,83.75,73.75,100.0,95.0,90.0,83.125,87.5,87.5,85.0,78.125,87.5,85.0,90.0,86.875,62.5,75.0,77.5,73.75
226,62.5,60.0,56.25,62.5,87.5,85.0,85.0,76.25,87.5,92.5,90.0,83.125,87.5,87.5,86.25,78.75,100.0,90.0,90.0,88.125,87.5,75.0,78.75,74.375
227,75.0,62.5,58.75,63.125,87.5,82.5,86.25,78.75,100.0,92.5,93.75,83.75,87.5,92.5,87.5,79.375,100.0,95.0,91.25,88.75,75.0,75.0,78.75,73.75
228,87.5,70.0,61.25,63.75,62.5,77.5,85.0,78.75,87.5,95.0,93.75,85.0,87.5,90.0,86.25,80.625,100.0,97.5,91.25,90.625,62.5,72.5,76.25,73.125
229,50.0,67.5,60.0,61.875,87.5,80.0,83.75,80.0,87.5,92.5,92.5,85.625,100.0,90.0,87.5,82.5,100.0,97.5,91.25,91.25,87.5,75.0,76.25,75.0
230,50.0,65.0,60.0,59.375,62.5,77.5,81.25,78.125,100.0,92.5,93.75,86.25,87.5,90.0,88.75,83.75,100.0,100.0,92.5,91.25,75.0,77.5,76.25,75.0
231,50.0,62.5,61.25,59.375,75.0,75.0,80.0,78.75,75.0,90.0,91.25,86.875,62.5,85.0,86.25,84.375,50.0,90.0,90.0,89.375,62.5,72.5,73.75,76.25
232,25.0,52.5,57.5,58.75,75.0,72.5,77.5,81.25,87.5,87.5,90.0,88.75,75.0,82.5,87.5,84.375,87.5,87.5,91.25,90.625,75.0,72.5,73.75,76.25
233,87.5,52.5,61.25,59.375,75.0,75.0,76.25,80.625,87.5,87.5,91.25,88.75,100.0,85.0,87.5,85.625,100.0,87.5,92.5,90.625,75.0,75.0,73.75,76.875
234,62.5,55.0,61.25,58.75,75.0,72.5,76.25,80.625,100.0,90.0,91.25,90.0,100.0,85.0,87.5,86.25,87.5,85.0,91.25,90.625,75.0,72.5,73.75,76.875
235,62.5,57.5,61.25,58.75,87.5,77.5,77.5,80.625,100.0,90.0,91.25,90.625,75.0,82.5,86.25,85.625,75.0,80.0,90.0,90.0,62.5,70.0,73.75,75.625
236,87.5,65.0,63.75,60.0,25.0,67.5,71.25,78.125,100.0,95.0,92.5,91.25,62.5,82.5,83.75,85.0,87.5,87.5,88.75,89.375,75.0,72.5,72.5,75.625
237,75.0,75.0,63.75,61.25,75.0,67.5,70.0,78.125,100.0,97.5,92.5,93.125,87.5,85.0,83.75,85.625,100.0,90.0,88.75,90.0,87.5,75.0,73.75,76.25
238,75.0,72.5,62.5,61.875,100.0,72.5,73.75,79.375,100.0,100.0,93.75,93.75,75.0,80.0,82.5,84.375,100.0,90.0,88.75,90.0,100.0,80.0,77.5,76.875
239,87.5,77.5,66.25,63.125,75.0,72.5,72.5,78.125,87.5,97.5,93.75,93.125,100.0,80.0,82.5,85.0,87.5,90.0,87.5,89.375,62.5,77.5,75.0,75.625
240,75.0,80.0,68.75,64.375,75.0,70.0,73.75,77.5,75.0,92.5,91.25,92.5,75.0,80.0,81.25,85.0,87.5,92.5,86.25,89.375,100.0,85.0,77.5,76.875
241,62.5,75.0,70.0,65.625,87.5,82.5,75.0,77.5,75.0,87.5,91.25,91.25,62.5,80.0,81.25,83.75,100.0,95.0,91.25,90.625,62.5,82.5,77.5,75.625
242,50.0,70.0,72.5,65.0,75.0,82.5,75.0,76.25,87.5,85.0,91.25,90.625,87.5,80.0,82.5,85.0,87.5,92.5,91.25,91.25,75.0,80.0,77.5,75.625
243,62.5,67.5,70.0,65.625,100.0,82.5,77.5,76.875,87.5,82.5,91.25,91.25,62.5,77.5,78.75,83.125,87.5,90.0,90.0,91.25,75.0,75.0,77.5,75.625
244,50.0,60.0,68.75,65.0,75.0,82.5,77.5,76.875,87.5,82.5,90.0,90.625,62.5,70.0,75.0,81.25,87.5,90.0,90.0,90.625,100.0,82.5,80.0,76.875
245,62.5,57.5,68.75,65.0,87.5,85.0,77.5,77.5,87.5,85.0,88.75,90.0,75.0,70.0,75.0,80.625,87.5,90.0,91.25,90.625,87.5,80.0,82.5,78.125
246,75.0,60.0,67.5,65.625,100.0,87.5,85.0,78.125,100.0,90.0,88.75,90.625,75.0,72.5,76.25,80.0,87.5,87.5,91.25,90.0,75.0,82.5,82.5,77.5
247,87.5,67.5,68.75,66.25,75.0,87.5,85.0,77.5,100.0,92.5,88.75,90.625,87.5,72.5,76.25,80.0,100.0,90.0,91.25,90.0,87.5,85.0,82.5,78.125
248,50.0,65.0,66.25,64.375,50.0,77.5,80.0,76.875,75.0,90.0,86.25,90.0,87.5,77.5,77.5,80.0,62.5,85.0,87.5,88.125,100.0,90.0,82.5,80.0
249,75.0,70.0,65.0,65.625,87.5,80.0,81.25,76.875,87.5,90.0,86.25,90.0,87.5,82.5,76.25,79.375,100.0,87.5,88.75,88.125,75.0,85.0,83.75,79.375
250,62.5,70.0,63.75,66.25,75.0,77.5,81.25,77.5,100.0,92.5,88.75,90.0,87.5,85.0,77.5,79.375,75.0,85.0,87.5,86.875,50.0,77.5,78.75,78.125
251,87.5,72.5,66.25,68.125,100.0,77.5,82.5,78.75,87.5,90.0,90.0,90.625,75.0,85.0,78.75,80.0,87.5,85.0,86.25,88.75,100.0,82.5,82.5,80.0
252,87.5,72.5,70.0,71.25,75.0,77.5,82.5,78.75,75.0,85.0,88.75,90.0,75.0,82.5,77.5,80.0,62.5,77.5,83.75,87.5,100.0,85.0,85.0,81.25
253,87.5,80.0,72.5,71.25,50.0,77.5,77.5,77.5,75.0,85.0,87.5,89.375,100.0,85.0,81.25,80.0,75.0,80.0,82.5,86.25,87.5,82.5,86.25,81.875
254,37.5,72.5,71.25,70.0,100.0,80.0,80.0,78.75,100.0,87.5,88.75,89.375,75.0,82.5,82.5,78.75,100.0,80.0,83.75,86.875,87.5,85.0,85.0,82.5
255,75.0,75.0,72.5,70.625,75.0,80.0,78.75,78.125,100.0,87.5,90.0,89.375,87.5,82.5,83.75,79.375,100.0,85.0,85.0,88.125,75.0,90.0,83.75,83.125
256,100.0,77.5,75.0,71.25,75.0,75.0,76.25,80.625,100.0,90.0,90.0,89.375,87.5,85.0,85.0,80.625,100.0,87.5,86.25,88.75,87.5,87.5,85.0,83.75
257,75.0,75.0,73.75,71.25,87.5,77.5,77.5,81.25,100.0,95.0,90.0,89.375,62.5,82.5,82.5,79.375,87.5,92.5,85.0,88.125,100.0,87.5,86.25,84.375
258,75.0,72.5,76.25,71.25,100.0,87.5,82.5,81.25,87.5,97.5,91.25,88.75,75.0,77.5,81.25,79.375,87.5,95.0,87.5,87.5,87.5,87.5,85.0,83.75
259,62.5,77.5,75.0,70.0,62.5,80.0,80.0,80.625,87.5,95.0,91.25,88.75,87.5,80.0,81.25,78.75,100.0,95.0,87.5,88.125,87.5,87.5,86.25,85.0
260,37.5,70.0,72.5,68.125,50.0,75.0,77.5,79.375,87.5,92.5,90.0,89.375,62.5,75.0,78.75,78.125,37.5,82.5,83.75,85.625,87.5,90.0,90.0,84.375
261,87.5,67.5,72.5,69.375,75.0,75.0,75.0,78.75,100.0,92.5,91.25,90.625,100.0,77.5,81.25,80.0,87.5,80.0,83.75,85.0,100.0,92.5,90.0,86.25
262,75.0,67.5,71.25,70.625,87.5,75.0,76.25,79.375,87.5,90.0,92.5,90.625,87.5,82.5,82.5,80.0,100.0,82.5,87.5,85.625,87.5,90.0,88.75,86.875
263,62.5,65.0,68.75,70.625,100.0,75.0,81.25,79.375,100.0,92.5,95.0,91.25,100.0,87.5,82.5,81.875,75.0,80.0,87.5,85.0,100.0,92.5,90.0,88.125
264,75.0,67.5,72.5,71.875,75.0,77.5,78.75,79.375,62.5,87.5,91.25,90.0,50.0,80.0,80.0,81.25,75.0,75.0,85.0,84.375,62.5,87.5,87.5,86.25
