timestamp,driver_alive,host_mem_available_kib,gpu4_used_mib,gpu4_util_pct,gpu5_used_mib,gpu5_util_pct,gpu6_used_mib,gpu6_util_pct,gpu7_used_mib,gpu7_util_pct
2026-08-24T14:02:11+00:00,1,2080841244,0,0,0,0,0,0,0,0
2026-08-24T14:03:11+00:00,1,2028528044,1195,0,1195,0,1195,0,1195,0
2026-08-24T14:04:11+00:00,1,2013116100,3161,0,4643,6,3209,0,2969,0
2026-08-24T14:05:12+00:00,1,2014153132,15546,0,16028,0,16028,0,15548,0
2026-08-24T14:06:12+00:00,1,1989653364,23059,3,24119,2,23541,0,23061,0
2026-08-24T14:07:12+00:00,1,1962666916,30842,0,31779,0,31578,2,31301,3
2026-08-24T14:08:12+00:00,1,1937990424,38873,2,39556,2,39556,3,39333,6
2026-08-24T14:09:12+00:00,1,1920660724,49831,5,50731,87,50219,67,49739,95
2026-08-24T14:10:13+00:00,1,1919050948,49833,90,50733,0,50221,0,49741,44
2026-08-24T14:11:13+00:00,1,1914962652,25667,0,26405,1,27257,0,25075,3
2026-08-24T14:12:13+00:00,1,1890491992,30199,2,30093,0,28151,61,28937,0
2026-08-24T14:13:13+00:00,1,1866572888,38119,2,37601,0,35053,2,36707,0
2026-08-24T14:14:13+00:00,1,1837300544,47045,3,46683,3,43977,0,45883,0
2026-08-24T14:15:14+00:00,1,1822335916,50797,0,51250,32,50929,83,50705,0
2026-08-24T14:16:14+00:00,1,1821840480,50797,3,51250,0,50929,0,50705,89
2026-08-24T14:17:14+00:00,1,1816895528,36611,0,37117,1,35339,0,35627,0
2026-08-24T14:18:14+00:00,1,1798822132,38995,0,39501,0,37719,9,38007,0
2026-08-24T14:19:14+00:00,1,1779629396,42706,0,42444,2,40203,0,40491,3
2026-08-24T14:20:15+00:00,1,1765291224,49234,0,49180,0,45917,0,46407,0
2026-08-24T14:21:15+00:00,1,1757049524,50903,0,51868,100,51291,78,51580,0
2026-08-24T14:22:15+00:00,1,1756348576,47043,0,51868,0,51291,72,51580,52
2026-08-24T14:23:15+00:00,1,1757342192,40591,0,40898,0,39397,3,39270,0
2026-08-24T14:24:15+00:00,1,1757753192,43569,65,43876,1,42167,0,42146,0
2026-08-24T14:25:16+00:00,1,1757379228,45960,0,46262,0,44555,0,44630,2
2026-08-24T14:26:16+00:00,1,1749683548,51672,0,50694,4,46942,0,47526,1
2026-08-24T14:27:16+00:00,1,1745037528,51672,0,52828,90,52060,0,52604,81
2026-08-24T14:28:16+00:00,1,1715515840,39350,0,40506,0,52060,96,52604,0
2026-08-24T14:29:16+00:00,1,1748865232,28886,0,29722,0,29834,0,29562,0
