tag,completed_round,raw_tensorboard_step,value,wall_time
env/num_trajectories,7,6,32.0,1788630382.4729683
env/num_trajectories,8,7,32.0,1788631151.7710466
env/num_trajectories,9,8,32.0,1788631934.4481683
env/num_trajectories,10,9,32.0,1788633045.94224
env/num_trajectories,11,10,32.0,1788633827.885512
env/num_trajectories,12,11,32.0,1788634585.7679577
env/num_trajectories,13,12,32.0,1788635371.9154217
env/num_trajectories,14,13,32.0,1788636158.9502494
env/num_trajectories,15,14,32.0,1788637232.0589383
env/num_trajectories,16,15,32.0,1788638014.6884189
env/num_trajectories,17,16,32.0,1788638810.1153088
env/num_trajectories,18,17,32.0,1788639563.955593
env/num_trajectories,19,18,32.0,1788640326.8251712
env/num_trajectories,20,19,32.0,1788641406.728422
env/num_trajectories,21,20,32.0,1788642164.654696
env/num_trajectories,22,21,32.0,1788642933.2215672
env/num_trajectories,23,22,32.0,1788643716.0945983
env/num_trajectories,24,23,32.0,1788644478.6710925
env/num_trajectories,25,24,32.0,1788645565.0337174
env/num_trajectories,26,25,32.0,1788646301.5346353
env/num_trajectories,27,26,32.0,1788647073.539908
env/num_trajectories,28,27,32.0,1788647856.950571
env/num_trajectories,29,28,32.0,1788648620.1312566
env/num_trajectories,30,29,32.0,1788649746.2910306
env/num_trajectories,31,30,32.0,1788650513.5141723
env/num_trajectories,32,31,32.0,1788651271.5159652
env/num_trajectories,33,32,32.0,1788652036.5357716
env/num_trajectories,34,33,32.0,1788652811.8027732
env/num_trajectories,35,34,32.0,1788653874.8629992
env/num_trajectories,36,35,32.0,1788654627.2664022
env/num_trajectories,37,36,32.0,1788655402.6867294
env/num_trajectories,38,37,32.0,1788656172.427831
env/num_trajectories,39,38,32.0,1788656939.3509684
env/num_trajectories,40,39,32.0,1788658096.724872
env/num_trajectories,41,40,32.0,1788658873.7335536
env/num_trajectories,42,41,32.0,1788659650.1945505
env/num_trajectories,43,42,32.0,1788660431.436603
env/num_trajectories,44,43,32.0,1788661188.6210282
env/num_trajectories,45,44,32.0,1788662264.6376543
env/num_trajectories,46,45,32.0,1788663022.378577
env/num_trajectories,47,46,32.0,1788663769.823121
env/num_trajectories,48,47,32.0,1788664532.409108
env/num_trajectories,49,48,32.0,1788665319.9791484
env/num_trajectories,50,49,32.0,1788666393.5505269
env/num_trajectories,51,50,32.0,1788667156.8563366
env/num_trajectories,52,51,32.0,1788667900.8897257
env/num_trajectories,53,52,32.0,1788668656.1952572
env/num_trajectories,54,53,32.0,1788669417.6864014
env/num_trajectories,55,54,32.0,1788670524.522607
env/num_trajectories,56,55,32.0,1788671279.8189228
env/num_trajectories,57,56,32.0,1788672050.2892394
env/num_trajectories,58,57,32.0,1788672808.0899801
env/num_trajectories,59,58,32.0,1788673569.8222623
env/num_trajectories,60,59,32.0,1788674727.908876
env/num_trajectories,61,60,32.0,1788675476.257183
env/num_trajectories,62,61,32.0,1788676215.105443
env/num_trajectories,63,62,32.0,1788676971.4246893
env/num_trajectories,64,63,32.0,1788677718.436608
env/num_trajectories,65,64,32.0,1788678808.5248458
env/num_trajectories,66,65,32.0,1788679591.1037128
env/num_trajectories,67,66,32.0,1788680392.1621802
env/num_trajectories,68,67,32.0,1788681148.5403252
time/sync_weights,1,0,4.868811130523682,1788625530.4373724
time/sync_weights,2,1,6.519099235534668,1788626265.0345523
time/sync_weights,3,2,6.06279182434082,1788627014.7006223
time/sync_weights,4,3,5.6869730949401855,1788627789.1549473
time/sync_weights,5,4,5.564757347106934,1788628865.305232
time/sync_weights,6,5,1.8831446170806885,1788629627.2117817
time/sync_weights,7,6,5.379602432250977,1788630382.4729855
time/sync_weights,8,7,7.020107269287109,1788631151.771062
time/sync_weights,9,8,5.936958312988281,1788631934.4481823
time/sync_weights,10,9,5.500274658203125,1788633045.9422615
time/sync_weights,11,10,1.5171828269958496,1788633827.885532
time/sync_weights,12,11,6.54966402053833,1788634585.7680104
time/sync_weights,13,12,7.343938827514648,1788635371.9154387
time/sync_weights,14,13,6.092240810394287,1788636158.9502623
time/sync_weights,15,14,4.918521881103516,1788637232.0589764
time/sync_weights,16,15,1.8916399478912354,1788638014.6884305
time/sync_weights,17,16,5.275456428527832,1788638810.1153288
time/sync_weights,18,17,5.552811622619629,1788639563.9556067
time/sync_weights,19,18,5.351311683654785,1788640326.825188
time/sync_weights,20,19,5.077759742736816,1788641406.7284424
time/sync_weights,21,20,1.4182796478271484,1788642164.6547143
time/sync_weights,22,21,5.3561859130859375,1788642933.2216084
time/sync_weights,23,22,5.678915977478027,1788643716.0946126
time/sync_weights,24,23,6.366781234741211,1788644478.6711116
time/sync_weights,25,24,4.975320816040039,1788645565.0337555
time/sync_weights,26,25,1.8211817741394043,1788646301.5346544
time/sync_weights,27,26,5.205593585968018,1788647073.5399256
time/sync_weights,28,27,5.226778984069824,1788647856.9505913
time/sync_weights,29,28,4.896565914154053,1788648620.1312768
time/sync_weights,30,29,6.629096031188965,1788649746.2910507
time/sync_weights,31,30,1.484504222869873,1788650513.514182
time/sync_weights,32,31,5.132229804992676,1788651271.5159793
time/sync_weights,33,32,5.001953125,1788652036.5357845
time/sync_weights,34,33,5.443019390106201,1788652811.8027961
time/sync_weights,35,34,4.9699907302856445,1788653874.8630373
time/sync_weights,36,35,1.83632230758667,1788654627.26642
time/sync_weights,37,36,5.252609729766846,1788655402.686742
time/sync_weights,38,37,5.017701148986816,1788656172.427847
time/sync_weights,39,38,5.135337829589844,1788656939.3509815
time/sync_weights,40,39,6.387066841125488,1788658096.7248847
time/sync_weights,41,40,1.446855068206787,1788658873.7335737
time/sync_weights,42,41,4.714812755584717,1788659650.1945648
time/sync_weights,43,42,4.853531360626221,1788660431.436616
time/sync_weights,44,43,5.095830917358398,1788661188.6210418
time/sync_weights,45,44,6.196939468383789,1788662264.6376743
time/sync_weights,46,45,2.103705644607544,1788663022.378591
time/sync_weights,47,46,4.880054473876953,1788663769.823142
time/sync_weights,48,47,4.886903762817383,1788664532.4091258
time/sync_weights,49,48,4.988833427429199,1788665319.9791603
time/sync_weights,50,49,5.295101642608643,1788666393.5505543
time/sync_weights,51,50,1.5046615600585938,1788667156.8563523
time/sync_weights,52,51,4.955685615539551,1788667900.889746
time/sync_weights,53,52,5.040024757385254,1788668656.1952772
time/sync_weights,54,53,5.403816223144531,1788669417.686417
time/sync_weights,55,54,6.319184303283691,1788670524.5226443
time/sync_weights,56,55,2.1833949089050293,1788671279.8189397
time/sync_weights,57,56,5.244308948516846,1788672050.2892535
time/sync_weights,58,57,5.054812431335449,1788672808.090002
time/sync_weights,59,58,4.9084272384643555,1788673569.822277
time/sync_weights,60,59,5.851585388183594,1788674727.9088972
time/sync_weights,61,60,1.4895763397216797,1788675476.2571964
time/sync_weights,62,61,5.052546501159668,1788676215.105459
time/sync_weights,63,62,4.985021591186523,1788676971.4247053
time/sync_weights,64,63,5.290509223937988,1788677718.4366267
time/sync_weights,65,64,4.927890300750732,1788678808.524867
time/sync_weights,66,65,1.9555399417877197,1788679591.1037238
time/sync_weights,67,66,5.3054046630859375,1788680392.1622002
time/sync_weights,68,67,4.9982147216796875,1788681148.5403385
time/generate_rollouts,1,0,324.3396911621094,1788625530.4373796
time/generate_rollouts,2,1,282.1627197265625,1788626265.034559
time/generate_rollouts,3,2,297.4668273925781,1788627014.7006316
time/generate_rollouts,4,3,326.2829895019531,1788627789.154957
time/generate_rollouts,5,4,295.38836669921875,1788628865.305245
time/generate_rollouts,6,5,316.4602966308594,1788629627.211788
time/generate_rollouts,7,6,302.4591369628906,1788630382.4729981
time/generate_rollouts,8,7,310.2375793457031,1788631151.7710707
time/generate_rollouts,9,8,329.9344177246094,1788631934.4481916
time/generate_rollouts,10,9,302.8050842285156,1788633045.9422681
time/generate_rollouts,11,10,329.38922119140625,1788633827.8855429
time/generate_rollouts,12,11,302.7314147949219,1788634585.768036
time/generate_rollouts,13,12,334.1943664550781,1788635371.9154472
time/generate_rollouts,14,13,334.32818603515625,1788636158.9502692
time/generate_rollouts,15,14,292.13128662109375,1788637232.0589995
time/generate_rollouts,16,15,335.8057556152344,1788638014.6884372
time/generate_rollouts,17,16,348.0426330566406,1788638810.11534
time/generate_rollouts,18,17,303.7779846191406,1788639563.9556146
time/generate_rollouts,19,18,308.1369934082031,1788640326.8251982
time/generate_rollouts,20,19,292.8765869140625,1788641406.7284493
time/generate_rollouts,21,20,312.36407470703125,1788642164.6547248
time/generate_rollouts,22,21,318.3550109863281,1788642933.221634
time/generate_rollouts,23,22,333.3647155761719,1788643716.094619
time/generate_rollouts,24,23,307.4049072265625,1788644478.6711228
time/generate_rollouts,25,24,320.4175720214844,1788645565.033779
time/generate_rollouts,26,25,291.3359680175781,1788646301.5346649
time/generate_rollouts,27,26,322.78448486328125,1788647073.5399354
time/generate_rollouts,28,27,334.7843017578125,1788647856.9506025
time/generate_rollouts,29,28,305.1918640136719,1788648620.131288
time/generate_rollouts,30,29,333.51507568359375,1788649746.2910576
time/generate_rollouts,31,30,319.7184753417969,1788650513.5141876
time/generate_rollouts,32,31,308.6395568847656,1788651271.5159867
time/generate_rollouts,33,32,314.3656311035156,1788652036.5357914
time/generate_rollouts,34,33,320.24908447265625,1788652811.802808
time/generate_rollouts,35,34,313.4079284667969,1788653874.8630617
time/generate_rollouts,36,35,303.4844970703125,1788654627.2664325
time/generate_rollouts,37,36,324.37066650390625,1788655402.6867495
time/generate_rollouts,38,37,318.3806457519531,1788656172.427855
time/generate_rollouts,39,38,301.6009521484375,1788656939.3509886
time/generate_rollouts,40,39,327.090576171875,1788658096.7248924
time/generate_rollouts,41,40,328.3764343261719,1788658873.7335854
time/generate_rollouts,42,41,324.8001708984375,1788659650.1945722
time/generate_rollouts,43,42,327.93243408203125,1788660431.4366226
time/generate_rollouts,44,43,295.6192321777344,1788661188.6210504
time/generate_rollouts,45,44,304.0452880859375,1788662264.6376858
time/generate_rollouts,46,45,307.5700988769531,1788663022.3785985
time/generate_rollouts,47,46,294.1380310058594,1788663769.8231537
time/generate_rollouts,48,47,309.9185791015625,1788664532.4091356
time/generate_rollouts,49,48,330.5015869140625,1788665319.979172
time/generate_rollouts,50,49,304.5428466796875,1788666393.5505629
time/generate_rollouts,51,50,311.2601318359375,1788667156.8563612
time/generate_rollouts,52,51,290.6325988769531,1788667900.8897529
time/generate_rollouts,53,52,301.64208984375,1788668656.1952896
time/generate_rollouts,54,53,298.9455871582031,1788669417.6864247
time/generate_rollouts,55,54,329.0718078613281,1788670524.5226648
time/generate_rollouts,56,55,306.2115478515625,1788671279.8189492
time/generate_rollouts,57,56,316.0992736816406,1788672050.2892604
time/generate_rollouts,58,57,301.0050964355469,1788672808.090013
time/generate_rollouts,59,58,304.18084716796875,1788673569.8222845
time/generate_rollouts,60,59,350.7120666503906,1788674727.9089046
time/generate_rollouts,61,60,296.57293701171875,1788675476.257204
time/generate_rollouts,62,61,285.1280822753906,1788676215.1054683
time/generate_rollouts,63,62,306.1181945800781,1788676971.4247158
time/generate_rollouts,64,63,289.37994384765625,1788677718.4366367
time/generate_rollouts,65,64,323.8532409667969,1788678808.5248802
time/generate_rollouts,66,65,328.0594482421875,1788679591.1037304
time/generate_rollouts,67,66,344.8687438964844,1788680392.1622121
time/generate_rollouts,68,67,297.4387512207031,1788681148.5403452
time/cal_adv_and_returns,1,0,0.0039033889770507812,1788625530.4373984
time/cal_adv_and_returns,2,1,0.004119873046875,1788626265.0345654
time/cal_adv_and_returns,3,2,0.004404306411743164,1788627014.700641
time/cal_adv_and_returns,4,3,0.00565028190612793,1788627789.1549666
time/cal_adv_and_returns,5,4,0.006195545196533203,1788628865.3052583
time/cal_adv_and_returns,6,5,0.004470109939575195,1788629627.2117949
time/cal_adv_and_returns,7,6,0.005192995071411133,1788630382.473008
time/cal_adv_and_returns,8,7,0.006461620330810547,1788631151.771078
time/cal_adv_and_returns,9,8,0.006071805953979492,1788631934.4482005
time/cal_adv_and_returns,10,9,0.00646519660949707,1788633045.9422755
time/cal_adv_and_returns,11,10,0.0063097476959228516,1788633827.8855531
time/cal_adv_and_returns,12,11,0.0053255558013916016,1788634585.7680585
time/cal_adv_and_returns,13,12,0.008054494857788086,1788635371.9154558
time/cal_adv_and_returns,14,13,0.0052449703216552734,1788636158.9502754
time/cal_adv_and_returns,15,14,0.005968809127807617,1788637232.0590231
time/cal_adv_and_returns,16,15,0.006394624710083008,1788638014.6884437
time/cal_adv_and_returns,17,16,0.005041599273681641,1788638810.1153507
time/cal_adv_and_returns,18,17,0.006310462951660156,1788639563.9556215
time/cal_adv_and_returns,19,18,0.005210399627685547,1788640326.8252077
time/cal_adv_and_returns,20,19,0.005059957504272461,1788641406.7284565
time/cal_adv_and_returns,21,20,0.0047991275787353516,1788642164.654735
time/cal_adv_and_returns,22,21,0.004561901092529297,1788642933.2216575
time/cal_adv_and_returns,23,22,0.004639148712158203,1788643716.0946262
time/cal_adv_and_returns,24,23,0.005664825439453125,1788644478.6711326
time/cal_adv_and_returns,25,24,0.006225109100341797,1788645565.0338
time/cal_adv_and_returns,26,25,0.006002187728881836,1788646301.5346751
time/cal_adv_and_returns,27,26,0.0051310062408447266,1788647073.5399437
time/cal_adv_and_returns,28,27,0.004884481430053711,1788647856.9506135
time/cal_adv_and_returns,29,28,0.006183147430419922,1788648620.1312988
time/cal_adv_and_returns,30,29,0.0052793025970458984,1788649746.2910643
time/cal_adv_and_returns,31,30,0.0071277618408203125,1788650513.5141923
time/cal_adv_and_returns,32,31,0.005002260208129883,1788651271.5159936
time/cal_adv_and_returns,33,32,0.006328105926513672,1788652036.535798
time/cal_adv_and_returns,34,33,0.004609346389770508,1788652811.8028188
time/cal_adv_and_returns,35,34,0.004971027374267578,1788653874.8630857
time/cal_adv_and_returns,36,35,0.005928516387939453,1788654627.2664423
time/cal_adv_and_returns,37,36,0.0069751739501953125,1788655402.6867568
time/cal_adv_and_returns,38,37,0.005198955535888672,1788656172.4278634
time/cal_adv_and_returns,39,38,0.006748676300048828,1788656939.350996
time/cal_adv_and_returns,40,39,0.004895687103271484,1788658096.724899
time/cal_adv_and_returns,41,40,0.00665593147277832,1788658873.7335975
time/cal_adv_and_returns,42,41,0.0067293643951416016,1788659650.1945791
time/cal_adv_and_returns,43,42,0.004870891571044922,1788660431.4366293
time/cal_adv_and_returns,44,43,0.0057260990142822266,1788661188.6210577
time/cal_adv_and_returns,45,44,0.0074350833892822266,1788662264.6376967
