tag,round,value,wall_time
env/return,1,0.25,1790093952.9649787
env/return,2,0.625,1790094252.738843
env/return,3,0.375,1790094547.5968225
env/return,4,0.625,1790094841.3355246
env/return,5,0.625,1790095406.6653922
env/return,6,0.25,1790095700.0629663
env/return,7,0.625,1790095995.7610695
env/return,8,0.5,1790096287.9793212
env/return,9,0.625,1790096585.3264909
env/return,10,0.625,1790097154.784996
env/return,11,0.625,1790097447.5251575
env/return,12,0.75,1790097742.1549015
env/return,13,0.75,1790098035.167594
env/return,14,0.125,1790098330.3446174
env/return,15,0.625,1790098897.6582375
env/return,16,0.625,1790099190.3856502
env/return,17,0.5,1790099486.9288268
env/return,18,0.5,1790099780.7566125
env/return,19,0.625,1790100077.156801
env/return,20,0.625,1790100642.107957
env/return,21,0.5,1790100932.7104208
env/return,22,0.25,1790101229.3366556
env/return,23,0.375,1790101523.6736996
env/return,24,0.5,1790101815.8587985
env/return,25,0.5,1790102382.610277
env/return,26,0.5,1790102675.0060825
env/return,27,0.875,1790102969.9429977
env/return,28,0.75,1790103263.8607452
env/return,29,0.875,1790103558.2204933
env/return,30,0.5,1790104122.918631
env/return,31,0.75,1790104413.2864976
env/return,32,0.375,1790104710.0667684
env/return,33,0.75,1790105005.1839302
env/return,34,0.875,1790105300.2972097
env/return,35,0.625,1790105865.3373468
env/return,36,0.75,1790106156.0920737
env/return,37,0.5,1790106452.1601548
env/return,38,0.75,1790106746.4852982
env/return,39,0.875,1790107039.340267
env/return,40,0.375,1790107604.3074985
env/return,41,0.875,1790107895.8648884
env/return,42,0.75,1790108190.5840251
env/return,43,0.625,1790108487.2412667
env/return,44,0.75,1790108782.292187
env/return,45,0.625,1790109350.1959708
env/return,46,0.875,1790109642.5677443
env/return,47,0.5,1790109941.816375
env/return,48,1.0,1790110240.616495
env/return,49,0.625,1790110537.8634102
env/return,50,0.75,1790111140.7807174
env/return,51,0.75,1790111434.7870367
env/return,52,1.0,1790111728.8359826
env/return,53,0.875,1790112023.794616
env/return,54,0.75,1790112318.585734
env/return,55,0.625,1790112885.3315613
env/return,56,0.5,1790113176.265285
env/return,57,0.5,1790113470.844931
env/return,58,0.625,1790113765.2255855
env/return,59,0.875,1790114059.5889802
env/return,60,0.5,1790114630.7135196
env/return,61,0.75,1790114922.6071072
env/return,62,0.75,1790115217.0668976
env/return,63,0.75,1790115510.3460603
env/return,64,0.625,1790115805.3492446
env/return,65,0.625,1790116371.027141
env/return,66,0.75,1790116663.700153
env/return,67,0.875,1790116959.7747576
env/return,68,0.625,1790117256.966471
env/return,69,0.75,1790117552.7990088
env/return,70,0.875,1790118123.6035433
env/return,71,0.75,1790118416.1335568
env/return,72,0.5,1790118712.8201761
env/return,73,0.875,1790119006.9675677
env/return,74,0.875,1790119301.3919706
env/return,75,0.75,1790119864.6878078
env/return,76,0.75,1790120156.867937
env/return,77,0.75,1790120450.7205448
env/return,78,0.75,1790120743.7937303
env/return,79,0.625,1790121037.4265754
env/return,80,0.625,1790121597.3281343
env/return,81,0.625,1790121891.3215182
env/return,82,0.875,1790122185.5251052
env/return,83,0.5,1790122482.946659
env/return,84,0.75,1790122776.8057382
env/return,85,0.75,1790123339.1597755
env/return,86,0.75,1790123629.8359208
env/return,87,0.5,1790123924.343469
env/return,88,0.875,1790124215.200174
env/return,89,0.625,1790124508.8853505
env/return,90,0.625,1790125070.9201877
env/return,91,1.0,1790125361.793515
env/return,92,0.875,1790125652.334978
env/return,93,0.75,1790125947.2707622
env/return,94,0.75,1790126240.6617737
env/return,95,0.75,1790126798.6775682
env/return,96,0.75,1790127092.0072412
env/return,97,0.75,1790127386.2337804
env/return,98,0.75,1790127680.458966
env/return,99,0.75,1790127974.9159706
