tag,round,raw_step,value,wall_time,segment
env/episode_len,1,0,200.0,1789878676.9681914,0
env/episode_len,2,1,200.0,1789879642.189986,0
env/episode_len,3,2,200.0,1789880591.5361857,0
env/episode_len,4,3,200.0,1789881523.6543052,0
env/episode_len,5,4,200.0,1789882888.4921114,0
env/episode_len,6,5,200.0,1789883873.1799724,0
env/episode_len,7,6,200.0,1789884867.8559048,0
env/episode_len,8,7,200.0,1789885867.1929605,0
env/episode_len,9,8,200.0,1789886838.274109,0
env/episode_len,10,9,200.0,1789888348.4609973,0
env/episode_len,11,10,200.0,1789889341.0233653,0
env/episode_len,12,11,200.0,1789890363.4882548,0
env/episode_len,13,12,200.0,1789891348.7903123,0
env/episode_len,14,13,200.0,1789892331.4551642,0
env/episode_len,15,14,200.0,1789893745.7844963,0
env/episode_len,16,15,200.0,1789894734.2717278,0
env/episode_len,17,16,200.0,1789895724.2460332,0
env/episode_len,18,17,200.0,1789896726.4613717,0
env/episode_len,19,18,200.0,1789897701.78865,0
env/episode_len,20,19,200.0,1789899226.343029,0
env/episode_len,21,20,200.0,1789900220.5815399,0
env/episode_len,22,21,200.0,1789901216.500205,0
env/episode_len,23,22,200.0,1789902197.316191,0
env/episode_len,24,23,200.0,1789903192.5445306,0
env/episode_len,25,24,200.0,1789904649.2136726,0
env/episode_len,26,25,200.0,1789905662.4106185,0
env/episode_len,27,26,200.0,1789906663.0020597,0
env/episode_len,28,27,200.0,1789907696.3544903,0
env/episode_len,29,28,200.0,1789908706.4385836,0
env/episode_len,30,29,200.0,1789910271.8858702,0
env/episode_len,31,30,200.0,1789911340.7994137,0
env/episode_len,32,31,200.0,1789912338.4629443,0
env/episode_len,33,32,200.0,1789913360.9381113,0
env/episode_len,34,33,200.0,1789914363.432168,0
env/episode_len,35,34,200.0,1789915848.7956111,0
env/episode_len,36,35,200.0,1789916873.1033444,0
env/episode_len,37,36,200.0,1789917886.6551104,0
env/episode_len,38,37,200.0,1789918920.4836621,0
env/episode_len,39,38,200.0,1789919974.1212375,0
env/episode_len,40,39,200.0,1789921547.3568196,0
env/episode_len,41,40,200.0,1789922571.127129,0
env/episode_len,42,41,200.0,1789923595.0395288,0
env/episode_len,43,42,200.0,1789924655.589732,0
