policy,task,group_id,episode_key,episode_uid,success,episode_mean_abs_r_raw,episode_mean_abs_R_std,display_group
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000015_reset100100034,ep000015_reset100100034,True,0.5148518761428779,0.8229618845509037,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000016_reset100100173,ep000016_reset100100173,False,0.5383455461814295,0.8466622689897432,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000017_reset100100065,ep000017_reset100100065,True,0.5072580155938884,0.807728459098399,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000018_reset100100076,ep000018_reset100100076,True,0.5532373899178544,0.885170569486661,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000019_reset100100057,ep000019_reset100100057,False,0.6244950117639864,0.9825343023361773,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000020_reset100100035,ep000020_reset100100035,True,0.5746639419367402,0.9087737578366303,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000021_reset100100070,ep000021_reset100100070,True,0.5261187992851645,0.8472220472008369,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000022_reset100100119,ep000022_reset100100119,True,0.5620731617541844,0.8974012762539239,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000023_reset100100174,ep000023_reset100100174,False,0.49880352061194394,0.801991482844762,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000024_reset100100090,ep000024_reset100100090,True,0.46400243914113776,0.750119166009188,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000025_reset100100118,ep000025_reset100100118,True,0.49168569123676925,0.7933219343632493,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000026_reset100100165,ep000026_reset100100165,True,0.5376046820712342,0.8532431674165059,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000027_reset100100045,ep000027_reset100100045,False,0.5729084336406732,0.9049153297715066,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000028_reset100100154,ep000028_reset100100154,False,0.6033818867744478,0.9457126222310283,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000029_reset100100108,ep000029_reset100100108,True,0.4597972381758674,0.7311194420115835,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000030_reset100100093,ep000030_reset100100093,True,0.39303836958947513,0.6227956596522677,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000031_reset100100096,ep000031_reset100100096,True,0.35464017735255027,0.5797459872252436,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000032_reset100100050,ep000032_reset100100050,True,0.4273565215708019,0.6857782212234366,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000033_reset100100005,ep000033_reset100100005,True,0.5115232753569259,0.8011642267253365,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000034_reset100100122,ep000034_reset100100122,False,0.8249973406064197,1.3055779392853963,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000035_reset100100008,ep000035_reset100100008,True,0.4218673392240702,0.7074879149966412,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000036_reset100100092,ep000036_reset100100092,True,0.3639600097769449,0.601738859667049,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000037_reset100100133,ep000037_reset100100133,True,0.558536526267637,0.8726787549765059,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000038_reset100100157,ep000038_reset100100157,True,0.39562738461656327,0.6224567258729433,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000039_reset100100152,ep000039_reset100100152,False,0.6048281312542815,0.952703881951179,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000040_reset100100073,ep000040_reset100100073,False,0.510030262355468,0.8132544555539952,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000041_reset100100074,ep000041_reset100100074,True,0.4261471452481998,0.6939105834085715,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000042_reset100100168,ep000042_reset100100168,True,0.43203741004261476,0.7042681062290247,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000043_reset100100051,ep000043_reset100100051,False,0.47522215202856755,0.7714116423674074,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000044_reset100100151,ep000044_reset100100151,False,0.4172550638235936,0.69202885749375,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000045_reset100100046,ep000045_reset100100046,False,0.4596364730115631,0.7326796517142432,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000046_reset100100141,ep000046_reset100100141,True,0.47478160696986665,0.7630370074494475,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000047_reset100100137,ep000047_reset100100137,True,0.5818411174662843,0.9183884917363768,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000048_reset100100107,ep000048_reset100100107,True,0.5935537650809564,0.9284301030820795,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000049_reset100100150,ep000049_reset100100150,True,0.48430922815320165,0.7668717428725929,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000050_reset100100017,ep000050_reset100100017,False,0.6036125148205674,0.971709793916283,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000051_reset100100140,ep000051_reset100100140,True,0.45122706842529964,0.7521641621519972,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000052_reset100100103,ep000052_reset100100103,False,0.40965852475224546,0.6414324335889091,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000053_reset100100067,ep000053_reset100100067,False,0.6708846967104763,1.0677065886175603,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000054_reset100100121,ep000054_reset100100121,True,0.5266918477523376,0.8355790371547177,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000055_reset100100007,ep000055_reset100100007,True,0.3579342453719401,0.5907381748132362,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000056_reset100100041,ep000056_reset100100041,True,0.33373329955492587,0.549382482526276,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000057_reset100100031,ep000057_reset100100031,True,0.4797058927872065,0.7865221186146127,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000058_reset100100075,ep000058_reset100100075,True,0.4862010573580941,0.7755545743214354,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000059_reset100100146,ep000059_reset100100146,True,0.5358315937975012,0.863741232986966,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000060_reset100100021,ep000060_reset100100021,False,0.6295838293677267,1.0047170472790516,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000061_reset100100111,ep000061_reset100100111,True,0.41201234781875634,0.6515311730209123,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000062_reset100100132,ep000062_reset100100132,True,0.5285166513146843,0.8599745053662131,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000063_reset100100089,ep000063_reset100100089,True,0.37126316534005865,0.5898539425560598,pi0 / adjust bottle
