policy,task,group_id,episode_key,episode_uid,success,episode_mean_abs_r_raw,episode_mean_abs_R_std,display_group
fastwam,move_stapler_pad,fastwam__move_stapler_pad__run-fastwam-move_stapler_pad-p2-16ep__cohort-fastwam-move_stapler_pad__robotwin_uncond_3cam_384.pt-1775f391,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_reset11,episode0012_reset11,False,0.8134728430570045,1.3535756471030571,Fast-WAM / move stapler
fastwam,move_stapler_pad,fastwam__move_stapler_pad__run-fastwam-move_stapler_pad-p2-16ep__cohort-fastwam-move_stapler_pad__robotwin_uncond_3cam_384.pt-1775f391,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_reset12,episode0013_reset12,True,0.3919492755441845,0.6645699662721096,Fast-WAM / move stapler
fastwam,move_stapler_pad,fastwam__move_stapler_pad__run-fastwam-move_stapler_pad-p2-16ep__cohort-fastwam-move_stapler_pad__robotwin_uncond_3cam_384.pt-1775f391,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_reset13,episode0014_reset13,True,0.4206109715670114,0.7425213801117909,Fast-WAM / move stapler
fastwam,move_stapler_pad,fastwam__move_stapler_pad__run-fastwam-move_stapler_pad-p2-16ep__cohort-fastwam-move_stapler_pad__robotwin_uncond_3cam_384.pt-1775f391,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_reset14,episode0015_reset14,True,0.38607345499380186,0.650568808631345,Fast-WAM / move stapler
fastwam,move_stapler_pad,fastwam__move_stapler_pad__run-fastwam-move_stapler_pad-p2-16ep__cohort-fastwam-move_stapler_pad__robotwin_uncond_3cam_384.pt-1775f391,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_reset15,episode0016_reset15,True,0.9055935810734409,1.5314652355015437,Fast-WAM / move stapler
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0001_reset0,episode0001_reset0,True,0.672253372364876,0.7450887126125668,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0002_reset1,episode0002_reset1,True,0.6578609460708684,0.7873279813150653,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0003_reset2,episode0003_reset2,True,0.7353564948954954,0.9352831255497716,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0004_reset3,episode0004_reset3,True,0.6315055029139144,0.7077441738701626,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0005_reset4,episode0005_reset4,False,1.2689083072821763,1.4806257377780185,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0006_reset5,episode0006_reset5,True,0.6448091382311277,0.7310591245778445,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0007_reset6,episode0007_reset6,True,0.7399407593121172,0.8641586994056913,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0008_reset7,episode0008_reset7,False,0.4833402096825218,0.554672862771303,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0009_reset8,episode0009_reset8,False,0.8125078662460965,0.8178549370241295,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0010_reset9,episode0010_reset9,True,0.7085454753417523,0.8419880924076375,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0011_reset10,episode0011_reset10,False,0.5878388799419613,0.6186413458260472,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0012_reset11,episode0012_reset11,True,0.6978436196692938,0.8685800571498742,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0013_reset12,episode0013_reset12,True,0.7622149679418774,1.0082734519309982,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0014_reset13,episode0014_reset13,True,0.6200023308486203,0.7292437461120624,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0015_reset14,episode0015_reset14,True,0.6731176991828454,0.740736493862048,Fast-WAM / pick bottles
fastwam,pick_diverse_bottles,fastwam__pick_diverse_bottles__run-fastwam-pick_diverse_bottles-p2-__cohort-fastwam-pick_diverse_bot__robotwin_uncond_3cam_384.pt-1775f391,fastwam-pick_diverse_bottles-p2-16ep-c63dc9b5-v1::episode0016_reset15,episode0016_reset15,True,0.5901238669948552,0.6661429561320392,Fast-WAM / pick bottles
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0001_reset0,episode0001_reset0,False,0.3574212401222823,0.689966547212019,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0002_reset1,episode0002_reset1,False,0.42163235349624084,0.8251115548970791,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0003_reset2,episode0003_reset2,True,0.5530604462118783,1.0641837534053362,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0004_reset3,episode0004_reset3,False,0.5916841335952517,1.179501880153502,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0005_reset4,episode0005_reset4,True,0.5970808673817225,1.1701585760689075,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0006_reset5,episode0006_reset5,False,0.5442209853284987,1.0525110479120516,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0007_reset6,episode0007_reset6,False,0.3590606277834225,0.6948886526095963,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0008_reset7,episode0008_reset7,True,0.9993973288807849,1.9263588244648921,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0009_reset8,episode0009_reset8,True,1.01797417387954,1.954294465163466,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0010_reset9,episode0010_reset9,True,0.6092766394207928,1.1886387597063992,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0011_reset10,episode0011_reset10,False,0.299314502696347,0.5800399211391247,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0012_reset11,episode0012_reset11,True,0.5337948554414528,1.0488790195268227,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0013_reset12,episode0013_reset12,True,0.7633355368976865,1.4562805909222492,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0014_reset13,episode0014_reset13,True,0.6356540696542898,1.22724569229407,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0015_reset14,episode0015_reset14,True,0.5491277029692678,1.0678173664271713,Fast-WAM / turn switch
fastwam,turn_switch,fastwam__turn_switch__run-fastwam-turn_switch-p2-16ep-c63d__cohort-fastwam-turn_switch-p2-1__robotwin_uncond_3cam_384.pt-1775f391,fastwam-turn_switch-p2-16ep-c63dc9b5-v1::episode0016_reset15,episode0016_reset15,True,0.4594156530569777,0.8972267480631326,Fast-WAM / turn switch
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000000_reset100100052,ep000000_reset100100052,True,0.2564459887026044,0.41097749252097465,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000001_reset100100066,ep000001_reset100100066,True,0.38256772702451397,0.610338452146475,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000002_reset100100113,ep000002_reset100100113,True,0.5114210231214152,0.7953765333354549,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000003_reset100100088,ep000003_reset100100088,False,0.33503882755614955,0.5312589775509852,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000004_reset100100043,ep000004_reset100100043,False,0.4250905608760749,0.6805550807779713,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000005_reset100100081,ep000005_reset100100081,False,1.0232134065303355,1.605411419679681,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000006_reset100100144,ep000006_reset100100144,True,0.43789025909445606,0.7199500122002777,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000007_reset100100098,ep000007_reset100100098,True,0.44175447687310887,0.710870863657382,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000008_reset100100058,ep000008_reset100100058,False,0.49174835530278393,0.7729822302605001,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000009_reset100100130,ep000009_reset100100130,False,0.44965037534111163,0.7390457050603118,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000010_reset100100156,ep000010_reset100100156,True,0.44566813992061666,0.7116235777803849,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000011_reset100100148,ep000011_reset100100148,True,0.5099042129665654,0.7981439871369739,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000012_reset100100091,ep000012_reset100100091,False,0.496983452148991,0.7852015532914615,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000013_reset100100085,ep000013_reset100100085,False,0.34010107698779196,0.5692268981086993,pi0 / adjust bottle
pi0,adjust_bottle,pi0__adjust_bottle__run-pi0-adjust_bottle-fixed64-800baf__cohort-pi0-adjust_bottle-fixed6__92684e50c8a3dcf13b76a06713e31526-46b40fae,pi0-adjust_bottle-fixed64-800baf80-v1::ep000014_reset100100013,ep000014_reset100100013,True,0.664886264120628,1.0369303596343231,pi0 / adjust bottle
