display_group,metric,success_episodes,failure_episodes,success_mean,failure_mean,success_minus_failure,bootstrap_ci_low,bootstrap_ci_high
pi0 / adjust bottle,episode_mean_abs_r_raw,42,22,0.4700992469837268,0.5457031564748468,-0.07560390949112,-0.14836687228128148,-0.012676759609741597
pi0 / adjust bottle,episode_mean_abs_R_std,42,22,0.7527396850302398,0.8690327346668455,-0.1162930496366057,-0.2293139296492651,-0.017535855926904223
Fast-WAM / move stapler,episode_mean_abs_r_raw,11,5,0.5014686625273954,0.7300544499062619,-0.22858578737886648,-0.43313101105532925,0.0015976190872227937
Fast-WAM / move stapler,episode_mean_abs_R_std,11,5,0.8484873249842303,1.1836586083349012,-0.3351712833506709,-0.6582119549128359,0.02503188556080683
Fast-WAM / turn switch,episode_mean_abs_r_raw,10,6,0.6718117273794394,0.42888897383700725,0.24292275354243215,0.10408821229792321,0.3873716216903122
Fast-WAM / turn switch,episode_mean_abs_R_std,10,6,1.3001083796042447,0.8370032673205623,0.46310511228368245,0.19129805615558315,0.7441550815074968
Fast-WAM / pick bottles,episode_mean_abs_r_raw,12,4,0.6777978478139702,0.788148815788189,-0.11035096797421873,-0.4277867825040254,0.14930207354557892
Fast-WAM / pick bottles,episode_mean_abs_R_std,12,4,0.8021355512438136,0.8679487208498745,-0.06581316960606087,-0.4720188090118182,0.22738119735780388
