tag,step,wall_time,value
env/reward,40,1787708689.584414,0.004687499720603228
env/reward,41,1787709951.0558534,0.004755859263241291
env/reward,42,1787711223.4321043,0.004638671409338713
env/reward,43,1787712514.6920185,0.0046582031063735485
env/reward,44,1787714068.3367703,0.004658202640712261
env/success_once,0,1787653571.3670359,0.732421875
env/success_once,1,1787655088.1975436,0.75
env/success_once,2,1787656553.6575742,0.765625
env/success_once,3,1787658038.4794269,0.837890625
env/success_once,4,1787659909.983483,0.796875
env/success_once,5,1787661444.8036423,0.876953125
env/success_once,6,1787663060.7462041,0.796875
env/success_once,7,1787664543.3276253,0.798828125
env/success_once,8,1787666018.249799,0.841796875
env/success_once,9,1787667909.9319055,0.859375
env/success_once,10,1787669259.7725234,0.828125
env/success_once,11,1787670524.1649888,0.787109375
env/success_once,12,1787671773.1618688,0.84765625
env/success_once,13,1787673011.3744435,0.830078125
env/success_once,14,1787674506.8523812,0.86328125
env/success_once,15,1787675773.9246678,0.876953125
env/success_once,16,1787677031.467987,0.841796875
env/success_once,17,1787678272.2602277,0.87890625
env/success_once,18,1787679516.232967,0.880859375
env/success_once,19,1787681050.7279665,0.908203125
env/success_once,20,1787682322.556537,0.892578125
env/success_once,21,1787683590.3771632,0.86328125
env/success_once,22,1787684861.0423696,0.94921875
env/success_once,23,1787686140.6204364,0.8671875
env/success_once,24,1787687676.1578405,0.89453125
env/success_once,25,1787688972.664232,0.896484375
env/success_once,26,1787690265.8647444,0.939453125
env/success_once,27,1787691564.9418705,0.88671875
env/success_once,28,1787692849.0973282,0.91015625
env/success_once,29,1787694374.250659,0.955078125
env/success_once,30,1787695607.5399833,0.9296875
env/success_once,31,1787696836.6663694,0.921875
env/success_once,32,1787698086.7003582,0.908203125
env/success_once,33,1787699312.713166,0.921875
env/success_once,34,1787700820.9810483,0.90234375
env/success_once,35,1787702073.2281942,0.923828125
env/success_once,36,1787703348.4422152,0.890625
env/success_once,37,1787704616.7421749,0.890625
env/success_once,38,1787705884.4938285,0.94921875
env/success_once,39,1787707442.4041858,0.923828125
env/success_once,40,1787708689.5844557,0.9375
env/success_once,41,1787709951.055913,0.951171875
env/success_once,42,1787711223.4321487,0.927734375
env/success_once,43,1787712514.6920688,0.931640625
env/success_once,44,1787714068.3368046,0.931640625
eval/episode_len,4,1787659909.9484186,200.0
eval/episode_len,9,1787667887.6982064,200.0
eval/episode_len,14,1787674506.8337128,200.0
eval/episode_len,19,1787681029.620596,200.0
eval/episode_len,24,1787687676.1361659,200.0
eval/episode_len,29,1787694353.379419,200.0
eval/episode_len,34,1787700820.9580173,200.0
eval/episode_len,39,1787707419.6592512,200.0
eval/episode_len,44,1787714068.3096704,200.0
eval/num_trajectories,4,1787659909.9486227,64.0
eval/num_trajectories,9,1787667887.6984444,64.0
eval/num_trajectories,14,1787674506.8340442,64.0
eval/num_trajectories,19,1787681029.6208467,64.0
eval/num_trajectories,24,1787687676.1363232,64.0
eval/num_trajectories,29,1787694353.379715,64.0
eval/num_trajectories,34,1787700820.9581325,64.0
eval/num_trajectories,39,1787707419.6593814,64.0
eval/num_trajectories,44,1787714068.3097892,64.0
eval/return,4,1787659909.9485087,0.84375
eval/return,9,1787667887.6983263,0.890625
eval/return,14,1787674506.833873,0.875
eval/return,19,1787681029.6207087,0.953125
eval/return,24,1787687676.1362274,0.953125
eval/return,29,1787694353.3795552,0.921875
eval/return,34,1787700820.9580705,0.96875
eval/return,39,1787707419.6593094,0.984375
eval/return,44,1787714068.309725,0.9375
eval/reward,4,1787659909.9485235,0.004218749701976776
eval/reward,9,1787667887.6983411,0.004453124478459358
eval/reward,14,1787674506.8339043,0.0043750000186264515
eval/reward,19,1787681029.62074,0.004765624646097422
eval/reward,24,1787687676.1362517,0.004765624646097422
eval/reward,29,1787694353.379589,0.004609374795109034
eval/reward,34,1787700820.9580793,0.004843749571591616
eval/reward,39,1787707419.6593208,0.00492187449708581
eval/reward,44,1787714068.3097339,0.004687499720603228
eval/success_at_end,4,1787659909.948545,0.84375
eval/success_at_end,9,1787667887.69836,0.890625
eval/success_at_end,14,1787674506.8339508,0.875
eval/success_at_end,19,1787681029.620783,0.953125
eval/success_at_end,24,1787687676.1362674,0.953125
eval/success_at_end,29,1787694353.3796332,0.921875
eval/success_at_end,34,1787700820.958091,0.96875
eval/success_at_end,39,1787707419.6593406,0.984375
eval/success_at_end,44,1787714068.3097453,0.9375
eval/success_once,4,1787659909.9485343,0.84375
eval/success_once,9,1787667887.6983511,0.890625
eval/success_once,14,1787674506.8339298,0.875
eval/success_once,19,1787681029.6207626,0.953125
eval/success_once,24,1787687676.13626,0.953125
eval/success_once,29,1787694353.379612,0.921875
eval/success_once,34,1787700820.9580853,0.96875
eval/success_once,39,1787707419.659332,0.984375
eval/success_once,44,1787714068.3097398,0.9375
rollout/advantages_max,0,1787653571.3671408,1.6201815605163574
rollout/advantages_max,1,1787655088.1976137,2.4748666286468506
rollout/advantages_max,2,1787656553.6576488,1.6201815605163574
rollout/advantages_max,3,1787658038.479499,1.6201815605163574
rollout/advantages_max,4,1787659909.9836152,2.4748666286468506
rollout/advantages_max,5,1787661444.8037179,1.20761239528656
rollout/advantages_max,6,1787663060.7462733,2.4748666286468506
rollout/advantages_max,7,1787664543.3276772,2.4748666286468506
rollout/advantages_max,8,1787666018.2498662,2.4748666286468506
rollout/advantages_max,9,1787667909.9319541,1.6201815605163574
rollout/advantages_max,10,1787669259.7725835,1.20761239528656
rollout/advantages_max,11,1787670524.1651614,1.6201815605163574
rollout/advantages_max,12,1787671773.1619284,1.6201815605163574
rollout/advantages_max,13,1787673011.3745077,1.6201815605163574
rollout/advantages_max,14,1787674506.8524427,1.6201815605163574
rollout/advantages_max,15,1787675773.9247267,2.4748666286468506
rollout/advantages_max,16,1787677031.4680479,1.20761239528656
rollout/advantages_max,17,1787678272.260304,1.20761239528656
rollout/advantages_max,18,1787679516.233037,0.935412585735321
rollout/advantages_max,19,1787681050.728026,1.20761239528656
rollout/advantages_max,20,1787682322.5565991,1.20761239528656
rollout/advantages_max,21,1787683590.3772247,1.6201815605163574
rollout/advantages_max,22,1787684861.042431,1.6201815605163574
rollout/advantages_max,23,1787686140.620487,2.4748666286468506
rollout/advantages_max,24,1787687676.157895,1.20761239528656
rollout/advantages_max,25,1787688972.6643045,1.20761239528656
rollout/advantages_max,26,1787690265.8648028,0.935412585735321
rollout/advantages_max,27,1787691564.9419227,1.20761239528656
rollout/advantages_max,28,1787692849.0973887,1.6201815605163574
rollout/advantages_max,29,1787694374.2507136,1.6201815605163574
rollout/advantages_max,30,1787695607.5400438,1.6201815605163574
rollout/advantages_max,31,1787696836.6664522,0.935412585735321
rollout/advantages_max,32,1787698086.7004128,1.6201815605163574
rollout/advantages_max,33,1787699312.7132258,2.4748666286468506
rollout/advantages_max,34,1787700820.9811082,1.6201815605163574
rollout/advantages_max,35,1787702073.2282634,2.4748666286468506
rollout/advantages_max,36,1787703348.4422843,1.20761239528656
rollout/advantages_max,37,1787704616.7422366,1.6201815605163574
rollout/advantages_max,38,1787705884.4938965,2.4748666286468506
rollout/advantages_max,39,1787707442.4042258,1.6201815605163574
rollout/advantages_max,40,1787708689.5845103,0.935412585735321
rollout/advantages_max,41,1787709951.0559921,0.7245674133300781
rollout/advantages_max,42,1787711223.4322171,0.935412585735321
rollout/advantages_max,43,1787712514.6921291,2.4748666286468506
rollout/advantages_max,44,1787714068.3369002,1.6201815605163574
rollout/advantages_mean,0,1787653571.367115,-0.11944282054901123
rollout/advantages_mean,1,1787655088.1976075,-0.11661481857299805
rollout/advantages_mean,2,1787656553.657641,-0.11753082275390625
rollout/advantages_mean,3,1787658038.479493,-0.11991098523139954
rollout/advantages_mean,4,1787659909.9835992,-0.11299947649240494
rollout/advantages_mean,5,1787661444.803711,-0.11793600767850876
rollout/advantages_mean,6,1787663060.7462668,-0.11480315774679184
rollout/advantages_mean,7,1787664543.3276715,-0.11926914751529694
rollout/advantages_mean,8,1787666018.24986,-0.11500939726829529
rollout/advantages_mean,9,1787667909.931948,-0.11041367053985596
rollout/advantages_mean,10,1787669259.7725775,-0.11569173634052277
rollout/advantages_mean,11,1787670524.1651428,-0.11806464195251465
rollout/advantages_mean,12,1787671773.161923,-0.1163821741938591
rollout/advantages_mean,13,1787673011.3745017,-0.11626867204904556
rollout/advantages_mean,14,1787674506.8524346,-0.11542906612157822
rollout/advantages_mean,15,1787675773.9247205,-0.11158596724271774
rollout/advantages_mean,16,1787677031.4680417,-0.11502178013324738
rollout/advantages_mean,17,1787678272.2602978,-0.11834784597158432
rollout/advantages_mean,18,1787679516.23303,-0.11596707999706268
rollout/advantages_mean,19,1787681050.7280188,-0.1195412203669548
rollout/advantages_mean,20,1787682322.5565932,-0.11481248587369919
rollout/advantages_mean,21,1787683590.3772185,-0.11708074808120728
rollout/advantages_mean,22,1787684861.0424254,-0.10639572143554688
rollout/advantages_mean,23,1787686140.6204808,-0.1118825227022171
rollout/advantages_mean,24,1787687676.1578887,-0.11406023055315018
rollout/advantages_mean,25,1787688972.6642985,-0.11934486776590347
rollout/advantages_mean,26,1787690265.864797,-0.1068868637084961
rollout/advantages_mean,27,1787691564.9419167,-0.11635154485702515
rollout/advantages_mean,28,1787692849.097382,-0.11524176597595215
rollout/advantages_mean,29,1787694374.250707,-0.10492163151502609
rollout/advantages_mean,30,1787695607.5400379,-0.11137226969003677
rollout/advantages_mean,31,1787696836.6664424,-0.11358436942100525
rollout/advantages_mean,32,1787698086.700406,-0.11297587305307388
rollout/advantages_mean,33,1787699312.7132196,-0.11238103359937668
rollout/advantages_mean,34,1787700820.9811003,-0.11261289566755295
rollout/advantages_mean,35,1787702073.2282572,-0.10457267612218857
rollout/advantages_mean,36,1787703348.442277,-0.11500877887010574
rollout/advantages_mean,37,1787704616.7422304,-0.11169999092817307
rollout/advantages_mean,38,1787705884.4938905,-0.10410475730895996
rollout/advantages_mean,39,1787707442.4042208,-0.10615073889493942
rollout/advantages_mean,40,1787708689.5845044,-0.11440901458263397
rollout/advantages_mean,41,1787709951.0559838,-0.10804285854101181
rollout/advantages_mean,42,1787711223.4322112,-0.11864417046308517
rollout/advantages_mean,43,1787712514.6921234,-0.10886397212743759
rollout/advantages_mean,44,1787714068.336887,-0.11123056709766388
rollout/advantages_min,0,1787653571.3671513,-2.4748666286468506
rollout/advantages_min,1,1787655088.1976197,-2.4748666286468506
rollout/advantages_min,2,1787656553.657658,-2.4748666286468506
rollout/advantages_min,3,1787658038.4795048,-2.4748666286468506
rollout/advantages_min,4,1787659909.9836307,-2.4748666286468506
rollout/advantages_min,5,1787661444.803724,-2.4748666286468506
rollout/advantages_min,6,1787663060.7462795,-2.4748666286468506
rollout/advantages_min,7,1787664543.3276832,-2.4748666286468506
rollout/advantages_min,8,1787666018.249872,-2.4748666286468506
rollout/advantages_min,9,1787667909.9319599,-2.4748666286468506
rollout/advantages_min,10,1787669259.7725892,-2.4748666286468506
rollout/advantages_min,11,1787670524.1651797,-2.4748666286468506
rollout/advantages_min,12,1787671773.1619341,-2.4748666286468506
rollout/advantages_min,13,1787673011.3745146,-2.4748666286468506
rollout/advantages_min,14,1787674506.8524501,-2.4748666286468506
rollout/advantages_min,15,1787675773.9247327,-2.4748666286468506
rollout/advantages_min,16,1787677031.468055,-2.4748666286468506
rollout/advantages_min,17,1787678272.2603097,-2.4748666286468506
rollout/advantages_min,18,1787679516.233044,-2.4748666286468506
rollout/advantages_min,19,1787681050.7280335,-2.4748666286468506
rollout/advantages_min,20,1787682322.5566046,-2.4748666286468506
rollout/advantages_min,21,1787683590.3772304,-2.4748666286468506
rollout/advantages_min,22,1787684861.042437,-2.4748666286468506
rollout/advantages_min,23,1787686140.6204932,-2.4748666286468506
rollout/advantages_min,24,1787687676.157901,-2.4748666286468506
rollout/advantages_min,25,1787688972.6643102,-2.4748666286468506
rollout/advantages_min,26,1787690265.864808,-2.4748666286468506
rollout/advantages_min,27,1787691564.9419284,-2.4748666286468506
rollout/advantages_min,28,1787692849.0973961,-2.4748666286468506
rollout/advantages_min,29,1787694374.25072,-2.4748666286468506
rollout/advantages_min,30,1787695607.5400493,-2.4748666286468506
rollout/advantages_min,31,1787696836.6664598,-2.4748666286468506
rollout/advantages_min,32,1787698086.7004194,-2.4748666286468506
rollout/advantages_min,33,1787699312.713231,-2.4748666286468506
rollout/advantages_min,34,1787700820.9811158,-2.4748666286468506
rollout/advantages_min,35,1787702073.2282696,-2.4748666286468506
rollout/advantages_min,36,1787703348.442292,-2.4748666286468506
rollout/advantages_min,37,1787704616.7422438,-2.4748666286468506
rollout/advantages_min,38,1787705884.4939039,-2.4748666286468506
rollout/advantages_min,39,1787707442.4042306,-2.4748666286468506
rollout/advantages_min,40,1787708689.5845191,-2.4748666286468506
rollout/advantages_min,41,1787709951.0560005,-2.4748666286468506
rollout/advantages_min,42,1787711223.432223,-2.4748666286468506
rollout/advantages_min,43,1787712514.6921346,-2.4748666286468506
rollout/advantages_min,44,1787714068.3369114,-2.4748666286468506
rollout/rewards,0,1787653571.367106,0.00420404551550746
rollout/rewards,1,1787655088.197601,0.0037837838754057884
rollout/rewards,2,1787656553.6576343,0.00394557835534215
rollout/rewards,3,1787658038.479486,0.004268689081072807
rollout/rewards,4,1787659909.9835827,0.003992322366684675
rollout/rewards,5,1787661444.8037043,0.0044999998062849045
rollout/rewards,6,1787663060.74626,0.004117647185921669
rollout/rewards,7,1787664543.3276644,0.004097452852874994
rollout/rewards,8,1787666018.2498536,0.004211853723973036
rollout/rewards,9,1787667909.9319422,0.004615384619683027
rollout/rewards,10,1787669259.7725713,0.004477611742913723
rollout/rewards,11,1787670524.1651237,0.004003944806754589
rollout/rewards,12,1787671773.161917,0.004303797613829374
rollout/rewards,13,1787673011.374493,0.004374319687485695
rollout/rewards,14,1787674506.8524263,0.004368097987025976
rollout/rewards,15,1787675773.924714,0.004427480977028608
rollout/rewards,16,1787677031.4680352,0.004458598792552948
rollout/rewards,17,1787678272.26029,0.004380952566862106
rollout/rewards,18,1787679516.2330227,0.004717241507023573
rollout/rewards,19,1787681050.7280116,0.004392014350742102
rollout/rewards,20,1787682322.5565867,0.0044714040122926235
rollout/rewards,21,1787683590.3772118,0.004150943364948034
rollout/rewards,22,1787684861.0424185,0.00487046642228961
rollout/rewards,23,1787686140.6204739,0.003952095750719309
rollout/rewards,24,1787687676.1578815,0.004615384619683027
rollout/rewards,25,1787688972.664292,0.004330578725785017
rollout/rewards,26,1787690265.8647907,0.0051119402050971985
rollout/rewards,27,1787691564.9419105,0.004285714123398066
rollout/rewards,28,1787692849.0973756,0.004109014756977558
rollout/rewards,29,1787694374.2506995,0.005065273959189653
rollout/rewards,30,1787695607.5400317,0.004715447314083576
rollout/rewards,31,1787696836.6664338,0.004888888914138079
rollout/rewards,32,1787698086.7003992,0.004566666670143604
rollout/rewards,33,1787699312.7132132,0.004285714123398066
rollout/rewards,34,1787700820.9810925,0.00453674141317606
rollout/rewards,35,1787702073.2282507,0.0047426470555365086
rollout/rewards,36,1787703348.44227,0.004609053488820791
rollout/rewards,37,1787704616.7422242,0.004761904943734407
rollout/rewards,38,1787705884.493884,0.00487046642228961
rollout/rewards,39,1787707442.4042158,0.004832451697438955
rollout/rewards,40,1787708689.5844967,0.004827586002647877
rollout/rewards,41,1787709951.055975,0.00511520728468895
rollout/rewards,42,1787711223.432202,0.004547945223748684
rollout/rewards,43,1787712514.6921172,0.004150943364948034
rollout/rewards,44,1787714068.3368738,0.004439140670001507
time/actor/actor/compute_adv,0,1787653571.3690877,0.043661266565322876
time/actor/actor/compute_adv,1,1787655088.1987212,0.01346065104007721
time/actor/actor/compute_adv,2,1787656553.6589966,0.007747502997517586
time/actor/actor/compute_adv,3,1787658038.4804096,0.009931303560733795
time/actor/actor/compute_adv,4,1787659909.9851484,0.010054846294224262
time/actor/actor/compute_adv,5,1787661444.8055146,0.009179414249956608
time/actor/actor/compute_adv,6,1787663060.7481153,0.011774430051445961
time/actor/actor/compute_adv,7,1787664543.3293579,0.007359617855399847
time/actor/actor/compute_adv,8,1787666018.2512958,0.008563053794205189
time/actor/actor/compute_adv,9,1787667909.9330359,0.010641117580235004
time/actor/actor/compute_adv,10,1787669259.773639,0.0065302299335598946
time/actor/actor/compute_adv,11,1787670524.166544,0.007535915821790695
time/actor/actor/compute_adv,12,1787671773.1625328,0.00683619687333703
time/actor/actor/compute_adv,13,1787673011.3755934,0.007823972962796688
time/actor/actor/compute_adv,14,1787674506.8531253,0.006434116046875715
time/actor/actor/compute_adv,15,1787675773.9253383,0.005852526985108852
time/actor/actor/compute_adv,16,1787677031.4695392,0.006679209880530834
time/actor/actor/compute_adv,17,1787678272.2618053,0.006594975013285875
time/actor/actor/compute_adv,18,1787679516.2345057,0.005847022868692875
time/actor/actor/compute_adv,19,1787681050.7288518,0.005132976919412613
time/actor/actor/compute_adv,20,1787682322.5581112,0.007010886911302805
time/actor/actor/compute_adv,21,1787683590.3786292,0.006600457243621349
time/actor/actor/compute_adv,22,1787684861.0436072,0.006474826950579882
time/actor/actor/compute_adv,23,1787686140.6217618,0.00660469988361001
time/actor/actor/compute_adv,24,1787687676.158864,0.007206621114164591
time/actor/actor/compute_adv,25,1787688972.6657264,0.008927189745008945
time/actor/actor/compute_adv,26,1787690265.8663225,0.007361136842519045
time/actor/actor/compute_adv,27,1787691564.943219,0.007474914193153381
time/actor/actor/compute_adv,28,1787692849.0989816,0.008079491555690765
time/actor/actor/compute_adv,29,1787694374.2520256,0.009300085715949535
time/actor/actor/compute_adv,30,1787695607.541562,0.006730394903570414
time/actor/actor/compute_adv,31,1787696836.667905,0.006182543002068996
time/actor/actor/compute_adv,32,1787698086.7009768,0.0059533510357141495
time/actor/actor/compute_adv,33,1787699312.7147446,0.006462607067078352
time/actor/actor/compute_adv,34,1787700820.981799,0.005872229114174843
time/actor/actor/compute_adv,35,1787702073.2289608,0.006210831925272942
time/actor/actor/compute_adv,36,1787703348.4440796,0.00812301691621542
time/actor/actor/compute_adv,37,1787704616.7437649,0.005875619128346443
time/actor/actor/compute_adv,38,1787705884.4949756,0.008232612162828445
time/actor/actor/compute_adv,39,1787707442.4048328,0.008612389676272869
time/actor/actor/compute_adv,40,1787708689.5851474,0.0068380641750991344
time/actor/actor/compute_adv,41,1787709951.0566587,0.005973369814455509
time/actor/actor/compute_adv,42,1787711223.4331944,0.006810330785810947
time/actor/actor/compute_adv,43,1787712514.6928263,0.0070198457688093185
time/actor/actor/compute_adv,44,1787714068.3381493,0.006301396992057562
time/actor/actor/recv_traj,0,1787653571.369082,1488.93115234375
time/actor/actor/recv_traj,1,1787655088.1987147,1490.717041015625
time/actor/actor/recv_traj,2,1787656553.6589866,1439.6866455078125
time/actor/actor/recv_traj,3,1787658038.4804032,1458.6680908203125
time/actor/actor/recv_traj,4,1787659909.9851317,1530.0496826171875
time/actor/actor/recv_traj,5,1787661444.8055077,1509.885986328125
time/actor/actor/recv_traj,6,1787663060.748109,1590.1688232421875
time/actor/actor/recv_traj,7,1787664543.3293521,1459.3724365234375
time/actor/actor/recv_traj,8,1787666018.25129,1449.17041015625
time/actor/actor/recv_traj,9,1787667909.93303,1532.95166015625
time/actor/actor/recv_traj,10,1787669259.773633,1328.59765625
time/actor/actor/recv_traj,11,1787670524.1665382,1242.596923828125
time/actor/actor/recv_traj,12,1787671773.162527,1227.2728271484375
time/actor/actor/recv_traj,13,1787673011.3755872,1216.5853271484375
time/actor/actor/recv_traj,14,1787674506.8531172,1207.6248779296875
time/actor/actor/recv_traj,15,1787675773.9253328,1245.5147705078125
time/actor/actor/recv_traj,16,1787677031.4695334,1235.7650146484375
time/actor/actor/recv_traj,17,1787678272.2617993,1219.23876953125
time/actor/actor/recv_traj,18,1787679516.2345004,1222.2308349609375
time/actor/actor/recv_traj,19,1787681050.7288458,1226.0523681640625
