tag,step,wall_time,value
time/actor/actor/recv_traj,20,1787682322.5581057,1250.7823486328125
time/actor/actor/recv_traj,21,1787683590.3786228,1246.2652587890625
time/actor/actor/recv_traj,22,1787684861.0436015,1249.0018310546875
time/actor/actor/recv_traj,23,1787686140.6217558,1258.1978759765625
time/actor/actor/recv_traj,24,1787687676.1588585,1238.977783203125
time/actor/actor/recv_traj,25,1787688972.6657212,1274.8193359375
time/actor/actor/recv_traj,26,1787690265.866317,1271.21337890625
time/actor/actor/recv_traj,27,1787691564.943213,1277.2279052734375
time/actor/actor/recv_traj,28,1787692849.0989757,1262.5357666015625
time/actor/actor/recv_traj,29,1787694374.2520196,1218.2149658203125
time/actor/actor/recv_traj,30,1787695607.5415556,1212.1612548828125
time/actor/actor/recv_traj,31,1787696836.6678977,1207.59716796875
time/actor/actor/recv_traj,32,1787698086.7009704,1228.4169921875
time/actor/actor/recv_traj,33,1787699312.7147388,1204.6795654296875
time/actor/actor/recv_traj,34,1787700820.9817927,1221.468994140625
time/actor/actor/recv_traj,35,1787702073.2289546,1230.8016357421875
time/actor/actor/recv_traj,36,1787703348.444074,1253.679931640625
time/actor/actor/recv_traj,37,1787704616.7437592,1246.7659912109375
time/actor/actor/recv_traj,38,1787705884.4949694,1246.1884765625
time/actor/actor/recv_traj,39,1787707442.4048278,1246.2237548828125
time/actor/actor/recv_traj,40,1787708689.585142,1226.129638671875
time/actor/actor/recv_traj,41,1787709951.0566506,1239.0771484375
time/actor/actor/recv_traj,42,1787711223.4331877,1250.4329833984375
time/actor/actor/recv_traj,43,1787712514.6928208,1269.4202880859375
time/actor/actor/recv_traj,44,1787714068.3381386,1256.6004638671875
time/actor/actor/sync_model_to_rollout,0,1787653571.3690763,10.036602020263672
time/actor/actor/sync_model_to_rollout,1,1787655088.1987069,1.8214761018753052
time/actor/actor/sync_model_to_rollout,2,1787656553.6589804,1.7533750534057617
time/actor/actor/sync_model_to_rollout,3,1787658038.4803965,2.018677234649658
time/actor/actor/sync_model_to_rollout,4,1787659909.9851146,3.6774353981018066
time/actor/actor/sync_model_to_rollout,5,1787661444.8055005,1.7265982627868652
time/actor/actor/sync_model_to_rollout,6,1787663060.748103,1.8334139585494995
time/actor/actor/sync_model_to_rollout,7,1787664543.329347,2.0396108627319336
time/actor/actor/sync_model_to_rollout,8,1787666018.2512841,1.4602172374725342
time/actor/actor/sync_model_to_rollout,9,1787667909.933024,3.7895750999450684
time/actor/actor/sync_model_to_rollout,10,1787669259.773627,1.3720543384552002
time/actor/actor/sync_model_to_rollout,11,1787670524.1665323,1.4817728996276855
time/actor/actor/sync_model_to_rollout,12,1787671773.1625211,1.461794137954712
time/actor/actor/sync_model_to_rollout,13,1787673011.375581,1.4839881658554077
time/actor/actor/sync_model_to_rollout,14,1787674506.8531082,2.9844095706939697
time/actor/actor/sync_model_to_rollout,15,1787675773.9253268,1.5892645120620728
time/actor/actor/sync_model_to_rollout,16,1787677031.4695272,1.4136788845062256
time/actor/actor/sync_model_to_rollout,17,1787678272.2617934,1.4864140748977661
time/actor/actor/sync_model_to_rollout,18,1787679516.2344944,1.449249505996704
time/actor/actor/sync_model_to_rollout,19,1787681050.72884,2.9393370151519775
time/actor/actor/sync_model_to_rollout,20,1787682322.5580997,1.338910460472107
time/actor/actor/sync_model_to_rollout,21,1787683590.3786163,1.4381146430969238
time/actor/actor/sync_model_to_rollout,22,1787684861.0435956,1.4607086181640625
time/actor/actor/sync_model_to_rollout,23,1787686140.6217494,1.437296748161316
time/actor/actor/sync_model_to_rollout,24,1787687676.1588526,2.936783790588379
time/actor/actor/sync_model_to_rollout,25,1787688972.6657155,1.8577377796173096
time/actor/actor/sync_model_to_rollout,26,1787690265.8663108,1.6674935817718506
time/actor/actor/sync_model_to_rollout,27,1787691564.943207,1.5006616115570068
time/actor/actor/sync_model_to_rollout,28,1787692849.0989697,1.5604630708694458
time/actor/actor/sync_model_to_rollout,29,1787694374.2520142,3.019679069519043
time/actor/actor/sync_model_to_rollout,30,1787695607.54155,1.4588713645935059
time/actor/actor/sync_model_to_rollout,31,1787696836.66789,1.5558358430862427
time/actor/actor/sync_model_to_rollout,32,1787698086.700965,1.502084732055664
time/actor/actor/sync_model_to_rollout,33,1787699312.714733,1.465591311454773
time/actor/actor/sync_model_to_rollout,34,1787700820.981787,3.0107502937316895
time/actor/actor/sync_model_to_rollout,35,1787702073.228948,1.5446420907974243
time/actor/actor/sync_model_to_rollout,36,1787703348.4440682,1.4467991590499878
time/actor/actor/sync_model_to_rollout,37,1787704616.7437532,1.4168665409088135
time/actor/actor/sync_model_to_rollout,38,1787705884.4949634,1.4779517650604248
time/actor/actor/sync_model_to_rollout,39,1787707442.4048233,3.1349687576293945
time/actor/actor/sync_model_to_rollout,40,1787708689.5851362,1.3311365842819214
time/actor/actor/sync_model_to_rollout,41,1787709951.056643,1.5897982120513916
time/actor/actor/sync_model_to_rollout,42,1787711223.4331822,1.7951432466506958
time/actor/actor/sync_model_to_rollout,43,1787712514.6928146,1.5103905200958252
time/actor/actor/sync_model_to_rollout,44,1787714068.3381271,2.9404826164245605
time/actor/run_training,0,1787653571.3690934,25.473669052124023
time/actor/run_training,1,1787655088.1987276,23.416765213012695
time/actor/run_training,2,1787656553.6590056,23.239431381225586
time/actor/run_training,3,1787658038.4804153,23.145383834838867
time/actor/run_training,4,1787659909.985164,23.22024154663086
time/actor/run_training,5,1787661444.805521,23.072437286376953
time/actor/run_training,6,1787663060.7481217,23.243227005004883
time/actor/run_training,7,1787664543.3293633,19.93108558654785
time/actor/run_training,8,1787666018.251302,23.68474006652832
time/actor/run_training,9,1787667909.9330418,22.98168182373047
time/actor/run_training,10,1787669259.7736454,19.762910842895508
time/actor/run_training,11,1787670524.1665497,19.864742279052734
time/actor/run_training,12,1787671773.1625385,19.77414894104004
time/actor/run_training,13,1787673011.3755991,19.69800567626953
time/actor/run_training,14,1787674506.8531325,19.590600967407227
time/actor/run_training,15,1787675773.9253442,19.86886978149414
time/actor/run_training,16,1787677031.4695446,19.876541137695312
time/actor/run_training,17,1787678272.261811,19.577877044677734
time/actor/run_training,18,1787679516.2345119,19.820960998535156
time/actor/run_training,19,1787681050.7288573,19.539562225341797
time/actor/run_training,20,1787682322.558117,19.60271453857422
time/actor/run_training,21,1787683590.378635,19.646759033203125
time/actor/run_training,22,1787684861.043613,19.65736198425293
time/actor/run_training,23,1787686140.6217675,19.4300537109375
time/actor/run_training,24,1787687676.1588702,19.558504104614258
time/actor/run_training,25,1787688972.6657326,19.720739364624023
time/actor/run_training,26,1787690265.8663282,19.821367263793945
time/actor/run_training,27,1787691564.943225,19.903789520263672
time/actor/run_training,28,1787692849.0989883,19.556119918823242
time/actor/run_training,29,1787694374.2520313,19.78126335144043
time/actor/run_training,30,1787695607.541568,19.566495895385742
time/actor/run_training,31,1787696836.6679125,19.483627319335938
time/actor/run_training,32,1787698086.7009828,19.655668258666992
time/actor/run_training,33,1787699312.7147508,19.419937133789062
time/actor/run_training,34,1787700820.981805,19.375608444213867
time/actor/run_training,35,1787702073.2289667,19.8001651763916
time/actor/run_training,36,1787703348.4440856,19.62141990661621
time/actor/run_training,37,1787704616.7437708,19.660730361938477
time/actor/run_training,38,1787705884.494981,19.657007217407227
time/actor/run_training,39,1787707442.4048374,19.583614349365234
time/actor/run_training,40,1787708689.5851536,19.635478973388672
time/actor/run_training,41,1787709951.0566664,20.335420608520508
time/actor/run_training,42,1787711223.4332006,19.621248245239258
time/actor/run_training,43,1787712514.6928322,19.86152458190918
time/actor/run_training,44,1787714068.3381603,19.717647552490234
time/actor_training,0,1787653571.3684719,25.479379653930664
time/actor_training,1,1787655088.1982124,23.422199249267578
time/actor_training,2,1787656553.6585076,23.245220184326172
time/actor_training,3,1787658038.4800913,23.150508880615234
time/actor_training,4,1787659909.9841948,23.22576141357422
time/actor_training,5,1787661444.8048098,23.077871322631836
time/actor_training,6,1787663060.7474592,23.24864387512207
time/actor_training,7,1787664543.3285575,19.935771942138672
time/actor_training,8,1787666018.2507443,23.688819885253906
time/actor_training,9,1787667909.9324327,22.987031936645508
time/actor_training,10,1787669259.773221,19.766767501831055
time/actor_training,11,1787670524.1659193,19.86766815185547
time/actor_training,12,1787671773.1622903,19.777568817138672
time/actor_training,13,1787673011.3751671,19.70098876953125
time/actor_training,14,1787674506.8528275,19.593320846557617
time/actor_training,15,1787675773.924977,19.872079849243164
time/actor_training,16,1787677031.468965,19.879438400268555
time/actor_training,17,1787678272.2612178,19.580242156982422
time/actor_training,18,1787679516.23394,19.82459259033203
time/actor_training,19,1787681050.728362,19.5424861907959
time/actor_training,20,1787682322.5575218,19.605314254760742
time/actor_training,21,1787683590.37808,19.650110244750977
time/actor_training,22,1787684861.043172,19.66010284423828
time/actor_training,23,1787686140.6211672,19.432777404785156
time/actor_training,24,1787687676.158401,19.561534881591797
time/actor_training,25,1787688972.6652246,19.724029541015625
time/actor_training,26,1787690265.8657262,19.824926376342773
time/actor_training,27,1787691564.9426355,19.907474517822266
time/actor_training,28,1787692849.098383,19.5592041015625
time/actor_training,29,1787694374.25142,19.784317016601562
time/actor_training,30,1787695607.5409746,19.570283889770508
time/actor_training,31,1787696836.6674094,19.48693084716797
time/actor_training,32,1787698086.7007365,19.65863800048828
time/actor_training,33,1787699312.7141724,19.42283821105957
time/actor_training,34,1787700820.981407,19.378461837768555
time/actor_training,35,1787702073.2286859,19.80311393737793
time/actor_training,36,1787703348.4431913,19.624530792236328
time/actor_training,37,1787704616.7431602,19.663837432861328
time/actor_training,38,1787705884.4945362,19.65993881225586
time/actor_training,39,1787707442.4045496,19.586904525756836
time/actor_training,40,1787708689.5848765,19.638105392456055
time/actor_training,41,1787709951.0563848,20.3400821685791
time/actor_training,42,1787711223.4327388,19.624168395996094
time/actor_training,43,1787712514.6925538,19.86408805847168
time/actor_training,44,1787714068.337489,19.721073150634766
time/cal_adv_and_returns,0,1787653571.3684638,0.054642677307128906
time/cal_adv_and_returns,1,1787655088.1982057,0.020755767822265625
time/cal_adv_and_returns,2,1787656553.6584992,0.014404773712158203
time/cal_adv_and_returns,3,1787658038.4800844,0.016379356384277344
time/cal_adv_and_returns,4,1787659909.9841702,0.016820669174194336
time/cal_adv_and_returns,5,1787661444.8048017,0.014751195907592773
time/cal_adv_and_returns,6,1787663060.7474377,0.018236637115478516
time/cal_adv_and_returns,7,1787664543.3285496,0.012491226196289062
time/cal_adv_and_returns,8,1787666018.2507367,0.015509843826293945
time/cal_adv_and_returns,9,1787667909.9324265,0.016103029251098633
time/cal_adv_and_returns,10,1787669259.7732127,0.010349750518798828
time/cal_adv_and_returns,11,1787670524.1659079,0.01141357421875
time/cal_adv_and_returns,12,1787671773.1622841,0.010827779769897461
time/cal_adv_and_returns,13,1787673011.3751607,0.01151132583618164
time/cal_adv_and_returns,14,1787674506.852818,0.009888648986816406
time/cal_adv_and_returns,15,1787675773.924971,0.009205102920532227
time/cal_adv_and_returns,16,1787677031.4689581,0.010234832763671875
time/cal_adv_and_returns,17,1787678272.261211,0.010066747665405273
time/cal_adv_and_returns,18,1787679516.2339327,0.010050773620605469
time/cal_adv_and_returns,19,1787681050.7283556,0.00876307487487793
time/cal_adv_and_returns,20,1787682322.5575147,0.011382102966308594
time/cal_adv_and_returns,21,1787683590.3780735,0.010657072067260742
time/cal_adv_and_returns,22,1787684861.0431654,0.00993657112121582
time/cal_adv_and_returns,23,1787686140.6211607,0.009952306747436523
time/cal_adv_and_returns,24,1787687676.1583943,0.01083993911743164
time/cal_adv_and_returns,25,1787688972.6652176,0.014008045196533203
time/cal_adv_and_returns,26,1787690265.8657198,0.01221323013305664
time/cal_adv_and_returns,27,1787691564.942629,0.01288294792175293
time/cal_adv_and_returns,28,1787692849.098372,0.011852264404296875
time/cal_adv_and_returns,29,1787694374.2514133,0.013658523559570312
time/cal_adv_and_returns,30,1787695607.5409677,0.011059284210205078
time/cal_adv_and_returns,31,1787696836.6674006,0.01032114028930664
time/cal_adv_and_returns,32,1787698086.70073,0.00889897346496582
time/cal_adv_and_returns,33,1787699312.7141654,0.010460138320922852
time/cal_adv_and_returns,34,1787700820.9813983,0.009666681289672852
time/cal_adv_and_returns,35,1787702073.2286794,0.010908365249633789
time/cal_adv_and_returns,36,1787703348.4431849,0.011564970016479492
time/cal_adv_and_returns,37,1787704616.7431536,0.009710311889648438
time/cal_adv_and_returns,38,1787705884.4945297,0.012454986572265625
time/cal_adv_and_returns,39,1787707442.4045446,0.012876510620117188
time/cal_adv_and_returns,40,1787708689.5848699,0.010659217834472656
time/cal_adv_and_returns,41,1787709951.056376,0.010045528411865234
time/cal_adv_and_returns,42,1787711223.4327314,0.010213613510131836
time/cal_adv_and_returns,43,1787712514.6925468,0.010576725006103516
time/cal_adv_and_returns,44,1787714068.337477,0.00928950309753418
time/env/compute_bootstrap_rewards,0,1787653571.368492,0.0019049006514251232
time/env/compute_bootstrap_rewards,1,1787655088.198239,0.002025031950324774
time/env/compute_bootstrap_rewards,2,1787656553.6585283,0.0018666036194190383
time/env/compute_bootstrap_rewards,3,1787658038.4801114,0.0019027817761525512
time/env/compute_bootstrap_rewards,4,1787659909.984295,0.0018255111062899232
time/env/compute_bootstrap_rewards,5,1787661444.8048303,0.0018592651467770338
time/env/compute_bootstrap_rewards,6,1787663060.7474873,0.0018392449710518122
time/env/compute_bootstrap_rewards,7,1787664543.3285782,0.0017844598041847348
time/env/compute_bootstrap_rewards,8,1787666018.2507648,0.0016808081418275833
time/env/compute_bootstrap_rewards,9,1787667909.9324596,0.0019396329298615456
time/env/compute_bootstrap_rewards,10,1787669259.7732415,0.001547830062918365
time/env/compute_bootstrap_rewards,11,1787670524.1659493,0.0013847311493009329
time/env/compute_bootstrap_rewards,12,1787671773.1623092,0.0013264799490571022
time/env/compute_bootstrap_rewards,13,1787673011.3751855,0.001396489911712706
time/env/compute_bootstrap_rewards,14,1787674506.8528605,0.0014339848421514034
time/env/compute_bootstrap_rewards,15,1787675773.9249957,0.0013359267031773925
time/env/compute_bootstrap_rewards,16,1787677031.4689844,0.0014352862490341067
time/env/compute_bootstrap_rewards,17,1787678272.2612362,0.0013322493759915233
time/env/compute_bootstrap_rewards,18,1787679516.2339587,0.0013139857910573483
time/env/compute_bootstrap_rewards,19,1787681050.7283876,0.0012697179336100817
time/env/compute_bootstrap_rewards,20,1787682322.5575414,0.001243883860297501
time/env/compute_bootstrap_rewards,21,1787683590.3780997,0.0012441521976143122
time/env/compute_bootstrap_rewards,22,1787684861.0431902,0.001234159106388688
time/env/compute_bootstrap_rewards,23,1787686140.621187,0.0012077541323378682
time/env/compute_bootstrap_rewards,24,1787687676.1584268,0.0014722099294885993
time/env/compute_bootstrap_rewards,25,1787688972.665243,0.0012492649257183075
time/env/compute_bootstrap_rewards,26,1787690265.8657448,0.0012857479741796851
time/env/compute_bootstrap_rewards,27,1787691564.9426546,0.0014015808701515198
time/env/compute_bootstrap_rewards,28,1787692849.098405,0.0013413229025900364
time/env/compute_bootstrap_rewards,29,1787694374.2514446,0.001251222100108862
time/env/compute_bootstrap_rewards,30,1787695607.5409925,0.0012367808958515525
time/env/compute_bootstrap_rewards,31,1787696836.6674347,0.0012692641466856003
time/env/compute_bootstrap_rewards,32,1787698086.700756,0.0011982080759480596
time/env/compute_bootstrap_rewards,33,1787699312.7141912,0.0013854029821231961
time/env/compute_bootstrap_rewards,34,1787700820.98144,0.0012235032627359033
time/env/compute_bootstrap_rewards,35,1787702073.228705,0.0012945500202476978
time/env/compute_bootstrap_rewards,36,1787703348.4432092,0.0012280411319807172
time/env/compute_bootstrap_rewards,37,1787704616.7431803,0.0012502128956839442
time/env/compute_bootstrap_rewards,38,1787705884.4945552,0.0013749004574492574
time/env/compute_bootstrap_rewards,39,1787707442.4045699,0.0012285781558603048
time/env/compute_bootstrap_rewards,40,1787708689.584896,0.0012445288011804223
time/env/compute_bootstrap_rewards,41,1787709951.0564091,0.0012324751587584615
time/env/compute_bootstrap_rewards,42,1787711223.432758,0.0013103348901495337
time/env/compute_bootstrap_rewards,43,1787712514.6925719,0.0014043509727343917
time/env/compute_bootstrap_rewards,44,1787714068.3375351,0.0013561297673732042
time/env/env/bootstrap_step,0,1787653571.3684857,1097.24951171875
time/env/env/bootstrap_step,1,1787655088.1982281,1068.7996826171875
time/env/env/bootstrap_step,2,1787656553.6585217,1016.0506591796875
time/env/env/bootstrap_step,3,1787658038.480105,1044.6483154296875
time/env/env/bootstrap_step,4,1787659909.9842732,1079.5252685546875
time/env/env/bootstrap_step,5,1787661444.8048234,1092.2945556640625
time/env/env/bootstrap_step,6,1787663060.7474792,1146.2965087890625
time/env/env/bootstrap_step,7,1787664543.3285716,1043.665283203125
time/env/env/bootstrap_step,8,1787666018.2507577,1005.0859375
time/env/env/bootstrap_step,9,1787667909.9324532,1113.70458984375
time/env/env/bootstrap_step,10,1787669259.7732356,951.7067260742188
time/env/env/bootstrap_step,11,1787670524.1659398,872.4841918945312
time/env/env/bootstrap_step,12,1787671773.162303,875.9218139648438
time/env/env/bootstrap_step,13,1787673011.3751798,873.0027465820312
time/env/env/bootstrap_step,14,1787674506.8528528,862.1224365234375
time/env/env/bootstrap_step,15,1787675773.9249895,891.781982421875
time/env/env/bootstrap_step,16,1787677031.4689777,881.6432495117188
time/env/env/bootstrap_step,17,1787678272.2612302,874.1863403320312
time/env/env/bootstrap_step,18,1787679516.2339525,878.1319580078125
time/env/env/bootstrap_step,19,1787681050.7283816,877.7316284179688
time/env/env/bootstrap_step,20,1787682322.5575354,889.4021606445312
time/env/env/bootstrap_step,21,1787683590.3780935,884.44091796875
time/env/env/bootstrap_step,22,1787684861.0431843,891.24951171875
time/env/env/bootstrap_step,23,1787686140.6211805,901.2770385742188
time/env/env/bootstrap_step,24,1787687676.1584208,889.4935302734375
time/env/env/bootstrap_step,25,1787688972.665237,902.7905883789062
time/env/env/bootstrap_step,26,1787690265.865739,900.5345458984375
time/env/env/bootstrap_step,27,1787691564.9426484,912.1390991210938
time/env/env/bootstrap_step,28,1787692849.0983984,883.7193603515625
time/env/env/bootstrap_step,29,1787694374.2514384,861.2590942382812
time/env/env/bootstrap_step,30,1787695607.5409868,860.2312622070312
time/env/env/bootstrap_step,31,1787696836.6674268,855.7398071289062
time/env/env/bootstrap_step,32,1787698086.7007494,856.4779052734375
time/env/env/bootstrap_step,33,1787699312.7141852,851.8661499023438
time/env/env/bootstrap_step,34,1787700820.9814315,859.236328125
time/env/env/bootstrap_step,35,1787702073.2286992,881.7892456054688
time/env/env/bootstrap_step,36,1787703348.4432037,893.7711181640625
time/env/env/bootstrap_step,37,1787704616.743174,888.0359497070312
time/env/env/bootstrap_step,38,1787705884.494549,895.2938842773438
time/env/env/bootstrap_step,39,1787707442.404565,885.8328247070312
time/env/env/bootstrap_step,40,1787708689.5848897,868.972412109375
time/env/env/bootstrap_step,41,1787709951.0564013,886.054931640625
time/env/env/bootstrap_step,42,1787711223.432752,896.8656005859375
time/env/env/bootstrap_step,43,1787712514.6925662,899.0346069335938
time/env/env/bootstrap_step,44,1787714068.3375237,893.85791015625
time/env/env/send_rollout_trajectories,0,1787653571.3685036,1.1594493389129639
time/env/env/send_rollout_trajectories,1,1787655088.1982515,1.3027806282043457
time/env/env/send_rollout_trajectories,2,1787656553.6585405,1.3257451057434082
time/env/env/send_rollout_trajectories,3,1787658038.4801242,1.191321611404419
time/env/env/send_rollout_trajectories,4,1787659909.9843333,1.1726813316345215
time/env/env/send_rollout_trajectories,5,1787661444.804843,1.165022611618042
time/env/env/send_rollout_trajectories,6,1787663060.7475014,1.2392126321792603
time/env/env/send_rollout_trajectories,7,1787664543.3285904,0.7754436135292053
time/env/env/send_rollout_trajectories,8,1787666018.2507768,1.1304173469543457
time/env/env/send_rollout_trajectories,9,1787667909.9324722,1.201524019241333
time/env/env/send_rollout_trajectories,10,1787669259.7732537,0.8180701732635498
time/env/env/send_rollout_trajectories,11,1787670524.1659687,0.7963728904724121
time/env/env/send_rollout_trajectories,12,1787671773.1623206,0.7920736074447632
time/env/env/send_rollout_trajectories,13,1787673011.3751974,0.8285804986953735
time/env/env/send_rollout_trajectories,14,1787674506.852875,0.788565993309021
time/env/env/send_rollout_trajectories,15,1787675773.9250073,0.8039324283599854
time/env/env/send_rollout_trajectories,16,1787677031.4689963,0.8127169013023376
time/env/env/send_rollout_trajectories,17,1787678272.2612484,0.8186321258544922
time/env/env/send_rollout_trajectories,18,1787679516.2339704,0.8223286271095276
time/env/env/send_rollout_trajectories,19,1787681050.7283998,0.8108564615249634
time/env/env/send_rollout_trajectories,20,1787682322.557553,0.933842658996582
time/env/env/send_rollout_trajectories,21,1787683590.378112,0.8929874897003174
time/env/env/send_rollout_trajectories,22,1787684861.043206,0.911670982837677
time/env/env/send_rollout_trajectories,23,1787686140.6211991,0.775394082069397
time/env/env/send_rollout_trajectories,24,1787687676.1584384,1.0184237957000732
time/env/env/send_rollout_trajectories,25,1787688972.6652567,0.9672515392303467
time/env/env/send_rollout_trajectories,26,1787690265.8657568,0.9323925375938416
time/env/env/send_rollout_trajectories,27,1787691564.9426665,0.7109612226486206
time/env/env/send_rollout_trajectories,28,1787692849.0984175,0.9769673347473145
time/env/env/send_rollout_trajectories,29,1787694374.2514567,0.9448629021644592
time/env/env/send_rollout_trajectories,30,1787695607.541004,0.8880769610404968
time/env/env/send_rollout_trajectories,31,1787696836.6674516,0.9399948716163635
time/env/env/send_rollout_trajectories,32,1787698086.700768,0.8351266980171204
time/env/env/send_rollout_trajectories,33,1787699312.7142038,0.8798609972000122
time/env/env/send_rollout_trajectories,34,1787700820.9814556,0.8895291090011597
time/env/env/send_rollout_trajectories,35,1787702073.2287173,0.938056468963623
time/env/env/send_rollout_trajectories,36,1787703348.443221,0.9481726884841919
time/env/env/send_rollout_trajectories,37,1787704616.7431927,0.9438173770904541
time/env/env/send_rollout_trajectories,38,1787705884.4945676,0.9253250360488892
time/env/env/send_rollout_trajectories,39,1787707442.4045799,1.0135703086853027
time/env/env/send_rollout_trajectories,40,1787708689.5849078,0.9533392786979675
time/env/env/send_rollout_trajectories,41,1787709951.0564246,1.0449607372283936
time/env/env/send_rollout_trajectories,42,1787711223.4327695,1.0818724632263184
time/env/env/send_rollout_trajectories,43,1787712514.692584,0.9607748985290527
time/env/env/send_rollout_trajectories,44,1787714068.337559,0.9578777551651001
time/env/env_interact_step,0,1787653571.3684974,377.75445556640625
time/env/env_interact_step,1,1787655088.1982455,389.9601135253906
time/env/env_interact_step,2,1787656553.6585348,385.45074462890625
time/env/env_interact_step,3,1787658038.4801178,388.87921142578125
time/env/env_interact_step,4,1787659909.9843113,411.2859191894531
time/env/env_interact_step,5,1787661444.8048375,372.0561828613281
time/env/env_interact_step,6,1787663060.7474947,394.8818054199219
time/env/env_interact_step,7,1787664543.3285842,384.4804992675781
time/env/env_interact_step,8,1787666018.250771,400.5519104003906
time/env/env_interact_step,9,1787667909.9324665,388.08294677734375
time/env/env_interact_step,10,1787669259.7732477,352.0628662109375
time/env/env_interact_step,11,1787670524.1659591,333.9280700683594
time/env/env_interact_step,12,1787671773.1623147,317.70623779296875
time/env/env_interact_step,13,1787673011.3751912,310.46722412109375
time/env/env_interact_step,14,1787674506.8528676,312.3131408691406
time/env/env_interact_step,15,1787675773.9250014,312.8294372558594
time/env/env_interact_step,16,1787677031.4689906,324.91754150390625
time/env/env_interact_step,17,1787678272.2612422,307.9024658203125
time/env/env_interact_step,18,1787679516.2339644,314.12664794921875
time/env/env_interact_step,19,1787681050.7283938,309.9972839355469
time/env/env_interact_step,20,1787682322.5575476,319.2358093261719
time/env/env_interact_step,21,1787683590.378106,321.8404846191406
time/env/env_interact_step,22,1787684861.0431976,321.8473205566406
time/env/env_interact_step,23,1787686140.6211932,323.0180969238281
time/env/env_interact_step,24,1787687676.1584327,327.75506591796875
time/env/env_interact_step,25,1787688972.665249,326.8365783691406
time/env/env_interact_step,26,1787690265.865751,328.4927673339844
time/env/env_interact_step,27,1787691564.9426608,324.819580078125
time/env/env_interact_step,28,1787692849.0984113,334.8739013671875
time/env/env_interact_step,29,1787694374.2514508,311.1847229003906
time/env/env_interact_step,30,1787695607.5409982,310.3369445800781
time/env/env_interact_step,31,1787696836.6674435,316.59918212890625
time/env/env_interact_step,32,1787698086.7007618,327.236572265625
time/env/env_interact_step,33,1787699312.7141974,304.9436340332031
time/env/env_interact_step,34,1787700820.9814477,318.73028564453125
time/env/env_interact_step,35,1787702073.2287111,316.8460388183594
time/env/env_interact_step,36,1787703348.4432151,331.84161376953125
time/env/env_interact_step,37,1787704616.7431867,318.7139892578125
time/env/env_interact_step,38,1787705884.4945614,304.4659118652344
time/env/env_interact_step,39,1787707442.4045749,326.723388671875
time/env/env_interact_step,40,1787708689.584902,308.1318359375
time/env/env_interact_step,41,1787709951.0564172,312.9285888671875
time/env/env_interact_step,42,1787711223.4327638,305.345703125
time/env/env_interact_step,43,1787712514.6925778,317.75
time/env/env_interact_step,44,1787714068.337547,316.80364990234375
time/env/evaluate,4,1787659909.984974,313.1396484375
time/env/evaluate,9,1787667909.9329877,308.4543762207031
time/env/evaluate,14,1787674506.8530607,264.39520263671875
time/env/evaluate,19,1787681050.7288036,264.0386657714844
time/env/evaluate,24,1787687676.1588154,273.1991271972656
time/env/evaluate,29,1787694374.2519774,262.3727111816406
time/env/evaluate,34,1787700820.981751,263.516357421875
time/env/evaluate,39,1787707442.4047856,265.33831787109375
time/env/evaluate,44,1787714068.3380597,273.48406982421875
time/env/interact,0,1787653571.3685157,1486.896484375
time/env/interact,1,1787655088.198264,1489.732666015625
time/env/interact,2,1787656553.6585522,1438.8043212890625
time/env/interact,3,1787658038.4801362,1457.6466064453125
time/env/interact,4,1787659909.9843674,1528.9580078125
time/env/interact,5,1787661444.8048546,1508.880615234375
time/env/interact,6,1787663060.7475157,1589.197509765625
time/env/interact,7,1787664543.328602,1458.73291015625
time/env/interact,8,1787666018.2507882,1448.2509765625
time/env/interact,9,1787667909.9324841,1532.0467529296875
time/env/interact,10,1787669259.7732651,1327.9700927734375
time/env/interact,11,1787670524.1659856,1241.9246826171875
time/env/interact,12,1787671773.1623328,1226.6605224609375
time/env/interact,13,1787673011.3752093,1215.9320068359375
time/env/interact,14,1787674506.85289,1206.984619140625
time/env/interact,15,1787675773.92502,1244.918701171875
time/env/interact,16,1787677031.469008,1235.0870361328125
time/env/interact,17,1787678272.2612596,1218.5538330078125
time/env/interact,18,1787679516.2339818,1221.57421875
time/env/interact,19,1787681050.7284117,1225.4107666015625
time/env/interact,20,1787682322.5575647,1250.11865234375
time/env/interact,21,1787683590.3781238,1245.6441650390625
time/env/interact,22,1787684861.0432203,1248.4024658203125
time/env/interact,23,1787686140.6212108,1257.546875
time/env/interact,24,1787687676.1584496,1238.2506103515625
time/env/interact,25,1787688972.6652682,1274.1982421875
time/env/interact,26,1787690265.865769,1270.5926513671875
time/env/interact,27,1787691564.9426785,1276.52490234375
time/env/interact,28,1787692849.0984294,1261.8646240234375
time/env/interact,29,1787694374.2514687,1217.3885498046875
time/env/interact,30,1787695607.5410159,1211.4490966796875
time/env/interact,31,1787696836.667467,1206.9305419921875
time/env/interact,32,1787698086.7007797,1227.7366943359375
time/env/interact,33,1787699312.7142162,1203.9981689453125
time/env/interact,34,1787700820.9814713,1220.8026123046875
time/env/interact,35,1787702073.228729,1230.0740966796875
time/env/interact,36,1787703348.4432335,1253.0406494140625
time/env/interact,37,1787704616.7432046,1246.0736083984375
time/env/interact,38,1787705884.4945796,1245.484375
time/env/interact,39,1787707442.4045887,1245.543212890625
time/env/interact,40,1787708689.5849192,1225.3974609375
time/env/interact,41,1787709951.0564413,1238.3563232421875
time/env/interact,42,1787711223.4327815,1249.8143310546875
