runner_step,actor_rank,warmup,history_count,history_mean,history_std,current_count,current_mean,current_std,weight_min,weight_max,weight_mean,weight_std,weight_ess_fraction,z_min,z_max,z_mean,z_std,z_low_clip_fraction,z_high_clip_fraction,artifact_bytes,artifact_path
0,0,1,0,0.0,0.0,102400,-4.425180999706285,0.680931347756918,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank00/runner_step_0000.pt
1,0,0,102400,-4.425180999706285,0.680931347756918,102400,-4.40463920911869,0.7136427684122097,0.0,2.0,0.9844735860824585,0.4764242470264435,0.810243880973409,-2.0,2.0,-0.031052693724632263,0.952848494052887,0.010390625335276127,0.03312499821186066,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank00/runner_step_0001.pt
0,1,1,0,0.0,0.0,102400,-4.425180999706285,0.680931347756918,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank01/runner_step_0000.pt
1,1,0,102400,-4.425180999706285,0.680931347756918,102400,-4.40463920911869,0.7136427684122097,0.0,2.0,1.0087852478027344,0.5002585649490356,0.8026206394774853,-2.0,2.0,0.01757042668759823,1.0005171298980713,0.012812499888241291,0.046210937201976776,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank01/runner_step_0001.pt
0,2,1,0,0.0,0.0,102400,-4.425180999706285,0.680931347756918,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank02/runner_step_0000.pt
1,2,0,102400,-4.425180999706285,0.680931347756918,102400,-4.40463920911869,0.7136427684122097,0.0,2.0,1.0246750116348267,0.4855278730392456,0.8166461282768075,-2.0,2.0,0.049350105226039886,0.9710557460784912,0.0071875001303851604,0.0517578125,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank02/runner_step_0001.pt
0,3,1,0,0.0,0.0,102400,-4.425180999706285,0.680931347756918,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank03/runner_step_0000.pt
1,3,0,102400,-4.425180999706285,0.680931347756918,102400,-4.40463920911869,0.7136427684122097,0.0,2.0,0.9885509610176086,0.46937116980552673,0.8160321306090894,-2.0,2.0,-0.022898036986589432,0.9387423396110535,0.008984374813735485,0.03296874836087227,415649,robotwin_adjust_bottle_dvac_global_z_smoke2/dvac_train/actor_rank03/runner_step_0001.pt
