scope,scheme,h,valid_queries,weight_mean,weight_p05,weight_median,weight_p95,fraction_zero,fraction_above_one
all_apply_g2_g39,symmetric_a0.1,0,14551,0.9561352133750916,0.8623054623603821,0.9544481635093689,1.0564804077148438,0.0,0.21902274757748608
all_apply_g2_g39,symmetric_a0.1,1,14551,0.9589550495147705,0.8610179424285889,0.9561188220977783,1.0654263496398926,0.0,0.2471307813895952
all_apply_g2_g39,symmetric_a0.1,2,14551,0.9610785841941833,0.8638108372688293,0.9588414430618286,1.0669928789138794,0.0,0.2557899800700983
all_apply_g2_g39,symmetric_a0.1,3,14551,0.9668101668357849,0.8651573657989502,0.9635325074195862,1.078336238861084,0.0,0.30025427805649096
all_apply_g2_g39,symmetric_a0.1,4,14551,0.9743876457214355,0.8653537631034851,0.9703580737113953,1.0968142747879028,0.0,0.34458112844478045
all_apply_g2_g39,symmetric_a0.1,5,14551,0.982596755027771,0.868277907371521,0.9783440828323364,1.1121656894683838,0.0,0.39103841660366984
all_apply_g2_g39,symmetric_a0.1,6,14551,0.9871404767036438,0.8678537607192993,0.9825488328933716,1.1219706535339355,0.0,0.41653494605181773
all_apply_g2_g39,symmetric_a0.1,7,14551,0.9926038980484009,0.8691371083259583,0.9872822761535645,1.136125087738037,0.0,0.44072572331798504
all_apply_g2_g39,symmetric_a0.1,8,14551,0.9986783862113953,0.8709326982498169,0.9925190210342407,1.1494579315185547,0.0,0.46505394818225554
all_apply_g2_g39,symmetric_a0.1,9,14551,1.0038615465164185,0.867483377456665,0.9982998967170715,1.163656234741211,0.0,0.49323070579341627
all_apply_g2_g39,symmetric_a0.1,10,14551,1.0095571279525757,0.871211051940918,1.002450942993164,1.1761271953582764,0.0,0.5105491031544224
all_apply_g2_g39,symmetric_a0.1,11,14551,1.0141205787658691,0.8736449480056763,1.0060888528823853,1.1863367557525635,0.0,0.5252559961514672
all_apply_g2_g39,symmetric_a0.1,12,14551,1.0186926126480103,0.8769462704658508,1.0116465091705322,1.192854881286621,0.0,0.5447048312830733
all_apply_g2_g39,symmetric_a0.1,13,14551,1.0227850675582886,0.8815096020698547,1.0162222385406494,1.2000000476837158,0.0,0.5671087897738987
all_apply_g2_g39,symmetric_a0.1,14,14551,1.0244849920272827,0.8809448480606079,1.0193198919296265,1.2000000476837158,0.0,0.5765926740430211
all_apply_g2_g39,symmetric_a0.1,15,14551,1.0248901844024658,0.8811556696891785,1.0195187330245972,1.2000000476837158,0.0,0.5825716445605114
all_apply_g2_g39,symmetric_a0.1,16,14551,1.0228503942489624,0.8794904947280884,1.0167121887207031,1.2000000476837158,0.0,0.5717820081094083
all_apply_g2_g39,symmetric_a0.1,17,14551,1.0220363140106201,0.8792852163314819,1.0156302452087402,1.2000000476837158,0.0,0.5684832657549309
all_apply_g2_g39,symmetric_a0.1,18,14551,1.0210562944412231,0.8773212432861328,1.0159121751785278,1.2000000476837158,0.0,0.5658030375919181
all_apply_g2_g39,symmetric_a0.1,19,14551,1.0204914808273315,0.8784067034721375,1.016052484512329,1.2000000476837158,0.0,0.5680709229606212
all_apply_g2_g39,symmetric_a0.1,20,14551,1.01931893825531,0.8798978328704834,1.014158010482788,1.198149561882019,0.0,0.5621606762421827
all_apply_g2_g39,symmetric_a0.1,21,14551,1.0177810192108154,0.8795597553253174,1.0137109756469727,1.1941801309585571,0.0,0.5570063913133118
all_apply_g2_g39,symmetric_a0.1,22,14551,1.0175880193710327,0.8779866695404053,1.0128827095031738,1.1906251907348633,0.0,0.5572812865095182
all_apply_g2_g39,symmetric_a0.1,23,14551,1.0172505378723145,0.8794628381729126,1.0136406421661377,1.1859121322631836,0.0,0.5561129819256408
all_apply_g2_g39,symmetric_a0.1,24,14551,1.0170862674713135,0.8801569938659668,1.0132571458816528,1.1846585273742676,0.0,0.561748333447873
all_apply_g2_g39,symmetric_a0.1,25,14551,1.0168603658676147,0.881260871887207,1.0134345293045044,1.1826376914978027,0.0,0.5626417428355439
all_apply_g2_g39,symmetric_a0.1,26,14551,1.0166810750961304,0.8816225528717041,1.0134366750717163,1.1828088760375977,0.0,0.5640162188165762
all_apply_g2_g39,symmetric_a0.1,27,14551,1.0168640613555908,0.8814146518707275,1.013731837272644,1.1822803020477295,0.0,0.5650470758023504
all_apply_g2_g39,symmetric_a0.1,28,14551,1.0182338953018188,0.8828672170639038,1.0152779817581177,1.1825846433639526,0.0,0.5711634939179437
all_apply_g2_g39,symmetric_a0.1,29,14551,1.0183438062667847,0.8806037902832031,1.0148212909698486,1.1855592727661133,0.0,0.5686894371520858
all_apply_g2_g39,symmetric_a0.1,30,14551,1.0200878381729126,0.8821673393249512,1.0150471925735474,1.1919423341751099,0.0,0.5714383891141502
all_apply_g2_g39,symmetric_a0.1,31,14551,1.0219383239746094,0.884260892868042,1.0165550708770752,1.1946730613708496,0.0,0.5794103498041372
all_apply_g2_g39,symmetric_a0.1,32,14551,1.0240552425384521,0.8824183940887451,1.0185749530792236,1.2000000476837158,0.0,0.5847708061301629
all_apply_g2_g39,symmetric_a0.1,33,14551,1.027113676071167,0.8877246379852295,1.020553708076477,1.2000000476837158,0.0,0.5977596041509174
all_apply_g2_g39,symmetric_a0.1,34,14551,1.0301529169082642,0.89048171043396,1.0249760150909424,1.2000000476837158,0.0,0.6083430692048657
all_apply_g2_g39,symmetric_a0.1,35,14551,1.0340543985366821,0.8915331363677979,1.0296462774276733,1.2000000476837158,0.0,0.6274482853412137
all_apply_g2_g39,symmetric_a0.1,36,14551,1.036448359489441,0.894987940788269,1.0316660404205322,1.2000000476837158,0.0,0.635351522232149
all_apply_g2_g39,symmetric_a0.1,37,14551,1.0384743213653564,0.8955091238021851,1.0349160432815552,1.2000000476837158,0.0,0.6501271390282455
all_apply_g2_g39,symmetric_a0.1,38,14551,1.0406020879745483,0.8991234302520752,1.037567377090454,1.2000000476837158,0.0,0.6594735756992647
all_apply_g2_g39,symmetric_a0.1,39,14551,1.0407536029815674,0.9026080965995789,1.0378354787826538,1.2000000476837158,0.0,0.6602295374888324
all_apply_g2_g39,symmetric_a0.1,40,14551,1.0415558815002441,0.9021131992340088,1.0391321182250977,1.2000000476837158,0.0,0.6737681259019999
all_apply_g2_g39,symmetric_a0.1,41,14551,1.0449391603469849,0.9053652286529541,1.0434626340866089,1.2000000476837158,0.0,0.6907429042677479
all_apply_g2_g39,symmetric_a0.1,42,14551,1.047133207321167,0.9084451794624329,1.046565294265747,1.2000000476837158,0.0,0.6993333791491994
all_apply_g2_g39,symmetric_a0.1,43,14551,1.0516669750213623,0.9116814136505127,1.0501340627670288,1.2000000476837158,0.0,0.7149336815339152
all_apply_g2_g39,symmetric_a0.1,44,14551,1.0568455457687378,0.913834810256958,1.0548871755599976,1.2000000476837158,0.0,0.7310837743110439
all_apply_g2_g39,symmetric_a0.1,45,14551,1.0636239051818848,0.9148015975952148,1.061972737312317,1.2000000476837158,0.0,0.7422857535564567
all_apply_g2_g39,symmetric_a0.1,46,14551,1.070322871208191,0.9173638224601746,1.070296287536621,1.2000000476837158,0.0,0.7541749707923854
all_apply_g2_g39,symmetric_a0.1,47,14551,1.0785197019577026,0.9206773042678833,1.0813710689544678,1.2000000476837158,0.0,0.7756855198955398
all_apply_g2_g39,symmetric_a0.1,48,14551,1.0864986181259155,0.9252023696899414,1.0916805267333984,1.2000000476837158,0.0,0.794584564634733
all_apply_g2_g39,symmetric_a0.1,49,14551,1.0955770015716553,0.9303898811340332,1.1071298122406006,1.2000000476837158,0.0,0.8125214761872036
all_apply_g2_g39,mean1_symmetric_a0.1,0,14551,0.9373733401298523,0.8260436058044434,0.937688946723938,1.0438529253005981,0.0,0.16411243213524843
all_apply_g2_g39,mean1_symmetric_a0.1,1,14551,0.9399242401123047,0.829055905342102,0.9402011632919312,1.0469210147857666,0.0,0.17936911552470622
all_apply_g2_g39,mean1_symmetric_a0.1,2,14551,0.9418919682502747,0.8343462347984314,0.9420189261436462,1.0469797849655151,0.0,0.18431722905642223
all_apply_g2_g39,mean1_symmetric_a0.1,3,14551,0.9473693370819092,0.8390474319458008,0.9472900629043579,1.0553512573242188,0.0,0.21036354889698303
all_apply_g2_g39,mean1_symmetric_a0.1,4,14551,0.9545844793319702,0.8425620794296265,0.9552175402641296,1.0650920867919922,0.0,0.2542093326919112
all_apply_g2_g39,mean1_symmetric_a0.1,5,14551,0.9624501466751099,0.848690390586853,0.9625276327133179,1.0743494033813477,0.0,0.2999793828602845
all_apply_g2_g39,mean1_symmetric_a0.1,6,14551,0.9666732549667358,0.8508373498916626,0.9688751101493835,1.0756635665893555,0.0,0.326438045495155
all_apply_g2_g39,mean1_symmetric_a0.1,7,14551,0.9718801379203796,0.853257417678833,0.9748903512954712,1.0830013751983643,0.0,0.3598378118342382
all_apply_g2_g39,mean1_symmetric_a0.1,8,14551,0.9776538014411926,0.8556768894195557,0.9806451201438904,1.0888930559158325,0.0,0.4009346436671019
all_apply_g2_g39,mean1_symmetric_a0.1,9,14551,0.9825063943862915,0.8559402227401733,0.9867346882820129,1.0965994596481323,0.0,0.4295924678716239
