scope,scheme,h,valid_queries,weight_mean,weight_p05,weight_median,weight_p95,fraction_zero,fraction_above_one
all_apply_g2_g39,mean1_symmetric_a0.1,10,14551,0.9878617525100708,0.8620549440383911,0.9910750985145569,1.1033697128295898,0.0,0.4524774929558106
all_apply_g2_g39,mean1_symmetric_a0.1,11,14551,0.9921576976776123,0.8694307804107666,0.9941060543060303,1.1092784404754639,0.0,0.46862758573293933
all_apply_g2_g39,mean1_symmetric_a0.1,12,14551,0.9964645504951477,0.8797404766082764,0.9979385137557983,1.110771894454956,0.0,0.4884200398598034
all_apply_g2_g39,mean1_symmetric_a0.1,13,14551,1.0003587007522583,0.8858532905578613,1.0012720823287964,1.1117238998413086,0.0,0.5073190845989967
all_apply_g2_g39,mean1_symmetric_a0.1,14,14551,1.001937747001648,0.8911116123199463,1.0040348768234253,1.1084105968475342,0.0,0.522644491787506
all_apply_g2_g39,mean1_symmetric_a0.1,15,14551,1.0022311210632324,0.8924287557601929,1.0041754245758057,1.1068681478500366,0.0,0.5248436533571575
all_apply_g2_g39,mean1_symmetric_a0.1,16,14551,1.000207781791687,0.8905705809593201,1.0024504661560059,1.1037646532058716,0.0,0.5158408356813965
all_apply_g2_g39,mean1_symmetric_a0.1,17,14551,0.9993680715560913,0.8904919028282166,1.002557635307312,1.0999497175216675,0.0,0.5153597690880352
all_apply_g2_g39,mean1_symmetric_a0.1,18,14551,0.998393714427948,0.888529360294342,1.0022900104522705,1.097031831741333,0.0,0.5119923029345063
all_apply_g2_g39,mean1_symmetric_a0.1,19,14551,0.9978459477424622,0.8893777132034302,1.0013442039489746,1.0941797494888306,0.0,0.5087622843790804
all_apply_g2_g39,mean1_symmetric_a0.1,20,14551,0.9967462420463562,0.891526460647583,0.9999097585678101,1.0939624309539795,0.0,0.49955329530616455
all_apply_g2_g39,mean1_symmetric_a0.1,21,14551,0.9952622056007385,0.8887473940849304,0.9993095397949219,1.089997410774231,0.0,0.49570476255927426
all_apply_g2_g39,mean1_symmetric_a0.1,22,14551,0.9951134324073792,0.8881707787513733,0.9989703893661499,1.0885941982269287,0.0,0.4940553913820356
all_apply_g2_g39,mean1_symmetric_a0.1,23,14551,0.9947838187217712,0.8934433460235596,0.9987246990203857,1.087019920349121,0.0,0.4928870867981582
all_apply_g2_g39,mean1_symmetric_a0.1,24,14551,0.9946151375770569,0.8943065404891968,0.9984265565872192,1.0848952531814575,0.0,0.4895883444436808
all_apply_g2_g39,mean1_symmetric_a0.1,25,14551,0.9943870902061462,0.8954812288284302,0.9976319074630737,1.08457350730896,0.0,0.48271596453851967
all_apply_g2_g39,mean1_symmetric_a0.1,26,14551,0.9942567944526672,0.893460750579834,0.9983322024345398,1.0832083225250244,0.0,0.48855748745790667
all_apply_g2_g39,mean1_symmetric_a0.1,27,14551,0.9944341778755188,0.8946435451507568,0.9976557493209839,1.0844690799713135,0.0,0.48237234554326164
all_apply_g2_g39,mean1_symmetric_a0.1,28,14551,0.9958038330078125,0.8963915109634399,0.9989245533943176,1.0856671333312988,0.0,0.4943302865782421
all_apply_g2_g39,mean1_symmetric_a0.1,29,14551,0.9958701729774475,0.8946213722229004,0.9986242651939392,1.087931752204895,0.0,0.4884200398598034
all_apply_g2_g39,mean1_symmetric_a0.1,30,14551,0.9975755214691162,0.8969730138778687,0.999899685382843,1.092864751815796,0.0,0.4994158477080613
all_apply_g2_g39,mean1_symmetric_a0.1,31,14551,0.9994145631790161,0.8957611322402954,1.0014809370040894,1.0970590114593506,0.0,0.5105491031544224
all_apply_g2_g39,mean1_symmetric_a0.1,32,14551,1.0014387369155884,0.8947674632072449,1.0032411813735962,1.1021935939788818,0.0,0.5222321489931964
all_apply_g2_g39,mean1_symmetric_a0.1,33,14551,1.0044677257537842,0.8994235992431641,1.0053893327713013,1.1064352989196777,0.0,0.5358394612054155
all_apply_g2_g39,mean1_symmetric_a0.1,34,14551,1.007468342781067,0.903031587600708,1.0084625482559204,1.1099510192871094,0.0,0.5576936293038279
all_apply_g2_g39,mean1_symmetric_a0.1,35,14551,1.0112745761871338,0.9074954986572266,1.012220859527588,1.1137807369232178,0.0,0.579616521201292
all_apply_g2_g39,mean1_symmetric_a0.1,36,14551,1.013612985610962,0.9100170135498047,1.014133095741272,1.1166831254959106,0.0,0.5936361762078207
all_apply_g2_g39,mean1_symmetric_a0.1,37,14551,1.015623927116394,0.9135264754295349,1.0164064168930054,1.1189846992492676,0.0,0.6066249742285753
all_apply_g2_g39,mean1_symmetric_a0.1,38,14551,1.0177191495895386,0.9154882431030273,1.0178964138031006,1.1201107501983643,0.0,0.6234623049962202
all_apply_g2_g39,mean1_symmetric_a0.1,39,14551,1.0178985595703125,0.9199899435043335,1.0176854133605957,1.1205658912658691,0.0,0.6174833344787299
all_apply_g2_g39,mean1_symmetric_a0.1,40,14551,1.0187394618988037,0.9215465784072876,1.018555760383606,1.1208144426345825,0.0,0.6278606281355233
all_apply_g2_g39,mean1_symmetric_a0.1,41,14551,1.0220565795898438,0.9264494180679321,1.0219773054122925,1.1228218078613281,0.0,0.6508143770187615
all_apply_g2_g39,mean1_symmetric_a0.1,42,14551,1.0241891145706177,0.9291794300079346,1.0232681035995483,1.1248974800109863,0.0,0.6642155178338258
all_apply_g2_g39,mean1_symmetric_a0.1,43,14551,1.0286030769348145,0.933761477470398,1.0262870788574219,1.1312344074249268,0.0,0.6900556662772318
all_apply_g2_g39,mean1_symmetric_a0.1,44,14551,1.0336533784866333,0.9367152452468872,1.0310076475143433,1.139656901359558,0.0,0.707374063638238
all_apply_g2_g39,mean1_symmetric_a0.1,45,14551,1.0402188301086426,0.9390698671340942,1.0371586084365845,1.1486941576004028,0.0,0.7283348223489795
all_apply_g2_g39,mean1_symmetric_a0.1,46,14551,1.0467503070831299,0.9427484273910522,1.0428725481033325,1.1577773094177246,0.0,0.7513572950312694
all_apply_g2_g39,mean1_symmetric_a0.1,47,14551,1.0547704696655273,0.9478904008865356,1.0510268211364746,1.165867805480957,0.0,0.7804961858291526
all_apply_g2_g39,mean1_symmetric_a0.1,48,14551,1.0625892877578735,0.9539920091629028,1.05987548828125,1.1716563701629639,0.0,0.8066799532678166
all_apply_g2_g39,mean1_symmetric_a0.1,49,14551,1.0715280771255493,0.9594086408615112,1.0712835788726807,1.1786346435546875,0.0,0.8388426912239708
all_apply_g2_g39,up_only_a0.1,0,14551,1.008094072341919,1.0,1.0,1.0564804077148438,0.0,0.21902274757748608
all_apply_g2_g39,up_only_a0.1,1,14551,1.0099637508392334,1.0,1.0,1.0654263496398926,0.0,0.2471307813895952
all_apply_g2_g39,up_only_a0.1,2,14551,1.010638952255249,1.0,1.0,1.0669928789138794,0.0,0.2557899800700983
all_apply_g2_g39,up_only_a0.1,3,14551,1.0134553909301758,1.0,1.0,1.078336238861084,0.0,0.30025427805649096
all_apply_g2_g39,up_only_a0.1,4,14551,1.0178223848342896,1.0,1.0,1.0968142747879028,0.0,0.34458112844478045
all_apply_g2_g39,up_only_a0.1,5,14551,1.0223021507263184,1.0,1.0,1.1121656894683838,0.0,0.39103841660366984
all_apply_g2_g39,up_only_a0.1,6,14551,1.0253232717514038,1.0,1.0,1.1219706535339355,0.0,0.41653494605181773
all_apply_g2_g39,up_only_a0.1,7,14551,1.029224157333374,1.0,1.0,1.136125087738037,0.0,0.44072572331798504
all_apply_g2_g39,up_only_a0.1,8,14551,1.0334539413452148,1.0,1.0,1.1494579315185547,0.0,0.46505394818225554
all_apply_g2_g39,up_only_a0.1,9,14551,1.0380425453186035,1.0,1.0,1.163656234741211,0.0,0.49323070579341627
all_apply_g2_g39,up_only_a0.1,10,14551,1.0420504808425903,1.0,1.002450942993164,1.1761271953582764,0.0,0.5105491031544224
all_apply_g2_g39,up_only_a0.1,11,14551,1.0448992252349854,1.0,1.0060888528823853,1.1863367557525635,0.0,0.5252559961514672
all_apply_g2_g39,up_only_a0.1,12,14551,1.0475369691848755,1.0,1.0116465091705322,1.192854881286621,0.0,0.5447048312830733
all_apply_g2_g39,up_only_a0.1,13,14551,1.0496350526809692,1.0,1.0162222385406494,1.2000000476837158,0.0,0.5671087897738987
all_apply_g2_g39,up_only_a0.1,14,14551,1.0503827333450317,1.0,1.0193198919296265,1.2000000476837158,0.0,0.5765926740430211
all_apply_g2_g39,up_only_a0.1,15,14551,1.0507005453109741,1.0,1.0195187330245972,1.2000000476837158,0.0,0.5825716445605114
all_apply_g2_g39,up_only_a0.1,16,14551,1.0494595766067505,1.0,1.0167121887207031,1.2000000476837158,0.0,0.5717820081094083
all_apply_g2_g39,up_only_a0.1,17,14551,1.0490213632583618,1.0,1.0156302452087402,1.2000000476837158,0.0,0.5684832657549309
all_apply_g2_g39,up_only_a0.1,18,14551,1.0482858419418335,1.0,1.0159121751785278,1.2000000476837158,0.0,0.5658030375919181
all_apply_g2_g39,up_only_a0.1,19,14551,1.0476731061935425,1.0,1.016052484512329,1.2000000476837158,0.0,0.5680709229606212
all_apply_g2_g39,up_only_a0.1,20,14551,1.0465033054351807,1.0,1.014158010482788,1.198149561882019,0.0,0.5621606762421827
all_apply_g2_g39,up_only_a0.1,21,14551,1.0455273389816284,1.0,1.0137109756469727,1.1941801309585571,0.0,0.5570063913133118
all_apply_g2_g39,up_only_a0.1,22,14551,1.0450149774551392,1.0,1.0128827095031738,1.1906251907348633,0.0,0.5572812865095182
all_apply_g2_g39,up_only_a0.1,23,14551,1.044319987297058,1.0,1.0136406421661377,1.1859121322631836,0.0,0.5561129819256408
all_apply_g2_g39,up_only_a0.1,24,14551,1.0436941385269165,1.0,1.0132571458816528,1.1846585273742676,0.0,0.561748333447873
all_apply_g2_g39,up_only_a0.1,25,14551,1.0435060262680054,1.0,1.0134345293045044,1.1826376914978027,0.0,0.5626417428355439
all_apply_g2_g39,up_only_a0.1,26,14551,1.0430148839950562,1.0,1.0134366750717163,1.1828088760375977,0.0,0.5640162188165762
all_apply_g2_g39,up_only_a0.1,27,14551,1.0430165529251099,1.0,1.013731837272644,1.1822803020477295,0.0,0.5650470758023504
all_apply_g2_g39,up_only_a0.1,28,14551,1.0437724590301514,1.0,1.0152779817581177,1.1825846433639526,0.0,0.5711634939179437
all_apply_g2_g39,up_only_a0.1,29,14551,1.0443955659866333,1.0,1.0148212909698486,1.1855592727661133,0.0,0.5686894371520858
all_apply_g2_g39,up_only_a0.1,30,14551,1.0453920364379883,1.0,1.0150471925735474,1.1919423341751099,0.0,0.5714383891141502
all_apply_g2_g39,up_only_a0.1,31,14551,1.0467771291732788,1.0,1.0165550708770752,1.1946730613708496,0.0,0.5794103498041372
all_apply_g2_g39,up_only_a0.1,32,14551,1.048829197883606,1.0,1.0185749530792236,1.2000000476837158,0.0,0.5847708061301629
all_apply_g2_g39,up_only_a0.1,33,14551,1.0506500005722046,1.0,1.020553708076477,1.2000000476837158,0.0,0.5977596041509174
all_apply_g2_g39,up_only_a0.1,34,14551,1.0525007247924805,1.0,1.0249760150909424,1.2000000476837158,0.0,0.6083430692048657
all_apply_g2_g39,up_only_a0.1,35,14551,1.0550696849822998,1.0,1.0296462774276733,1.2000000476837158,0.0,0.6274482853412137
all_apply_g2_g39,up_only_a0.1,36,14551,1.0567706823349,1.0,1.0316660404205322,1.2000000476837158,0.0,0.635351522232149
all_apply_g2_g39,up_only_a0.1,37,14551,1.0580384731292725,1.0,1.0349160432815552,1.2000000476837158,0.0,0.6501271390282455
all_apply_g2_g39,up_only_a0.1,38,14551,1.0592597723007202,1.0,1.037567377090454,1.2000000476837158,0.0,0.6594735756992647
all_apply_g2_g39,up_only_a0.1,39,14551,1.0588672161102295,1.0,1.0378354787826538,1.2000000476837158,0.0,0.6602295374888324
all_apply_g2_g39,up_only_a0.1,40,14551,1.0590410232543945,1.0,1.0391321182250977,1.2000000476837158,0.0,0.6737681259019999
all_apply_g2_g39,up_only_a0.1,41,14551,1.0611817836761475,1.0,1.0434626340866089,1.2000000476837158,0.0,0.6907429042677479
all_apply_g2_g39,up_only_a0.1,42,14551,1.062961220741272,1.0,1.046565294265747,1.2000000476837158,0.0,0.6993333791491994
all_apply_g2_g39,up_only_a0.1,43,14551,1.0663602352142334,1.0,1.0501340627670288,1.2000000476837158,0.0,0.7149336815339152
all_apply_g2_g39,up_only_a0.1,44,14551,1.0707677602767944,1.0,1.0548871755599976,1.2000000476837158,0.0,0.7310837743110439
all_apply_g2_g39,up_only_a0.1,45,14551,1.0770550966262817,1.0,1.061972737312317,1.2000000476837158,0.0,0.7422857535564567
all_apply_g2_g39,up_only_a0.1,46,14551,1.082984209060669,1.0,1.070296287536621,1.2000000476837158,0.0,0.7541749707923854
all_apply_g2_g39,up_only_a0.1,47,14551,1.0901519060134888,1.0,1.0813710689544678,1.2000000476837158,0.0,0.7756855198955398
all_apply_g2_g39,up_only_a0.1,48,14551,1.0970629453659058,1.0,1.0916805267333984,1.2000000476837158,0.0,0.794584564634733
all_apply_g2_g39,up_only_a0.1,49,14551,1.104997992515564,1.0,1.1071298122406006,1.2000000476837158,0.0,0.8125214761872036
all_apply_g2_g39,mean1_up_only_a0.1,0,14551,0.9624036550521851,0.8948987722396851,0.9661005139350891,1.0073262453079224,0.0,0.06432547591230843
all_apply_g2_g39,mean1_up_only_a0.1,1,14551,0.9641356468200684,0.8964078426361084,0.9680436253547668,1.012782096862793,0.0,0.07683320733970174
all_apply_g2_g39,mean1_up_only_a0.1,2,14551,0.9647397398948669,0.8989896774291992,0.9684664011001587,1.0142934322357178,0.0,0.0807504638856436
all_apply_g2_g39,mean1_up_only_a0.1,3,14551,0.9673531651496887,0.9031211137771606,0.9702650308609009,1.0229116678237915,0.0,0.10583465053948182
all_apply_g2_g39,mean1_up_only_a0.1,4,14551,0.9714094996452332,0.9068912267684937,0.9740244150161743,1.03438138961792,0.0,0.13765376950037797
all_apply_g2_g39,mean1_up_only_a0.1,5,14551,0.9755685925483704,0.9113075137138367,0.9771131277084351,1.045426368713379,0.0,0.17607037317022886
all_apply_g2_g39,mean1_up_only_a0.1,6,14551,0.9783235192298889,0.9157902002334595,0.9795570373535156,1.0488471984863281,0.0,0.19730602707717682
all_apply_g2_g39,mean1_up_only_a0.1,7,14551,0.9819349050521851,0.9183225631713867,0.9829020500183105,1.0586174726486206,0.0,0.23228644079444713
all_apply_g2_g39,mean1_up_only_a0.1,8,14551,0.9858571887016296,0.9223957657814026,0.9861258864402771,1.0649998188018799,0.0,0.2689849494880077
all_apply_g2_g39,mean1_up_only_a0.1,9,14551,0.9901366829872131,0.9245452880859375,0.9893355965614319,1.0742899179458618,0.0,0.3046526011957941
all_apply_g2_g39,mean1_up_only_a0.1,10,14551,0.9938417077064514,0.9271551370620728,0.9912664294242859,1.0822503566741943,0.0,0.3319359494192839
all_apply_g2_g39,mean1_up_only_a0.1,11,14551,0.9964796304702759,0.9291276931762695,0.9926378726959229,1.0895922183990479,0.0,0.3473300804068449
all_apply_g2_g39,mean1_up_only_a0.1,12,14551,0.9989163875579834,0.9319635629653931,0.9939228892326355,1.090245246887207,0.0,0.3640986873754381
all_apply_g2_g39,mean1_up_only_a0.1,13,14551,1.0008392333984375,0.9345422983169556,0.9948833584785461,1.0923612117767334,0.0,0.376331523606625
all_apply_g2_g39,mean1_up_only_a0.1,14,14551,1.001502275466919,0.9361035823822021,0.9955046772956848,1.090731143951416,0.0,0.3860903030719538
all_apply_g2_g39,mean1_up_only_a0.1,15,14551,1.0017542839050293,0.9373334646224976,0.9957547783851624,1.0887823104858398,0.0,0.38732733145488285
all_apply_g2_g39,mean1_up_only_a0.1,16,14551,1.0005415678024292,0.937891960144043,0.9949565529823303,1.085198998451233,0.0,0.3753006666208508
all_apply_g2_g39,mean1_up_only_a0.1,17,14551,1.0001012086868286,0.9376060366630554,0.9952365756034851,1.0820642709732056,0.0,0.37715620919524434
all_apply_g2_g39,mean1_up_only_a0.1,18,14551,0.9993922710418701,0.9388638138771057,0.9949109554290771,1.0789076089859009,0.0,0.3733764002474057
all_apply_g2_g39,mean1_up_only_a0.1,19,14551,0.9988057613372803,0.9395312070846558,0.9945679903030396,1.076194167137146,0.0,0.36780977252422514
all_apply_g2_g39,mean1_up_only_a0.1,20,14551,0.9977028369903564,0.9385713338851929,0.993898868560791,1.0743937492370605,0.0,0.3554394886949351
all_apply_g2_g39,mean1_up_only_a0.1,21,14551,0.9967976808547974,0.9386938810348511,0.9937540292739868,1.0710015296936035,0.0,0.3533090509243351
all_apply_g2_g39,mean1_up_only_a0.1,22,14551,0.9963258504867554,0.9378559589385986,0.9934453964233398,1.0692908763885498,0.0,0.3484296611916707
all_apply_g2_g39,mean1_up_only_a0.1,23,14551,0.9956799149513245,0.9383041858673096,0.9931832551956177,1.067321538925171,0.0,0.3432066524637482
all_apply_g2_g39,mean1_up_only_a0.1,24,14551,0.9950825572013855,0.938935399055481,0.9929713606834412,1.0643293857574463,0.0,0.3386021579272902
all_apply_g2_g39,mean1_up_only_a0.1,25,14551,0.9949109554290771,0.9394732713699341,0.992738664150238,1.064121961593628,0.0,0.3362655487595354
all_apply_g2_g39,mean1_up_only_a0.1,26,14551,0.9944415092468262,0.9395958185195923,0.9926789999008179,1.0622773170471191,0.0,0.3337227681946258
all_apply_g2_g39,mean1_up_only_a0.1,27,14551,0.9944353699684143,0.940516471862793,0.9921277165412903,1.0624725818634033,0.0,0.3300116830458388
all_apply_g2_g39,mean1_up_only_a0.1,28,14551,0.9951424598693848,0.9412840604782104,0.9928981065750122,1.06406831741333,0.0,0.3390832245206515
all_apply_g2_g39,mean1_up_only_a0.1,29,14551,0.9957121014595032,0.9427132606506348,0.992755115032196,1.065996527671814,0.0,0.33757130094151605
all_apply_g2_g39,mean1_up_only_a0.1,30,14551,0.9966287612915039,0.9430065155029297,0.9930724501609802,1.069993495941162,0.0,0.34300048106659337
all_apply_g2_g39,mean1_up_only_a0.1,31,14551,0.997940719127655,0.9427763819694519,0.9938221573829651,1.0752723217010498,0.0,0.35653906947976083
all_apply_g2_g39,mean1_up_only_a0.1,32,14551,0.999873161315918,0.9438987970352173,0.994412362575531,1.0789098739624023,0.0,0.3656793347536252
all_apply_g2_g39,mean1_up_only_a0.1,33,14551,1.0015954971313477,0.9442598819732666,0.9954206347465515,1.0840210914611816,0.0,0.38457837949281837
all_apply_g2_g39,mean1_up_only_a0.1,34,14551,1.0033620595932007,0.9452887773513794,0.9961341023445129,1.086469054222107,0.0,0.3966050443268504
all_apply_g2_g39,mean1_up_only_a0.1,35,14551,1.0058040618896484,0.946433424949646,0.9974422454833984,1.0900663137435913,0.0,0.4227888117655144
all_apply_g2_g39,mean1_up_only_a0.1,36,14551,1.0074111223220825,0.947830319404602,0.9980533719062805,1.0929574966430664,0.0,0.43612122878152704
