runner_step_internal,global_step,rank_count,paired_npz_complete,rank_global_csv_consistent,warmup,history_runner_steps_internal,history_steps,history_count,history_log_v_l3_mean,history_log_v_l3_std,current_count,current_log_v_l3_mean,current_log_v_l3_std,current_csv_mean_abs_error,current_csv_std_abs_error,current_minus_history_log_v_l3,current_over_history_geomean_ratio_l3,query_count_all,valid_query_count,positive_adv_query_count,negative_adv_query_count,zero_adv_query_count,weight_formula_max_abs_error,weight_min_valid,weight_p05_valid,weight_mean_valid,weight_p50_valid,weight_p95_valid,weight_max_valid,weight_below_one_fraction_valid,weight_above_one_fraction_valid,weight_low_clip_fraction_valid,weight_high_clip_fraction_valid,positive_adv_weight_mean_valid,negative_adv_weight_mean_valid,negative_minus_positive_adv_weight,weight_mean_all,weight_front_h00_24_mean_all,weight_back_h25_49_mean_all,weight_back_minus_front_all,weight_front_h00_24_mean_valid,weight_back_h25_49_mean_valid,weight_back_minus_front_valid,v_l2_mean,v_l2_median,v_l2_p05,v_l2_p95,v_l3_mean,v_l3_median,v_l3_p05,v_l3_p95,v_l4_mean,v_l4_median,v_l4_p05,v_l4_p95,v_l3_back_over_front_mean,h_spearman_with_median_v_l3,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss,all_arrays_finite,current_log_v_l3_p05,current_log_v_l3_p50,current_log_v_l3_p95,history_log_v_l3_p05,history_log_v_l3_p50,history_log_v_l3_p95,post_update_history_steps,post_update_history_count,post_update_history_log_v_l3_mean,post_update_history_log_v_l3_std,post_update_history_log_v_l3_p05,post_update_history_log_v_l3_p50,post_update_history_log_v_l3_p95
20,21,2,True,True,0,15;16;17;18;19,5,256000,-4.233860213,0.5775127706,51200,-4.175644997,0.5744697799,0,1.221245327e-15,0.05821521634,1.059943088,1024,368,240,128,0,5.960464478e-08,0.8000000119,0.8843169242,1.026668055,1.017284572,1.200000048,1.200000048,0.4297826087,0.5702173913,0.002119565217,0.07614130435,1.010337023,1.057288739,0.04695171643,1.006847738,0.9949122263,1.01878325,0.02387102347,1.005452727,1.047883382,0.04243065435,0.004912604203,0.00393175683,0.001767178113,0.01116393618,0.01893308065,0.01422594162,0.006984455138,0.04287495967,0.06952328557,0.03806355782,0.02026312929,0.2218158089,1.273692282,0.8044657863,39.59275055,0.1134219319,0.03533670679,0.9997588396,0.008108170703,True,-4.964068294,-4.252688107,-3.149467318,-5.052842433,-4.298917529,-3.219435761,5,256000,-4.220871458,0.5736454652,-5.032055158,-4.28566719,-3.213736089
21,22,2,True,True,0,16;17;18;19;20,5,256000,-4.220871458,0.5736454652,51200,-4.231868488,0.5315743646,8.881784197e-16,3.330669074e-16,-0.01099702939,0.9890632169,1024,338,234,104,0,5.960464478e-08,0.8000000119,0.8798656553,1.015398495,1.00975734,1.179748505,1.200000048,0.4577514793,0.5422485207,0.001834319527,0.03473372781,1.010777957,1.025794705,0.01501674755,0.9966415387,0.9838002401,1.009482837,0.02568259717,1.000820563,1.029976428,0.02915586474,0.004720865606,0.003875356982,0.001779209723,0.01035084468,0.01705233365,0.01382898446,0.006636362593,0.03719287664,0.06295200045,0.03822221607,0.02012249427,0.207422296,1.249600184,0.8133973589,31.48641586,0.1420125961,0.06444709748,0.984698534,0.0001719930151,True,-5.015191268,-4.280988566,-3.291638026,-5.032055158,-4.28566719,-3.213736089,5,256000,-4.226977819,0.5571716663,-5.028081414,-4.285352783,-3.247570653
22,23,2,True,True,0,17;18;19;20;21,5,256000,-4.226977819,0.5571716663,51200,-4.169848702,0.5377359039,0,9.992007222e-16,0.05712911661,1.058792509,1024,345,213,132,0,5.960464478e-08,0.8000000119,0.889547804,1.025535466,1.018505692,1.200000048,1.200000048,0.420173913,0.579826087,0.001275362319,0.05060869565,1.018569732,1.036775629,0.01820589652,1.007780936,0.9961807398,1.019381131,0.02320039146,1.008019533,1.0430514,0.0350318671,0.005018955083,0.004042182118,0.001848690776,0.01126697958,0.01834148812,0.01455250243,0.007189598354,0.04008460492,0.06010978634,0.03810447454,0.02046661358,0.1837095983,1.22798879,0.7864105642,38.41162872,0.1722130179,0.04887659103,0.9909763932,0.004834630061,True,-4.93511997,-4.229992312,-3.216762936,-5.028081414,-4.285352783,-3.247570653,5,256000,-4.211269059,0.5509290206,-5.000529798,-4.271069881,-3.238662857
23,24,2,True,True,0,18;19;20;21;22,5,256000,-4.211269059,0.5509290206,51200,-4.165294072,0.5620858214,8.881784197e-16,5.329070518e-15,0.0459749867,1.047048221,1024,471,315,156,0,5.960464478e-08,0.8000000119,0.8815825313,1.020306354,1.015168786,1.196115512,1.200000048,0.4318471338,0.5681528662,0.001571125265,0.04751592357,1.014102334,1.032833702,0.01873136789,1.004866979,0.9901720568,1.019561902,0.02938984507,1.003099451,1.037513258,0.0344138068,0.005023093548,0.004029266536,0.001873474836,0.011426999,0.01884917883,0.01459915191,0.007024434838,0.04214476161,0.08113370909,0.04005938955,0.02061873814,0.2476535775,1.267579936,0.9562064826,33.51857376,0.1286115497,0.0454226397,1.0016644,0.009230168536,True,-4.958360517,-4.22679184,-3.166644883,-5.000529798,-4.271069881,-3.238662857,5,256000,-4.200075105,0.5533302892,-4.992601453,-4.258767568,-3.226167911
24,25,2,True,True,0,19;20;21;22;23,5,256000,-4.200075105,0.5533302892,51200,-4.183760837,0.5256880817,0,0,0.01631426725,1.016448072,1024,313,213,100,0,5.960464478e-08,0.8000000119,0.8840035468,1.019041447,1.009959519,1.200000048,1.200000048,0.4569968051,0.5430031949,0.001916932907,0.05354632588,1.009404718,1.03956768,0.0301629611,1.000633259,0.9866508393,1.014615679,0.02796483997,1.000392122,1.037690773,0.03729865148,0.005133175684,0.004184744786,0.001956156141,0.01125307018,0.01801338957,0.01439814456,0.007203479926,0.0384618612,0.0603750711,0.0375154689,0.02054199735,0.1974153727,1.279413038,0.8590156062,35.30723953,0.1884211898,0.007874771953,1.041224957,0.003594497917,True,-4.933191047,-4.240655931,-3.258088147,-4.992601453,-4.258767568,-3.226167911,5,256000,-4.185283419,0.5471632948,-4.962732651,-4.246030021,-3.216787262
25,26,2,True,True,0,20;21;22;23;24,5,256000,-4.185283419,0.5471632948,51200,-4.173492526,0.5216599621,0,1.776356839e-15,0.01179089331,1.01186068,1024,363,255,108,0,5.960464478e-08,0.8000000119,0.8850706577,1.022231796,1.013484538,1.200000048,1.200000048,0.4408815427,0.5591184573,0.001157024793,0.06192837466,1.008970478,1.05354324,0.04457276182,0.9999464762,0.9874453257,1.012447627,0.02500230089,1.002542329,1.041921263,0.0393789333,0.005128615504,0.00421874132,0.001981559116,0.01123607317,0.01806628285,0.01449576765,0.007345075137,0.03918249384,0.06536219884,0.03867825121,0.02068183981,0.190977747,1.227642201,0.8889795918,36.62460327,0.1199328303,0.04118088633,0.9829667807,0.001102242502,True,-4.91372524,-4.233898559,-3.239525219,-4.962732651,-4.246030021,-3.216787262,5,256000,-4.184852925,0.5364880508,-4.953452228,-4.24223254,-3.23565421
26,27,2,True,True,0,21;22;23;24;25,5,256000,-4.184852925,0.5364880508,51200,-4.148715718,0.5275647833,0,2.220446049e-15,0.03613720738,1.036798093,1024,332,260,72,0,5.960464478e-08,0.8000000119,0.8846114367,1.023553834,1.016545415,1.200000048,1.200000048,0.4277108434,0.5722891566,0.001746987952,0.06108433735,1.023856871,1.022459535,-0.001397335608,1.004017748,0.990006496,1.018028999,0.02802250334,1.005026195,1.042081473,0.03705527803,0.005178815181,0.004240615293,0.002007088927,0.01130913571,0.0186228302,0.01489058137,0.007468284061,0.0398173023,0.06442099362,0.03932281584,0.02108380245,0.1932495512,1.26770601,0.9042496999,35.88020706,0.1477122903,0.0439459458,1.001397848,0.003373515792,True,-4.897090017,-4.207026389,-3.22345373,-4.953452228,-4.24223254,-3.23565421,5,256000,-4.168222371,0.5352687169,-4.928170253,-4.227859219,-3.220991973
27,28,2,True,True,0,22;23;24;25;26,5,256000,-4.168222371,0.5352687169,51200,-4.10761995,0.5361882977,0,1.110223025e-15,0.06060242119,1.062476412,1024,471,315,156,0,5.960464478e-08,0.8000000119,0.8839629352,1.022168869,1.01443541,1.200000048,1.200000048,0.4371974522,0.5628025478,0.002250530786,0.05367303609,1.012405124,1.041884122,0.02947899708,1.008078471,0.9959356049,1.020221338,0.02428573311,1.002260312,1.042077425,0.03981711332,0.005284278901,0.004437486874,0.002144998661,0.0110356444,0.01961801225,0.01541307848,0.007778706634,0.04305682257,0.06918913252,0.03935350105,0.02105467552,0.2249107711,1.254688664,0.792364946,42.27859497,0.136864081,0.033147946,1.011826396,0.007358090952,True,-4.856365197,-4.172538878,-3.145234581,-4.928170253,-4.227859219,-3.220991973,5,256000,-4.155776621,0.5354991148,-4.914144447,-4.216357476,-3.205885995
28,29,2,True,True,0,23;24;25;26;27,5,256000,-4.155776621,0.5354991148,51200,-4.133545755,0.5218529309,0,3.108624469e-15,0.02223086514,1.022479812,1024,239,147,92,0,5.960464478e-08,0.8000000119,0.8869559407,1.024457189,1.015253663,1.200000048,1.200000048,0.4323012552,0.5676987448,0.001255230126,0.05322175732,1.012007353,1.044349863,0.03234250982,1.002106588,0.9876708565,1.016542319,0.02887146248,1.005045849,1.043868529,0.03882268026,0.005089643327,0.00424303161,0.00204416659,0.01081505548,0.01871187192,0.01512622042,0.007553063915,0.04115191493,0.06658579237,0.03991358913,0.02095349766,0.2101489514,1.255307876,0.8787995198,23.85107994,0.1506634355,0.02656767517,1.021066189,8.650985546e-05,True,-4.885801982,-4.19132559,-3.190484818,-4.914144447,-4.216357476,-3.205885995,5,256000,-4.149426957,0.5273307424,-4.897825724,-4.209420544,-3.209451361
29,30,2,True,True,0,24;25;26;27;28,5,256000,-4.149426957,0.5273307424,51200,-4.136986856,0.5310084305,0,4.440892099e-16,0.01244010089,1.012517801,1024,334,246,88,0,5.960464478e-08,0.8000000119,0.8737632036,1.022788589,1.01458627,1.200000048,1.200000048,0.4431137725,0.5568862275,0.003652694611,0.07652694611,1.013002713,1.050144558,0.03714184423,0.9994062241,0.9878085107,1.011003937,0.02319542678,1.003721653,1.041855524,0.03813387132,0.005318520594,0.004308686359,0.002118412103,0.01160051883,0.01912249674,0.01496485341,0.007642880967,0.04050308652,0.06722520914,0.03844405338,0.02080655899,0.1913863249,1.263254679,0.8165666267,32.55768585,0.1424718648,0.05252113193,0.9915357828,0.003503329586,True,-4.873980657,-4.202050933,-3.206377098,-4.897825724,-4.209420544,-3.209451361,5,256000,-4.140072161,0.5281191027,-4.886014916,-4.201426423,-3.199734368
30,31,2,True,True,0,25;26;27;28;29,5,256000,-4.140072161,0.5281191027,51200,-4.172471794,0.5086567255,0,2.220446049e-16,-0.03239963293,0.9681196123,1024,261,177,84,0,5.960464478e-08,0.8000000119,0.8715863049,1.012835661,1.004732907,1.195316958,1.200000048,0.48,0.52,0.004137931034,0.0461302682,1.005243934,1.028832513,0.02358857842,0.9921219802,0.9784919001,1.00575206,0.02726016006,0.998002633,1.027668688,0.029666055,0.005028555641,0.004241253017,0.002016145282,0.01046557524,0.01791922609,0.01461167261,0.007377349399,0.03755848575,0.0612390008,0.03907778487,0.02097998401,0.1855303898,1.255200737,0.8390396158,28.79619598,0.1268633753,0.02777924761,1.006019592,0.001811574679,True,-4.909340865,-4.225934576,-3.281855942,-4.886014916,-4.201426423,-3.199734368,5,256000,-4.139868015,0.5255633337,-4.885258017,-4.199763092,-3.20798282
31,32,2,True,True,0,26;27;28;29;30,5,256000,-4.139868015,0.5255633337,51200,-4.129941536,0.4960245413,0,1.093569679e-14,0.009926478569,1.009975909,1024,184,120,64,0,5.960464478e-08,0.8000000119,0.885790211,1.02502726,1.018012822,1.200000048,1.200000048,0.4223913043,0.5776086957,0.001739130435,0.05913043478,1.019168089,1.036013205,0.01684511624,0.9999578286,0.9870680147,1.012847642,0.02577962774,1.008323777,1.041730742,0.03340696523,0.005334715463,0.004462217214,0.002126372233,0.01148696728,0.01857991795,0.01526166499,0.007915988611,0.03904216122,0.05288847932,0.03741071373,0.02075000471,0.1413189895,1.226759992,0.768547419,21.83702087,0.1490699351,0.01824679226,1.014552712,-0.0001516995253,True,-4.83887069,-4.182411152,-3.24311316,-4.885258017,-4.199763092,-3.20798282,5,256000,-4.136113178,0.5193745455,-4.874308013,-4.194301292,-3.212113436
32,33,2,True,True,0,27;28;29;30;31,5,256000,-4.136113178,0.5193745455,51200,-4.113095167,0.5252215303,0,3.108624469e-15,0.02301801167,1.02328497,1024,367,243,124,0,5.960464478e-08,0.8000000119,0.8722194254,1.016375222,1.009224594,1.200000048,1.200000048,0.4613079019,0.5386920981,0.004523160763,0.05640326975,1.009115765,1.030601415,0.02148564971,1.001795872,0.9858365763,1.017755168,0.031918592,0.9975436753,1.035206768,0.03766309258,0.005264908475,0.004258208908,0.002022031555,0.01164011154,0.01917485249,0.0154046393,0.007739681471,0.04280851204,0.06899679703,0.03936178051,0.02128892867,0.1907318316,1.259087388,0.8754381753,37.12934875,0.1596322358,0.04438530654,1.007886648,0.01174954232,True,-4.861394746,-4.173086562,-3.151018317,-4.874308013,-4.194301292,-3.212113436,5,256000,-4.137208222,0.5170727854,-4.874820117,-4.194260073,-3.214290453
33,34,2,True,True,0,28;29;30;31;32,5,256000,-4.137208222,0.5170727854,51200,-4.08831094,0.5612560839,0,2.997602166e-15,0.04889728124,1.050112479,1024,397,249,148,0,5.960464478e-08,0.8000000119,0.8767668009,1.027447377,1.020826995,1.200000048,1.200000048,0.4207556675,0.5792443325,0.003022670025,0.07521410579,1.009378129,1.057847666,0.04846953729,1.005251629,0.9909573672,1.019545891,0.0285885241,1.006461183,1.04843357,0.04197238678,0.005119687455,0.004231503233,0.002019129926,0.01106610862,0.02068855678,0.01567231026,0.007725759409,0.04383612219,0.07750205857,0.04090626352,0.02139537223,0.2131004006,1.341045286,0.8589195678,35.65983582,0.1076717228,0.03120005503,0.9944776297,0.001306481077,True,-4.863195156,-4.155859802,-3.127297094,-4.874820117,-4.194260073,-3.214290453,5,256000,-4.128161259,0.5256362868,-4.870251914,-4.187565288,-3.200763954
34,35,2,True,True,0,29;30;31;32;33,5,256000,-4.128161259,0.5256362868,51200,-4.114164713,0.5429985674,0,1.110223025e-16,0.01399654595,1.014094956,1024,230,174,56,0,5.960464478e-08,0.8000000119,0.8805681586,1.018181811,1.012909293,1.188525468,1.200000048,0.4460869565,0.5539130435,0.002434782609,0.042,1.01152236,1.038873676,0.02735131597,0.99986981,0.9855989229,1.014140697,0.02854177407,0.9974399885,1.038923634,0.04148364509,0.005074586894,0.004211776424,0.001933302142,0.01080129789,0.01956087343,0.01548332302,0.007455061795,0.04192009494,0.06881675122,0.0403932035,0.02124806857,0.2001853779,1.286007893,0.8767827131,33.64113998,0.1698822975,0.06032436714,0.9865059257,0.0006120387698,True,-4.898862042,-4.167991769,-3.171989974,-4.870251914,-4.187565288,-3.200763954,5,256000,-4.12359683,0.5280831114,-4.875180752,-4.181016909,-3.193270982
35,36,2,True,True,0,30;31;32;33;34,5,256000,-4.12359683,0.5280831114,51200,-4.134592941,0.4794877028,0,2.164934898e-15,-0.01099611054,0.9890641257,1024,185,117,68,0,5.960464478e-08,0.8000000119,0.8678085059,1.0062857,1.000038207,1.176004672,1.200000048,0.4998918919,0.5001081081,0.004108108108,0.03416216216,1.003793347,1.010574013,0.006780665898,0.9968361512,0.986167851,1.007504451,0.02133660028,0.9904287308,1.02214267,0.0317139388,0.005201886753,0.004345186986,0.002067380864,0.0111754491,0.01817092935,0.01536190649,0.007831282821,0.03732521832,0.05188009663,0.03784312494,0.02115583122,0.1403717488,1.181465966,0.7090996399,22.73625946,0.1695938259,0.048958648,0.9975086451,0.001147998963,True,-4.849628949,-4.175864438,-3.288086087,-4.875180752,-4.181016909,-3.193270982,5,256000,-4.116021059,0.5221074308,-4.863537778,-4.171237524,-3.197234295
36,37,2,True,True,0,31;32;33;34;35,5,256000,-4.116021059,0.5221074308,51200,-4.095166082,0.5302343922,0,1.998401444e-15,0.02085497762,1.021073962,1024,335,243,92,0,5.960464478e-08,0.8000000119,0.8768478781,1.020568993,1.012371182,1.200000048,1.200000048,0.4460298507,0.5539701493,0.00328358209,0.0656119403,1.012755328,1.041207261,0.02845193221,1.001217666,0.9885464402,1.013888892,0.0253424514,1.004074662,1.037063325,0.03298866285,0.005310338901,0.004445476225,0.00211712938,0.01107293423,0.01970389994,0.01572168805,0.00780327036,0.04232937656,0.06615175066,0.04075164534,0.02160819527,0.1865620174,1.215861482,0.8624729892,36.77092361,0.1884215176,0.02274829522,1.02814889,0.004044200294,True,-4.853212356,-4.152714116,-3.162273953,-4.863537778,-4.171237524,-3.197234295,5,256000,-4.109065968,0.5287888606,-4.865909596,-4.16530712,-3.181356465
37,38,2,True,True,0,32;33;34;35;36,5,256000,-4.109065968,0.5287888606,51200,-4.109562456,0.5082531621,0,2.220446049e-16,-0.0004964871263,0.9995036361,1024,212,136,76,0,5.960464478e-08,0.8000000119,0.869730413,1.014094694,1.008603215,1.200000048,1.200000048,0.4623584906,0.5376415094,0.003867924528,0.05075471698,1.010543982,1.020448601,0.009904618699,0.9982524936,0.9863568227,1.010148165,0.02379134178,0.9984897283,1.029699661,0.03120993228,0.005432089498,0.004573879763,0.002182294987,0.01140921153,0.01896060018,0.01564980391,0.007770826737,0.04079265576,0.05986213455,0.0397166796,0.0214234517,0.1819347039,1.200650483,0.8295318127,28.63269234,0.1259999573,0.04097235203,0.9909651875,-0.00147233461,True,-4.857378719,-4.157296891,-3.19925322,-4.865909596,-4.16530712,-3.181356465,5,256000,-4.108359426,0.5254585488,-4.865421384,-4.162096042,-3.18946514
38,39,2,True,True,0,33;34;35;36;37,5,256000,-4.108359426,0.5254585488,51200,-4.088323298,0.5355095327,8.881784197e-16,3.330669074e-16,0.02003612775,1.020238198,1024,242,138,104,0,5.960464478e-08,0.8000000119,0.8791044295,1.026210466,1.020079136,1.200000048,1.200000048,0.4252892562,0.5747107438,0.003553719008,0.0726446281,1.011591658,1.0456085,0.03401684217,1.001349141,0.987810769,1.014887514,0.02707674506,1.004246892,1.048174041,0.04392714971,0.005358525855,0.004442841047,0.002066410065,0.01139554097,0.01980510622,0.01591646858,0.007730100607,0.0429294249,0.07333645878,0.04327013157,0.02237375565,0.2327725671,1.241921532,0.8903241297,27.36542892,0.2407284677,0.05372739211,1.006564856,-0.001022662967,True,-4.862633401,-4.140400947,-3.148197793,-4.865421384,-4.162096042,-3.18946514,5,256000,-4.108361898,0.5200567286,-4.865418965,-4.15932995,-3.194101522
