runner_step_internal,global_step,source_env_rank,local_env_slot,reset_id,rollout_epoch,episode_index_within_step,query_idx,action_slot_start,h,v_l3,v_l3_total_over_h,v_l3_mean_over_h,v_l3_peak_h,v_l3_peak_value,weight,advantage,reward_sum_over_h,loss_mask,success_before
0,1,0,0,57,0,0,0,0,23,0.006197623909,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,24,0.005066487938,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,25,0.01276135817,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,26,0.01289270818,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,27,0.0116682807,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,28,0.008512008004,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,29,0.008745020255,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,30,0.004932953045,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,31,0.007505045738,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,32,0.006675866898,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,33,0.008312650956,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,34,0.01124900766,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,35,0.01281913277,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,36,0.01000479143,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,37,0.01670233905,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,38,0.0125398254,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,39,0.009689221159,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,40,0.01787504368,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,41,0.01957752556,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,42,0.01983904466,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,43,0.02663441561,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,44,0.02228121459,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,45,0.02496034279,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,46,0.01866524667,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,47,0.03347087651,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,48,0.03993650153,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,0,0,49,0.04993355647,0.6933000847,0.01386600169,49,0.04993355647,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,0,0.01308374852,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,1,0.009067403153,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,2,0.008797958493,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,3,0.007757270709,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,4,0.005982078612,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,5,0.006696215831,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,6,0.004628811497,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,7,0.003000258701,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,8,0.004386701621,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,9,0.01184143312,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,10,0.0102971131,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,11,0.006544271484,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,12,0.005928870291,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,13,0.01135948487,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,14,0.01698402502,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,15,0.008138051257,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,16,0.007315483876,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,17,0.006013818551,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,18,0.002480783965,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,19,0.01113615185,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,20,0.005366054829,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,21,0.007057440002,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,22,0.01050972193,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,23,0.010632894,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,24,0.01952284202,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,25,0.01506745629,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,26,0.01212503761,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,27,0.0105396416,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,28,0.01104142051,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,29,0.01081690378,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,30,0.01371279638,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,31,0.0114206057,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,32,0.01421997603,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,33,0.01694844477,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,34,0.02997393534,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,35,0.02129694074,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,36,0.02069173753,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,37,0.02513380907,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,38,0.02756808698,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,39,0.02921928093,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,40,0.0230730176,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,41,0.02188562974,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,42,0.01945897564,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,43,0.01703658327,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,44,0.0294006709,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,45,0.04389162362,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,46,0.06547158957,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,47,0.107560575,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,48,0.1377180517,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,1,50,49,0.1452249289,1.095026606,0.02190053213,49,0.1452249289,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,0,0.00506505277,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,1,0.003376816399,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,2,0.02201585099,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,3,0.009444247931,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,4,0.01397686079,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,5,0.01735175774,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,6,0.01679803059,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,7,0.01906487346,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,8,0.03057328053,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,9,0.04841916263,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,10,0.04340538755,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,11,0.04412187636,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,12,0.06776493788,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,13,0.08228799701,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,14,0.0881344825,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,15,0.08227543533,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,16,0.1090847477,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,17,0.1045661569,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,18,0.1076066345,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,19,0.08969835937,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,20,0.07774689049,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,21,0.07573570311,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,22,0.07391360402,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,23,0.06837480515,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,24,0.07417820394,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,25,0.06631915271,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,26,0.07330497354,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,27,0.05808060616,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,28,0.04551747814,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,29,0.04297938943,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,30,0.04812993482,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,31,0.04661339149,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,32,0.05097592995,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,33,0.04166369885,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,34,0.05013846606,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,35,0.0373987481,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,36,0.03033690527,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,37,0.03552557528,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,38,0.03262904659,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,39,0.0253680665,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,40,0.02514924854,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,41,0.02973791026,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,42,0.02976399288,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,43,0.0353876017,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,44,0.03393419459,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,45,0.02835323103,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,46,0.02397561073,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,47,0.03157619759,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,48,0.03909549117,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,2,100,49,0.03615336493,2.373089362,0.04746178724,16,0.1090847477,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,0,0.006545470562,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,1,0.01114813425,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,2,0.01161241252,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,3,0.01564720459,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,4,0.009031757712,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,5,0.01364358142,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,6,0.01436241623,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,7,0.01792275347,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,8,0.01850802824,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,9,0.01701975986,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,10,0.01908747293,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,11,0.02153342962,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,12,0.01928854547,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,13,0.02084248886,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,14,0.02220157534,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,15,0.0290708486,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,16,0.03137013316,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,17,0.03759893775,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,18,0.03098411858,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,19,0.04370601103,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,20,0.03348995,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,21,0.04462589324,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,22,0.04232830554,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,23,0.0357703343,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,24,0.03128378093,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,25,0.03830549121,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,26,0.03141101077,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,27,0.02614927664,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,28,0.02288951166,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,29,0.02347174287,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,30,0.0229623504,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,31,0.02436142042,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,32,0.02362088114,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,33,0.02741318941,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,34,0.02571558207,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,35,0.02890289202,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,36,0.03091326356,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,37,0.02400753833,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,38,0.0263787806,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,39,0.02535706386,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,40,0.0257470049,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,41,0.02871496603,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,42,0.02717365138,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,43,0.02866864763,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,44,0.03120087832,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,45,0.02570076846,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,46,0.03054788336,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,47,0.02868061699,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,48,0.02686139941,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
0,1,0,0,57,0,0,3,150,49,0.02879413217,1.282573288,0.02565146576,21,0.04462589324,1,-1.207612395,0,True,False
