global_step,phase,train_success_rate,new_transitions,resident_transitions,requested_primitive_interactions,planned_optimizer_updates,rollout_seconds,sac_training_seconds,eval_seconds,sync_seconds,whole_step_seconds
35,learned,0.75,27.0,1198.0,23960.0,540.0,33.64894104003906,279.45574951171875,0.0,1.254063606262207,314.36505126953125
36,learned,0.75,27.0,1225.0,24500.0,540.0,33.96517562866211,277.5408020019531,0.0,0.8719820976257324,312.38665771484375
37,learned,0.5,31.0,1256.0,25120.0,620.0,36.031219482421875,314.6336669921875,0.0,0.8303732872009277,351.5018615722656
38,learned,0.25,35.0,1291.0,25820.0,700.0,36.211944580078125,360.78814697265625,0.0,0.8324325084686279,397.8404846191406
39,learned,0.5,31.0,1322.0,26440.0,620.0,34.312950134277344,317.64117431640625,106.96894836425781,0.810208797454834,459.7401123046875
40,learned,0.5,31.0,1353.0,27060.0,620.0,34.000186920166016,318.46099853515625,0.0,0.6069040298461914,353.07293701171875
41,learned,0.5,30.0,1383.0,27660.0,600.0,36.98676681518555,307.8711242675781,0.0,0.8646669387817383,345.7284240722656
42,learned,1.0,22.0,1405.0,28100.0,440.0,32.205482482910156,225.81747436523438,0.0,0.8541553020477295,258.882568359375
43,learned,0.75,27.0,1432.0,28640.0,540.0,34.54574203491211,277.8243408203125,0.0,0.7808427810668945,313.1725769042969
44,learned,1.0,21.0,1453.0,29060.0,420.0,32.165809631347656,215.08743286132812,0.0,0.7860631942749023,248.04714965820312
45,learned,1.0,22.0,1475.0,29500.0,440.0,31.545490264892578,225.437255859375,0.0,0.7788033485412598,257.767578125
46,learned,1.0,21.0,1496.0,29920.0,420.0,31.41065216064453,214.12252807617188,0.0,0.7772057056427002,246.3157501220703
47,learned,1.0,24.0,1520.0,30400.0,480.0,34.538116455078125,246.01283264160156,0.0,0.8887729644775391,281.44732666015625
48,learned,0.75,27.0,1547.0,30940.0,540.0,35.785335540771484,275.96661376953125,0.0,0.8127729892730713,312.57098388671875
49,learned,0.75,27.0,1574.0,31480.0,540.0,34.3785400390625,276.1005554199219,0.0,0.7704157829284668,311.25537109375
50,learned,0.75,26.0,1600.0,32000.0,520.0,35.951988220214844,267.1702575683594,0.0,0.7969110012054443,303.9270935058594
51,learned,0.5,30.0,1630.0,32600.0,600.0,37.502052307128906,307.6553955078125,0.0,0.8439810276031494,346.0075378417969
52,learned,0.75,28.0,1658.0,33160.0,560.0,34.61497116088867,287.5069580078125,105.1291732788086,0.8497960567474365,428.10638427734375
53,learned,1.0,23.0,1681.0,33620.0,460.0,32.504390716552734,236.38648986816406,0.0,0.959805965423584,269.8575439453125
54,learned,1.0,22.0,1703.0,34060.0,440.0,32.81535339355469,225.9427032470703,0.0,0.8890693187713623,259.6511535644531
55,learned,1.0,24.0,1727.0,34540.0,480.0,33.59487533569336,246.93911743164062,0.0,0.9548969268798828,281.49755859375
56,learned,0.75,27.0,1754.0,35080.0,540.0,35.19371795654297,276.9572448730469,0.0,0.8679535388946533,313.0264892578125
57,learned,0.75,27.0,1781.0,35620.0,540.0,34.555206298828125,276.23199462890625,0.0,0.8291406631469727,311.6232604980469
58,learned,1.0,22.0,1803.0,36060.0,440.0,32.08177947998047,226.42933654785156,0.0,0.8619015216827393,259.3777160644531
59,learned,0.75,28.0,1831.0,36620.0,560.0,35.38383102416992,287.86297607421875,0.0,0.7938597202301025,324.0482177734375
60,learned,0.75,27.0,1858.0,37160.0,540.0,34.965023040771484,281.7694091796875,0.0,0.7624728679656982,317.502685546875
61,learned,0.5,32.0,1890.0,37800.0,640.0,35.29145050048828,331.44329833984375,0.0,0.801457405090332,367.5421447753906
62,learned,1.0,22.0,1912.0,38240.0,440.0,32.60986328125,224.3897247314453,0.0,0.7620668411254883,257.7672119140625
63,learned,0.75,25.0,1937.0,38740.0,500.0,34.33840560913086,257.0700378417969,0.0,0.8132600784301758,292.2269287109375
64,learned,1.0,23.0,1960.0,39200.0,460.0,32.98625946044922,234.9743194580078,0.0,0.8348979949951172,268.7997741699219
65,learned,1.0,22.0,1982.0,39640.0,440.0,33.421600341796875,225.12661743164062,105.36390686035156,0.7867558002471924,395.03765869140625
66,learned,0.75,27.0,2009.0,40180.0,540.0,33.4616584777832,278.3504943847656,0.0,0.6098310947418213,312.4293212890625
67,learned,0.75,28.0,2037.0,40740.0,560.0,35.57637023925781,287.6573181152344,0.0,0.7753391265869141,324.0149841308594
68,learned,1.0,22.0,2059.0,41180.0,440.0,33.096622467041016,224.99851989746094,0.0,0.7724013328552246,258.8736267089844
69,learned,1.0,22.0,2081.0,41620.0,440.0,33.475643157958984,226.47113037109375,0.0,0.758838415145874,260.7109375
70,learned,0.75,27.0,2108.0,42160.0,540.0,34.61240768432617,278.9406433105469,0.0,0.7857608795166016,314.345947265625
71,learned,1.0,22.0,2130.0,42600.0,440.0,32.799190521240234,227.3672332763672,0.0,0.7846689224243164,260.9573669433594
72,learned,0.75,28.0,2158.0,43160.0,560.0,34.60630416870117,289.1376037597656,0.0,0.7605023384094238,324.5096740722656
73,learned,1.0,22.0,2180.0,43600.0,440.0,33.122535705566406,227.8168182373047,0.0,0.7899143695831299,261.7370300292969
74,learned,1.0,23.0,2203.0,44060.0,460.0,33.50627136230469,235.53004455566406,0.0,0.7911458015441895,269.8323059082031
75,learned,1.0,24.0,2227.0,44540.0,480.0,32.7822265625,246.107666015625,0.0,0.7882871627807617,279.68426513671875
76,learned,1.0,23.0,2250.0,45000.0,460.0,32.9307975769043,240.5155029296875,0.0,0.761908769607544,274.215087890625
77,learned,1.0,22.0,2272.0,45440.0,440.0,32.17095947265625,229.98849487304688,0.0,0.8028030395507812,262.9681396484375
78,learned,0.75,28.0,2300.0,46000.0,560.0,34.3381233215332,288.1808776855469,106.56879425048828,0.7594428062438965,429.8530578613281
79,learned,1.0,24.0,2324.0,46480.0,480.0,33.60255432128906,246.04925537109375,0.0,0.5942184925079346,280.2537536621094
80,learned,1.0,23.0,2347.0,46940.0,460.0,32.717384338378906,236.52769470214844,0.0,0.7698116302490234,270.0215148925781
81,learned,1.0,25.0,2372.0,47440.0,500.0,35.01907730102539,257.817138671875,0.0,0.781367301940918,293.62445068359375
82,learned,0.75,27.0,2399.0,47980.0,540.0,33.96791076660156,278.2739562988281,0.0,0.8259682655334473,313.0738525390625
83,learned,0.5,31.0,2430.0,48600.0,620.0,34.397361755371094,319.1061096191406,0.0,0.7836470603942871,354.29425048828125
84,learned,1.0,23.0,2453.0,49060.0,460.0,33.25592041015625,239.46665954589844,0.0,0.7884013652801514,273.5181884765625
85,learned,0.5,31.0,2484.0,49680.0,620.0,35.761871337890625,320.4320983886719,0.0,0.7512614727020264,356.94952392578125
86,learned,0.75,28.0,2512.0,50240.0,560.0,35.30739974975586,287.86798095703125,0.0,0.8006975650787354,323.984375
87,learned,0.75,28.0,2540.0,50800.0,560.0,34.88668441772461,296.4248962402344,0.0,0.8288445472717285,332.1479797363281
88,learned,1.0,21.0,2561.0,51220.0,420.0,32.285003662109375,218.0672149658203,0.0,0.7960131168365479,251.15411376953125
89,learned,0.75,28.0,2589.0,51780.0,560.0,33.923858642578125,288.85748291015625,0.0,0.7849340438842773,323.57275390625
90,learned,1.0,22.0,2611.0,52220.0,440.0,31.89754867553711,223.80477905273438,0.0,0.7758128643035889,256.4828186035156
91,learned,0.5,31.0,2642.0,52840.0,620.0,33.62898254394531,319.64508056640625,103.98426055908203,0.7709274291992188,458.0342102050781
92,learned,0.75,27.0,2669.0,53380.0,540.0,35.35896301269531,276.4198913574219,0.0,0.5782842636108398,312.3650817871094
93,learned,1.0,24.0,2693.0,53860.0,480.0,32.57502746582031,250.67245483398438,0.0,0.7777421474456787,284.032470703125
94,learned,0.5,30.0,2723.0,54460.0,600.0,37.561370849609375,309.5240478515625,0.0,0.7629005908966064,347.85552978515625
95,learned,0.5,31.0,2754.0,55080.0,620.0,37.245758056640625,319.6534118652344,0.0,0.8427133560180664,357.7495422363281
96,learned,1.0,23.0,2777.0,55540.0,460.0,33.05126190185547,236.11582946777344,0.0,0.7942755222320557,269.9678039550781
97,learned,0.5,32.0,2809.0,56180.0,640.0,38.341651916503906,330.805419921875,0.0,0.8856925964355469,370.0384521484375
98,learned,1.0,24.0,2833.0,56660.0,480.0,32.49286651611328,246.5806884765625,0.0,0.9080066680908203,279.9861145019531
99,learned,1.0,23.0,2856.0,57120.0,460.0,33.20234298706055,235.05345153808594,0.0,0.8050599098205566,269.0672302246094
100,learned,1.0,22.0,2878.0,57560.0,440.0,32.38233947753906,226.9206085205078,0.0,0.7765777111053467,260.08782958984375
101,learned,1.0,22.0,2900.0,58000.0,440.0,32.5866813659668,227.07054138183594,0.0,0.8779029846191406,260.5396423339844
102,learned,0.5,31.0,2931.0,58620.0,620.0,36.87681198120117,317.8528747558594,0.0,0.779536247253418,355.5152282714844
103,learned,1.0,22.0,2953.0,59060.0,440.0,33.23442459106445,228.31495666503906,0.0,0.7626285552978516,262.3180236816406
104,learned,0.75,28.0,2981.0,59620.0,560.0,34.82414245605469,287.6105651855469,104.99303436279297,0.8344285488128662,428.2691650390625
105,learned,1.0,21.0,3002.0,60040.0,420.0,33.00090789794922,214.31619262695312,0.0,0.6289381980895996,247.95309448242188
106,learned,1.0,24.0,3026.0,60520.0,480.0,33.23921203613281,247.29885864257812,0.0,0.7696428298950195,281.3142395019531
107,learned,1.0,23.0,3049.0,60980.0,460.0,33.658851623535156,238.53587341308594,0.0,0.7928862571716309,273.0076904296875
108,learned,0.75,26.0,3075.0,61500.0,520.0,34.618873596191406,266.6747741699219,0.0,0.764854907989502,302.0660400390625
109,learned,1.0,21.0,3096.0,61920.0,420.0,33.13854217529297,216.81663513183594,0.0,0.7765192985534668,250.7353973388672
110,learned,1.0,23.0,3119.0,62380.0,460.0,33.03667449951172,239.1739501953125,0.0,0.7982332706451416,273.0160827636719
111,learned,1.0,21.0,3140.0,62800.0,420.0,32.26838302612305,213.2119140625,0.0,0.812039852142334,246.29803466796875
112,learned,0.75,26.0,3166.0,63320.0,520.0,33.53660583496094,266.4887390136719,0.0,0.748584508895874,300.78363037109375
113,learned,1.0,23.0,3189.0,63780.0,460.0,34.88310623168945,236.84249877929688,0.0,0.7879674434661865,272.5213928222656
114,learned,1.0,23.0,3212.0,64240.0,460.0,33.842933654785156,243.73133850097656,0.0,0.8031692504882812,278.3837890625
115,learned,0.25,36.0,3248.0,64960.0,720.0,36.66691589355469,377.5831298828125,0.0,0.7774667739868164,415.03515625
116,learned,0.75,26.0,3274.0,65480.0,520.0,33.79389953613281,271.8760681152344,0.0,0.7654109001159668,306.441650390625
117,learned,0.75,27.0,3301.0,66020.0,540.0,35.52614212036133,279.0141906738281,104.5550537109375,0.7694144248962402,419.87127685546875
118,learned,1.0,22.0,3323.0,66460.0,440.0,32.26667404174805,225.0024871826172,0.0,0.5401711463928223,257.8173828125
119,learned,0.75,26.0,3349.0,66980.0,520.0,35.44586944580078,267.59564208984375,0.0,0.7711629867553711,303.82012939453125
120,learned,1.0,20.0,3369.0,67380.0,400.0,31.548524856567383,206.44549560546875,0.0,0.7877457141876221,238.78897094726562
121,learned,0.75,26.0,3395.0,67900.0,520.0,33.206153869628906,268.7704162597656,0.0,0.855212926864624,302.8384704589844
122,learned,0.75,27.0,3422.0,68440.0,540.0,35.3976936340332,278.5141296386719,0.0,0.7613885402679443,314.6852722167969
123,learned,1.0,23.0,3445.0,68900.0,460.0,32.839881896972656,235.314697265625,0.0,0.7701854705810547,268.9315490722656
124,learned,0.75,28.0,3473.0,69460.0,560.0,33.6406364440918,286.0174255371094,0.0,0.7467966079711914,320.41168212890625
125,learned,1.0,23.0,3496.0,69920.0,460.0,32.882938385009766,234.90896606445312,0.0,0.7577159404754639,268.5650634765625
126,learned,0.75,26.0,3522.0,70440.0,520.0,33.78691101074219,269.35260009765625,0.0,0.767498254776001,303.9122314453125
127,learned,1.0,21.0,3543.0,70860.0,420.0,32.95384216308594,213.84739685058594,0.0,0.7644076347351074,247.571533203125
128,learned,1.0,23.0,3566.0,71320.0,460.0,33.1317138671875,237.77796936035156,0.0,0.7826807498931885,271.69879150390625
129,learned,1.0,23.0,3589.0,71780.0,460.0,33.24163818359375,236.59584045410156,0.0,0.766895055770874,270.6102600097656
130,learned,0.5,32.0,3621.0,72420.0,640.0,36.66043472290039,329.142333984375,102.77317810058594,0.6717264652252197,497.12896728515625
131,learned,1.0,23.0,3644.0,72880.0,460.0,32.65656280517578,237.57070922851562,0.0,0.6559550762176514,270.8917541503906
132,learned,0.75,28.0,3672.0,73440.0,560.0,34.80471420288086,288.5113220214844,0.0,0.8502867221832275,324.1815490722656
133,learned,1.0,22.0,3694.0,73880.0,440.0,32.19618606567383,224.68844604492188,0.0,0.8612363338470459,257.75189208984375
134,learned,1.0,23.0,3717.0,74340.0,460.0,32.82217025756836,235.92501831054688,0.0,0.7765934467315674,269.5303039550781
135,learned,1.0,22.0,3739.0,74780.0,440.0,31.922216415405273,226.6780242919922,0.0,0.7619547843933105,259.36907958984375
136,learned,1.0,22.0,3761.0,75220.0,440.0,33.33405303955078,223.89517211914062,0.0,0.7816858291625977,258.0185852050781
137,learned,1.0,23.0,3784.0,75680.0,460.0,33.07101058959961,237.7392120361328,0.0,0.7657349109649658,271.5817565917969
138,learned,1.0,22.0,3806.0,76120.0,440.0,31.664873123168945,226.26290893554688,0.0,0.7452473640441895,258.677978515625
139,learned,1.0,22.0,3828.0,76560.0,440.0,33.631126403808594,226.05470275878906,0.0,0.7663576602935791,260.45953369140625
140,learned,1.0,24.0,3852.0,77040.0,480.0,34.952518463134766,247.79371643066406,0.0,0.761084794998169,283.5137634277344
141,learned,1.0,22.0,3874.0,77480.0,440.0,32.972442626953125,227.5375518798828,0.0,0.7745974063873291,261.2912902832031
142,learned,1.0,22.0,3896.0,77920.0,440.0,31.683185577392578,232.53494262695312,0.0,0.7974851131439209,265.022216796875
143,learned,1.0,24.0,3920.0,78400.0,480.0,32.634315490722656,247.7344970703125,105.2804946899414,0.7677438259124756,386.4244689941406
144,learned,1.0,21.0,3941.0,78820.0,420.0,31.174610137939453,215.55174255371094,0.0,0.5562005043029785,247.29705810546875
145,learned,1.0,21.0,3962.0,79240.0,420.0,31.6939697265625,216.6382598876953,0.0,0.7801315784454346,249.11688232421875
146,learned,1.0,22.0,3984.0,79680.0,440.0,32.51490020751953,225.2913055419922,0.0,0.7876245975494385,258.6024169921875
147,learned,0.75,26.0,4010.0,80200.0,520.0,34.04168701171875,265.9480895996094,0.0,0.7767770290374756,300.7730407714844
148,learned,1.0,22.0,4032.0,80640.0,440.0,33.767417907714844,228.9700164794922,0.0,0.7623903751373291,263.50433349609375
149,learned,1.0,22.0,4054.0,81080.0,440.0,31.74350929260254,225.49806213378906,0.0,0.7943673133850098,258.044189453125
150,learned,0.75,27.0,4081.0,81620.0,540.0,34.695858001708984,278.5400085449219,0.0,0.7408220767974854,313.9815979003906
151,learned,1.0,20.0,4101.0,82020.0,400.0,32.363040924072266,205.9825439453125,0.0,0.7768566608428955,239.1339569091797
152,learned,1.0,23.0,4124.0,82480.0,460.0,32.68284225463867,238.2226104736328,0.0,0.7961406707763672,271.708740234375
153,learned,1.0,22.0,4146.0,82920.0,440.0,33.43560791015625,223.83973693847656,0.0,0.8493311405181885,258.1420593261719
154,learned,1.0,22.0,4168.0,83360.0,440.0,32.40989685058594,226.88461303710938,0.0,0.7816228866577148,260.08367919921875
155,learned,1.0,22.0,4190.0,83800.0,440.0,32.544654846191406,227.5391845703125,0.0,0.8024137020111084,260.8928527832031
156,learned,1.0,22.0,4212.0,84240.0,440.0,31.839895248413086,224.2145233154297,104.10594940185547,0.7405719757080078,360.9068603515625
157,learned,0.75,28.0,4240.0,84800.0,560.0,34.78652572631836,288.3591613769531,0.0,0.5571150779724121,323.710693359375
158,learned,1.0,23.0,4263.0,85260.0,460.0,32.74177551269531,237.83505249023438,0.0,0.7528133392333984,271.3360290527344
159,learned,1.0,23.0,4286.0,85720.0,460.0,32.22950744628906,236.47654724121094,0.0,0.7552449703216553,269.4669189453125
160,learned,1.0,23.0,4309.0,86180.0,460.0,33.441917419433594,235.10704040527344,0.0,0.8138351440429688,269.3704528808594
161,learned,1.0,24.0,4333.0,86660.0,480.0,32.48975372314453,246.70632934570312,0.0,0.7607545852661133,279.96148681640625
162,learned,0.75,26.0,4359.0,87180.0,520.0,33.069122314453125,267.7037658691406,0.0,0.7701945304870605,301.5479431152344
163,learned,0.75,28.0,4387.0,87740.0,560.0,35.10215759277344,286.8940734863281,0.0,0.7513597011566162,322.7544250488281
164,learned,1.0,24.0,4411.0,88220.0,480.0,33.404850006103516,245.80760192871094,0.0,0.7557575702667236,279.9727783203125
165,learned,1.0,23.0,4434.0,88680.0,460.0,33.19071960449219,236.2167205810547,0.0,0.7582330703735352,270.17327880859375
166,learned,1.0,23.0,4457.0,89140.0,460.0,33.975624084472656,237.55130004882812,0.0,0.7826004028320312,272.31475830078125
167,learned,1.0,23.0,4480.0,89600.0,460.0,33.04180908203125,236.734375,0.0,0.7524111270904541,270.5326232910156
168,learned,0.75,26.0,4506.0,90120.0,520.0,36.273681640625,268.1794128417969,0.0,0.7695112228393555,305.2304382324219
169,learned,1.0,20.0,4526.0,90520.0,400.0,32.85883331298828,205.25198364257812,100.64694213867188,0.7478387355804443,339.51226806640625
170,learned,1.0,22.0,4548.0,90960.0,440.0,31.998838424682617,224.6976776123047,0.0,0.6238918304443359,257.3260498046875
171,learned,1.0,22.0,4570.0,91400.0,440.0,32.98663330078125,233.50120544433594,0.0,0.7387049198150635,267.2325439453125
172,learned,1.0,25.0,4595.0,91900.0,500.0,33.608375549316406,258.70672607421875,0.0,0.797919511795044,293.1187744140625
173,learned,1.0,23.0,4618.0,92360.0,460.0,32.639984130859375,236.19964599609375,0.0,0.7427189350128174,269.5934143066406
174,learned,0.75,27.0,4645.0,92900.0,540.0,35.5203857421875,277.82275390625,0.0,0.7781810760498047,314.1291809082031
175,learned,1.0,23.0,4668.0,93360.0,460.0,32.44112777709961,236.62982177734375,0.0,0.7501909732818604,269.82745361328125
176,learned,1.0,22.0,4690.0,93800.0,440.0,31.94308090209961,224.0985565185547,0.0,0.7716965675354004,256.8209228515625
177,learned,1.0,23.0,4713.0,94260.0,460.0,32.38933563232422,234.82565307617188,0.0,0.7732329368591309,267.9952087402344
178,learned,1.0,21.0,4734.0,94680.0,420.0,31.87586212158203,216.13331604003906,0.0,0.747321605682373,248.7627716064453
179,learned,1.0,22.0,4756.0,95120.0,440.0,32.60079574584961,226.00772094726562,0.0,0.8183622360229492,259.4317932128906
180,learned,1.0,21.0,4777.0,95540.0,420.0,31.789596557617188,213.79368591308594,0.0,0.8364439010620117,246.4261474609375
181,learned,1.0,23.0,4800.0,96000.0,460.0,32.598243713378906,238.75018310546875,0.0,0.7826745510101318,272.13653564453125
182,learned,1.0,21.0,4821.0,96420.0,420.0,32.682865142822266,214.8646240234375,105.4056396484375,0.7503838539123535,353.70892333984375
183,learned,1.0,22.0,4843.0,96860.0,440.0,32.67516326904297,228.28634643554688,0.0,0.5563375949859619,261.5259094238281
184,learned,1.0,22.0,4865.0,97300.0,440.0,32.26385498046875,224.95068359375,0.0,0.7597949504852295,257.9832458496094
185,learned,1.0,22.0,4887.0,97740.0,440.0,33.19241714477539,225.47640991210938,0.0,0.8081607818603516,259.48419189453125
186,learned,1.0,22.0,4909.0,98180.0,440.0,33.85111999511719,225.85659790039062,0.0,0.768369197845459,260.4834899902344
187,learned,0.75,27.0,4936.0,98720.0,540.0,34.374900817871094,279.24090576171875,0.0,0.779747486114502,314.4032897949219
188,learned,1.0,23.0,4959.0,99180.0,460.0,31.907548904418945,236.32838439941406,0.0,0.7638082504272461,269.0066833496094
189,learned,1.0,21.0,4980.0,99600.0,420.0,31.866722106933594,215.80502319335938,0.0,0.7767140865325928,248.45533752441406
190,learned,1.0,23.0,5003.0,100060.0,460.0,33.12771224975586,235.15469360351562,0.0,0.8565292358398438,269.1503601074219
191,learned,0.75,27.0,5030.0,100600.0,540.0,35.2125244140625,276.7580261230469,0.0,0.8571267127990723,312.8343811035156
192,learned,1.0,22.0,5052.0,101040.0,440.0,33.22024917602539,224.8622589111328,0.0,0.8102223873138428,258.9001770019531
193,learned,1.0,21.0,5073.0,101460.0,420.0,34.058753967285156,217.60435485839844,0.0,0.75130295753479,252.42086791992188
194,learned,1.0,21.0,5094.0,101880.0,420.0,31.875282287597656,215.4083709716797,0.0,0.7647078037261963,248.05487060546875
195,learned,1.0,23.0,5117.0,102340.0,460.0,33.6350212097168,235.89804077148438,107.1983871459961,0.7576565742492676,407.4845886230469
196,learned,1.0,20.0,5137.0,102740.0,400.0,32.4342041015625,206.6383056640625,0.0,0.7183444499969482,239.79734802246094
197,learned,1.0,22.0,5159.0,103180.0,440.0,32.0352668762207,224.00148010253906,0.0,0.7801787853240967,256.822998046875
