timestamp	pid	ppid	rss_kib	pcpu	comm	args
2026-08-20T23:09:32+08:00	45635	45632	92472	16.0	python	/root/autodl-tmp/RLinf/.venv/bin/python /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/train_embodied_agent.py --config-path /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/config/ --config-name robotwin_adjust_bottle_grpo_openpi_dvac_train_2step_smoke
2026-08-20T23:09:43+08:00	45635	45632	1489488	126	python	/root/autodl-tmp/RLinf/.venv/bin/python /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/train_embodied_agent.py --config-path /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/config/ --config-name robotwin_adjust_bottle_grpo_openpi_dvac_train_2step_smoke
2026-08-20T23:09:54+08:00	45635	45632	1507252	69.8	python	/root/autodl-tmp/RLinf/.venv/bin/python /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/train_embodied_agent.py --config-path /root/autodl-tmp/RLinf_idea2_dvac_train/examples/embodiment/config/ --config-name robotwin_adjust_bottle_grpo_openpi_dvac_train_2step_smoke
2026-08-20T23:09:54+08:00	46794	45635	49996	7.1	raylet	/root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/core/src/ray/raylet/raylet --raylet_socket_name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/raylet --store_socket_name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/plasma_store --object_manager_port=0 --min_worker_port=0 --max_worker_port=0 --node_manager_port=0 --node_id=48c4a279fe74ca5175499231212b1c357f3f019bd3e7103e4344a229 --node_ip_address=172.17.0.4 --maximum_startup_concurrency=36 --static_resource_list=node:172.17.0.4,1.0,node:__internal_head__,1.0,accelerator_type:A800,1,CPU,36,GPU,2,memory,178463955354,object_store_memory,76484552294 --python_worker_command=/root/autodl-tmp/RLinf/.venv/bin/python /root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/_private/workers/setup_worker.py /root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/_private/workers/default_worker.py --node-ip-address=172.17.0.4 --node-manager-port=RAY_NODE_MANAGER_PORT_PLACEHOLDER --object-store-name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/plasma_store --raylet-name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/raylet --redis-address=None --metrics-agent-port=0 --logging-rotate-bytes=536870912 --logging-rotate-backup-count=5 --runtime-env-agent-port=0 --gcs-address=172.17.0.4:44737 --session-name=session_2026-08-20_23-09-40_718117_45635 --temp-dir=/tmp/ray --webui=127.0.0.1:8265 --cluster-id=8acdf2a0b45c1173d032cac838c04cbcfc596bf5763cd6d2855d5e74 RAY_WORKER_DYNAMIC_OPTION_PLACEHOLDER --java_worker_command= --cpp_worker_command= --native_library_path=/root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/cpp/lib --temp_dir=/tmp/ray --session_dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635 --log_dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs --resource_dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/runtime_resources --metrics-agent-port=0 --metrics_export_port=0 --runtime_env_agent_port=0 --object_store_memory=76484552294 --plasma_directory=/dev/shm --fallback_directory=/tmp/ray/session_2026-08-20_23-09-40_718117_45635 --ray-debugger-external=0 --gcs-address=172.17.0.4:44737 --session-name=session_2026-08-20_23-09-40_718117_45635 --labels={"ray.io/accelerator-type": "A800"} --cluster-id=8acdf2a0b45c1173d032cac838c04cbcfc596bf5763cd6d2855d5e74 --stdout_filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/raylet.out --stderr_filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/raylet.err --head --num_prestart_python_workers=36 --dashboard_agent_command=/root/autodl-tmp/RLinf/.venv/bin/python -u /root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/dashboard/agent.py --node-id=48c4a279fe74ca5175499231212b1c357f3f019bd3e7103e4344a229 --node-ip-address=172.17.0.4 --metrics-export-port=0 --grpc-port=0 --listen-port=52365 --node-manager-port=RAY_NODE_MANAGER_PORT_PLACEHOLDER --object-store-name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/plasma_store --raylet-name=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/sockets/raylet --temp-dir=/tmp/ray --session-dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635 --log-dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs --logging-rotate-bytes=536870912 --logging-rotate-backup-count=5 --session-name=session_2026-08-20_23-09-40_718117_45635 --gcs-address=172.17.0.4:44737 --cluster-id-hex=8acdf2a0b45c1173d032cac838c04cbcfc596bf5763cd6d2855d5e74 --stdout-filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/dashboard_agent.out --stderr-filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/dashboard_agent.err --head --runtime_env_agent_command=/root/autodl-tmp/RLinf/.venv/bin/python -u /root/autodl-tmp/RLinf/.venv/lib/python3.11/site-packages/ray/_private/runtime_env/agent/main.py --node-id=48c4a279fe74ca5175499231212b1c357f3f019bd3e7103e4344a229 --node-ip-address=172.17.0.4 --runtime-env-agent-port=0 --session-dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635 --gcs-address=172.17.0.4:44737 --cluster-id-hex=8acdf2a0b45c1173d032cac838c04cbcfc596bf5763cd6d2855d5e74 --runtime-env-dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/runtime_resources --logging-rotate-bytes=536870912 --logging-rotate-backup-count=5 --log-dir=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs --temp-dir=/tmp/ray --stdout-filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/runtime_env_agent.out --stderr-filepath=/tmp/ray/session_2026-08-20_23-09-40_718117_45635/logs/runtime_env_agent.err
2026-08-20T23:09:54+08:00	46863	46794	144476	8.7	ray::DashboardA	ray::DashboardAgent
2026-08-20T23:09:54+08:00	46865	46794	84964	3.5	ray::RuntimeEnv	ray::RuntimeEnvAgent
2026-08-20T23:09:54+08:00	47075	46794	517076	58.8	ray::_RemoteNod	ray::_RemoteNodeProbe
2026-08-20T23:09:54+08:00	47076	46794	81368	4.0	ray::IDLE	ray::IDLE
2026-08-20T23:09:54+08:00	47077	46794	81116	4.0	ray::IDLE	ray::IDLE
2026-08-20T23:09:54+08:00	47078	46794	81108	4.0	ray::IDLE	ray::IDLE
