runner_step,actor_rank,mode,warmup,history_steps,history_count,history_mean,history_std,current_count,current_mean,current_std,valid_queries_local,weight_min,weight_p05,weight_mean,weight_p50,weight_p95,weight_max,z_low_clip_fraction,z_high_clip_fraction,positive_adv_weight_mean,negative_adv_weight_mean,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss
25,1,apply,0,5,256000,-4.185283419175443,0.5471632947934116,51200,-4.173492525867875,0.5216599620856036,182,0.800000011920929,0.8826825618743896,1.020583152770996,1.0102540254592896,1.2000000476837158,1.2000000476837158,0.0013186812866479158,0.07021977752447128,1.006508231163025,1.052252173423767,36.624603271484375,0.11993283033370972,0.04118088632822037,0.9829667806625366,0.0011022425023838878
26,1,apply,0,5,256000,-4.184852925010704,0.5364880507911987,51200,-4.148715717630918,0.5275647833185863,129,0.800000011920929,0.8857518434524536,1.029971718788147,1.0241897106170654,1.2000000476837158,1.2000000476837158,0.0026356589514762163,0.07100775092840195,1.033679485321045,1.016597032546997,35.88020706176758,0.14771229028701782,0.04394594579935074,1.0013978481292725,0.0033735157921910286
27,1,apply,0,5,256000,-4.16822237099883,0.5352687169441439,51200,-4.1076199498093136,0.536188297736564,209,0.800000011920929,0.8857366442680359,1.022246241569519,1.0139756202697754,1.1933434009552002,1.2000000476837158,0.0015311004826799035,0.04478468745946884,1.0156817436218262,1.0358582735061646,42.278594970703125,0.1368640810251236,0.03314794600009918,1.0118263959884644,0.007358090952038765
28,1,apply,0,5,256000,-4.155776620559927,0.5354991148468722,51200,-4.133545755420897,0.521852930872947,106,0.800000011920929,0.8801670074462891,1.0136666297912598,1.0033390522003174,1.1825392246246338,1.2000000476837158,0.0016981131630018353,0.03811320662498474,1.002062201499939,1.0328136682510376,23.8510799407959,0.15066343545913696,0.026567675173282623,1.0210661888122559,8.650985546410084e-05
29,1,apply,0,5,256000,-4.149426957200074,0.5273307423608148,51200,-4.136986856314226,0.5310084305262173,183,0.800000011920929,0.8689731359481812,1.0242036581039429,1.014052152633667,1.2000000476837158,1.2000000476837158,0.004918032791465521,0.09562841802835464,1.0083708763122559,1.056660771369934,32.55768585205078,0.14247186481952667,0.05252113193273544,0.9915357828140259,0.003503329586237669
30,1,apply,0,5,256000,-4.1400721610086455,0.5281191026589547,51200,-4.172471793942516,0.5086567255407406,106,0.800000011920929,0.8741581439971924,1.0212483406066895,1.0136847496032715,1.2000000476837158,1.2000000476837158,0.004528301768004894,0.06339622288942337,1.012279748916626,1.0360466241836548,28.79619598388672,0.12686337530612946,0.027779247611761093,1.0060195922851562,0.0018115746788680553
31,1,apply,0,5,256000,-4.139868014623575,0.5255633336543368,51200,-4.129941536055004,0.49602454130144186,83,0.800000011920929,0.8823779225349426,1.0265125036239624,1.0195825099945068,1.2000000476837158,1.2000000476837158,0.0009638554183766246,0.07036144286394119,1.0155166387557983,1.0362588167190552,21.837020874023438,0.14906993508338928,0.018246792256832123,1.0145527124404907,-0.00015169952530413866
32,1,apply,0,5,256000,-4.136113178308391,0.5193745454937433,51200,-4.113095166639627,0.5252215302881031,208,0.800000011920929,0.8737100958824158,1.0171798467636108,1.009669542312622,1.2000000476837158,1.2000000476837158,0.004134615417569876,0.05384615436196327,1.0103906393051147,1.032455563545227,37.12934875488281,0.15963223576545715,0.04438530653715134,1.0078866481781006,0.011749542318284512
33,1,apply,0,5,256000,-4.137208221674454,0.5170727853936423,51200,-4.088310940432246,0.5612560838753881,210,0.800000011920929,0.8775140047073364,1.0236598253250122,1.0159361362457275,1.2000000476837158,1.2000000476837158,0.0036190475802868605,0.06533333659172058,1.0099436044692993,1.049949049949646,35.65983581542969,0.10767172276973724,0.03120005503296852,0.9944776296615601,0.001306481077335775
34,1,apply,0,5,256000,-4.128161258676724,0.5256362867908873,51200,-4.114164712726513,0.54299856741552,129,0.800000011920929,0.8819299340248108,1.02191960811615,1.0167336463928223,1.1903728246688843,1.2000000476837158,0.0023255813866853714,0.042790696024894714,1.010695457458496,1.0509155988693237,33.64113998413086,0.16988229751586914,0.06032436713576317,0.986505925655365,0.0006120387697592378
35,1,apply,0,5,256000,-4.1235968299591805,0.5280831114435007,51200,-4.134592940501348,0.47948770282399167,131,0.800000011920929,0.8672645688056946,1.002748966217041,0.9976444840431213,1.1594291925430298,1.2000000476837158,0.004580152686685324,0.024580152705311775,1.0029102563858032,1.0024304389953613,22.73625946044922,0.16959382593631744,0.04895864799618721,0.9975086450576782,0.0011479989625513554
36,1,apply,0,5,256000,-4.116021059270947,0.5221074308063317,51200,-4.095166081646535,0.5302343922030006,207,0.800000011920929,0.8746898174285889,1.017592191696167,1.008431315422058,1.2000000476837158,1.2000000476837158,0.0034782609436661005,0.058454107493162155,1.007508397102356,1.0422974824905396,36.77092361450195,0.18842151761054993,0.022748295217752457,1.028148889541626,0.0040442002937197685
37,1,apply,0,5,256000,-4.109065968389253,0.5287888606219843,51200,-4.109562455515543,0.5082531620641447,106,0.800000011920929,0.8645098805427551,1.0090126991271973,1.0073051452636719,1.184152603149414,1.2000000476837158,0.004905660171061754,0.041698113083839417,1.0058728456497192,1.0141932964324951,28.632692337036133,0.12599995732307434,0.040972352027893066,0.9909651875495911,-0.001472334610298276
38,1,apply,0,5,256000,-4.108359426164436,0.5254585487954031,51200,-4.088323298414444,0.535509532696776,106,0.800000011920929,0.8837062120437622,1.023369550704956,1.0144853591918945,1.2000000476837158,1.2000000476837158,0.003962263930588961,0.07169811427593231,1.012769341468811,1.0408599376678467,27.365428924560547,0.2407284677028656,0.053727392107248306,1.0065648555755615,-0.0010226629674434662
39,1,apply,0,5,256000,-4.108361897760877,0.520056728643581,51200,-4.090759080969142,0.5181736498715229,130,0.800000011920929,0.8772211074829102,1.0288656949996948,1.0245139598846436,1.2000000476837158,1.2000000476837158,0.0029230769723653793,0.0623076930642128,1.0151718854904175,1.0596765279769897,32.225257873535156,0.17078179121017456,0.043761759996414185,1.0065735578536987,0.005245608277618885
40,1,apply,0,5,256000,-4.103680771409402,0.514998662914984,51200,-4.102074746728243,0.5046738031059199,181,0.800000011920929,0.8761709928512573,1.0224255323410034,1.0181537866592407,1.2000000476837158,1.2000000476837158,0.0025414363481104374,0.05248618870973587,1.0173481702804565,1.0350215435028076,30.72565460205078,0.13914644718170166,0.0687747448682785,0.9648154973983765,0.002003118861466646
41,1,apply,0,5,256000,-4.097177132654782,0.5195653635366944,51200,-4.101341273814848,0.5195470184300914,131,0.800000011920929,0.8750355243682861,1.0176829099655151,1.0117855072021484,1.1984575986862183,1.2000000476837158,0.0025954197626560926,0.04916030541062355,1.0122863054275513,1.0283533334732056,29.3076114654541,0.15761062502861023,0.07552208751440048,0.984359860420227,0.006203056313097477
42,1,apply,0,5,256000,-4.098412171088444,0.5174025701068019,51200,-4.067644816266944,0.5193101618868321,189,0.800000011920929,0.8807147145271301,1.0248627662658691,1.0188806056976318,1.2000000476837158,1.2000000476837158,0.0028571428265422583,0.05502645671367645,1.0129588842391968,1.0397425889968872,29.679174423217773,0.2080344557762146,0.08536804467439651,0.9342973232269287,0.003547199536114931
43,1,apply,0,5,256000,-4.090028643238725,0.5196844713554896,51200,-4.019119875688202,0.541120748733403,107,0.800000011920929,0.8973497748374939,1.0418201684951782,1.0346720218658447,1.2000000476837158,1.2000000476837158,0.0007476635510101914,0.09345794469118118,1.0318254232406616,1.0561308860778809,35.226566314697266,0.12599700689315796,0.048229966312646866,0.9900753498077393,0.0017737915040925145
44,1,apply,0,5,256000,-4.076187958693476,0.5216259725726946,51200,-4.048834721549366,0.5121765495188135,108,0.800000011920929,0.8854862451553345,1.0241531133651733,1.0148131847381592,1.2000000476837158,1.2000000476837158,0.0033333334140479565,0.0662962943315506,1.0139350891113281,1.0369256734848022,39.558372497558594,0.17526963353157043,0.043798528611660004,1.0144858360290527,0.004624287597835064
45,1,apply,0,5,256000,-4.06780308680952,0.520475458472964,51200,-4.025820516214476,0.5109465690083475,133,0.800000011920929,0.8905313611030579,1.028761625289917,1.0192968845367432,1.2000000476837158,1.2000000476837158,0.0021052630618214607,0.06736841797828674,1.0233052968978882,1.037260890007019,35.661102294921875,0.15663325786590576,0.0510089248418808,0.9905497431755066,0.004771120846271515
46,1,apply,0,5,256000,-4.052552240706768,0.521587827931046,51200,-4.015384567998207,0.5182015196096654,136,0.800000011920929,0.8679171800613403,1.0199476480484009,1.0151715278625488,1.2000000476837158,1.2000000476837158,0.004117647185921669,0.054999999701976776,1.012686848640442,1.02811598777771,27.551532745361328,0.14467832446098328,0.0587889663875103,0.9757314324378967,0.0019918601028621197
47,1,apply,0,5,256000,-4.035360899543439,0.5208447709026783,51200,-4.009102339910328,0.5295414567059765,132,0.800000011920929,0.884512186050415,1.0299757719039917,1.0193896293640137,1.2000000476837158,1.2000000476837158,0.001212121220305562,0.08939393609762192,1.0218884944915771,1.044128179550171,29.44054412841797,0.15730935335159302,0.07694343477487564,0.9730844497680664,0.006697998382151127
48,1,apply,0,5,256000,-4.023652404272116,0.5227024590303846,51200,-4.033190744645841,0.5020548257941828,102,0.800000011920929,0.8952866196632385,1.0211560726165771,1.0156338214874268,1.1783883571624756,1.2000000476837158,0.0005882352706976235,0.035686273127794266,1.018314242362976,1.0303925275802612,33.851463317871094,0.15866172313690186,0.029588965699076653,1.0058791637420654,0.0025772610679268837
49,1,apply,0,5,256000,-4.026466578063643,0.5148528964717155,51200,-4.01332577375927,0.4755765687173079,183,0.800000011920929,0.8772764205932617,1.012722134590149,1.0064210891723633,1.1862982511520386,1.2000000476837158,0.0025136612821370363,0.04240437224507332,1.0056792497634888,1.0271598100662231,40.11802291870117,0.2104785144329071,0.04214103892445564,1.0152685642242432,0.0031588114798069
50,1,apply,0,5,256000,-4.019364788505625,0.507668385795811,51200,-4.0464204751808355,0.4749818244259121,51,0.800000011920929,0.8754808306694031,1.0088413953781128,1.000795841217041,1.1863592863082886,1.2000000476837158,0.0019607844296842813,0.041960783302783966,1.011358380317688,1.0006606578826904,21.789249420166016,0.14074280858039856,0.09084570407867432,0.9188594222068787,0.003398958593606949
51,1,apply,0,5,256000,-4.0234847802988964,0.5007559782839363,51200,-3.9917551903039326,0.476759740146846,101,0.800000011920929,0.8940452933311462,1.0198652744293213,1.0114744901657104,1.1814215183258057,1.2000000476837158,0.0019801980815827847,0.03861385956406593,1.0100226402282715,1.0597277879714966,26.697799682617188,0.11547614634037018,0.034571871161460876,1.0093612670898438,0.0031423105392605066
52,1,apply,0,5,256000,-4.018758904760041,0.49262140996480236,51200,-3.9758302844578406,0.5011561962306481,180,0.800000011920929,0.8774014711380005,1.0120974779129028,1.0064678192138672,1.1778903007507324,1.2000000476837158,0.0026666666381061077,0.03488888964056969,1.0081781148910522,1.0228759050369263,39.04804992675781,0.14060401916503906,0.02782600373029709,1.013569951057434,0.008583687245845795
53,1,apply,0,5,256000,-4.012104493669544,0.4869601334175422,51200,-3.946966948096417,0.4814659972517572,236,0.800000011920929,0.8853049278259277,1.029819130897522,1.0234227180480957,1.2000000476837158,1.2000000476837158,0.0018644067458808422,0.06847457587718964,1.021995186805725,1.04507577419281,34.039512634277344,0.1443590670824051,0.04802274703979492,0.9989110231399536,0.007398415822535753
