tag,cycle,value,wall_time
train/rlt/desired_total_updates,46,17695.0,1785349342.0780132
train/rlt/desired_total_updates,47,18095.0,1785349427.5581048
train/rlt/desired_total_updates,48,18470.0,1785349512.2185483
train/rlt/desired_total_updates,49,18870.0,1785349596.3630333
train/rlt/desired_total_updates,50,19270.0,1785349758.2013938
train/rlt/desired_total_updates,51,19670.0,1785349842.0832608
train/rlt/desired_total_updates,52,20070.0,1785349927.7830966
train/rlt/desired_total_updates,53,20470.0,1785350014.1447346
train/rlt/desired_total_updates,54,20850.0,1785350099.6499262
train/rlt/desired_total_updates,55,21240.0,1785350184.6912448
train/rlt/desired_total_updates,56,21640.0,1785350270.4524643
train/rlt/desired_total_updates,57,22040.0,1785350355.5936315
train/rlt/desired_total_updates,58,22440.0,1785350441.0162854
train/rlt/desired_total_updates,59,22840.0,1785350527.1460443
train/rlt/desired_total_updates,60,23240.0,1785350691.3553674
train/rlt/desired_total_updates,61,23625.0,1785350775.8324485
train/rlt/desired_total_updates,62,23995.0,1785350860.3122294
train/rlt/desired_total_updates,63,24395.0,1785350945.3143344
train/rlt/desired_total_updates,64,24795.0,1785351031.4799585
train/rlt/desired_total_updates,65,25195.0,1785351119.3388262
train/rlt/desired_total_updates,66,25595.0,1785351207.0442977
train/rlt/desired_total_updates,67,25995.0,1785351291.5555267
train/rlt/desired_total_updates,68,26395.0,1785351378.6379027
train/rlt/desired_total_updates,69,26795.0,1785351464.8196204
train/rlt/desired_total_updates,70,27195.0,1785351631.1281567
train/rlt/desired_total_updates,71,27595.0,1785351718.0051823
train/rlt/desired_total_updates,72,27995.0,1785351802.8270075
train/rlt/desired_total_updates,73,28395.0,1785351890.066278
train/rlt/desired_total_updates,74,28795.0,1785351977.743798
train/rlt/desired_total_updates,75,29195.0,1785352064.05943
train/rlt/desired_total_updates,76,29595.0,1785352150.5895908
train/rlt/desired_total_updates,77,29995.0,1785352238.0957048
train/rlt/desired_total_updates,78,30385.0,1785352324.4868903
train/rlt/desired_total_updates,79,30785.0,1785352410.648426
train/rlt/desired_total_updates,80,31185.0,1785352577.8574333
train/rlt/desired_total_updates,81,31585.0,1785352662.5466676
train/rlt/desired_total_updates,82,31960.0,1785352745.7274108
train/rlt/desired_total_updates,83,32360.0,1785352828.7215943
train/rlt/desired_total_updates,84,32700.0,1785352916.6011145
train/rlt/desired_total_updates,85,33100.0,1785353003.0925071
train/rlt/desired_total_updates,86,33465.0,1785353089.11193
train/rlt/desired_total_updates,87,33825.0,1785353174.7816129
train/rlt/desired_total_updates,88,34225.0,1785353260.1720474
train/rlt/desired_total_updates,89,34625.0,1785353344.2262416
train/rlt/desired_total_updates,90,34965.0,1785353514.49876
train/rlt/desired_total_updates,91,35335.0,1785353599.1127849
train/rlt/desired_total_updates,92,35700.0,1785353686.4002585
train/rlt/desired_total_updates,93,36100.0,1785353771.4085245
train/rlt/desired_total_updates,94,36500.0,1785353860.3501153
train/rlt/desired_total_updates,95,36900.0,1785353946.2304418
train/rlt/desired_total_updates,96,37300.0,1785354030.5076833
train/rlt/desired_total_updates,97,37700.0,1785354116.666258
train/rlt/desired_total_updates,98,38100.0,1785354200.2902377
train/rlt/desired_total_updates,99,38500.0,1785354286.6020286
train/rlt/desired_total_updates,100,38890.0,1785354453.6648872
train/rlt/pending_update_budget,1,0.0,1785345517.8329446
train/rlt/pending_update_budget,2,0.0,1785345582.2205882
train/rlt/pending_update_budget,3,0.0,1785345642.687819
train/rlt/pending_update_budget,4,0.0,1785345706.0843115
train/rlt/pending_update_budget,5,0.0,1785345768.8816025
train/rlt/pending_update_budget,6,0.0,1785345829.7769315
train/rlt/pending_update_budget,7,0.0,1785345889.9250746
train/rlt/pending_update_budget,8,0.0,1785345951.5964365
train/rlt/pending_update_budget,9,0.0,1785346015.6430173
train/rlt/pending_update_budget,10,0.0,1785346149.711221
train/rlt/pending_update_budget,11,0.0,1785346209.4102485
train/rlt/pending_update_budget,12,0.0,1785346269.970114
train/rlt/pending_update_budget,13,0.0,1785346331.8056395
train/rlt/pending_update_budget,14,4600.0,1785346417.1610405
train/rlt/pending_update_budget,15,4600.0,1785346504.0320199
train/rlt/pending_update_budget,16,4600.0,1785346589.384186
train/rlt/pending_update_budget,17,4600.0,1785346675.9547465
train/rlt/pending_update_budget,18,4600.0,1785346762.346323
train/rlt/pending_update_budget,19,4600.0,1785346848.567624
train/rlt/pending_update_budget,20,4555.0,1785347004.0518756
train/rlt/pending_update_budget,21,4555.0,1785347089.2930784
train/rlt/pending_update_budget,22,4555.0,1785347172.4367194
train/rlt/pending_update_budget,23,4555.0,1785347257.2576761
train/rlt/pending_update_budget,24,4555.0,1785347343.4073088
train/rlt/pending_update_budget,25,4555.0,1785347426.5957336
train/rlt/pending_update_budget,26,4555.0,1785347511.8296814
train/rlt/pending_update_budget,27,4555.0,1785347595.180119
train/rlt/pending_update_budget,28,4555.0,1785347677.0179777
train/rlt/pending_update_budget,29,4555.0,1785347759.275918
train/rlt/pending_update_budget,30,4555.0,1785347912.3690555
train/rlt/pending_update_budget,31,4545.0,1785347997.5741599
train/rlt/pending_update_budget,32,4545.0,1785348081.8552413
train/rlt/pending_update_budget,33,4545.0,1785348166.3456235
train/rlt/pending_update_budget,34,4545.0,1785348251.120401
train/rlt/pending_update_budget,35,4545.0,1785348335.2906742
train/rlt/pending_update_budget,36,4515.0,1785348418.8306437
train/rlt/pending_update_budget,37,4515.0,1785348502.581269
train/rlt/pending_update_budget,38,4515.0,1785348588.7245796
train/rlt/pending_update_budget,39,4515.0,1785348672.4389465
train/rlt/pending_update_budget,40,4515.0,1785348831.143559
train/rlt/pending_update_budget,41,4515.0,1785348917.790636
train/rlt/pending_update_budget,42,4515.0,1785349004.033639
train/rlt/pending_update_budget,43,4495.0,1785349086.2874255
train/rlt/pending_update_budget,44,4495.0,1785349170.5684175
train/rlt/pending_update_budget,45,4495.0,1785349256.908653
train/rlt/pending_update_budget,46,4495.0,1785349342.0781739
train/rlt/pending_update_budget,47,4495.0,1785349427.5582662
train/rlt/pending_update_budget,48,4470.0,1785349512.2187216
train/rlt/pending_update_budget,49,4470.0,1785349596.3631985
train/rlt/pending_update_budget,50,4470.0,1785349758.2015538
train/rlt/pending_update_budget,51,4470.0,1785349842.0834208
train/rlt/pending_update_budget,52,4470.0,1785349927.7832596
train/rlt/pending_update_budget,53,4470.0,1785350014.1448965
train/rlt/pending_update_budget,54,4450.0,1785350099.6500835
train/rlt/pending_update_budget,55,4440.0,1785350184.6914074
train/rlt/pending_update_budget,56,4440.0,1785350270.45263
train/rlt/pending_update_budget,57,4440.0,1785350355.5937924
train/rlt/pending_update_budget,58,4440.0,1785350441.0164695
train/rlt/pending_update_budget,59,4440.0,1785350527.1462052
train/rlt/pending_update_budget,60,4440.0,1785350691.3555262
train/rlt/pending_update_budget,61,4425.0,1785350775.8326108
train/rlt/pending_update_budget,62,4395.0,1785350860.3122962
train/rlt/pending_update_budget,63,4395.0,1785350945.3144028
train/rlt/pending_update_budget,64,4395.0,1785351031.4801214
train/rlt/pending_update_budget,65,4395.0,1785351119.3389914
train/rlt/pending_update_budget,66,4395.0,1785351207.0444605
train/rlt/pending_update_budget,67,4395.0,1785351291.5556886
train/rlt/pending_update_budget,68,4395.0,1785351378.6380646
train/rlt/pending_update_budget,69,4395.0,1785351464.819785
train/rlt/pending_update_budget,70,4395.0,1785351631.1283193
train/rlt/pending_update_budget,71,4395.0,1785351718.0053432
train/rlt/pending_update_budget,72,4395.0,1785351802.8270667
train/rlt/pending_update_budget,73,4395.0,1785351890.0664418
train/rlt/pending_update_budget,74,4395.0,1785351977.7439597
train/rlt/pending_update_budget,75,4395.0,1785352064.0595956
train/rlt/pending_update_budget,76,4395.0,1785352150.589751
train/rlt/pending_update_budget,77,4395.0,1785352238.0958693
train/rlt/pending_update_budget,78,4385.0,1785352324.4870503
train/rlt/pending_update_budget,79,4385.0,1785352410.6486192
train/rlt/pending_update_budget,80,4385.0,1785352577.8575943
train/rlt/pending_update_budget,81,4385.0,1785352662.5468462
train/rlt/pending_update_budget,82,4360.0,1785352745.7275715
train/rlt/pending_update_budget,83,4360.0,1785352828.7216537
train/rlt/pending_update_budget,84,4300.0,1785352916.601284
train/rlt/pending_update_budget,85,4300.0,1785353003.09267
train/rlt/pending_update_budget,86,4265.0,1785353089.1120925
train/rlt/pending_update_budget,87,4225.0,1785353174.781714
train/rlt/pending_update_budget,88,4225.0,1785353260.1722095
train/rlt/pending_update_budget,89,4225.0,1785353344.2264063
train/rlt/pending_update_budget,90,4165.0,1785353514.4989223
train/rlt/pending_update_budget,91,4135.0,1785353599.1129472
train/rlt/pending_update_budget,92,4100.0,1785353686.4004204
train/rlt/pending_update_budget,93,4100.0,1785353771.408685
train/rlt/pending_update_budget,94,4100.0,1785353860.3502808
train/rlt/pending_update_budget,95,4100.0,1785353946.230605
train/rlt/pending_update_budget,96,4100.0,1785354030.5078433
train/rlt/pending_update_budget,97,4100.0,1785354116.6664217
train/rlt/pending_update_budget,98,4100.0,1785354200.2904007
train/rlt/pending_update_budget,99,4100.0,1785354286.6021914
train/rlt/pending_update_budget,100,4090.0,1785354453.6650476
train/actor/actor_weight_ramp_progress,14,0.0,1785346417.1567438
train/actor/actor_weight_ramp_progress,15,0.0,1785346504.0285325
train/actor/actor_weight_ramp_progress,16,0.0,1785346589.380852
train/actor/actor_weight_ramp_progress,17,0.0,1785346675.9507701
train/actor/actor_weight_ramp_progress,18,0.0,1785346762.3430753
train/actor/actor_weight_ramp_progress,19,0.0,1785346848.5642881
train/actor/actor_weight_ramp_progress,20,0.0,1785347004.048551
train/actor/actor_weight_ramp_progress,21,0.0,1785347089.2896686
train/actor/actor_weight_ramp_progress,22,0.0,1785347172.4349134
train/actor/actor_weight_ramp_progress,23,0.0,1785347257.255802
train/actor/actor_weight_ramp_progress,24,0.0,1785347343.4040332
train/actor/actor_weight_ramp_progress,25,0.0,1785347426.5923
train/actor/actor_weight_ramp_progress,26,0.004999999888241291,1785347511.827898
train/actor/actor_weight_ramp_progress,27,0.03999999910593033,1785347595.176743
train/actor/actor_weight_ramp_progress,28,0.07999999821186066,1785347677.014634
train/actor/actor_weight_ramp_progress,29,0.11999999731779099,1785347759.2721293
train/actor/actor_weight_ramp_progress,30,0.1599999964237213,1785347912.365715
train/actor/actor_weight_ramp_progress,31,0.20000000298023224,1785347997.5713072
train/actor/actor_weight_ramp_progress,32,0.23999999463558197,1785348081.8518136
train/actor/actor_weight_ramp_progress,33,0.2800000011920929,1785348166.3423083
train/actor/actor_weight_ramp_progress,34,0.3199999928474426,1785348251.1167207
train/actor/actor_weight_ramp_progress,35,0.36000001430511475,1785348335.287284
train/actor/actor_weight_ramp_progress,36,0.4000000059604645,1785348418.8272967
train/actor/actor_weight_ramp_progress,37,0.4399999976158142,1785348502.579264
train/actor/actor_weight_ramp_progress,38,0.47999998927116394,1785348588.721191
train/actor/actor_weight_ramp_progress,39,0.5199999809265137,1785348672.435562
train/actor/actor_weight_ramp_progress,40,0.5600000023841858,1785348831.1402957
train/actor/actor_weight_ramp_progress,41,0.6000000238418579,1785348917.787334
train/actor/actor_weight_ramp_progress,42,0.6399999856948853,1785349004.0303066
train/actor/actor_weight_ramp_progress,43,0.6800000071525574,1785349086.2846625
train/actor/actor_weight_ramp_progress,44,0.7200000286102295,1785349170.5657804
train/actor/actor_weight_ramp_progress,45,0.7599999904632568,1785349256.9052796
train/actor/actor_weight_ramp_progress,46,0.800000011920929,1785349342.0747907
train/actor/actor_weight_ramp_progress,47,0.8399999737739563,1785349427.554911
train/actor/actor_weight_ramp_progress,48,0.8799999952316284,1785349512.215402
train/actor/actor_weight_ramp_progress,49,0.9200000166893005,1785349596.3602333
train/actor/actor_weight_ramp_progress,50,0.9599999785423279,1785349758.199364
train/actor/actor_weight_ramp_progress,51,0.9950000047683716,1785349842.0813687
train/actor/actor_weight_ramp_progress,52,1.0,1785349927.779842
train/actor/actor_weight_ramp_progress,53,1.0,1785350014.1415095
train/actor/actor_weight_ramp_progress,54,1.0,1785350099.647133
train/actor/actor_weight_ramp_progress,55,1.0,1785350184.6883082
train/actor/actor_weight_ramp_progress,56,1.0,1785350270.449773
train/actor/actor_weight_ramp_progress,57,1.0,1785350355.591574
train/actor/actor_weight_ramp_progress,58,1.0,1785350441.0130596
train/actor/actor_weight_ramp_progress,59,1.0,1785350527.1428056
train/actor/actor_weight_ramp_progress,60,1.0,1785350691.3533812
train/actor/actor_weight_ramp_progress,61,1.0,1785350775.8292747
train/actor/actor_weight_ramp_progress,62,1.0,1785350860.3095527
train/actor/actor_weight_ramp_progress,63,1.0,1785350945.3118646
train/actor/actor_weight_ramp_progress,64,1.0,1785351031.4767976
train/actor/actor_weight_ramp_progress,65,1.0,1785351119.3353307
train/actor/actor_weight_ramp_progress,66,1.0,1785351207.0399816
train/actor/actor_weight_ramp_progress,67,1.0,1785351291.5524511
train/actor/actor_weight_ramp_progress,68,1.0,1785351378.6347916
train/actor/actor_weight_ramp_progress,69,1.0,1785351464.816345
train/actor/actor_weight_ramp_progress,70,1.0,1785351631.1249552
train/actor/actor_weight_ramp_progress,71,1.0,1785351718.0019047
train/actor/actor_weight_ramp_progress,72,1.0,1785351802.82454
train/actor/actor_weight_ramp_progress,73,1.0,1785351890.064414
train/actor/actor_weight_ramp_progress,74,1.0,1785351977.7405396
train/actor/actor_weight_ramp_progress,75,1.0,1785352064.0562
train/actor/actor_weight_ramp_progress,76,1.0,1785352150.5877635
train/actor/actor_weight_ramp_progress,77,1.0,1785352238.0925858
train/actor/actor_weight_ramp_progress,78,1.0,1785352324.483705
train/actor/actor_weight_ramp_progress,79,1.0,1785352410.6450531
train/actor/actor_weight_ramp_progress,80,1.0,1785352577.8544068
train/actor/actor_weight_ramp_progress,81,1.0,1785352662.5434005
train/actor/actor_weight_ramp_progress,82,1.0,1785352745.724167
train/actor/actor_weight_ramp_progress,83,1.0,1785352828.7191877
train/actor/actor_weight_ramp_progress,84,1.0,1785352916.5978456
train/actor/actor_weight_ramp_progress,85,1.0,1785353003.0893552
train/actor/actor_weight_ramp_progress,86,1.0,1785353089.1086936
train/actor/actor_weight_ramp_progress,87,1.0,1785353174.778826
train/actor/actor_weight_ramp_progress,88,1.0,1785353260.168853
train/actor/actor_weight_ramp_progress,89,1.0,1785353344.2230976
train/actor/actor_weight_ramp_progress,90,1.0,1785353514.4956262
train/actor/actor_weight_ramp_progress,91,1.0,1785353599.1096745
train/actor/actor_weight_ramp_progress,92,1.0,1785353686.3971257
train/actor/actor_weight_ramp_progress,93,1.0,1785353771.4052374
train/actor/actor_weight_ramp_progress,94,1.0,1785353860.3469114
train/actor/actor_weight_ramp_progress,95,1.0,1785353946.2283897
train/actor/actor_weight_ramp_progress,96,1.0,1785354030.5045338
train/actor/actor_weight_ramp_progress,97,1.0,1785354116.6630933
train/actor/actor_weight_ramp_progress,98,1.0,1785354200.287881
train/actor/actor_weight_ramp_progress,99,1.0,1785354286.5987585
train/actor/actor_weight_ramp_progress,100,1.0,1785354453.6616244
train/actor/bc_loss,14,0.08452241122722626,1785346417.156918
train/actor/bc_loss,15,0.02302463911473751,1785346504.0286129
train/actor/bc_loss,16,0.015421480871737003,1785346589.3809316
train/actor/bc_loss,17,0.013410648331046104,1785346675.9508498
train/actor/bc_loss,18,0.011962810531258583,1785346762.3431551
train/actor/bc_loss,19,0.011028826236724854,1785346848.5643709
train/actor/bc_loss,20,0.01075294241309166,1785347004.0486333
train/actor/bc_loss,21,0.010414864867925644,1785347089.2897503
train/actor/bc_loss,22,0.010183646343648434,1785347172.4349926
train/actor/bc_loss,23,0.01006258837878704,1785347257.2558815
train/actor/bc_loss,24,0.009914591908454895,1785347343.4041142
train/actor/bc_loss,25,0.009924695827066898,1785347426.5923982
train/actor/bc_loss,26,0.00992975477129221,1785347511.8279777
train/actor/bc_loss,27,0.010331879369914532,1785347595.1768231
train/actor/bc_loss,28,0.01004946231842041,1785347677.0147285
train/actor/bc_loss,29,0.009696888737380505,1785347759.272209
train/actor/bc_loss,30,0.009601777419447899,1785347912.3657944
train/actor/bc_loss,31,0.00949971191585064,1785347997.5713449
train/actor/bc_loss,32,0.009370462968945503,1785348081.8518922
train/actor/bc_loss,33,0.00938449613749981,1785348166.3423877
train/actor/bc_loss,34,0.009386739693582058,1785348251.1168003
train/actor/bc_loss,35,0.009349226951599121,1785348335.2873635
train/actor/bc_loss,36,0.0090781319886446,1785348418.8273773
train/actor/bc_loss,37,0.008901000022888184,1785348502.5793436
train/actor/bc_loss,38,0.00892246887087822,1785348588.7212691
train/actor/bc_loss,39,0.008754259906709194,1785348672.4356413
train/actor/bc_loss,40,0.008872613310813904,1785348831.140374
train/actor/bc_loss,41,0.008824052289128304,1785348917.7874148
train/actor/bc_loss,42,0.00873604603111744,1785349004.0303876
train/actor/bc_loss,43,0.008695611730217934,1785349086.2847416
train/actor/bc_loss,44,0.0086660860106349,1785349170.5658596
train/actor/bc_loss,45,0.008633733727037907,1785349256.90536
train/actor/bc_loss,46,0.00870603322982788,1785349342.0748694
train/actor/bc_loss,47,0.00881209783256054,1785349427.5549932
train/actor/bc_loss,48,0.008864985778927803,1785349512.2154813
train/actor/bc_loss,49,0.008826796896755695,1785349596.360313
train/actor/bc_loss,50,0.008823682554066181,1785349758.199444
train/actor/bc_loss,51,0.009021254256367683,1785349842.081458
train/actor/bc_loss,52,0.00903207715600729,1785349927.779922
train/actor/bc_loss,53,0.008921772241592407,1785350014.1415896
train/actor/bc_loss,54,0.008942369371652603,1785350099.6472127
train/actor/bc_loss,55,0.00890399795025587,1785350184.6883883
train/actor/bc_loss,56,0.008967094123363495,1785350270.449852
train/actor/bc_loss,57,0.009067564271390438,1785350355.5916545
train/actor/bc_loss,58,0.009086383506655693,1785350441.0131412
train/actor/bc_loss,59,0.008986115455627441,1785350527.1428845
train/actor/bc_loss,60,0.009105032309889793,1785350691.3534608
train/actor/bc_loss,61,0.009121453389525414,1785350775.829355
train/actor/bc_loss,62,0.009129628539085388,1785350860.3095849
train/actor/bc_loss,63,0.009177770465612411,1785350945.3118975
train/actor/bc_loss,64,0.00930280052125454,1785351031.4768765
train/actor/bc_loss,65,0.009373946115374565,1785351119.335413
train/actor/bc_loss,66,0.009304054081439972,1785351207.0411296
train/actor/bc_loss,67,0.009195227175951004,1785351291.5525327
train/actor/bc_loss,68,0.009301364421844482,1785351378.6348715
train/actor/bc_loss,69,0.009198950603604317,1785351464.8164287
train/actor/bc_loss,70,0.009037867188453674,1785351631.1250348
train/actor/bc_loss,71,0.009026063606142998,1785351718.0019836
train/actor/bc_loss,72,0.0091337189078331,1785351802.8245733
train/actor/bc_loss,73,0.009105948731303215,1785351890.0644944
train/actor/bc_loss,74,0.009089689701795578,1785351977.740621
train/actor/bc_loss,75,0.00915946438908577,1785352064.0562823
train/actor/bc_loss,76,0.008961230516433716,1785352150.5878441
train/actor/bc_loss,77,0.008946524932980537,1785352238.0926654
train/actor/bc_loss,78,0.00884865503758192,1785352324.4837847
train/actor/bc_loss,79,0.008797967806458473,1785352410.6451352
train/actor/bc_loss,80,0.008789241313934326,1785352577.8544269
train/actor/bc_loss,81,0.008785029873251915,1785352662.5434813
train/actor/bc_loss,82,0.008710418827831745,1785352745.7242486
train/actor/bc_loss,83,0.008831532672047615,1785352828.719217
train/actor/bc_loss,84,0.008885523304343224,1785352916.5979044
train/actor/bc_loss,85,0.008973496966063976,1785353003.0894365
train/actor/bc_loss,86,0.009006692096590996,1785353089.1087747
train/actor/bc_loss,87,0.009204748086631298,1785353174.778876
train/actor/bc_loss,88,0.009188099764287472,1785353260.1689324
train/actor/bc_loss,89,0.009312516078352928,1785353344.2231793
train/actor/bc_loss,90,0.009340664371848106,1785353514.4957087
train/actor/bc_loss,91,0.009450838901102543,1785353599.1097548
train/actor/bc_loss,92,0.009611830115318298,1785353686.3972054
train/actor/bc_loss,93,0.009517811238765717,1785353771.405317
train/actor/bc_loss,94,0.009413723833858967,1785353860.3469915
train/actor/bc_loss,95,0.009493807330727577,1785353946.228469
train/actor/bc_loss,96,0.009451502934098244,1785354030.5046132
train/actor/bc_loss,97,0.009619124233722687,1785354116.663173
train/actor/bc_loss,98,0.009391154162585735,1785354200.2879612
train/actor/bc_loss,99,0.009407022036612034,1785354286.5988395
train/actor/bc_loss,100,0.009321230463683605,1785354453.661706
train/actor/bc_weight,14,7.0,1785346417.1576219
train/actor/bc_weight,15,7.0,1785346504.029384
train/actor/bc_weight,16,7.0,1785346589.3815422
train/actor/bc_weight,17,7.0,1785346675.9514515
train/actor/bc_weight,18,7.0,1785346762.3437538
train/actor/bc_weight,19,7.0,1785346848.5649993
train/actor/bc_weight,20,7.0,1785347004.0492675
train/actor/bc_weight,21,7.0,1785347089.2903652
train/actor/bc_weight,22,7.0,1785347172.4352248
train/actor/bc_weight,23,7.0,1785347257.2561302
train/actor/bc_weight,24,7.0,1785347343.4047377
train/actor/bc_weight,25,7.0,1785347426.5930166
train/actor/bc_weight,26,6.977499961853027,1785347511.8281946
train/actor/bc_weight,27,6.820000171661377,1785347595.1774654
train/actor/bc_weight,28,6.639999866485596,1785347677.015389
train/actor/bc_weight,29,6.460000038146973,1785347759.2732036
train/actor/bc_weight,30,6.28000020980835,1785347912.366415
train/actor/bc_weight,31,6.099999904632568,1785347997.5719512
train/actor/bc_weight,32,5.920000076293945,1785348081.852524
train/actor/bc_weight,33,5.739999771118164,1785348166.343056
train/actor/bc_weight,34,5.559999942779541,1785348251.1176107
train/actor/bc_weight,35,5.380000114440918,1785348335.2879972
train/actor/bc_weight,36,5.199999809265137,1785348418.8280053
train/actor/bc_weight,37,5.019999980926514,1785348502.579615
train/actor/bc_weight,38,4.840000152587891,1785348588.7218819
train/actor/bc_weight,39,4.659999847412109,1785348672.4362764
train/actor/bc_weight,40,4.480000019073486,1785348831.1409912
train/actor/bc_weight,41,4.300000190734863,1785348917.788042
train/actor/bc_weight,42,4.119999885559082,1785349004.0310276
train/actor/bc_weight,43,3.940000057220459,1785349086.2852137
train/actor/bc_weight,44,3.759999990463257,1785349170.5662966
train/actor/bc_weight,45,3.5799999237060547,1785349256.9059918
train/actor/bc_weight,46,3.4000000953674316,1785349342.0755172
train/actor/bc_weight,47,3.2200000286102295,1785349427.5556014
train/actor/bc_weight,48,3.0399999618530273,1785349512.2160974
train/actor/bc_weight,49,2.859999895095825,1785349596.3609464
train/actor/bc_weight,50,2.680000066757202,1785349758.199781
train/actor/bc_weight,51,2.5225000381469727,1785349842.081779
train/actor/bc_weight,52,2.5,1785349927.7805617
train/actor/bc_weight,53,2.5,1785350014.1422095
train/actor/bc_weight,54,2.5,1785350099.6478667
train/actor/bc_weight,55,2.5,1785350184.6889822
train/actor/bc_weight,56,2.5,1785350270.450332
train/actor/bc_weight,57,2.5,1785350355.591991
train/actor/bc_weight,58,2.5,1785350441.0137799
train/actor/bc_weight,59,2.5,1785350527.1435094
train/actor/bc_weight,60,2.5,1785350691.353783
train/actor/bc_weight,61,2.5,1785350775.829977
train/actor/bc_weight,62,2.5,1785350860.310148
train/actor/bc_weight,63,2.5,1785350945.312458
train/actor/bc_weight,64,2.5,1785351031.4775074
train/actor/bc_weight,65,2.5,1785351119.3360267
train/actor/bc_weight,66,2.5,1785351207.041845
train/actor/bc_weight,67,2.5,1785351291.5531297
train/actor/bc_weight,68,2.5,1785351378.6354806
train/actor/bc_weight,69,2.5,1785351464.8170462
train/actor/bc_weight,70,2.5,1785351631.1256573
train/actor/bc_weight,71,2.5,1785351718.002606
train/actor/bc_weight,72,2.5,1785351802.825132
train/actor/bc_weight,73,2.5,1785351890.064787
train/actor/bc_weight,74,2.5,1785351977.7412505
train/actor/bc_weight,75,2.5,1785352064.05689
train/actor/bc_weight,76,2.5,1785352150.5881226
train/actor/bc_weight,77,2.5,1785352238.0932727
train/actor/bc_weight,78,2.5,1785352324.4843886
train/actor/bc_weight,79,2.5,1785352410.6457777
train/actor/bc_weight,80,2.5,1785352577.8550391
train/actor/bc_weight,81,2.5,1785352662.5441034
train/actor/bc_weight,82,2.5,1785352745.7249048
train/actor/bc_weight,83,2.5,1785352828.719769
train/actor/bc_weight,84,2.5,1785352916.5984938
train/actor/bc_weight,85,2.5,1785353003.0900533
train/actor/bc_weight,86,2.5,1785353089.1093884
train/actor/bc_weight,87,2.5,1785353174.779473
train/actor/bc_weight,88,2.5,1785353260.169543
train/actor/bc_weight,89,2.5,1785353344.2237852
train/actor/bc_weight,90,2.5,1785353514.4963248
train/actor/bc_weight,91,2.5,1785353599.110374
train/actor/bc_weight,92,2.5,1785353686.3978136
train/actor/bc_weight,93,2.5,1785353771.4059458
train/actor/bc_weight,94,2.5,1785353860.3476148
train/actor/bc_weight,95,2.5,1785353946.2287989
train/actor/bc_weight,96,2.5,1785354030.5049782
train/actor/bc_weight,97,2.5,1785354116.6637826
train/actor/bc_weight,98,2.5,1785354200.2883704
train/actor/bc_weight,99,2.5,1785354286.5995028
train/actor/bc_weight,100,2.5,1785354453.6623495
train/actor/q_weight,14,0.05000000074505806,1785346417.158058
train/actor/q_weight,15,0.05000000074505806,1785346504.0296402
train/actor/q_weight,16,0.05000000074505806,1785346589.381786
train/actor/q_weight,17,0.05000000074505806,1785346675.9516966
train/actor/q_weight,18,0.05000000074505806,1785346762.34402
train/actor/q_weight,19,0.05000000074505806,1785346848.5652409
train/actor/q_weight,20,0.05000000074505806,1785347004.0500417
train/actor/q_weight,21,0.05000000074505806,1785347089.29061
train/actor/q_weight,22,0.05000000074505806,1785347172.435466
train/actor/q_weight,23,0.05000000074505806,1785347257.2563717
train/actor/q_weight,24,0.05000000074505806,1785347343.4049835
train/actor/q_weight,25,0.05000000074505806,1785347426.5933096
train/actor/q_weight,26,0.052000001072883606,1785347511.8284373
train/actor/q_weight,27,0.06599999964237213,1785347595.1777182
train/actor/q_weight,28,0.0820000022649765,1785347677.0156283
train/actor/q_weight,29,0.09799999743700027,1785347759.2734728
train/actor/q_weight,30,0.11400000005960464,1785347912.3671873
train/actor/q_weight,31,0.12999999523162842,1785347997.572067
train/actor/q_weight,32,0.1459999978542328,1785348081.852771
train/actor/q_weight,33,0.16200000047683716,1785348166.3432965
train/actor/q_weight,34,0.17800000309944153,1785348251.1178916
train/actor/q_weight,35,0.1940000057220459,1785348335.288238
train/actor/q_weight,36,0.20999999344348907,1785348418.8282506
train/actor/q_weight,37,0.22599999606609344,1785348502.5798564
train/actor/q_weight,38,0.24199999868869781,1785348588.722122
train/actor/q_weight,39,0.257999986410141,1785348672.43652
train/actor/q_weight,40,0.27399998903274536,1785348831.1417441
train/actor/q_weight,41,0.28999999165534973,1785348917.7882905
train/actor/q_weight,42,0.3059999942779541,1785349004.0312731
train/actor/q_weight,43,0.32199999690055847,1785349086.2854571
train/actor/q_weight,44,0.33799999952316284,1785349170.566536
train/actor/q_weight,45,0.3540000021457672,1785349256.9062366
train/actor/q_weight,46,0.3700000047683716,1785349342.0757573
train/actor/q_weight,47,0.38600000739097595,1785349427.5558476
train/actor/q_weight,48,0.4020000100135803,1785349512.216339
train/actor/q_weight,49,0.4180000126361847,1785349596.3611934
train/actor/q_weight,50,0.4339999854564667,1785349758.2002878
train/actor/q_weight,51,0.4480000138282776,1785349842.0820212
train/actor/q_weight,52,0.44999998807907104,1785349927.7808018
train/actor/q_weight,53,0.44999998807907104,1785350014.1424532
train/actor/q_weight,54,0.44999998807907104,1785350099.6481252
train/actor/q_weight,55,0.44999998807907104,1785350184.6892242
train/actor/q_weight,56,0.44999998807907104,1785350270.450581
train/actor/q_weight,57,0.44999998807907104,1785350355.5922315
train/actor/q_weight,58,0.44999998807907104,1785350441.014049
train/actor/q_weight,59,0.44999998807907104,1785350527.1437542
