run,bin_index,bin_start_h,bin_end_h,samples,cgroup_current_gib_median,cgroup_current_gib_peak,cgroup_current_gib_last,gpu0_memory_gib_median,gpu0_memory_gib_peak,gpu0_memory_gib_last,gpu1_memory_gib_median,gpu1_memory_gib_peak,gpu1_memory_gib_last,env_rss_gib_median,env_rss_gib_peak,env_rss_gib_last
successful_grpo_baseline,166,27.667,27.833,283,228.867,230.672,230.272,24.255,28.612,23.999,23.63,28.669,24.374,129.15,130.942,130.541
successful_grpo_baseline,167,27.833,28.0,282,232.5,234.892,234.487,26.311,27.837,25.51,25.056,26.807,25.589,132.764,135.15,134.746
successful_grpo_baseline,168,28.0,28.167,283,228.401,235.825,228.127,24.952,28.515,24.065,24.767,28.493,23.837,128.668,136.065,128.398
successful_grpo_baseline,169,28.167,28.333,283,230.221,231.546,230.807,25.202,26.337,25.462,25.171,26.307,25.915,130.483,131.784,131.001
successful_grpo_baseline,170,28.333,28.5,280,231.967,236.01,232.072,26.37,28.651,24.89,26.029,28.513,24.859,132.153,133.851,129.533
successful_grpo_baseline,171,28.5,28.667,282,232.782,234.83,234.829,24.822,26.587,26.587,24.514,25.807,25.807,130.228,132.272,132.272
successful_grpo_baseline,172,28.667,28.833,284,235.38,235.999,235.588,26.772,28.587,28.587,26.179,27.556,25.493,133.542,135.161,134.76
successful_grpo_baseline,173,28.833,29.0,282,231.262,236.0,231.767,24.64,28.587,23.534,24.287,28.513,24.173,131.491,135.562,131.988
successful_grpo_baseline,174,29.0,29.167,283,232.562,233.819,233.819,25.899,27.774,25.197,25.886,27.307,26.138,132.783,134.028,134.028
successful_grpo_baseline,175,29.167,29.333,283,233.494,235.63,229.599,25.995,28.554,24.161,26.255,28.556,24.671,133.766,135.979,129.929
successful_grpo_baseline,176,29.333,29.5,283,230.326,232.542,232.542,24.712,26.337,26.337,24.777,26.807,26.807,130.535,132.741,132.741
successful_grpo_baseline,177,29.5,29.667,282,233.294,236.0,230.766,26.18,28.515,18.015,26.626,28.532,17.984,133.48,134.823,129.619
successful_grpo_baseline,178,29.667,29.833,283,232.524,233.957,233.189,24.792,26.337,24.593,24.388,25.675,24.005,131.372,132.822,132.045
successful_grpo_baseline,179,29.833,30.0,283,234.954,235.999,235.185,26.579,27.837,26.579,26.057,27.557,26.874,133.808,135.354,134.553
successful_grpo_baseline,180,30.0,30.167,282,230.491,235.185,230.962,24.321,28.515,25.952,24.13,28.63,25.672,129.888,134.553,130.319
successful_grpo_baseline,181,30.167,30.333,283,232.414,235.135,234.917,26.048,27.837,27.45,25.808,27.557,27.516,131.77,134.607,134.266
successful_grpo_baseline,182,30.333,30.5,283,235.382,235.999,228.217,27.382,29.337,24.663,27.005,29.057,24.921,134.887,137.375,129.63
successful_grpo_baseline,183,30.5,30.667,282,229.568,231.151,231.151,24.831,26.337,24.028,25.397,27.057,25.609,130.982,132.554,132.554
successful_grpo_baseline,184,30.667,30.833,283,233.581,235.523,230.549,26.837,28.587,16.753,27.097,29.057,16.966,134.985,137.025,131.515
successful_grpo_baseline,185,30.833,31.0,283,228.11,230.558,230.114,23.911,28.651,25.003,24.305,28.513,25.218,129.511,131.91,131.51
successful_grpo_baseline,186,31.0,31.167,283,231.533,233.303,233.019,26.087,27.087,27.046,26.056,27.807,27.806,132.92,134.675,134.391
successful_grpo_baseline,187,31.167,31.333,283,229.387,234.899,229.876,24.952,28.554,24.913,24.672,28.513,25.358,130.787,136.28,131.276
successful_grpo_baseline,188,31.333,31.5,282,231.745,233.783,233.459,25.201,27.087,27.087,25.859,27.494,27.493,133.12,135.142,134.847
successful_grpo_baseline,189,31.5,31.667,283,232.454,233.919,228.644,24.673,28.515,21.062,24.353,28.61,21.462,133.804,135.28,130.043
successful_grpo_baseline,190,31.667,31.833,283,228.702,230.867,230.061,24.173,25.587,24.329,24.427,25.807,24.927,130.091,132.275,131.474
successful_grpo_baseline,191,31.833,32.0,283,231.498,232.618,232.217,25.798,27.087,25.632,25.931,27.307,25.847,132.935,134.009,133.45
successful_grpo_baseline,192,32.0,32.167,282,229.491,232.619,229.694,24.638,28.515,25.612,24.821,28.493,25.675,130.851,133.608,131.05
successful_grpo_baseline,193,32.167,32.333,283,230.986,233.175,232.387,25.87,27.587,26.956,25.458,26.807,26.807,132.342,134.526,133.738
successful_grpo_baseline,194,32.333,32.5,282,233.004,236.327,233.766,25.999,28.476,25.452,24.943,28.513,25.172,132.83,135.783,131.983
successful_grpo_baseline,195,32.5,32.667,283,234.627,235.983,235.394,25.452,27.087,26.792,24.689,25.807,25.807,132.832,134.625,134.225
successful_grpo_baseline,196,32.667,32.833,283,235.58,235.999,227.949,27.087,28.572,13.936,25.807,28.474,13.901,135.619,137.214,129.932
successful_grpo_baseline,197,32.833,33.0,283,228.039,229.577,229.179,24.479,26.274,25.472,23.876,25.176,22.923,130.42,131.976,131.575
successful_grpo_baseline,198,33.0,33.167,283,229.663,230.705,230.635,24.524,26.024,26.024,24.177,25.557,23.808,132.022,133.089,132.62
successful_grpo_baseline,199,33.167,33.333,282,229.506,231.304,230.163,24.596,28.515,23.985,24.27,28.493,24.583,132.005,133.684,132.635
successful_grpo_baseline,200,33.333,33.5,283,232.183,233.817,233.817,25.423,27.337,26.462,25.922,27.557,27.265,135.027,136.727,136.727
successful_grpo_baseline,201,33.5,33.667,283,233.882,235.403,228.413,26.849,29.087,24.952,26.358,28.493,24.921,136.795,138.819,131.854
successful_grpo_baseline,202,33.667,33.833,283,229.378,230.464,230.464,24.962,27.087,27.087,25.044,26.807,26.518,132.792,133.866,133.866
successful_grpo_baseline,203,33.833,34.0,283,231.708,234.042,230.902,26.796,28.337,28.321,27.005,29.057,14.974,135.119,137.622,133.772
successful_grpo_baseline,204,34.0,34.167,282,227.905,231.234,228.559,23.907,28.515,23.343,24.312,28.474,24.308,131.262,134.101,131.999
successful_grpo_baseline,205,34.167,34.333,283,229.148,231.131,230.731,24.962,26.087,24.829,26.427,28.306,26.847,132.57,134.524,134.124
successful_grpo_baseline,206,34.333,34.5,283,228.031,232.439,227.985,24.702,28.515,25.14,24.672,29.557,25.172,131.435,135.835,131.384
successful_grpo_baseline,207,34.5,34.667,283,228.879,231.142,231.025,24.649,26.774,26.774,24.927,26.557,26.557,132.275,134.532,134.425
successful_grpo_baseline,208,34.667,34.833,283,231.471,233.762,227.711,26.097,28.593,20.708,25.722,28.493,20.87,134.866,137.139,131.102
successful_grpo_baseline,209,34.833,35.0,282,228.988,231.424,231.424,24.952,26.587,24.849,24.387,26.057,24.888,132.376,134.801,134.801
successful_grpo_baseline,210,35.0,35.167,283,231.445,233.723,233.322,26.64,28.087,25.999,26.005,27.557,27.515,134.82,137.084,136.682
successful_grpo_baseline,211,35.167,35.333,282,228.314,234.477,228.716,24.363,28.573,25.644,23.772,28.571,25.176,131.579,137.836,132.091
successful_grpo_baseline,212,35.333,35.5,283,229.583,231.663,231.408,25.644,27.274,27.274,24.727,26.557,26.557,133.037,134.996,134.736
successful_grpo_baseline,213,35.5,35.667,283,228.816,232.968,228.816,25.202,28.495,22.261,24.921,28.552,23.079,132.151,136.269,132.151
successful_grpo_baseline,214,35.667,35.833,283,230.083,231.447,230.995,24.851,26.024,23.896,25.181,26.307,25.624,133.425,134.774,134.324
successful_grpo_baseline,215,35.833,36.0,283,232.353,234.305,227.676,26.774,28.495,21.339,26.388,28.532,21.111,135.734,137.627,131.015
successful_grpo_baseline,216,36.0,36.167,282,228.817,229.562,229.16,24.173,25.456,24.659,24.83,26.057,25.181,131.906,132.905,132.492
successful_grpo_baseline,217,36.167,36.333,283,231.116,233.112,232.71,25.587,27.337,26.503,25.977,27.557,26.968,134.432,136.444,136.043
successful_grpo_baseline,218,36.333,36.5,281,230.964,236.267,231.149,24.89,28.534,25.952,24.859,28.513,25.171,131.817,137.809,132.022
successful_grpo_baseline,219,36.5,36.667,283,232.193,234.566,234.566,25.739,27.337,27.337,25.202,27.307,27.307,133.031,135.393,135.393
successful_grpo_baseline,220,36.667,36.833,283,234.606,235.994,229.383,26.173,28.515,21.375,26.044,28.513,21.882,135.445,137.202,130.997
successful_grpo_baseline,221,36.833,37.0,283,230.574,232.507,232.13,24.462,26.337,23.958,24.708,25.807,24.347,132.187,134.111,133.731
successful_grpo_baseline,222,37.0,37.167,283,233.18,234.876,229.277,26.173,28.515,28.515,25.939,28.493,28.493,134.788,136.474,130.456
successful_grpo_baseline,223,37.167,37.333,282,229.538,231.163,230.763,24.043,28.729,25.337,24.23,28.513,25.744,131.129,132.655,132.365
successful_grpo_baseline,224,37.333,37.5,283,231.789,232.572,232.477,25.659,27.087,27.087,25.864,27.244,27.243,133.384,134.284,134.081
successful_grpo_baseline,225,37.5,37.667,283,230.18,232.483,231.318,23.976,28.495,23.976,24.243,28.532,24.45,131.797,134.081,132.934
successful_grpo_baseline,226,37.667,37.833,283,232.613,234.237,234.121,25.89,27.524,26.649,25.431,26.557,25.431,134.23,135.85,135.729
successful_grpo_baseline,227,37.833,38.0,282,234.812,235.542,229.727,26.86,28.515,24.952,25.853,28.493,24.672,136.437,137.147,131.315
successful_grpo_baseline,228,38.0,38.167,283,230.579,231.493,230.857,24.835,25.837,25.837,24.671,25.807,25.806,132.167,133.071,132.457
successful_grpo_baseline,229,38.167,38.333,282,231.702,233.304,231.923,25.712,27.587,27.571,25.673,27.057,14.974,133.268,135.074,132.958
successful_grpo_baseline,230,38.333,38.5,283,230.073,232.469,232.038,24.382,28.554,24.673,24.005,28.591,24.388,131.654,134.044,133.614
successful_grpo_baseline,231,38.5,38.667,283,233.468,235.962,235.195,26.087,27.837,26.093,25.673,27.807,26.642,135.031,137.633,137.232
successful_grpo_baseline,232,38.667,38.833,282,228.715,235.999,228.827,25.231,28.515,25.354,24.671,28.493,24.922,131.458,138.703,131.485
successful_grpo_baseline,233,38.833,39.0,283,230.085,231.565,231.565,25.409,27.087,27.087,24.915,26.057,26.056,132.815,134.303,134.303
successful_grpo_baseline,234,39.0,39.167,283,231.624,232.565,228.368,24.866,28.554,20.417,23.392,28.493,20.591,134.363,135.299,131.109
successful_grpo_baseline,235,39.167,39.333,283,229.803,231.368,230.822,24.345,26.087,24.54,25.03,26.557,24.173,132.556,134.218,133.552
successful_grpo_baseline,236,39.333,39.5,283,232.693,233.98,233.566,26.462,27.587,26.04,27.056,28.557,26.714,135.419,136.723,136.307
successful_grpo_baseline,237,39.5,39.667,282,229.166,234.424,230.227,24.081,28.495,24.372,24.515,28.556,26.113,131.872,137.146,132.951
successful_grpo_baseline,238,39.667,39.833,283,231.528,233.881,233.289,25.087,26.837,26.2,25.886,27.244,26.896,134.276,136.592,135.924
successful_grpo_baseline,239,39.833,40.0,283,229.386,234.745,228.815,25.343,28.554,25.452,25.454,28.474,22.933,131.996,137.442,131.533
successful_grpo_baseline,240,40.0,40.167,283,229.545,230.872,230.474,25.212,27.087,27.087,24.341,25.307,23.558,132.261,133.579,133.179
successful_grpo_baseline,241,40.167,40.333,273,231.922,236.064,73.76,27.159,28.593,0.521,25.378,28.513,0.0,134.62,136.085,0.0
