timestamp,driver_alive,host_mem_available_kib,gpu2_used_mib,gpu2_util_pct,gpu3_used_mib,gpu3_util_pct,gpu6_used_mib,gpu6_util_pct,gpu7_used_mib,gpu7_util_pct
2026-08-24T11:37:45+00:00,1,1868420960,18835,0,19223,2,18771,2,17971,2
2026-08-24T11:38:46+00:00,1,1831632912,24649,93,24781,71,24585,98,23785,16
2026-08-24T11:39:46+00:00,1,1839867084,24649,0,24781,0,24585,8,23785,0
2026-08-24T11:40:46+00:00,1,1864468268,23443,0,23333,0,23177,0,22877,0
2026-08-24T11:41:46+00:00,1,1864696676,22607,1,22697,61,22543,16,22039,0
2026-08-24T11:42:46+00:00,1,1861827324,24649,92,24781,0,24585,0,23785,67
2026-08-24T11:43:47+00:00,1,1857731920,24351,3,24385,0,24287,0,23945,0
2026-08-24T11:44:47+00:00,1,1857989572,23457,0,23197,3,23297,0,22551,0
2026-08-24T11:45:47+00:00,1,1857887416,22469,0,23595,0,22459,0,21915,0
2026-08-24T11:46:47+00:00,1,1856696256,25161,67,25549,89,25353,91,24297,18
2026-08-24T11:47:47+00:00,1,1856698116,24283,42,24047,3,24201,0,24157,2
2026-08-24T11:48:47+00:00,1,1836758584,32679,97,33067,100,33125,32,32227,100
2026-08-24T11:49:48+00:00,1,1852813700,21643,0,23001,3,22347,0,22005,2
2026-08-24T11:50:48+00:00,1,1846420168,22391,0,22779,0,22543,3,21783,0
2026-08-24T11:51:48+00:00,1,1839536932,24649,0,24699,0,24801,0,24001,21
2026-08-24T11:52:48+00:00,1,1837612304,24553,0,25293,58,25097,0,24297,0
2026-08-24T11:53:48+00:00,1,1837673324,23461,0,24051,0,24111,1,23055,0
2026-08-24T11:54:48+00:00,1,1837417068,22569,0,23511,0,23219,0,22515,83
2026-08-24T11:55:49+00:00,1,1832757044,24649,0,25293,0,25097,100,24297,100
2026-08-24T11:56:49+00:00,1,1830465208,24055,0,24995,0,25001,0,24201,1
2026-08-24T11:57:49+00:00,1,1830959352,22771,3,23807,0,20837,2,23311,3
2026-08-24T11:58:49+00:00,1,1833733884,23369,51,21803,0,19337,0,18591,0
2026-08-24T11:59:49+00:00,1,1833579512,22303,0,23501,0,23561,94,23017,0
2026-08-24T12:00:50+00:00,1,1833790744,17507,0,17893,0,17497,2,16953,1
2026-08-24T12:01:50+00:00,1,1832831148,23115,2,23501,77,23563,50,23019,95
2026-08-24T12:02:50+00:00,1,1833295360,22075,4,22691,0,22659,0,22209,0
2026-08-24T12:03:50+00:00,1,1832936280,21373,0,21759,0,21767,4,21277,0
2026-08-24T12:04:50+00:00,1,1832363704,20737,0,21977,0,21185,1,22643,0
2026-08-24T12:05:51+00:00,1,1831501920,23627,64,24013,0,24331,0,23787,45
2026-08-24T12:06:51+00:00,1,1829622356,23235,0,23419,0,23737,5,23193,0
