h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_p05,residual_median,residual_p95,weight_p05,weight_mean,weight_p50,weight_p95,at_min_fraction,at_max_fraction
0,-3.9364054203033447,0.2672184109687805,-3.872858728370221,-1.021571546792984,0.23780792951583862,1.768871247768402,0.489214226603508,1.149195535551934,1.1189039945602417,1.884435623884201,0.002976190476190476,0.03869047619047619
1,-3.9425177574157715,0.27497637271881104,-3.8500681037142623,-1.0580356121063232,0.3362094908952713,1.9045732021331787,0.4709821939468384,1.1761785027171885,1.1681047677993774,1.9522865414619446,0.005952380952380952,0.044642857142857144
2,-3.9494428634643555,0.2894531488418579,-3.876542018974245,-1.2271006405353546,0.25185731053352356,1.867470920085907,0.3864496797323227,1.1391163533996969,1.1259286403656006,1.9337354898452759,0.002976190476190476,0.03571428571428571
3,-3.9561429023742676,0.3049774169921875,-3.84282631029591,-1.1404604613780975,0.3715571314096451,1.8144973814487457,0.42976976931095123,1.157956494107133,1.185778558254242,1.9072486758232117,0.005952380952380952,0.041666666666666664
4,-3.939398765563965,0.33291131258010864,-3.882338585096165,-1.115747094154358,0.171397365629673,1.6657052338123322,0.44212645292282104,1.1006407782080627,1.0856987237930298,1.8328526318073273,0.0,0.02976190476190476
5,-3.940735340118408,0.34868142008781433,-3.866841790956121,-0.9974978119134903,0.2119228094816208,1.7830076813697815,0.5012510716915131,1.130151113761323,1.1059614419937134,1.8915038108825684,0.002976190476190476,0.02976190476190476
6,-3.9495110511779785,0.36385029554367065,-3.863144815303711,-1.2178409099578857,0.23736733943223953,1.865416944026947,0.39107954502105713,1.1141943096050195,1.118683636188507,1.9327084720134735,0.002976190476190476,0.03571428571428571
7,-3.955054759979248,0.3606668710708618,-3.861737427541903,-1.121466487646103,0.2587353587150574,1.8728367984294891,0.43926675617694855,1.1420054386059444,1.129367709159851,1.9364184439182281,0.002976190476190476,0.03869047619047619
8,-3.9779438972473145,0.3880648612976074,-3.851859050171838,-1.1656031608581543,0.3249068260192871,1.7141865491867065,0.41719841957092285,1.1620598137378693,1.1624534130096436,1.8570932745933533,0.002976190476190476,0.03571428571428571
9,-3.9737582206726074,0.3859729766845703,-3.8563522528496703,-1.2582516372203827,0.30418163537979126,1.9600330889225006,0.37087418138980865,1.1438626107715426,1.152090847492218,1.9800164997577667,0.002976190476190476,0.044642857142857144
