tag,round,raw_step,value,wall_time,segment
env/episode_len,1,0,200.0,1790140498.7288756,0
env/episode_len,2,1,200.0,1790142790.002302,0
env/episode_len,3,2,200.0,1790144752.5601096,0
env/episode_len,4,3,200.0,1790147131.0790389,0
env/episode_len,5,4,200.0,1790149071.6513128,0
env/episode_len,6,5,200.0,1790151468.1276245,0
env/episode_len,7,6,200.0,1790153460.2359488,0
env/episode_len,8,7,200.0,1790155783.1063068,0
env/episode_len,9,8,200.0,1790157832.5318341,0
env/episode_len,10,9,200.0,1790160338.0955987,0
env/episode_len,11,10,200.0,1790162230.6448014,0
env/episode_len,12,11,200.0,1790164661.7178698,0
env/episode_len,13,12,200.0,1790166622.1650927,0
env/episode_len,14,13,200.0,1790168926.5385985,0
env/episode_len,15,14,200.0,1790170896.761325,0
env/episode_len,16,15,200.0,1790173228.4170575,0
env/episode_len,17,16,200.0,1790175146.3695004,0
env/episode_len,18,17,200.0,1790177476.857418,0
env/episode_len,19,18,200.0,1790179400.759458,0
env/episode_len,20,19,200.0,1790181833.481069,0
env/episode_len,21,20,200.0,1790183774.1934605,0
env/episode_len,22,21,200.0,1790186133.7516384,0
env/episode_len,23,22,200.0,1790188054.3071194,0
env/episode_len,24,23,200.0,1790190410.8829362,0
env/episode_len,25,24,200.0,1790192301.624194,0
env/episode_len,26,25,200.0,1790194598.3628647,0
env/episode_len,27,26,200.0,1790196532.1415105,0
env/episode_len,28,27,200.0,1790198873.513592,0
env/episode_len,29,28,200.0,1790200753.714204,0
env/episode_len,30,29,200.0,1790203140.7713497,0
env/episode_len,31,30,200.0,1790205044.0713956,0
env/episode_len,32,31,200.0,1790207395.451239,0
env/episode_len,33,32,200.0,1790209223.6195927,0
env/episode_len,34,33,200.0,1790211536.7042851,0
env/episode_len,35,34,200.0,1790213383.0429,0
env/episode_len,36,35,200.0,1790215763.6838133,0
env/episode_len,37,36,200.0,1790217712.3343587,0
env/episode_len,38,37,200.0,1790220175.4350455,0
env/episode_len,39,38,200.0,1790222052.7162843,0
env/episode_len,40,39,200.0,1790224516.223586,0
env/episode_len,41,40,200.0,1790226451.2611878,0
env/episode_len,42,41,200.0,1790228708.626299,0
env/episode_len,43,42,200.0,1790230657.0814505,0
env/episode_len,44,43,200.0,1790233005.5164766,0
env/episode_len,45,44,200.0,1790234861.945236,0
env/episode_len,46,45,200.0,1790237237.6397119,0
env/episode_len,47,46,200.0,1790239087.6629858,0
env/episode_len,48,47,200.0,1790241354.3520126,0
env/episode_len,49,48,200.0,1790243261.6394854,0
env/episode_len,50,49,200.0,1790245710.4380581,0
env/episode_len,51,50,200.0,1790247619.6047432,0
env/episode_len,52,51,200.0,1790250017.1209779,0
