run,step,success_pct,approx_kl,clip_pct,grad_norm,step_min,success_roll5_pct,success_roll10_pct
"DVAC global-z [0,2]",34,92.96875,0.031,16.8,37.477,24.451666666666664,92.265625,92.8515625
"DVAC global-z [0,2]",35,96.484375,0.028,10.6,18.379,24.248333333333335,93.515625,92.8125
"DVAC global-z [0,2]",36,96.875,0.036,16.8,22.18,24.13,94.375,93.0859375
"DVAC global-z [0,2]",37,98.4375,0.03,7.5,17.094,24.016666666666666,95.0,93.8671875
"DVAC global-z [0,2]",38,98.046875,0.08,13.5,16.881,23.945,96.5625,94.53125
"DVAC global-z [0,2]",39,87.109375,0.091,13.4,48.945,24.823333333333334,95.390625,93.828125
"DVAC global-z [0,2]",40,91.796875,0.047,15.4,39.958,24.94333333333333,94.453125,93.984375
"DVAC global-z [0,2]",41,95.3125,0.062,9.9,28.147,24.14,94.140625,94.2578125
"DVAC global-z [0,2]",42,97.265625,0.0081,11.4,29.332,24.293333333333333,93.90625,94.453125
"DVAC global-z [0,2]",43,94.140625,0.028,15.1,29.276,24.81833333333333,93.125,94.84375
"DVAC global-z [0,2]",44,88.671875,0.032,6.800000000000001,18.527,24.618333333333332,93.4375,94.4140625
"DVAC global-z [0,2]",45,95.703125,0.026,13.4,23.613,24.528333333333332,94.21875,94.3359375
"DVAC global-z [0,2]",46,94.921875,0.017,16.6,30.448,24.895,94.140625,94.140625
"DVAC global-z [0,2]",47,91.40625,0.035,15.6,39.02,24.803333333333335,92.96875,93.4375
"DVAC global-z [0,2]",48,90.625,0.053,23.599999999999998,22.229,24.608333333333334,92.265625,92.6953125
"DVAC global-z [0,2]",49,93.359375,0.059,9.4,32.791,24.273333333333333,93.203125,93.3203125
DVAC v1 global-z,1,77.34375,0.142,16.8,47.493,26.67833333333333,77.34375,77.34375
DVAC v1 global-z,2,74.21875,0.047,15.1,36.139,25.295,75.78125,75.78125
DVAC v1 global-z,3,76.5625,0.038,15.3,41.996,25.011666666666667,76.04166666666667,76.04166666666667
DVAC v1 global-z,4,77.734375,0.043,13.3,32.91,24.98166666666667,76.46484375,76.46484375
DVAC v1 global-z,5,80.46875,0.026,12.5,33.736,24.88,77.265625,77.265625
DVAC v1 global-z,6,84.765625,0.05,16.0,38.711,24.511666666666667,78.75,78.515625
DVAC v1 global-z,7,78.90625,0.069,17.299999999999997,43.568,25.133333333333333,79.6875,78.57142857142857
DVAC v1 global-z,8,83.203125,0.033,12.2,36.144,24.62333333333333,81.015625,79.150390625
DVAC v1 global-z,9,86.328125,0.043,13.4,34.438,24.92833333333333,82.734375,79.94791666666667
DVAC v1 global-z,10,78.515625,0.025,10.0,33.054,24.901666666666664,82.34375,79.8046875
DVAC v1 global-z,11,87.890625,0.033,13.900000000000002,28.825,24.415000000000003,82.96875,80.859375
DVAC v1 global-z,12,77.734375,0.024,11.5,36.776,25.09333333333333,82.734375,81.2109375
DVAC v1 global-z,13,76.5625,0.042,14.000000000000002,41.789,25.18166666666667,81.40625,81.2109375
DVAC v1 global-z,14,80.078125,0.051,12.7,38.995,24.881666666666668,80.15625,81.4453125
DVAC v1 global-z,15,81.640625,0.043,13.6,35.456,24.95833333333333,80.78125,81.5625
DVAC v1 global-z,16,84.375,0.031,8.4,31.225,24.473333333333336,80.078125,81.5234375
DVAC v1 global-z,17,80.859375,0.036,12.8,31.449,24.89333333333333,80.703125,81.71875
DVAC v1 global-z,18,89.84375,0.033,15.0,24.328,24.48166666666667,83.359375,82.3828125
DVAC v1 global-z,19,89.0625,0.04,14.7,43.251,24.78333333333333,85.15625,82.65625
DVAC v1 global-z,20,92.578125,0.051,14.7,30.946,25.048333333333336,87.34375,84.0625
DVAC v1 global-z,21,87.5,0.035,11.3,39.593,24.62333333333333,87.96875,84.0234375
DVAC v1 global-z,22,89.84375,0.064,14.2,31.486,24.735,89.765625,85.234375
DVAC v1 global-z,23,87.109375,0.049,17.2,38.412,24.7,89.21875,86.2890625
DVAC v1 global-z,24,78.515625,0.045,12.9,33.519,25.203333333333333,87.109375,86.1328125
DVAC v1 global-z,25,90.234375,0.0079,18.8,35.307,24.35666666666667,86.640625,86.9921875
DVAC v1 global-z,26,89.453125,0.041,12.0,36.625,24.48333333333333,87.03125,87.5
DVAC v1 global-z,27,92.96875,0.044,14.8,35.88,24.841666666666665,87.65625,88.7109375
DVAC v1 global-z,28,84.765625,0.033,13.7,42.279,25.055,87.1875,88.203125
DVAC v1 global-z,29,91.015625,0.027,15.1,23.851,24.315,89.6875,88.3984375
DVAC v1 global-z,30,91.40625,0.053,14.2,32.558,24.71333333333333,89.921875,88.28125
DVAC v1 global-z,31,91.796875,0.028,12.7,28.796,24.366666666666667,90.390625,88.7109375
DVAC v1 global-z,32,93.75,0.018,14.9,21.837,24.023333333333333,90.546875,89.1015625
DVAC v1 global-z,33,84.765625,0.044,16.0,37.129,25.07333333333333,90.546875,88.8671875
DVAC v1 global-z,34,85.546875,0.031,10.8,35.66,24.56,89.453125,89.5703125
DVAC v1 global-z,35,91.40625,0.06,17.0,33.641,24.415000000000003,89.453125,89.6875
DVAC v1 global-z,36,93.359375,0.049,17.0,22.736,24.238333333333333,89.765625,90.078125
DVAC v1 global-z,37,91.015625,0.023,18.8,36.771,24.64333333333333,89.21875,89.8828125
DVAC v1 global-z,38,92.578125,0.041,12.6,28.633,24.066666666666663,90.78125,90.6640625
DVAC v1 global-z,39,89.84375,0.054,24.1,27.365,24.48333333333333,91.640625,90.546875
DVAC v1 global-z,40,91.40625,0.044,17.1,32.225,24.67833333333333,91.640625,90.546875
DVAC v1 global-z,41,93.359375,0.069,13.900000000000002,30.726,24.60333333333333,91.640625,90.703125
DVAC v1 global-z,42,92.578125,0.076,15.8,29.308,24.311666666666667,91.953125,90.5859375
DVAC v1 global-z,43,88.671875,0.085,20.8,29.679,24.78333333333333,91.171875,90.9765625
DVAC v1 global-z,44,85.546875,0.048,12.6,35.227,24.961666666666662,90.3125,90.9765625
DVAC v1 global-z,45,89.0625,0.044,17.5,39.558,24.675,89.84375,90.7421875
DVAC v1 global-z,46,87.5,0.051,15.7,35.661,24.58333333333333,88.671875,90.15625
DVAC v1 global-z,47,87.890625,0.059,14.499999999999998,27.552,24.471666666666668,87.734375,89.84375
DVAC v1 global-z,48,85.546875,0.077,15.7,29.441,25.026666666666664,87.109375,89.140625
DVAC v1 global-z,49,91.015625,0.03,15.9,33.851,25.14333333333333,88.203125,89.2578125
DVAC v1 global-z,50,88.28125,0.042,21.0,40.118,25.03333333333333,88.046875,88.9453125
DVAC v1 global-z,51,95.703125,0.091,14.099999999999998,21.789,24.28666666666667,89.6875,89.1796875
DVAC v1 global-z,52,91.015625,0.035,11.5,26.698,24.76833333333333,90.3125,89.0234375
DVAC v1 global-z,53,87.890625,0.028,14.099999999999998,39.048,24.64,90.78125,88.9453125
DVAC v1 global-z,54,88.671875,0.048,14.4,34.04,24.555,90.3125,89.2578125
DVAC v2 R-only,1,82.421875,0.122,15.0,39.272,25.78666666666667,82.421875,82.421875
DVAC v2 R-only,2,76.171875,0.044,13.4,38.011,25.101666666666667,79.296875,79.296875
DVAC v2 R-only,3,78.90625,0.051,15.6,44.164,25.246666666666663,79.16666666666667,79.16666666666667
DVAC v2 R-only,4,81.25,0.032,12.7,46.177,25.361666666666668,79.6875,79.6875
DVAC v2 R-only,5,82.03125,0.021,13.7,29.716,24.97,80.15625,80.15625
DVAC v2 R-only,6,91.40625,0.044,11.0,29.378,24.523333333333333,81.953125,82.03125
DVAC v2 R-only,7,82.8125,0.03,12.9,33.815,24.813333333333333,83.28125,82.14285714285714
DVAC v2 R-only,8,81.640625,0.016,10.6,27.993,24.66166666666667,83.828125,82.080078125
DVAC v2 R-only,9,80.078125,0.039,14.2,44.476,25.245,83.59375,81.85763888888889
DVAC v2 R-only,10,84.765625,0.03,11.8,33.865,25.03333333333333,84.140625,82.1484375
DVAC v2 R-only,11,94.921875,0.02,8.3,21.699,24.42833333333333,84.84375,83.3984375
DVAC v2 R-only,12,74.609375,0.051,15.7,46.899,25.641666666666666,83.203125,83.2421875
DVAC v2 R-only,13,78.125,0.0095,12.5,37.165,24.961666666666662,82.5,83.1640625
DVAC v2 R-only,14,84.375,0.026,11.6,35.004,24.71333333333333,83.359375,83.4765625
DVAC v2 R-only,15,79.296875,0.061,11.4,34.818,24.81833333333333,82.265625,83.203125
DVAC v2 R-only,16,80.078125,0.019,13.4,34.959,24.988333333333333,79.296875,82.0703125
DVAC v2 R-only,17,85.546875,0.053,13.900000000000002,22.663,24.726666666666667,81.484375,82.34375
DVAC v2 R-only,18,78.125,0.032,14.3,42.792,25.405,81.484375,81.9921875
DVAC v2 R-only,19,79.6875,0.043,10.2,36.251,25.256666666666668,80.546875,81.953125
DVAC v2 R-only,20,87.109375,0.039,13.4,31.599,25.276666666666664,82.109375,82.1875
DVAC v2 R-only,21,80.859375,0.03,12.9,36.368,24.93,82.265625,80.78125
DVAC v2 R-only,22,87.109375,0.045,11.5,34.295,24.521666666666665,82.578125,82.03125
DVAC v2 R-only,23,86.71875,0.032,14.6,35.571,25.065,84.296875,82.890625
DVAC v2 R-only,24,81.640625,0.054,18.8,26.47,25.196666666666665,84.6875,82.6171875
DVAC v2 R-only,25,94.53125,0.028,15.6,23.655,24.796666666666667,86.171875,84.140625
DVAC v2 R-only,26,85.15625,0.038,14.4,40.565,25.136666666666667,87.03125,84.6484375
DVAC v2 R-only,27,90.234375,0.047,12.2,33.378,24.92833333333333,87.65625,85.1171875
DVAC v2 R-only,28,89.84375,0.035,19.8,29.385,24.836666666666662,88.28125,86.2890625
DVAC v2 R-only,29,91.40625,0.025,13.7,36.831,24.966666666666665,90.234375,87.4609375
DVAC v2 R-only,30,94.53125,0.011,9.1,26.245,24.715,90.234375,88.203125
DVAC v2 R-only,31,91.40625,0.045,15.2,27.526,24.738333333333333,91.484375,89.2578125
DVAC v2 R-only,32,95.3125,0.031,15.2,20.35,24.581666666666667,92.5,90.078125
DVAC v2 R-only,33,91.40625,0.037,17.599999999999998,27.22,24.62,92.8125,90.546875
DVAC v2 R-only,34,91.40625,0.054,17.2,22.965,24.73,92.8125,91.5234375
DVAC v2 R-only,35,89.453125,0.037,16.6,33.225,24.801666666666662,91.796875,91.015625
DVAC v2 R-only,36,95.703125,0.021,12.8,18.606,24.28166666666667,92.65625,92.0703125
DVAC v2 R-only,37,96.09375,0.033,16.7,21.438,24.813333333333333,92.8125,92.65625
DVAC v2 R-only,38,96.09375,0.0075,16.6,20.68,24.53333333333333,93.75,93.28125
DVAC v2 R-only,39,90.234375,0.053,16.900000000000002,31.009,24.515,93.515625,93.1640625
DVAC v2 R-only,40,91.40625,0.047,8.9,26.973,24.705,93.90625,92.8515625
DVAC v2 R-only,41,89.84375,0.048,19.0,30.458,25.25,92.734375,92.6953125
DVAC v2 R-only,42,90.625,0.032,13.6,26.613,24.453333333333333,91.640625,92.2265625
DVAC v2 R-only,43,91.40625,0.04,17.8,26.015,25.02,90.703125,92.2265625
DVAC v2 R-only,44,84.375,0.049,15.7,24.38,25.0,89.53125,91.5234375
DVAC v2 R-only,45,91.796875,0.091,13.5,20.109,24.563333333333333,89.609375,91.7578125
DVAC v2 R-only,46,92.96875,0.055,19.0,27.792,24.87,90.234375,91.484375
DVAC v2 R-only,47,90.625,0.018,13.0,35.173,24.83,90.234375,90.9375
DVAC v2 R-only,48,90.625,0.033,18.5,17.625,24.505,90.078125,90.390625
DVAC v2 R-only,49,92.578125,0.021,14.9,19.922,24.631666666666668,91.71875,90.625
DVAC v2 R-only,50,94.140625,0.026,20.6,25.274,25.065,92.1875,90.8984375
DVAC v2 R-only,51,94.140625,0.024,13.2,29.407,24.46,92.421875,91.328125
"DVAC v3 R-only [0,2]",1,85.15625,0.162,18.4,34.84,25.836666666666662,85.15625,85.15625
"DVAC v3 R-only [0,2]",2,69.140625,0.052,15.1,47.279,25.146666666666665,77.1484375,77.1484375
"DVAC v3 R-only [0,2]",3,73.046875,0.045,14.499999999999998,49.57,25.01,75.78125,75.78125
"DVAC v3 R-only [0,2]",4,81.25,0.037,16.1,42.152,24.74,77.1484375,77.1484375
"DVAC v3 R-only [0,2]",5,82.03125,0.041,12.2,47.926,25.121666666666663,78.125,78.125
"DVAC v3 R-only [0,2]",6,82.03125,0.049,13.8,57.588,25.175,77.5,78.77604166666667
"DVAC v3 R-only [0,2]",7,79.6875,0.027,15.4,45.657,24.975,79.609375,78.90625
"DVAC v3 R-only [0,2]",8,83.59375,0.033,14.3,60.123,24.85666666666667,81.71875,79.4921875
"DVAC v3 R-only [0,2]",9,85.9375,0.035,13.2,45.736,24.67833333333333,82.65625,80.20833333333333
"DVAC v3 R-only [0,2]",10,81.25,0.057,11.0,41.925,25.071666666666665,82.5,80.3125
"DVAC v3 R-only [0,2]",11,85.15625,0.014,11.3,43.223,24.473333333333336,83.125,80.3125
"DVAC v3 R-only [0,2]",12,81.640625,0.05,15.4,39.98,24.90666666666667,83.515625,81.5625
"DVAC v3 R-only [0,2]",13,80.46875,0.04,13.7,47.993,25.061666666666667,82.890625,82.3046875
"DVAC v3 R-only [0,2]",14,84.765625,0.045,12.9,37.792,24.516666666666666,82.65625,82.65625
"DVAC v3 R-only [0,2]",15,83.203125,0.027,9.3,41.273,24.771666666666665,83.046875,82.7734375
"DVAC v3 R-only [0,2]",16,89.0625,0.034,13.0,42.215,24.21833333333333,83.828125,83.4765625
"DVAC v3 R-only [0,2]",17,81.640625,0.02,14.000000000000002,36.945,24.695,83.828125,83.671875
"DVAC v3 R-only [0,2]",18,92.96875,0.022,16.7,29.856,24.566666666666663,86.328125,84.609375
"DVAC v3 R-only [0,2]",19,92.578125,0.039,19.3,31.056,24.683333333333334,87.890625,85.2734375
"DVAC v3 R-only [0,2]",20,93.75,0.058,22.6,29.741,24.511666666666667,90.0,86.5234375
"DVAC v3 R-only [0,2]",21,93.359375,0.018,17.599999999999998,31.392,24.461666666666662,90.859375,87.34375
"DVAC v3 R-only [0,2]",22,92.96875,0.034,13.3,52.144,24.59333333333333,93.125,88.4765625
"DVAC v3 R-only [0,2]",23,94.53125,0.038,18.1,33.303,24.715,93.4375,89.8828125
"DVAC v3 R-only [0,2]",24,85.9375,0.047,13.0,41.021,24.80666666666667,92.109375,90.0
"DVAC v3 R-only [0,2]",25,94.921875,0.036,15.5,36.424,24.345,92.34375,91.171875
"DVAC v3 R-only [0,2]",26,93.359375,0.04,14.6,39.367,24.6,92.34375,91.6015625
"DVAC v3 R-only [0,2]",27,91.015625,0.036,14.9,39.016,24.57,91.953125,92.5390625
"DVAC v3 R-only [0,2]",28,90.625,0.011,18.1,36.569,24.5,91.171875,92.3046875
"DVAC v3 R-only [0,2]",29,92.1875,0.069,15.1,31.739,24.56,92.421875,92.265625
"DVAC v3 R-only [0,2]",30,92.578125,0.028,18.7,38.276,25.02,91.953125,92.1484375
"DVAC v3 R-only [0,2]",31,96.484375,0.06,16.8,30.828,24.245,92.578125,92.4609375
"DVAC v3 R-only [0,2]",32,91.40625,0.063,16.1,39.827,24.655,92.65625,92.3046875
"DVAC v3 R-only [0,2]",33,90.234375,0.038,13.6,44.902,24.875,92.578125,91.875
"DVAC v3 R-only [0,2]",34,90.234375,0.024,18.6,38.718,24.42,92.1875,92.3046875
"DVAC v3 R-only [0,2]",35,94.53125,0.058,12.0,34.618,24.421666666666667,92.578125,92.265625
"DVAC v3 R-only [0,2]",36,95.703125,0.06,17.5,33.938,24.51333333333333,92.421875,92.5
"DVAC v3 R-only [0,2]",37,89.453125,0.025,18.7,32.094,24.683333333333334,92.03125,92.34375
"DVAC v3 R-only [0,2]",38,94.140625,0.087,21.4,35.938,24.65833333333333,92.8125,92.6953125
"DVAC v3 R-only [0,2]",39,92.96875,0.067,16.0,38.449,24.56833333333333,93.359375,92.7734375
"DVAC v3 R-only [0,2]",40,92.1875,0.045,13.900000000000002,43.349,25.113333333333333,92.890625,92.734375
"DVAC v3 R-only [0,2]",41,92.1875,0.03,15.2,34.566,24.50333333333333,92.1875,92.3046875
"DVAC v3 R-only [0,2]",42,93.359375,0.073,16.7,44.244,24.73,92.96875,92.5
"DVAC v3 R-only [0,2]",43,94.53125,0.0067,17.0,26.796,24.4,93.046875,92.9296875
"DVAC v3 R-only [0,2]",44,85.9375,0.029,15.2,40.812,24.77,91.640625,92.5
"DVAC v3 R-only [0,2]",45,88.671875,0.017,12.5,48.541,24.631666666666668,90.9375,91.9140625
"DVAC v3 R-only [0,2]",46,92.578125,0.029,13.5,45.356,24.545,91.015625,91.6015625
"DVAC v3 R-only [0,2]",47,90.625,0.048,16.1,38.708,24.655,90.46875,91.71875
"DVAC v3 R-only [0,2]",48,84.375,0.051,16.5,41.155,25.071666666666665,88.4375,90.7421875
"DVAC v3 R-only [0,2]",49,92.578125,0.053,13.7,38.833,24.295,89.765625,90.703125
Original GRPO,1,83.59375,0.111,21.0,28.65,23.971666666666668,83.59375,83.59375
Original GRPO,2,72.65625,0.078,19.4,35.52,24.15666666666667,78.125,78.125
Original GRPO,3,76.953125,0.042,18.9,39.954,24.19833333333333,77.734375,77.734375
Original GRPO,4,85.9375,0.05,15.4,33.845,24.33833333333333,79.78515625,79.78515625
Original GRPO,5,89.84375,0.04,10.7,22.997,23.631666666666668,81.796875,81.796875
Original GRPO,6,90.625,0.03,16.0,38.549,24.235,83.203125,83.26822916666667
Original GRPO,7,88.671875,0.034,12.0,36.739,23.706666666666667,86.40625,84.04017857142857
Original GRPO,8,89.84375,0.054,17.1,37.421,23.91,88.984375,84.765625
Original GRPO,9,87.109375,0.015,13.0,29.122,24.34333333333333,89.21875,85.02604166666667
Original GRPO,10,83.984375,0.033,12.3,39.783,25.57333333333333,88.046875,84.921875
Original GRPO,11,83.59375,0.056,15.5,29.032,24.746666666666663,86.640625,84.921875
Original GRPO,12,83.59375,0.061,16.3,40.197,24.95,85.625,86.015625
Original GRPO,13,76.5625,0.026,9.8,42.256,25.30333333333333,82.96875,85.9765625
Original GRPO,14,80.078125,0.023,11.7,38.402,25.235,81.5625,85.390625
Original GRPO,15,85.15625,0.037,12.1,40.51,24.87833333333333,81.796875,84.921875
Original GRPO,16,85.9375,0.027,12.0,38.035,24.703333333333333,82.265625,84.453125
Original GRPO,17,83.203125,0.03,12.6,34.02,24.72833333333333,82.1875,83.90625
Original GRPO,18,88.28125,0.034,17.4,31.316,24.956666666666667,84.53125,83.75
Original GRPO,19,86.328125,0.045,15.1,37.01,24.866666666666667,85.78125,83.671875
Original GRPO,20,92.96875,0.052,17.2,21.573,24.961666666666662,87.34375,84.5703125
Original GRPO,21,85.546875,0.045,15.4,33.909,24.885,87.265625,84.765625
Original GRPO,22,88.28125,0.015,13.1,31.109,24.808333333333334,88.28125,85.234375
Original GRPO,23,85.546875,0.036,13.5,32.046,24.626666666666665,87.734375,86.1328125
Original GRPO,24,80.859375,0.036,12.1,29.246,25.186666666666667,86.640625,86.2109375
Original GRPO,25,94.140625,0.057,18.2,23.899,24.51,86.875,87.109375
Original GRPO,26,88.671875,0.068,15.8,27.271,24.938333333333333,87.5,87.3828125
Original GRPO,27,86.328125,0.075,15.6,35.257,24.611666666666668,87.109375,87.6953125
Original GRPO,28,91.796875,0.036,12.8,30.961,24.793333333333333,88.359375,88.046875
Original GRPO,29,91.796875,0.047,16.6,32.61,24.47833333333333,90.546875,88.59375
Original GRPO,30,87.890625,0.056,12.3,31.213,24.76,89.296875,88.0859375
Original GRPO,31,94.53125,0.024,12.5,22.555,24.21333333333333,90.46875,88.984375
Original GRPO,32,95.3125,0.032,13.1,29.588,24.38833333333333,92.265625,89.6875
Original GRPO,33,87.5,0.067,14.3,28.708,24.651666666666664,91.40625,89.8828125
Original GRPO,34,92.578125,0.04,17.9,24.904,24.473333333333336,91.5625,91.0546875
Original GRPO,35,90.625,0.048,15.2,30.159,24.293333333333333,92.109375,90.703125
Original GRPO,36,92.578125,0.121,19.2,22.298,24.621666666666663,91.71875,91.09375
Original GRPO,37,94.921875,0.047,18.2,20.408,24.256666666666668,91.640625,91.953125
Original GRPO,38,96.09375,0.034,16.7,21.477,24.421666666666667,93.359375,92.3828125
Original GRPO,39,91.015625,0.039,19.3,29.822,24.615,93.046875,92.3046875
Original GRPO,40,95.703125,0.052,19.1,23.791,24.808333333333334,94.0625,93.0859375
Original GRPO,41,93.75,0.082,19.7,25.413,24.65333333333333,94.296875,93.0078125
Original GRPO,42,86.71875,0.035,15.1,32.172,24.85833333333333,92.65625,92.1484375
Original GRPO,43,91.015625,0.052,14.3,26.748,24.49833333333333,91.640625,92.5
Original GRPO,44,84.375,0.036,11.2,29.856,25.055,90.3125,91.6796875
Original GRPO,45,90.234375,0.056,13.4,29.022,24.466666666666665,89.21875,91.640625
Original GRPO,46,92.1875,0.065,10.9,25.429,24.826666666666664,88.90625,91.6015625
Original GRPO,47,93.359375,0.074,16.1,26.981,24.581666666666667,90.234375,91.4453125
Original GRPO,48,85.546875,0.038,11.9,24.576,24.758333333333333,89.140625,90.390625
Original GRPO,49,91.015625,0.024,16.1,35.767,24.75,90.46875,90.390625
Original GRPO,50,96.484375,0.024,15.8,22.691,24.28833333333333,91.71875,90.46875
Original GRPO,51,92.578125,0.037,16.1,30.556,23.695,91.796875,90.3515625
Original GRPO,52,95.703125,0.024,13.4,21.135,23.90666666666667,92.265625,91.25
Original GRPO,53,94.921875,0.061,12.3,28.809,23.673333333333336,94.140625,91.640625
Original GRPO,54,93.75,0.087,15.7,30.0,23.785,94.6875,92.578125
Original GRPO,55,92.1875,0.055,12.0,28.294,24.188333333333333,93.828125,92.7734375
Original GRPO,56,89.84375,0.065,15.1,29.98,23.93166666666667,93.28125,92.5390625
Original GRPO,57,91.796875,0.05,15.1,24.332,23.83833333333333,92.5,92.3828125
Original GRPO,58,96.09375,0.077,12.5,21.694,23.875,92.734375,93.4375
Original GRPO,59,94.53125,0.051,10.3,27.299,23.53166666666667,92.890625,93.7890625
Original GRPO,60,94.140625,0.044,27.1,19.938,23.89333333333333,93.28125,93.5546875
Original GRPO,61,96.875,0.064,15.4,21.15,23.671666666666667,94.6875,93.984375
Original GRPO,62,96.875,0.012,14.6,16.734,23.766666666666666,95.703125,94.1015625
Original GRPO,63,98.4375,0.0022,5.7,11.659,23.49833333333333,96.171875,94.453125
Original GRPO,64,91.796875,0.03,14.9,21.436,23.796666666666667,95.625,94.2578125
Original GRPO,65,95.3125,0.0078,14.2,15.301,23.58,95.859375,94.5703125
Original GRPO,66,94.140625,0.027,8.9,22.573,23.505,95.3125,95.0
Original GRPO,67,97.65625,0.071,16.400000000000002,14.185,23.73333333333333,95.46875,95.5859375
Original GRPO,68,97.265625,0.053,8.7,21.137,23.92833333333333,95.234375,95.703125
Original GRPO,69,98.4375,0.13,18.5,16.611,23.71333333333333,96.5625,96.09375
Original GRPO,70,94.921875,0.04,19.2,25.203,24.11833333333333,96.484375,96.171875
Original GRPO,71,95.703125,-0.015,7.9,18.413,23.666666666666668,96.796875,96.0546875
Original GRPO,72,97.65625,0.106,13.4,16.931,23.716666666666665,96.796875,96.1328125
Original GRPO,73,93.75,0.046,14.4,25.307,23.325,96.09375,95.6640625
Original GRPO,74,98.4375,0.0076,11.6,8.236,23.49,96.09375,96.328125
Original GRPO,75,85.15625,0.035,14.7,28.934,24.09,94.140625,95.3125
Original GRPO,76,96.09375,0.044,22.2,22.708,23.51,94.21875,95.5078125
Original GRPO,77,97.65625,0.075,26.200000000000003,19.562,23.46333333333333,94.21875,95.5078125
Original GRPO,78,91.40625,0.055,19.0,31.653,23.91,93.75,94.921875
Original GRPO,79,90.625,0.06,16.7,21.713,23.701666666666664,92.1875,94.140625
Original GRPO,80,93.359375,0.036,16.0,26.181,24.201666666666664,93.828125,93.984375
Original GRPO,81,93.75,0.053,11.3,24.433,23.95,93.359375,93.7890625
Original GRPO,82,97.65625,0.044,19.1,20.879,23.723333333333336,93.359375,93.7890625
Original GRPO,83,96.09375,0.086,21.5,23.274,23.696666666666665,94.296875,94.0234375
Original GRPO,84,96.484375,0.044,21.5,18.169,23.766666666666666,95.46875,93.828125
Original GRPO,85,96.875,0.039,18.0,18.361,23.466666666666665,96.171875,95.0
Original GRPO,86,96.484375,0.024,20.6,17.351,23.576666666666664,96.71875,95.0390625
Original GRPO,87,94.53125,0.053,17.599999999999998,14.934,23.73166666666667,96.09375,94.7265625
