unix_time,host_available_bytes,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,matched_rss_kib,compute_process_count
1785311995,8.33007e+11,200400306176,312922112,198461452288,0,0,0,0,25776,0
1785311996,8.33316e+11,200615219200,523755520,198461452288,0,0,0,0,400944,0
1785311997,8.32341e+11,200726450176,634576896,198461452288,0,0,0,0,557760,0
1785311999,8.33015e+11,200945004544,842592256,198461456384,0,0,0,0,619844,0
1785312000,8.32822e+11,201096138752,996114432,198461456384,0,0,0,0,656912,0
1785312001,8.32574e+11,201235140608,1131933696,198461468672,4,0,4,0,867472,0
1785312002,8.31952e+11,201932320768,1785729024,198461489152,4,0,4,0,1433892,0
1785312003,8.32197e+11,202321440768,2165977088,198461509632,4,0,4,0,1636568,0
1785312005,8.32926e+11,203036233728,2856108032,198462775296,4,0,4,0,1714112,0
1785312006,8.33797e+11,203196297216,3009634304,198462803968,4,0,4,0,1888500,0
1785312007,8.32063e+11,204892672000,4635926528,198463004672,4,0,4,0,4841800,0
1785312008,8.31964e+11,205170036736,4903022592,198463107072,4,0,4,0,5210392,0
1785312010,8.31592e+11,205396205568,5137031168,198463143936,4,0,4,0,5703796,0
1785312011,8.29888e+11,206837739520,6549266432,198463238144,4,0,4,0,8329884,0
1785312012,8.28963e+11,207311446016,7018520576,198463246336,4,0,4,0,8818572,0
1785312013,8.28697e+11,207658815488,7361593344,198463254528,4,0,4,0,9052764,0
1785312014,8.28077e+11,208001708032,7700279296,198463254528,4,0,4,0,9118712,0
1785312015,8.27645e+11,208317505536,8015884288,198463262720,4,0,4,0,9404028,0
1785312017,8.27279e+11,208702955520,8321720320,198463320064,4,0,4,0,9731008,0
1785312018,8.27031e+11,208916979712,8532725760,198463320064,4,0,4,0,10567544,0
1785312019,8.26904e+11,209109774336,8724652032,198463324160,4,0,4,0,10788100,0
1785312020,8.26376e+11,209348714496,8957194240,198463344640,4,0,4,0,11079916,0
1785312021,8.24482e+11,209480282112,9069588480,198463365120,4,0,4,0,11557596,0
1785312022,8.24358e+11,209564794880,9150369792,198463365120,4,0,4,0,11668472,0
1785312024,8.24244e+11,209685467136,9270984704,198463365120,4,0,4,0,11866748,0
1785312025,8.25389e+11,209712979968,9302110208,198463369216,4,0,4,0,11891660,0
