timestamp,memory_current,memory_available_kb,gpu0_mib,gpu0_util,gpu1_mib,gpu1_util
2026-08-26T00:00:46+08:00,39770349568,1028204984,0, 0,0, 0
2026-08-26T00:00:51+08:00,40365137920,1027627752,0, 0,0, 0
2026-08-26T00:00:56+08:00,39911436288,1028078856,0, 0,0, 0
2026-08-26T00:01:01+08:00,40423858176,1027597932,0, 0,0, 0
2026-08-26T00:01:06+08:00,42609303552,1025410572,4, 0,4, 0
2026-08-26T00:01:11+08:00,46362918912,1021688048,447, 0,4, 0
2026-08-26T00:01:16+08:00,47227445248,1020846216,447, 0,4, 0
2026-08-26T00:01:21+08:00,49264095232,1018741080,935, 0,4, 0
2026-08-26T00:01:27+08:00,50479898624,1017551908,1013, 0,4, 0
2026-08-26T00:01:32+08:00,53821104128,1014313444,947, 0,4, 0
2026-08-26T00:01:37+08:00,57476124672,1010744856,947, 0,4, 0
2026-08-26T00:01:42+08:00,59250180096,1009003664,947, 0,4, 0
2026-08-26T00:01:47+08:00,59250593792,1009009068,947, 0,4, 0
2026-08-26T00:01:52+08:00,59898523648,1008380328,947, 0,4, 0
2026-08-26T00:01:57+08:00,59717586944,1008570256,947, 0,4, 0
2026-08-26T00:02:02+08:00,61559234560,1006791200,947, 0,4, 0
2026-08-26T00:02:07+08:00,59015946240,1009276792,947, 0,4, 0
2026-08-26T00:02:12+08:00,56282927104,1011952564,947, 0,4, 0
2026-08-26T00:02:17+08:00,61525291008,1006839536,947, 0,4, 0
2026-08-26T00:02:22+08:00,51310403584,1016747052,9122, 27,4, 0
2026-08-26T00:02:27+08:00,51807952896,1016221156,9867, 0,4, 0
2026-08-26T00:02:33+08:00,51880120320,1016135756,9869, 0,4, 0
2026-08-26T00:02:38+08:00,51998629888,1016026012,9873, 0,4, 0
2026-08-26T00:02:43+08:00,53134823424,1014863760,10797, 4,4, 0
2026-08-26T00:02:48+08:00,54291320832,1013696724,13441, 0,4, 0
2026-08-26T00:02:53+08:00,55490781184,1012520620,14372, 6,4, 0
2026-08-26T00:02:58+08:00,55609839616,1012393984,15113, 0,4, 0
2026-08-26T00:03:03+08:00,57066323968,1010927672,15932, 0,4, 0
2026-08-26T00:03:08+08:00,59850653696,1008197012,16996, 2,4, 0
2026-08-26T00:03:13+08:00,62490550272,1005483988,17478, 0,447, 0
2026-08-26T00:03:19+08:00,63871733760,1004096924,18535, 5,495, 1
2026-08-26T00:03:24+08:00,66588471296,1001323484,19347, 6,917, 0
2026-08-26T00:03:29+08:00,68629549056,999310032,21223, 18,987, 0
2026-08-26T00:03:34+08:00,71848624128,996216740,21208, 62,947, 0
2026-08-26T00:03:39+08:00,75627143168,992541596,21208, 1,947, 0
2026-08-26T00:03:44+08:00,76999401472,991205280,21208, 0,947, 0
2026-08-26T00:03:49+08:00,77010350080,991197616,21208, 0,947, 0
2026-08-26T00:03:54+08:00,77044973568,991163336,21208, 0,947, 0
2026-08-26T00:03:59+08:00,79174926336,989087772,21208, 53,947, 0
2026-08-26T00:04:04+08:00,79394283520,988877028,21208, 0,947, 0
2026-08-26T00:04:09+08:00,78686138368,989569696,21208, 45,947, 0
2026-08-26T00:04:15+08:00,73063157760,995057744,21208, 0,947, 0
2026-08-26T00:04:20+08:00,74841214976,993323548,21208, 0,947, 0
2026-08-26T00:04:25+08:00,82994364416,985356440,21208, 0,947, 0
2026-08-26T00:04:30+08:00,69492195328,998470732,21208, 0,9847, 0
2026-08-26T00:04:35+08:00,69726949376,998216100,21223, 0,9849, 0
2026-08-26T00:04:40+08:00,69817573376,998089584,21223, 0,9851, 0
2026-08-26T00:04:45+08:00,70061838336,997833456,21223, 0,10137, 3
2026-08-26T00:04:50+08:00,71088693248,996782320,21223, 0,11163, 0
2026-08-26T00:04:55+08:00,71860756480,995954108,21223, 100,13427, 0
2026-08-26T00:05:00+08:00,72658182144,995148112,21223, 31,14493, 0
2026-08-26T00:05:06+08:00,73431642112,994346268,21223, 61,15356, 5
2026-08-26T00:05:11+08:00,73905602560,993888028,21223, 81,15918, 0
2026-08-26T00:05:16+08:00,74671484928,993102876,21223, 52,16982, 0
2026-08-26T00:05:21+08:00,75615907840,992185612,21223, 0,18048, 0
2026-08-26T00:05:26+08:00,75997892608,991827044,21223, 86,18576, 37
2026-08-26T00:05:31+08:00,76786319360,991060004,21223, 49,19318, 0
2026-08-26T00:05:36+08:00,76831850496,991009380,21223, 0,21194, 0
2026-08-26T00:05:41+08:00,76860620800,990995608,21223, 31,21194, 47
2026-08-26T00:05:46+08:00,76986650624,990874588,21223, 0,21194, 28
2026-08-26T00:05:51+08:00,77012951040,990802292,21223, 28,21194, 11
2026-08-26T00:05:57+08:00,77027966976,990784680,21223, 6,21194, 46
2026-08-26T00:06:02+08:00,77061861376,990734992,21223, 89,21194, 0
2026-08-26T00:06:07+08:00,77073973248,990722984,21223, 0,21194, 56
2026-08-26T00:06:12+08:00,77051109376,990768500,13337, 24,21194, 0
2026-08-26T00:06:17+08:00,74418405376,993444164,10025, 0,21194, 100
2026-08-26T00:06:22+08:00,74434953216,993433256,10025, 0,21194, 0
2026-08-26T00:06:27+08:00,74441449472,993420556,10025, 0,21194, 100
2026-08-26T00:06:32+08:00,75536216064,992296808,10949, 0,21194, 75
2026-08-26T00:06:37+08:00,76296962048,991510988,13593, 0,21194, 0
2026-08-26T00:06:43+08:00,77054988288,990763524,14524, 6,21194, 0
2026-08-26T00:06:48+08:00,77623062528,990193112,15266, 0,21194, 99
2026-08-26T00:06:53+08:00,78261665792,989561804,16084, 0,21194, 0
2026-08-26T00:06:58+08:00,79266979840,988580072,17148, 0,21194, 0
2026-08-26T00:07:03+08:00,79820582912,988050564,17958, 0,21194, 0
2026-08-26T00:07:08+08:00,80167321600,987725336,18770, 93,21194, 0
2026-08-26T00:07:13+08:00,80906018816,987006072,19483, 3,21194, 100
2026-08-26T00:07:18+08:00,80919134208,986990932,21224, 89,21194, 0
2026-08-26T00:07:23+08:00,80938889216,986976084,21224, 100,21194, 83
2026-08-26T00:07:29+08:00,80946634752,986986460,21224, 42,21194, 41
2026-08-26T00:07:34+08:00,80961978368,986967660,21224, 0,21194, 46
2026-08-26T00:07:39+08:00,80964472832,986983252,21224, 100,21194, 0
2026-08-26T00:07:44+08:00,80960274432,986994500,21224, 0,21194, 95
2026-08-26T00:07:49+08:00,80962957312,986996364,21224, 25,21194, 87
2026-08-26T00:07:54+08:00,80962961408,986990736,21224, 100,21194, 63
2026-08-26T00:07:59+08:00,80951934976,987007812,21224, 22,21194, 100
2026-08-26T00:08:04+08:00,80956604416,987002980,21224, 0,21194, 0
2026-08-26T00:08:09+08:00,80955465728,987012716,21224, 0,21194, 98
2026-08-26T00:08:14+08:00,78917148672,989129232,21223, 0,9992, 0
2026-08-26T00:08:20+08:00,78932652032,989123232,21223, 61,9992, 0
2026-08-26T00:08:25+08:00,78914736128,989125592,21223, 100,9992, 0
2026-08-26T00:08:30+08:00,80053948416,987982304,21223, 54,10916, 0
2026-08-26T00:08:35+08:00,80760725504,987256800,21223, 34,13431, 6
2026-08-26T00:08:40+08:00,81237241856,986785248,21223, 0,14172, 0
2026-08-26T00:08:45+08:00,81988333568,986040828,21223, 98,15236, 0
