run_id,policy,task,episode_id,reset_id,source_seed,success,total_action_slots,queries,first_success_action_slot,first_success_query,video_path
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,1,0,,True,141,6,140,5,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode0_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,2,1,,True,226,10,225,9,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode1_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,3,2,,True,143,6,142,5,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode2_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,4,3,,True,149,7,148,6,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode3_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,5,4,,True,133,6,132,5,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode4_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,6,5,,False,400,17,,,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode5_randomized-false_success-false.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,7,6,,False,400,17,,,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode6_randomized-false_success-false.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,8,7,,True,165,7,164,6,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode7_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,9,8,,False,400,17,,,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode8_randomized-false_success-false.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,10,9,,False,400,17,,,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode9_randomized-false_success-false.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,11,10,,True,157,7,156,6,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode10_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,12,11,,False,400,17,,,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode11_randomized-false_success-false.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,13,12,,True,133,6,132,5,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode12_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,14,13,,True,140,6,139,5,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode13_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,15,14,,True,149,7,148,6,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode14_randomized-false_success-true.mp4
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,16,15,,True,205,9,204,8,/data/chenyiteng/projects/fastwam-standalone/worktrees/fastwam-dvac-observe-7faa711/evaluate_results/robotwin/robotwin_uncond_3cam_384/fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1/move_stapler_pad/episode15_randomized-false_success-true.mp4
