runner_step,actor_rank,mode,signal_mode,warmup,history_steps,history_count,history_queries,history_mean,history_std,position_center_median,position_scale_median,current_count,current_mean,current_std,valid_queries_local,weight_min,weight_p05,weight_mean,weight_p50,weight_p95,weight_max,weight_below_one_fraction,weight_above_one_fraction,residual_p05,residual_p50,residual_p95,z_low_clip_fraction,z_high_clip_fraction,positive_adv_weight_mean,negative_adv_weight_mean,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss,global_step
12,0,apply,per_h_robust_residual,0,5,256000,5120,-4.317047930235043,0.6397479976468636,-4.389387130737305,0.5906336307525635,51200,-4.224119227353949,0.625276743075929,241,0.0,0.4759974479675293,1.2224818468093872,1.1957309246063232,2.0,2.0,0.3482987582683563,0.6517012715339661,-1.0480051040649414,0.391461968421936,2.0,0.0019087137188762,0.1005809158086776,1.146436333656311,1.337342381477356,47.99252700805664,0.1368238478899002,0.0396112203598022,1.0126936435699463,0.0160389617085456,13
13,0,apply,per_h_robust_residual,0,5,256000,5120,-4.290238712628139,0.6353366827220187,-4.363786697387695,0.5854318141937256,51200,-4.247876641501207,0.6244303715134151,211,0.0,0.4333393573760986,1.1581627130508425,1.1386168003082275,2.0,2.0,0.3801895678043365,0.6198104023933411,-1.1333212852478027,0.2772334814071655,2.0,0.0024644550867378,0.0582938380539417,1.094578742980957,1.2711079120635986,37.79215621948242,0.128679409623146,0.0445533022284507,0.9848468899726868,0.0020573099609464,14
14,0,apply,per_h_robust_residual,0,5,256000,5120,-4.274708525027381,0.634246430728968,-4.355270385742188,0.5791820287704468,51200,-4.2289042369113305,0.6061026768996418,233,0.0,0.4425916969776153,1.1583317518234253,1.1473946571350098,1.961954355239868,2.0,0.3734763860702514,0.6265236139297485,-1.114816665649414,0.2947893738746643,1.9239087104797363,0.0030042917933315,0.0429184548556804,1.0945918560028076,1.3129949569702148,41.272727966308594,0.0928337797522544,0.0267613418400287,0.9964718818664552,0.0027283616364002,15
15,0,apply,per_h_robust_residual,0,5,256000,5120,-4.253186162977246,0.6312074612741048,-4.339297294616699,0.5734645128250122,51200,-4.216614964160836,0.5912652395458887,159,0.0,0.5656172037124634,1.2661247253417969,1.2567031383514404,2.0,2.0,0.2872956097126007,0.7127044200897217,-0.8687655925750732,0.5134064555168152,2.0,0.0002515723172109,0.0872955992817878,1.1726698875427246,1.420325756072998,42.21490859985352,0.1297489255666732,0.0342769958078861,1.0014599561691284,0.0064591183327138,16
16,0,apply,per_h_robust_residual,0,5,256000,5120,-4.231457936160266,0.6196241597484885,-4.319455623626709,0.5673768520355225,51200,-4.152755493783625,0.6150744875093622,156,0.0,0.4585527181625366,1.1757094860076904,1.1535598039627075,2.0,2.0,0.3724358975887298,0.6275641322135925,-1.0828945636749268,0.3071195781230926,2.0,0.0032051282469183,0.0693589746952056,1.1443597078323364,1.2462466955184937,36.94467926025391,0.1400441378355026,0.0200676433742046,1.0164506435394287,0.0004528517310973,17
17,0,apply,per_h_robust_residual,0,5,256000,5120,-4.214054112742189,0.6134143514367705,-4.305070877075195,0.5572224259376526,51200,-4.187375418851152,0.549433340564872,134,0.0,0.5058953166007996,1.2282867431640625,1.2038836479187012,2.0,2.0,0.3292537331581116,0.6707462668418884,-0.9882094264030457,0.4077674746513366,2.0,0.0013432835694402,0.0867164209485054,1.1542483568191528,1.3314119577407837,29.855876922607425,0.1668759286403656,0.0223932787775993,1.0123512744903564,-0.0028875800780951,18
18,0,apply,per_h_robust_residual,0,5,256000,5120,-4.20670535104163,0.5987707821392986,-4.292763710021973,0.538738489151001,51200,-4.17411353475647,0.5120125731576227,106,0.0,0.4644524753093719,1.1827155351638794,1.1463679075241089,2.0,2.0,0.3886792361736297,0.6113207340240479,-1.071094989776611,0.292735755443573,2.0,0.0018867924809455,0.0745282992720604,1.110422134399414,1.3019994497299194,31.056324005126957,0.1925138682126999,0.0388350039720535,1.00276780128479,-0.0009218733175657,19
19,0,apply,per_h_robust_residual,0,5,256000,5120,-4.191952729692683,0.5767416728603809,-4.277201652526856,0.5201542377471924,51200,-4.202319810236804,0.5212386489513486,156,0.0,0.4654474854469299,1.2462964057922363,1.2466537952423096,2.0,2.0,0.3026922941207886,0.6973077058792114,-1.06910502910614,0.4933077692985534,2.0,0.0023076923098415,0.088076926767826,1.1719403266906738,1.413597583770752,29.74090003967285,0.2255626767873764,0.0578705519437789,0.9684165716171264,0.0007180622196756,20
20,0,apply,per_h_robust_residual,0,5,256000,5120,-4.186635844357777,0.5596578912888877,-4.266211032867432,0.5075758099555969,51200,-4.1538221046549735,0.547050449088824,131,0.0,0.3726865649223327,1.141087770462036,1.1242473125457764,2.0,2.0,0.4120610654354095,0.5879389047622681,-1.2546268701553345,0.2484945952892303,2.0,0.0051908395253121,0.0609160289168357,1.1160545349121094,1.1905856132507324,31.39238548278809,0.1764255315065384,0.0179543495178222,1.0052847862243652,0.0015770448371767,21
21,0,apply,per_h_robust_residual,0,5,256000,5120,-4.174077272456605,0.5504804795832018,-4.256653785705566,0.4968691766262054,51200,-4.144419088815339,0.5276487640413451,177,0.0,0.3777082562446594,1.1520652770996094,1.125342607498169,2.0,2.0,0.4009039402008056,0.5990960597991943,-1.2445834875106812,0.2506850361824035,2.0,0.0054237288422882,0.0748022571206092,1.1343529224395752,1.2214382886886597,52.14409637451172,0.1334467530250549,0.0340984798967838,1.011648416519165,0.0026466972194612,22
22,0,apply,per_h_robust_residual,0,5,256000,5120,-4.172409991462948,0.532099892031898,-4.252970218658447,0.4859262704849243,51200,-4.128985334245954,0.5243697075933651,80,0.0,0.3878240585327148,1.210533857345581,1.2026726007461548,2.0,2.0,0.3452500104904175,0.6547499895095825,-1.2243518829345703,0.4053452014923095,2.0,0.0052499999292194,0.0872500017285347,1.1605864763259888,1.2854548692703247,33.303367614746094,0.1813926100730896,0.0382563844323158,1.023806095123291,0.0027522570453584,23
23,0,apply,per_h_robust_residual,0,5,256000,5120,-4.160731974541908,0.5272035520480758,-4.245480060577393,0.4848954081535339,51200,-4.104554694442777,0.5474819056856697,152,0.0,0.3428743779659271,1.112783670425415,1.101344108581543,2.0,2.0,0.4210526347160339,0.5789473652839661,-1.3142513036727903,0.2026882022619247,2.0,0.0074999998323619,0.0505263172090053,1.101030945777893,1.1568560600280762,41.02134323120117,0.1304191499948501,0.0469841137528419,0.9944690465927124,0.0053606717847287,24
24,0,apply,per_h_robust_residual,0,5,256000,5120,-4.14682020647917,0.5346600083482366,-4.231645584106445,0.4869731664657593,51200,-4.117485581168439,0.4906911710399829,126,0.0,0.4378176033496856,1.138618230819702,1.10955548286438,2.0,2.0,0.4039682447910309,0.5960317254066467,-1.124364733695984,0.2191110551357269,2.0,0.002698412630707,0.0565079376101493,1.1049503087997437,1.2817072868347168,36.424346923828125,0.154667779803276,0.0358799807727336,1.009718418121338,0.0002160971343982,25
25,0,apply,per_h_robust_residual,0,5,256000,5120,-4.129853360665496,0.5281544591785906,-4.217217445373535,0.4689838886260986,51200,-4.076398073718883,0.4864355167214441,178,0.0,0.4462802708148956,1.177739143371582,1.1594260931015017,2.0,2.0,0.3748314678668976,0.6251685619354248,-1.1074395179748535,0.3188521862030029,2.0,0.0026966291479766,0.0624719113111496,1.1553748846054075,1.2548953294754028,39.36712646484375,0.146004319190979,0.040451243519783,1.0095733404159546,0.0079101882874965,26
26,0,apply,per_h_robust_residual,0,5,256000,5120,-4.114368554478278,0.5163671276779287,-4.199211597442627,0.4609317183494568,51200,-4.060613384273601,0.5155867511421545,155,0.0,0.4537936449050903,1.200440526008606,1.1851427555084229,2.0,2.0,0.3446451723575592,0.6553548574447632,-1.0924127101898191,0.3702854514122009,2.0,0.003354838816449,0.0723870992660522,1.1477664709091189,1.3333226442337036,39.01646423339844,0.1485164761543274,0.0362776257097721,1.0023691654205322,0.0011229345109313,27
27,0,apply,per_h_robust_residual,0,5,256000,5120,-4.097607413569931,0.5140376322756527,-4.1803083419799805,0.4513073563575744,51200,-4.049155971766449,0.5015305187886895,132,0.0,0.3947305977344513,1.1740647554397583,1.1479763984680176,2.0,2.0,0.389090895652771,0.610909104347229,-1.2105387449264526,0.2959526479244232,2.0,0.0053030303679406,0.0796969681978225,1.1298519372940063,1.2514368295669556,36.56940460205078,0.1812768578529358,0.0112963123247027,1.0341274738311768,0.0016720832791179,28
0,1,apply,per_h_robust_residual,1,0,0,0,0.0,0.0,,,51200,-4.472625285009854,0.6235019530947385,286,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.83964538574219,0.1841329783201217,0.1618072539567947,0.9858105778694152,0.0111015811562538,1
1,1,apply,per_h_robust_residual,0,1,51200,1024,-4.472625285009854,0.6235019530947403,-4.500411987304688,0.6143217086791992,51200,-4.3906263250648045,0.674386727825649,372,0.0,0.3535943031311035,1.1497752666473389,1.152279019355774,2.0,2.0,0.3858064413070678,0.6141935586929321,-1.292811393737793,0.3045580387115478,2.0,0.006451612804085,0.0568817220628261,1.112995982170105,1.2080090045928955,47.27886962890625,0.1512393653392791,0.0515792071819305,0.9995633363723756,-0.000836030987557,2
2,1,apply,per_h_robust_residual,0,2,102400,2048,-4.431625805037329,0.6507357600809894,-4.471682548522949,0.6231493949890137,51200,-4.400565584153519,0.7315384196356871,211,0.0,0.3742165863513946,1.1526490449905396,1.1420254707336426,2.0,2.0,0.3890995383262634,0.6109004616737366,-1.2515668869018557,0.2840510606765747,2.0,0.004739336669445,0.0637914687395095,1.0763473510742188,1.2881848812103271,49.57046508789063,0.14451465010643,0.0449685305356979,1.0056273937225342,0.0096559636294841,3
3,1,apply,per_h_robust_residual,0,3,153600,3072,-4.421272398076059,0.6788975564628497,-4.458003520965576,0.6441617012023926,51200,-4.401295656576403,0.672398826702366,234,0.0,0.3992161154747009,1.1497148275375366,1.1373870372772217,2.0,2.0,0.395641028881073,0.604358971118927,-1.201567769050598,0.2747741043567657,2.0,0.0033333334140479,0.0640170946717262,1.0976104736328125,1.2669498920440674,42.1524543762207,0.1611066907644271,0.0365776754915714,1.004598617553711,0.002059125341475,4
4,1,apply,per_h_robust_residual,0,4,204800,4096,-4.416278212701145,0.6773339577555294,-4.463009834289551,0.6409148573875427,51200,-4.382158265988109,0.6475787143305891,313,0.0,0.4122588634490967,1.1429942846298218,1.119409441947937,2.0,2.0,0.4005111753940582,0.5994887948036194,-1.1754822731018066,0.2388189285993576,2.0,0.0031948881223797,0.0594888180494308,1.1289982795715332,1.1766151189804075,47.92646408081055,0.1219301968812942,0.0414307005703449,0.98861563205719,-0.0018420815467834,5
5,1,apply,per_h_robust_residual,0,5,256000,5120,-4.409454223358538,0.6716270824170504,-4.46160888671875,0.6321839094161987,51200,-4.397132217364852,0.666161593544371,283,0.0,0.4106950759887695,1.1481001377105713,1.135213851928711,1.9996414184570312,2.0,0.3842402696609497,0.6157597303390503,-1.178609848022461,0.2704275846481323,1.999282956123352,0.0040282686240971,0.0499646626412868,1.109276533126831,1.2538437843322754,57.58808898925781,0.1383707821369171,0.0487614274024963,0.993125319480896,0.0131402136757969,6
6,1,apply,per_h_robust_residual,0,5,256000,5120,-4.394355609829538,0.679036476270576,-4.453753471374512,0.6309614181518555,51200,-4.363021230925806,0.6446274854844217,265,0.0,0.4412322640419006,1.1656858921051023,1.161949634552002,2.0,2.0,0.3652830123901367,0.6347169876098633,-1.1175354719161987,0.3238992989063263,2.0,0.0022641508840024,0.0507169812917709,1.108753681182861,1.2596240043640137,45.6566047668457,0.1540434956550598,0.0274648591876029,1.0085790157318115,-0.0004831692203879,7
7,1,apply,per_h_robust_residual,0,5,256000,5120,-4.3888345910017375,0.6733521135923445,-4.459174633026123,0.6283330321311951,51200,-4.358165315388469,0.6499587983482239,233,0.0,0.4178598523139953,1.1539336442947388,1.1291322708129885,2.0,2.0,0.3925321996212005,0.6074678301811218,-1.1642802953720093,0.258264422416687,2.0,0.00206008576788,0.0605150200426578,1.1265414953231812,1.2203996181488037,60.12336349487305,0.1427883356809616,0.0334787964820861,1.0077968835830688,0.0109178433194756,8
8,1,apply,per_h_robust_residual,0,5,256000,5120,-4.380354537248728,0.6564688501751772,-4.457365989685059,0.6144459843635559,51200,-4.325527579504996,0.6294262655605062,207,0.0,0.5008862614631653,1.2354745864868164,1.2227451801300049,2.0,2.0,0.3176811635494232,0.6823188662528992,-0.9982274770736694,0.445490300655365,2.0,0.0014492754125967,0.0737198069691658,1.1740779876708984,1.38589608669281,45.7358283996582,0.1317023187875747,0.034778993576765,0.9927391409873962,0.0004297664854675,9
9,1,apply,per_h_robust_residual,0,5,256000,5120,-4.365200921834447,0.6481100681820023,-4.446132659912109,0.6078411936759949,51200,-4.336516047162004,0.6185067794639796,233,0.0,0.4295687675476074,1.139656901359558,1.1174986362457275,1.971733808517456,2.0,0.4008583724498749,0.5991416573524475,-1.1408624649047852,0.2349971681833267,1.9434674978256223,0.0031759657431393,0.0453218892216682,1.097023367881775,1.2431055307388306,41.92547225952149,0.1101785972714424,0.0571405440568923,0.9858837127685548,0.0060566845349967,10
10,1,apply,per_h_robust_residual,0,5,256000,5120,-4.356072478069225,0.6424242173937074,-4.437070846557617,0.6094484329223633,51200,-4.325256098245736,0.6448419809735073,159,0.0,0.4467615783214569,1.2302151918411257,1.2335546016693115,2.0,2.0,0.3327043950557709,0.6672955751419067,-1.106476902961731,0.4671092331409454,2.0,0.0020125785376876,0.0959748402237892,1.1397532224655151,1.379477620124817,43.22257614135742,0.1130991876125335,0.0139033831655979,1.0141358375549316,-0.0008391420124098,11
11,1,apply,per_h_robust_residual,0,5,256000,5120,-4.341697254245402,0.6377812789595432,-4.416123390197754,0.5981867909431458,51200,-4.239774610874011,0.6490082674142091,237,0.0,0.4567118287086487,1.1906280517578125,1.181215763092041,2.0,2.0,0.3469198346138,0.6530801653862,-1.0865763425827026,0.362431526184082,2.0,0.0021940928418189,0.055611815303564,1.136535882949829,1.289152979850769,39.98017883300781,0.154057577252388,0.0504988729953765,0.9915671348571776,0.0011475635692477,12
12,1,apply,per_h_robust_residual,0,5,256000,5120,-4.317047930235043,0.6397479976468636,-4.389387130737305,0.5906336307525635,51200,-4.224119227353949,0.625276743075929,266,0.0,0.495299756526947,1.2210643291473389,1.2066181898117063,2.0,2.0,0.3291729390621185,0.6708270907402039,-1.009400486946106,0.4132363796234131,2.0,0.0016541352961212,0.0672932341694831,1.151289939880371,1.3297514915466309,47.99252700805664,0.1368238478899002,0.0396112203598022,1.0126936435699463,0.0160389617085456,13
13,1,apply,per_h_robust_residual,0,5,256000,5120,-4.290238712628139,0.6353366827220187,-4.363786697387695,0.5854318141937256,51200,-4.247876641501207,0.6244303715134151,164,0.0,0.5077825784683228,1.2486116886138916,1.245347023010254,2.0,2.0,0.3136585354804992,0.6863414645195007,-0.9844347834587096,0.4906939268112182,2.0,0.001585365855135,0.0890243873000145,1.1197627782821655,1.3839030265808103,37.79215621948242,0.128679409623146,0.0445533022284507,0.9848468899726868,0.0020573099609464,14
14,1,apply,per_h_robust_residual,0,5,256000,5120,-4.274708525027381,0.634246430728968,-4.355270385742188,0.5791820287704468,51200,-4.2289042369113305,0.6061026768996418,258,0.0,0.4515946507453918,1.1907298564910889,1.1722264289855957,2.0,2.0,0.3645736575126648,0.6354263424873352,-1.0968106985092163,0.3444527387619018,2.0,0.001782945706509,0.0686821714043617,1.1219667196273804,1.3683679103851318,41.272727966308594,0.0928337797522544,0.0267613418400287,0.9964718818664552,0.0027283616364002,15
15,1,apply,per_h_robust_residual,0,5,256000,5120,-4.253186162977246,0.6312074612741048,-4.339297294616699,0.5734645128250122,51200,-4.216614964160836,0.5912652395458887,205,0.0,0.4537705779075622,1.182256817817688,1.1790440082550049,2.0,2.0,0.3543414771556854,0.645658552646637,-1.0924588441848757,0.3580880761146545,2.0,0.0015609755646437,0.054536584764719,1.1321340799331665,1.3297330141067505,42.21490859985352,0.1297489255666732,0.0342769958078861,1.0014599561691284,0.0064591183327138,16
16,1,apply,per_h_robust_residual,0,5,256000,5120,-4.231457936160266,0.6196241597484885,-4.319455623626709,0.5673768520355225,51200,-4.152755493783625,0.6150744875093622,179,0.0,0.446358323097229,1.1362923383712769,1.1161718368530271,1.9526313543319704,2.0,0.401229053735733,0.5987709760665894,-1.107283353805542,0.2323436737060547,1.9052627086639404,0.001899441354908,0.0426815636456012,1.1041197776794434,1.2350033521652222,36.94467926025391,0.1400441378355026,0.0200676433742046,1.0164506435394287,0.0004528517310973,17
17,1,apply,per_h_robust_residual,0,5,256000,5120,-4.214054112742189,0.6134143514367705,-4.305070877075195,0.5572224259376526,51200,-4.187375418851152,0.549433340564872,76,0.0,0.4628036022186279,1.204749345779419,1.1722514629364014,2.0,2.0,0.3623684346675873,0.6376315951347351,-1.074392795562744,0.344503104686737,2.0,0.0031578948255628,0.0971052646636962,1.170533299446106,1.333059310913086,29.855876922607425,0.1668759286403656,0.0223932787775993,1.0123512744903564,-0.0028875800780951,18
18,1,apply,per_h_robust_residual,0,5,256000,5120,-4.20670535104163,0.5987707821392986,-4.292763710021973,0.538738489151001,51200,-4.17411353475647,0.5120125731576227,81,0.0,0.4478295147418976,1.197803020477295,1.154531478881836,2.0,2.0,0.3728395104408264,0.6271604895591736,-1.10434091091156,0.3090627789497375,2.0,0.002962962957099,0.0958024710416793,1.112645149230957,1.3042502403259275,31.056324005126957,0.1925138682126999,0.0388350039720535,1.00276780128479,-0.0009218733175657,19
19,1,apply,per_h_robust_residual,0,5,256000,5120,-4.191952729692683,0.5767416728603809,-4.277201652526856,0.5201542377471924,51200,-4.202319810236804,0.5212386489513486,52,0.0,0.3788429498672485,1.0830647945404053,1.0486490726470947,1.9197652339935305,2.0,0.4519230723381042,0.5480769276618958,-1.242314100265503,0.0972981080412864,1.83953058719635,0.0053846151567995,0.0369230769574642,1.0546855926513672,1.1469179391860962,29.74090003967285,0.2255626767873764,0.0578705519437789,0.9684165716171264,0.0007180622196756,20
20,1,apply,per_h_robust_residual,0,5,256000,5120,-4.186635844357777,0.5596578912888877,-4.266211032867432,0.5075758099555969,51200,-4.1538221046549735,0.547050449088824,80,0.0,0.5474438071250916,1.3179562091827393,1.3128626346588137,2.0,2.0,0.2784999907016754,0.7214999794960022,-0.9051123857498168,0.625725269317627,2.0,0.0005000000237487,0.1525000035762787,1.258869171142578,1.455825924873352,31.39238548278809,0.1764255315065384,0.0179543495178222,1.0052847862243652,0.0015770448371767,21
21,1,apply,per_h_robust_residual,0,5,256000,5120,-4.174077272456605,0.5504804795832018,-4.256653785705566,0.4968691766262054,51200,-4.144419088815339,0.5276487640413451,153,0.0,0.391821950674057,1.1480402946472168,1.1404378414154053,2.0,2.0,0.3877124190330505,0.6122875809669495,-1.2163561582565308,0.2808756232261657,2.0,0.0052287583239376,0.0657516345381736,1.1063730716705322,1.2834584712982178,52.14409637451172,0.1334467530250549,0.0340984798967838,1.011648416519165,0.0026466972194612,22
22,1,apply,per_h_robust_residual,0,5,256000,5120,-4.172409991462948,0.532099892031898,-4.252970218658447,0.4859262704849243,51200,-4.128985334245954,0.5243697075933651,78,0.0,0.4011975526809692,1.1801408529281616,1.1764485836029053,2.0,2.0,0.3700000047683716,0.6299999952316284,-1.1976048946380615,0.352897047996521,2.0,0.0033333334140479,0.0710256397724151,1.110851764678955,1.33604097366333,33.303367614746094,0.1813926100730896,0.0382563844323158,1.023806095123291,0.0027522570453584,23
23,1,apply,per_h_robust_residual,0,5,256000,5120,-4.160731974541908,0.5272035520480758,-4.245480060577393,0.4848954081535339,51200,-4.104554694442777,0.5474819056856697,108,0.0,0.3627847731113434,1.1858024597167969,1.1884921789169312,2.0,2.0,0.3696296215057373,0.6303703784942627,-1.2744303941726685,0.3769844174385071,2.0,0.0051851850003004,0.0846296325325965,1.1597908735275269,1.218316674232483,41.02134323120117,0.1304191499948501,0.0469841137528419,0.9944690465927124,0.0053606717847287,24
24,1,apply,per_h_robust_residual,0,5,256000,5120,-4.14682020647917,0.5346600083482366,-4.231645584106445,0.4869731664657593,51200,-4.117485581168439,0.4906911710399829,127,0.0,0.4459897577762604,1.1914258003234863,1.1649086475372314,2.0,2.0,0.3617322742938995,0.6382676959037781,-1.1080204248428345,0.3298172950744629,2.0,0.0042519685812294,0.0752755925059318,1.1667344570159912,1.2787266969680786,36.424346923828125,0.154667779803276,0.0358799807727336,1.009718418121338,0.0002160971343982,25
25,1,apply,per_h_robust_residual,0,5,256000,5120,-4.129853360665496,0.5281544591785906,-4.217217445373535,0.4689838886260986,51200,-4.076398073718883,0.4864355167214441,79,0.0,0.4772134721279144,1.2247220277786257,1.220334529876709,2.0,2.0,0.3445569574832916,0.655443012714386,-1.045573115348816,0.4406691491603851,2.0,0.0015189873520284,0.0812658220529556,1.144310474395752,1.3711858987808228,39.36712646484375,0.146004319190979,0.040451243519783,1.0095733404159546,0.0079101882874965,26
26,1,apply,per_h_robust_residual,0,5,256000,5120,-4.114368554478278,0.5163671276779287,-4.199211597442627,0.4609317183494568,51200,-4.060613384273601,0.5155867511421545,206,0.0,0.4674643576145172,1.2249977588653564,1.2053797245025637,2.0,2.0,0.3404854238033294,0.6595145463943481,-1.0650712251663208,0.4107593297958374,2.0,0.002330097137019,0.0953398048877716,1.1864453554153442,1.3518991470336914,39.01646423339844,0.1485164761543274,0.0362776257097721,1.0023691654205322,0.0011229345109313,27
