h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_p05,residual_median,residual_p95,weight_p05,weight_mean,weight_p50,weight_p95,at_min_fraction,at_max_fraction
0,-4.247011661529541,0.29146355390548706,-4.166575785671571,-1.298927015066147,0.27597272396087646,1.714860528707504,0.3505364924669266,1.0955503657460213,1.1379863619804382,1.8574302732944488,0.003787878787878788,0.01893939393939394
1,-4.2314043045043945,0.3059215545654297,-4.14729420242036,-1.2856427907943726,0.2749398350715637,1.991499888896942,0.3571786046028137,1.1262393885038116,1.1374698877334595,1.995749944448471,0.003787878787878788,0.04924242424242424
2,-4.234956741333008,0.30456241965293884,-4.128659315535371,-1.3749856173992157,0.34901709854602814,2.0,0.3125071913003922,1.1442271933862658,1.1745085716247559,2.0,0.015151515151515152,0.056818181818181816
3,-4.206269264221191,0.3330150544643402,-4.170887830061556,-1.4339133262634278,0.10624539852142334,1.765055763721466,0.28304333686828614,1.0768695916190292,1.0531226992607117,1.882527881860733,0.026515151515151516,0.041666666666666664
4,-4.190455436706543,0.3549130856990814,-4.1647316693616006,-1.38599653840065,0.07247953116893768,1.9063987672328948,0.30700173079967497,1.0859496132893995,1.0362398028373718,1.9531994342803953,0.0,0.041666666666666664
5,-4.169536113739014,0.3782340884208679,-4.080660285548112,-1.3761969089508057,0.23497556895017624,1.851401787996292,0.31190154552459715,1.0843785454829533,1.1174877285957336,1.925700843334198,0.0,0.030303030303030304
6,-4.183659553527832,0.39260390400886536,-4.079795149853486,-1.1009387910366057,0.2645527124404907,1.751728367805481,0.44953060448169707,1.1607170994534637,1.1322763562202454,1.8758641242980956,0.003787878787878788,0.03409090909090909
7,-4.195141792297363,0.39118751883506775,-4.051587974889458,-1.3745920360088348,0.36696910858154297,1.8676637291908262,0.3127039819955826,1.1470499440576092,1.1834845542907715,1.9338318645954131,0.022727272727272728,0.045454545454545456
8,-4.193656921386719,0.41292402148246765,-4.1301066073809345,-1.2514865338802337,0.15390297025442123,2.0,0.3742567330598831,1.1475366033387906,1.076951503753662,2.0,0.007575757575757576,0.06439393939393939
9,-4.198598384857178,0.4193202257156372,-4.034540692985197,-1.1164004325866699,0.39124688506126404,2.0,0.44179978370666506,1.2000792654174748,1.1956234574317932,2.0,0.003787878787878788,0.10984848484848485
10,-4.2049431800842285,0.4358515739440918,-4.030755849676812,-1.1394286155700684,0.39964793622493744,2.0,0.4302856922149658,1.1951179450208491,1.1998239755630493,2.0,0.003787878787878788,0.056818181818181816
11,-4.200506210327148,0.4477159380912781,-4.05313803615212,-1.2309501886367797,0.3291555643081665,2.0,0.38452490568161013,1.1745438228050868,1.164577841758728,2.0,0.0,0.07575757575757576
12,-4.188298225402832,0.4481266736984253,-4.017092140208313,-1.0856796979904175,0.38204821944236755,2.0,0.4571601510047913,1.2056449888782068,1.1910240650177002,2.0,0.003787878787878788,0.06060606060606061
13,-4.168858528137207,0.4505174160003662,-4.021494563972173,-1.1887662351131438,0.3270992338657379,2.0,0.40561688244342803,1.1879800169756918,1.1635496020317078,2.0,0.0,0.07575757575757576
14,-4.164785385131836,0.4555405378341675,-4.014430843212351,-1.1652063846588134,0.3300570845603943,2.0,0.4173968076705933,1.1734781509095973,1.1650285720825195,2.0,0.0,0.06060606060606061
15,-4.162583351135254,0.45166465640068054,-3.96348397257527,-1.0569616079330444,0.44081249833106995,2.0,0.4715191960334778,1.1997469715548283,1.2204062342643738,2.0,0.003787878787878788,0.07196969696969698
16,-4.174688816070557,0.45622187852859497,-4.052297297630574,-1.1040295362472534,0.2682723104953766,2.0,0.4479852318763733,1.1614861007441173,1.134136140346527,2.0,0.0,0.06060606060606061
17,-4.169554233551025,0.4607784152030945,-4.070733631327551,-1.101202952861786,0.21446414291858673,2.0,0.4493985235691071,1.141318573644667,1.1072320342063904,2.0,0.003787878787878788,0.06060606060606061
18,-4.176957130432129,0.44560301303863525,-4.104509441998669,-1.027184969186783,0.16258367896080017,2.0,0.4864075154066086,1.1519154739199262,1.0812917947769165,2.0,0.0,0.08712121212121213
19,-4.1948041915893555,0.4463486671447754,-4.113690506650678,-1.2175703823566437,0.18172746896743774,2.0,0.39121480882167814,1.1322841888124293,1.0908637642860413,2.0,0.0,0.06439393939393939
20,-4.216245651245117,0.4359595477581024,-4.1494551887648345,-1.2016805410385132,0.15320361405611038,2.0,0.3991597294807434,1.1255551867864348,1.076601803302765,2.0,0.003787878787878788,0.07575757575757576
21,-4.236467361450195,0.4346444308757782,-4.113083169742222,-1.1503223121166228,0.2838739603757858,2.0,0.4248388439416885,1.1579564764644161,1.141937017440796,2.0,0.0,0.09090909090909091
22,-4.228939533233643,0.4327331781387329,-4.150189907472628,-1.448325502872467,0.18198146671056747,2.0,0.27583724856376646,1.1388141948616866,1.0909907817840576,2.0,0.007575757575757576,0.09848484848484848
23,-4.234902381896973,0.44304487109184265,-4.160993280525982,-1.31979079246521,0.1668206751346588,2.0,0.34010460376739504,1.109902394314607,1.0834103226661682,2.0,0.007575757575757576,0.08712121212121213
24,-4.238729953765869,0.4312218725681305,-4.156282744666946,-1.3291143357753754,0.1911945939064026,2.0,0.3354428321123123,1.1301709409012939,1.095597267150879,2.0,0.011363636363636364,0.0946969696969697
25,-4.224400520324707,0.44245651364326477,-4.129236361845801,-1.201504635810852,0.21508116275072098,2.0,0.39924768209457395,1.1404780650680715,1.1075406074523926,2.0,0.003787878787878788,0.07196969696969698
26,-4.223050117492676,0.44745999574661255,-4.098204272232891,-1.2065958201885223,0.2790103703737259,2.0,0.39670208990573885,1.1558235825011225,1.1395052075386047,2.0,0.003787878787878788,0.08333333333333333
27,-4.21162223815918,0.4480109214782715,-4.131386822154392,-1.1730582118034363,0.1790921613574028,2.0,0.41347089409828186,1.130501019457976,1.0895460844039917,2.0,0.007575757575757576,0.07196969696969698
28,-4.203585624694824,0.4511144459247589,-4.024474842796071,-1.3337129592895507,0.39704063534736633,2.0,0.33314352035522465,1.1918354707233834,1.198520302772522,2.0,0.003787878787878788,0.10227272727272728
29,-4.207467079162598,0.4591212868690491,-4.054082538037491,-1.2842890858650207,0.33408263325691223,2.0,0.3578554570674896,1.186985634041555,1.1670413613319397,2.0,0.007575757575757576,0.10606060606060606
30,-4.201938152313232,0.45150026679039,-4.089459481402468,-1.3193910717964172,0.24912218749523163,2.0,0.3403044641017914,1.1517152431787867,1.124561071395874,2.0,0.007575757575757576,0.10606060606060606
31,-4.189450263977051,0.4650288224220276,-4.06394523416488,-1.6917857885360716,0.26988694071769714,2.0,0.15410710573196412,1.1535491787574508,1.1349434852600098,2.0,0.022727272727272728,0.09848484848484848
32,-4.176276206970215,0.4545087516307831,-4.010526272187999,-1.2427840054035186,0.3646795004606247,2.0,0.3786079972982407,1.200802514273109,1.1823397874832153,2.0,0.011363636363636364,0.11363636363636363
33,-4.160459518432617,0.4758053421974182,-3.9798636705399275,-1.2240436255931855,0.3795583248138428,2.0,0.38797818720340727,1.2274600784435417,1.1897791624069214,2.0,0.003787878787878788,0.09848484848484848
34,-4.139870643615723,0.4824541211128235,-3.91969218892662,-1.1405124366283417,0.45637185871601105,2.0,0.42974378168582916,1.2331589424248897,1.2281859517097473,2.0,0.0,0.10227272727272728
35,-4.126394271850586,0.4940178394317627,-3.9477596479813455,-1.100493186712265,0.3615955412387848,2.0,0.4497534066438675,1.2186085866256193,1.1807977557182312,2.0,0.007575757575757576,0.10227272727272728
36,-4.108799457550049,0.49983081221580505,-3.898811383145016,-1.253611308336258,0.42011839151382446,2.0,0.37319434583187105,1.2254379895148855,1.2100591659545898,2.0,0.003787878787878788,0.09848484848484848
37,-4.100775718688965,0.5207348465919495,-3.8501984847468056,-1.0623948276042938,0.481199249625206,2.0,0.4688025861978531,1.2444615081855745,1.2405996322631836,2.0,0.011363636363636364,0.08712121212121213
