timestamp,driver_alive,host_mem_available_kib,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,gpu2_used_mib,gpu2_util_pct,gpu3_used_mib,gpu3_util_pct
2026-08-24T09:13:51+00:00,1,2002602948,37,0,4,0,4,0,4,0
2026-08-24T09:14:52+00:00,1,1949305608,1288,0,1187,0,1187,0,1195,0
2026-08-24T09:15:52+00:00,1,1935105076,5252,0,5199,0,5199,43,4967,0
2026-08-24T09:16:52+00:00,1,1946817300,11054,0,11435,0,11435,0,10957,0
2026-08-24T09:17:52+00:00,1,1921000692,20467,0,21310,3,21310,3,20372,2
2026-08-24T09:18:52+00:00,1,1896472852,27994,0,28379,0,29093,0,28613,3
2026-08-24T09:19:52+00:00,1,1872940416,35765,0,36150,0,36864,0,35670,4
2026-08-24T09:20:53+00:00,1,1848202716,42470,2,43111,2,44383,0,43445,0
2026-08-24T09:21:53+00:00,1,1842949300,49930,0,50734,0,50221,0,49741,93
2026-08-24T09:22:53+00:00,1,1842259640,39644,0,42263,0,21417,0,38993,0
2026-08-24T09:23:54+00:00,1,1820638400,25218,0,25826,2,27359,40,25739,1
2026-08-24T09:24:54+00:00,1,1794915876,33238,0,33594,0,35147,0,34115,0
2026-08-24T09:25:54+00:00,1,1771504040,40648,0,41356,2,42913,0,41875,0
2026-08-24T09:26:54+00:00,1,1748274540,48206,0,48306,2,50580,0,49285,0
2026-08-24T09:27:54+00:00,1,1743082128,50638,0,50994,0,50674,47,50449,0
2026-08-24T09:28:55+00:00,1,1742770344,44622,0,45229,0,33857,0,37775,0
2026-08-24T09:29:55+00:00,1,1744350252,35270,0,35877,0,36237,0,35577,0
2026-08-24T09:30:55+00:00,1,1744158616,37652,0,38191,7,38627,3,37965,0
2026-08-24T09:31:55+00:00,1,1738953036,41832,0,41374,0,45108,0,42911,0
2026-08-24T09:32:55+00:00,1,1729350188,48218,7,47503,0,51292,0,49446,0
2026-08-24T09:33:56+00:00,1,1724604492,51000,0,51612,39,51292,0,51324,87
2026-08-24T09:34:56+00:00,1,1724495132,51000,42,51612,31,38171,0,45119,0
2026-08-24T09:35:56+00:00,1,1724522260,39234,0,39482,0,40550,0,40796,2
2026-08-24T09:36:56+00:00,1,1724181180,41612,0,41958,0,43136,1,43182,2
2026-08-24T09:37:56+00:00,1,1719950796,43996,0,44246,0,45526,1,45566,0
2026-08-24T09:38:57+00:00,1,1713067600,47207,0,46686,0,52060,0,51540,0
2026-08-24T09:39:57+00:00,1,1705992248,51769,0,52316,0,52060,0,52348,0
2026-08-24T09:40:57+00:00,1,1696918728,51768,100,52316,99,39738,0,40026,0
2026-08-24T09:41:57+00:00,1,1706162856,40076,0,40624,0,40368,2,40656,0
2026-08-24T09:42:57+00:00,1,1686492124,30771,82,31570,0,31058,0,31346,0
2026-08-24T09:43:58+00:00,1,1657219144,33745,0,34548,0,33942,0,34324,0
2026-08-24T09:44:58+00:00,1,1626910092,42051,2,42598,0,41074,0,42172,3
2026-08-24T09:45:58+00:00,1,1610513320,51689,0,52236,100,51980,73,52268,0
2026-08-24T09:46:58+00:00,1,1608022668,51689,96,52236,0,51980,0,52268,50
2026-08-24T09:47:58+00:00,1,1611048380,39981,0,40012,0,39674,0,39194,1
2026-08-24T09:48:59+00:00,1,1596558180,43249,3,43186,0,42646,0,42166,0
2026-08-24T09:49:59+00:00,1,1583850164,46299,0,46268,0,45528,6,45148,1
2026-08-24T09:50:59+00:00,1,1562882896,52457,0,52748,5,49804,0,50550,1
2026-08-24T09:51:59+00:00,1,1558322624,52457,98,52748,58,52236,83,52524,0
2026-08-24T09:52:59+00:00,1,1560202032,41947,0,42170,0,50158,0,47174,0
2026-08-24T09:54:00+00:00,1,1558488920,44919,0,45142,0,43464,75,43482,3
2026-08-24T09:55:00+00:00,1,1550652068,47599,0,47822,0,46142,1,46160,4
2026-08-24T09:56:00+00:00,1,1530872804,50193,0,50468,0,48502,3,48348,0
2026-08-24T09:57:00+00:00,1,1517616900,53481,0,53709,0,51940,0,52781,97
2026-08-24T09:58:00+00:00,1,1477736228,53481,95,50740,0,56099,21,52780,74
2026-08-24T09:59:00+00:00,1,1513277652,44931,0,45748,43,42964,0,42824,0
2026-08-24T10:00:01+00:00,1,1500551312,48199,0,48724,0,45840,0,45794,0
2026-08-24T10:01:01+00:00,1,1484508240,51083,0,51864,0,48518,1,48774,0
2026-08-24T10:02:01+00:00,1,1470658104,54506,71,54989,0,52069,0,53455,1
2026-08-24T10:03:01+00:00,1,1466598984,54506,20,54989,0,54285,89,53805,0
2026-08-24T10:04:01+00:00,1,1457857324,42254,0,42737,0,54285,90,41553,0
2026-08-24T10:05:02+00:00,1,1469528228,52174,0,52657,0,51955,1,51473,0
2026-08-24T10:06:02+00:00,1,1449591772,57600,1,57987,4,57635,1,56803,1
2026-08-24T10:07:02+00:00,1,1428677676,62928,1,63210,1,63316,1,62227,0
2026-08-24T10:08:03+00:00,1,1413159416,67665,95,68146,93,54573,0,66962,92
2026-08-24T10:09:03+00:00,1,1399069060,50776,0,51216,2,51636,35,50074,0
2026-08-24T10:10:03+00:00,1,1391265396,54913,1,54486,0,56212,1,54110,2
2026-08-24T10:11:03+00:00,1,1370858772,63255,0,62984,100,62536,100,62056,100
2026-08-24T10:12:03+00:00,0,2001512556
