tag,completed_round,raw_step,value,wall_time
env/episode_len,1,0,200.0,1788972609.4725194
env/episode_len,2,1,200.0,1788972923.9015307
env/episode_len,3,2,200.0,1788973236.7857542
env/episode_len,4,3,200.0,1788973551.5636206
env/episode_len,5,4,200.0,1788974141.5172749
env/episode_len,6,5,200.0,1788974455.0685596
env/episode_len,7,6,200.0,1788974766.384699
env/episode_len,8,7,200.0,1788975081.186193
env/episode_len,9,8,200.0,1788975394.41538
env/episode_len,10,9,200.0,1788976007.6024318
env/episode_len,11,10,200.0,1788976339.4619508
env/episode_len,12,11,200.0,1788976676.0254078
env/episode_len,13,12,200.0,1788977020.4215043
env/episode_len,14,13,200.0,1788977354.8061936
env/episode_len,15,14,200.0,1788977970.2339408
env/episode_len,16,15,200.0,1788978299.251128
env/episode_len,17,16,200.0,1788978630.9941573
env/episode_len,18,17,200.0,1788978967.4876084
env/episode_len,19,18,200.0,1788979301.529689
env/episode_len,20,19,200.0,1788979936.695659
env/episode_len,21,20,200.0,1788980266.13665
env/episode_len,22,21,200.0,1788980600.300499
env/episode_len,23,22,200.0,1788980934.419876
env/episode_len,24,23,200.0,1788981265.66617
env/episode_len,25,24,200.0,1788981868.048514
env/episode_len,26,25,200.0,1788982197.4512386
env/episode_len,27,26,200.0,1788982532.0679903
env/episode_len,28,27,200.0,1788982866.835117
env/episode_len,29,28,200.0,1788983197.271447
env/episode_len,30,29,200.0,1788983831.6150186
env/episode_len,31,30,200.0,1788984165.590595
env/episode_len,32,31,200.0,1788984505.5171866
env/episode_len,33,32,200.0,1788984842.1168902
env/episode_len,34,33,200.0,1788985178.272073
env/episode_len,35,34,200.0,1788985796.2436996
env/episode_len,36,35,200.0,1788986130.7411947
env/episode_len,37,36,200.0,1788986465.215443
env/episode_len,38,37,200.0,1788986801.6718652
env/episode_len,39,38,200.0,1788987135.6735008
env/episode_len,40,39,200.0,1788987783.710186
env/episode_len,41,40,200.0,1788988129.2536237
env/episode_len,42,41,200.0,1788988480.9746175
env/episode_len,43,42,200.0,1788988825.6525686
env/episode_len,44,43,200.0,1788989168.5102644
env/episode_len,45,44,200.0,1788989783.9834375
env/episode_len,46,45,200.0,1788990127.1222653
env/episode_len,47,46,200.0,1788990477.2920527
env/episode_len,48,47,200.0,1788990814.3534894
env/episode_len,49,48,200.0,1788991151.3580713
env/episode_len,50,49,200.0,1788991799.5429006
env/episode_len,51,50,200.0,1788992142.0649283
env/episode_len,52,51,200.0,1788992487.2172954
env/episode_len,53,52,200.0,1788992827.5759456
env/episode_len,54,53,200.0,1788993165.4812748
env/episode_len,55,54,200.0,1788993784.769312
env/episode_len,56,55,200.0,1788994125.5506477
env/episode_len,57,56,200.0,1788994471.6545522
env/episode_len,58,57,200.0,1788994813.1021833
env/episode_len,59,58,200.0,1788995157.526545
env/episode_len,60,59,200.0,1788995792.1573155
env/episode_len,61,60,200.0,1788996124.9500465
env/episode_len,62,61,200.0,1788996469.4467711
env/episode_len,63,62,200.0,1788996808.927862
env/episode_len,64,63,200.0,1788997148.4623065
env/episode_len,65,64,200.0,1788997764.0880342
env/episode_len,66,65,200.0,1788998094.6115308
env/episode_len,67,66,200.0,1788998431.7635152
env/episode_len,68,67,200.0,1788998763.1822968
env/episode_len,69,68,200.0,1788999098.9463732
env/episode_len,70,69,200.0,1788999734.1634946
