unix_time,host_available_bytes,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,cgroup_high_events,cgroup_max_events,cgroup_oom_events,cgroup_oom_kill_events,shm_used_bytes,disk_available_bytes,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,env_rss_kib,actor_rss_kib,rollout_rss_kib,driver_rss_kib,ray_system_rss_kib,matched_total_rss_kib,compute_process_count
1785426668,1.05126e+12,169857028096,315092992,167564328960,78418,1658296,0,0,671744,879603494912,0,0,0,0,1368,1428,1340,3180,1368,27456,0
1785426670,1.05096e+12,170193788928,645447680,167564333056,78418,1658296,0,0,671744,879603494912,0,0,0,0,1448,1380,1368,3180,1448,561860,0
1785426673,1.05051e+12,170646409216,1093304320,167564341248,78418,1658296,0,0,671744,879603490816,0,0,0,0,1396,1428,1360,3180,1348,1051420,0
1785426675,1.05009e+12,171017584640,1415069696,167564361728,78418,1658296,0,0,692224,879603490816,4,0,4,0,1420,1392,1380,3180,1392,1408976,0
1785426677,1.04974e+12,171367821312,1760997376,167567736832,78418,1658296,0,0,692224,879603490816,4,0,4,0,1368,1348,1348,3180,351436,1824468,0
1785426679,1.04884e+12,172312461312,2688782336,167575281664,78418,1658296,0,0,692224,879603490816,4,0,4,0,1352,1368,1336,3180,945160,2321324,0
1785426682,1.04827e+12,172922351616,3259232256,167586582528,78418,1658296,0,0,704512,879603490816,4,0,4,0,1388,1420,1356,3180,1064732,2576932,0
1785426684,1.04628e+12,174913150976,5166788608,167587049472,78418,1658296,0,0,704512,879603490816,4,0,4,0,1340,1392,1392,3180,1080352,5900340,0
1785426686,1.04332e+12,177905340416,8104333312,167587487744,78418,1658296,0,0,704512,879603458048,4,0,4,0,1444,1372,1452,3180,1101824,11771096,0
1785426688,1.04079e+12,180427751424,10620424192,167587532800,78418,1658296,0,0,704512,879603458048,4,0,4,0,1376,1416,1360,3180,1106308,13852000,0
1785426690,1.03852e+12,182604718080,12678676480,167637876736,78418,1658296,0,0,745472,879603458048,447,0,447,0,1348,1444,1916436,3180,1109736,15997912,2
1785426693,1.03712e+12,184017764352,13882896384,167643357184,78418,1658296,0,0,827392,879603453952,447,0,447,0,2842920,1388,3163776,3180,1113704,17755380,2
1785426696,1.03652e+12,184882028544,14434910208,167954042880,78418,1658296,0,0,827392,879603449856,447,1,447,2,3438440,1348,3325136,3180,1117148,18543988,3
1785426698,1.03351e+12,187733827584,17246498816,167984062464,78418,1658296,0,0,827392,879603449856,950,0,909,0,4291528,1344,5772536,3180,1117776,21858860,6
1785426701,1.03246e+12,188768325632,18269913088,167990870016,78418,1658296,0,0,827392,879603449856,950,0,987,0,4320048,1380,6604556,3180,1118712,22678384,6
