run,tag,completed_step,value,wall_time
bc,time/sync_weights,9,5.5655927658081055,1788630153.4609575
bc,time/sync_weights,10,5.352225303649902,1788631285.731473
bc,time/sync_weights,11,1.4352879524230957,1788632074.747569
bc,time/sync_weights,12,5.355623245239258,1788632847.9794328
bc,time/sync_weights,13,6.892746925354004,1788633643.0484624
bc,time/sync_weights,14,5.372446060180664,1788634433.9450362
bc,time/sync_weights,15,5.5271806716918945,1788635579.5132773
bc,time/sync_weights,16,2.002470016479492,1788636336.9102936
bc,time/sync_weights,17,4.980939865112305,1788637138.740145
bc,time/sync_weights,18,6.70234489440918,1788637933.069956
bc,time/sync_weights,19,5.339217185974121,1788638718.6000721
bc,time/sync_weights,20,5.320130348205566,1788639815.3611414
bc,time/sync_weights,21,1.3849070072174072,1788640569.1294255
bc,time/sync_weights,22,6.27200174331665,1788641350.917019
bc,time/sync_weights,23,5.117609024047852,1788642123.5264614
bc,time/sync_weights,24,5.109494686126709,1788642890.9440854
bc,time/sync_weights,25,5.364261150360107,1788643997.5014095
bc,time/sync_weights,26,1.8538024425506592,1788644752.0499883
bc,time/sync_weights,27,6.223962306976318,1788645549.4341295
bc,time/sync_weights,28,6.489771366119385,1788646303.486087
bc,time/sync_weights,29,5.233861446380615,1788647078.662906
bc,time/sync_weights,30,5.0362548828125,1788648220.7928395
bc,time/sync_weights,31,1.4028279781341553,1788648981.7256522
bc,time/sync_weights,32,5.5953497886657715,1788649746.3427093
bc,time/sync_weights,33,5.358587265014648,1788650526.6809273
bc,time/sync_weights,34,5.3382368087768555,1788651303.5404267
bc,time/sync_weights,35,6.436160564422607,1788652412.6847494
bc,time/sync_weights,36,1.9837536811828613,1788653159.976485
bc,time/sync_weights,37,5.4227681159973145,1788653931.556971
bc,time/sync_weights,38,6.747639179229736,1788654696.7040243
bc,time/sync_weights,39,5.243833541870117,1788655476.9925475
bc,time/sync_weights,40,5.924371719360352,1788656601.0251286
bc,time/sync_weights,41,1.4197165966033936,1788657408.6479478
bc,time/sync_weights,42,5.112054824829102,1788658166.8281689
bc,time/sync_weights,43,5.915882110595703,1788658953.0454865
bc,time/sync_weights,44,5.527871131896973,1788659751.0521717
bc,time/generate_rollouts,1,359.83685302734375,1788623687.9421904
bc,time/generate_rollouts,2,323.5550537109375,1788624467.493144
bc,time/generate_rollouts,3,313.674072265625,1788625236.4934163
bc,time/generate_rollouts,4,307.32464599609375,1788625994.0583744
bc,time/generate_rollouts,5,299.2822265625,1788627050.5885062
bc,time/generate_rollouts,6,340.5832214355469,1788627833.6490405
bc,time/generate_rollouts,7,320.198486328125,1788628601.178351
bc,time/generate_rollouts,8,343.6225891113281,1788629398.149568
bc,time/generate_rollouts,9,305.3201599121094,1788630153.4609644
bc,time/generate_rollouts,10,311.52606201171875,1788631285.7314796
bc,time/generate_rollouts,11,345.5343322753906,1788632074.7475743
bc,time/generate_rollouts,12,322.8210754394531,1788632847.9794393
bc,time/generate_rollouts,13,338.5058898925781,1788633643.048471
bc,time/generate_rollouts,14,342.58404541015625,1788634433.9450455
bc,time/generate_rollouts,15,352.4569396972656,1788635579.5132952
bc,time/generate_rollouts,16,312.5088195800781,1788636336.9103012
bc,time/generate_rollouts,17,349.8203430175781,1788637138.7401514
bc,time/generate_rollouts,18,343.6866455078125,1788637933.069965
bc,time/generate_rollouts,19,336.5773010253906,1788638718.6000814
bc,time/generate_rollouts,20,306.86590576171875,1788639815.36115
bc,time/generate_rollouts,21,309.4983215332031,1788640569.1294322
bc,time/generate_rollouts,22,330.9191589355469,1788641350.917026
bc,time/generate_rollouts,23,324.6773986816406,1788642123.5264695
bc,time/generate_rollouts,24,319.65936279296875,1788642890.9440968
bc,time/generate_rollouts,25,337.760498046875,1788643997.5014236
bc,time/generate_rollouts,26,302.61334228515625,1788644752.0500116
bc,time/generate_rollouts,27,345.79132080078125,1788645549.4341364
bc,time/generate_rollouts,28,306.0396728515625,1788646303.486096
bc,time/generate_rollouts,29,328.0168762207031,1788647078.6629128
bc,time/generate_rollouts,30,343.8348083496094,1788648220.7928457
bc,time/generate_rollouts,31,299.8454284667969,1788648981.7256587
bc,time/generate_rollouts,32,310.59344482421875,1788649746.3427162
bc,time/generate_rollouts,33,332.8205261230469,1788650526.6809356
bc,time/generate_rollouts,34,329.2351379394531,1788651303.5404346
bc,time/generate_rollouts,35,325.59295654296875,1788652412.6847582
bc,time/generate_rollouts,36,293.5473327636719,1788653159.9764917
bc,time/generate_rollouts,37,319.48272705078125,1788653931.556978
bc,time/generate_rollouts,38,315.7552795410156,1788654696.7040448
bc,time/generate_rollouts,39,329.8070983886719,1788655476.9925563
bc,time/generate_rollouts,40,327.96136474609375,1788656601.0251389
bc,time/generate_rollouts,41,352.4763488769531,1788657408.6479578
bc,time/generate_rollouts,42,294.9356384277344,1788658166.8281775
bc,time/generate_rollouts,43,338.63116455078125,1788658953.0454984
bc,time/generate_rollouts,44,350.13775634765625,1788659751.0521789
bc,time/cal_adv_and_returns,1,0.006569385528564453,1788623687.9422162
bc,time/cal_adv_and_returns,2,0.004709720611572266,1788624467.493152
bc,time/cal_adv_and_returns,3,0.005150794982910156,1788625236.493423
bc,time/cal_adv_and_returns,4,0.005140781402587891,1788625994.0583816
bc,time/cal_adv_and_returns,5,0.005159854888916016,1788627050.588529
bc,time/cal_adv_and_returns,6,0.005765199661254883,1788627833.6490622
bc,time/cal_adv_and_returns,7,0.005198240280151367,1788628601.1783614
bc,time/cal_adv_and_returns,8,0.005765199661254883,1788629398.1495767
bc,time/cal_adv_and_returns,9,0.00709986686706543,1788630153.4609706
bc,time/cal_adv_and_returns,10,0.0056383609771728516,1788631285.7314858
bc,time/cal_adv_and_returns,11,0.006566524505615234,1788632074.747579
bc,time/cal_adv_and_returns,12,0.005235195159912109,1788632847.9794457
bc,time/cal_adv_and_returns,13,0.0064961910247802734,1788633643.04848
bc,time/cal_adv_and_returns,14,0.005510091781616211,1788634433.9450543
bc,time/cal_adv_and_returns,15,0.01091623306274414,1788635579.5133126
bc,time/cal_adv_and_returns,16,0.005285501480102539,1788636336.910307
bc,time/cal_adv_and_returns,17,0.004729032516479492,1788637138.7401574
bc,time/cal_adv_and_returns,18,0.007001638412475586,1788637933.0699735
bc,time/cal_adv_and_returns,19,0.005343437194824219,1788638718.60009
bc,time/cal_adv_and_returns,20,0.004313230514526367,1788639815.3611584
bc,time/cal_adv_and_returns,21,0.0065860748291015625,1788640569.1294408
bc,time/cal_adv_and_returns,22,0.004085540771484375,1788641350.917032
bc,time/cal_adv_and_returns,23,0.005076885223388672,1788642123.5264776
bc,time/cal_adv_and_returns,24,0.006903409957885742,1788642890.944107
bc,time/cal_adv_and_returns,25,0.0054149627685546875,1788643997.5014372
bc,time/cal_adv_and_returns,26,0.007088899612426758,1788644752.050035
bc,time/cal_adv_and_returns,27,0.003695249557495117,1788645549.4341433
bc,time/cal_adv_and_returns,28,0.006925106048583984,1788646303.4861033
bc,time/cal_adv_and_returns,29,0.005833625793457031,1788647078.6629198
bc,time/cal_adv_and_returns,30,0.005552768707275391,1788648220.7928524
bc,time/cal_adv_and_returns,31,0.006251096725463867,1788648981.7256646
bc,time/cal_adv_and_returns,32,0.0051097869873046875,1788649746.342722
bc,time/cal_adv_and_returns,33,0.0068662166595458984,1788650526.680944
bc,time/cal_adv_and_returns,34,0.006217241287231445,1788651303.5404422
bc,time/cal_adv_and_returns,35,0.004844188690185547,1788652412.6847665
bc,time/cal_adv_and_returns,36,0.005676984786987305,1788653159.9764984
bc,time/cal_adv_and_returns,37,0.004638671875,1788653931.5569847
bc,time/cal_adv_and_returns,38,0.006242990493774414,1788654696.7040637
bc,time/cal_adv_and_returns,39,0.00442194938659668,1788655476.9925647
bc,time/cal_adv_and_returns,40,0.007144451141357422,1788656601.0251482
bc,time/cal_adv_and_returns,41,0.007345914840698242,1788657408.6479673
bc,time/cal_adv_and_returns,42,0.007923126220703125,1788658166.8281865
bc,time/cal_adv_and_returns,43,0.0062258243560791016,1788658953.045509
bc,time/cal_adv_and_returns,44,0.004803895950317383,1788659751.0521855
bc,time/actor_training,1,449.1143798828125,1788623687.9422271
bc,time/actor_training,2,448.2710876464844,1788624467.49316
bc,time/actor_training,3,449.2865295410156,1788625236.493429
bc,time/actor_training,4,444.84893798828125,1788625994.0583887
bc,time/actor_training,5,444.6567077636719,1788627050.588549
bc,time/actor_training,6,440.5601501464844,1788627833.6490824
bc,time/actor_training,7,441.0104675292969,1788628601.1783707
bc,time/actor_training,8,447.57012939453125,1788629398.149585
bc,time/actor_training,9,444.3860168457031,1788630153.4609768
bc,time/actor_training,10,448.9559326171875,1788631285.7314918
bc,time/actor_training,11,442.0107727050781,1788632074.7475836
bc,time/actor_training,12,445.01348876953125,1788632847.9794521
bc,time/actor_training,13,449.6258239746094,1788633643.0484881
bc,time/actor_training,14,442.8957214355469,1788634433.9450629
bc,time/actor_training,15,448.20208740234375,1788635579.513331
bc,time/actor_training,16,442.8478088378906,1788636336.910313
bc,time/actor_training,17,446.98773193359375,1788637138.7401638
bc,time/actor_training,18,443.8963317871094,1788637933.0699823
bc,time/actor_training,19,443.57403564453125,1788638718.6000998
bc,time/actor_training,20,442.84765625,1788639815.3611665
bc,time/actor_training,21,442.8468017578125,1788640569.1294491
bc,time/actor_training,22,444.5553894042969,1788641350.9170392
bc,time/actor_training,23,442.7734680175781,1788642123.5264847
bc,time/actor_training,24,442.6079406738281,1788642890.944118
bc,time/actor_training,25,440.80615234375,1788643997.5014508
bc,time/actor_training,26,450.0345764160156,1788644752.0500567
bc,time/actor_training,27,445.324462890625,1788645549.4341502
bc,time/actor_training,28,441.4835205078125,1788646303.4861107
bc,time/actor_training,29,441.8917541503906,1788647078.6629264
bc,time/actor_training,30,440.92510986328125,1788648220.7928612
bc,time/actor_training,31,459.6464538574219,1788648981.7256703
bc,time/actor_training,32,448.3958740234375,1788649746.3427281
bc,time/actor_training,33,442.1161193847656,1788650526.6809545
bc,time/actor_training,34,442.2482604980469,1788651303.5404482
bc,time/actor_training,35,442.33734130859375,1788652412.684774
bc,time/actor_training,36,451.71612548828125,1788653159.9765046
bc,time/actor_training,37,446.62969970703125,1788653931.5569906
bc,time/actor_training,38,442.5997619628906,1788654696.704082
bc,time/actor_training,39,445.197998046875,1788655476.992573
bc,time/actor_training,40,442.5547180175781,1788656601.025157
bc,time/actor_training,41,453.690185546875,1788657408.6479757
bc,time/actor_training,42,458.0886535644531,1788658166.8281977
bc,time/actor_training,43,441.6308898925781,1788658953.0455198
bc,time/actor_training,44,442.30291748046875,1788659751.0521917
bc,time/step,1,819.06884765625,1788623687.9422357
bc,time/step,2,779.514892578125,1788624467.4931688
bc,time/step,3,768.9684448242188,1788625236.4934354
bc,time/step,4,757.53076171875,1788625994.0583963
bc,time/step,5,1056.49560546875,1788627050.5885901
bc,time/step,6,783.0231323242188,1788627833.6491048
bc,time/step,7,767.4899291992188,1788628601.1783807
bc,time/step,8,796.9376220703125,1788629398.1495929
bc,time/step,9,755.28125,1788630153.460985
bc,time/step,10,1132.24365234375,1788631285.731504
bc,time/step,11,788.9885864257812,1788632074.747589
bc,time/step,12,773.1973876953125,1788632847.9794586
bc,time/step,13,795.03271484375,1788633643.0484967
bc,time/step,14,790.8596801757812,1788634433.945072
bc,time/step,15,1145.53369140625,1788635579.513362
bc,time/step,16,757.3660888671875,1788636336.9103189
bc,time/step,17,801.7957153320312,1788637138.7401702
bc,time/step,18,794.294189453125,1788637933.0699906
bc,time/step,19,785.497802734375,1788638718.6001096
bc,time/step,20,1096.7376708984375,1788639815.3611827
bc,time/step,21,753.73828125,1788640569.1294575
bc,time/step,22,781.7523803710938,1788641350.9170463
bc,time/step,23,772.5745849609375,1788642123.5264919
bc,time/step,24,767.3850708007812,1788642890.944128
bc,time/step,25,1106.524658203125,1788643997.5014768
bc,time/step,26,754.5109252929688,1788644752.0500772
bc,time/step,27,797.345458984375,1788645549.4341571
bc,time/step,28,754.0218505859375,1788646303.4861183
bc,time/step,29,775.150146484375,1788647078.662933
bc,time/step,30,1142.1129150390625,1788648220.792877
bc,time/step,31,760.90283203125,1788648981.7256784
bc,time/step,32,764.5916137695312,1788649746.3427353
bc,time/step,33,780.3040771484375,1788650526.6809647
bc,time/step,34,776.8300170898438,1788651303.5404544
bc,time/step,35,1109.114501953125,1788652412.684791
bc,time/step,36,747.2546997070312,1788653159.9765108
bc,time/step,37,771.5418701171875,1788653931.556997
bc,time/step,38,765.110595703125,1788654696.7041008
bc,time/step,39,780.25537109375,1788655476.992581
bc,time/step,40,1124.0059814453125,1788656601.0251753
bc,time/step,41,807.5956420898438,1788657408.6479847
bc,time/step,42,758.1455078125,1788658166.8282077
bc,time/step,43,786.1861572265625,1788658953.045531
bc,time/step,44,797.9754028320312,1788659751.0521984
bc,time/env/env/bootstrap_step,1,254.7024383544922,1788623687.9422445
bc,time/env/env/bootstrap_step,2,220.72666931152344,1788624467.4931781
bc,time/env/env/bootstrap_step,3,226.76014709472656,1788625236.493443
bc,time/env/env/bootstrap_step,4,217.23110961914062,1788625994.0584052
bc,time/env/env/bootstrap_step,5,205.27772521972656,1788627050.5894172
bc,time/env/env/bootstrap_step,6,245.0671844482422,1788627833.649132
bc,time/env/env/bootstrap_step,7,224.56919860839844,1788628601.178394
bc,time/env/env/bootstrap_step,8,248.91246032714844,1788629398.1496043
bc,time/env/env/bootstrap_step,9,207.30833435058594,1788630153.4609933
bc,time/env/env/bootstrap_step,10,220.8941192626953,1788631285.7318106
bc,time/env/env/bootstrap_step,11,255.6168670654297,1788632074.7475955
bc,time/env/env/bootstrap_step,12,233.6180877685547,1788632847.9794679
bc,time/env/env/bootstrap_step,13,237.11058044433594,1788633643.0485082
bc,time/env/env/bootstrap_step,14,249.13441467285156,1788634433.9450855
bc,time/env/env/bootstrap_step,15,257.6942138671875,1788635579.5141697
bc,time/env/env/bootstrap_step,16,224.78955078125,1788636336.9103272
bc,time/env/env/bootstrap_step,17,254.37889099121094,1788637138.7401803
bc,time/env/env/bootstrap_step,18,243.8839111328125,1788637933.070002
bc,time/env/env/bootstrap_step,19,240.78770446777344,1788638718.6001215
bc,time/env/env/bootstrap_step,20,219.2192840576172,1788639815.3618963
bc,time/env/env/bootstrap_step,21,215.8627166748047,1788640569.1294665
bc,time/env/env/bootstrap_step,22,237.87322998046875,1788641350.917055
bc,time/env/env/bootstrap_step,23,235.1251678466797,1788642123.5265005
bc,time/env/env/bootstrap_step,24,224.04762268066406,1788642890.9441416
bc,time/env/env/bootstrap_step,25,237.6222381591797,1788643997.5023866
bc,time/env/env/bootstrap_step,26,212.34478759765625,1788644752.0501068
bc,time/env/env/bootstrap_step,27,256.8624572753906,1788645549.4341662
bc,time/env/env/bootstrap_step,28,209.62098693847656,1788646303.4861295
bc,time/env/env/bootstrap_step,29,226.2748565673828,1788647078.6629417
bc,time/env/env/bootstrap_step,30,242.74346923828125,1788648220.7935016
bc,time/env/env/bootstrap_step,31,210.75921630859375,1788648981.7256868
bc,time/env/env/bootstrap_step,32,215.7365264892578,1788649746.3427436
bc,time/env/env/bootstrap_step,33,236.22760009765625,1788650526.680976
bc,time/env/env/bootstrap_step,34,235.54380798339844,1788651303.5404632
bc,time/env/env/bootstrap_step,35,227.40867614746094,1788652412.6856763
bc,time/env/env/bootstrap_step,36,202.8212890625,1788653159.9765189
bc,time/env/env/bootstrap_step,37,219.53382873535156,1788653931.5570068
bc,time/env/env/bootstrap_step,38,216.6237030029297,1788654696.7041273
bc,time/env/env/bootstrap_step,39,238.8890380859375,1788655476.9925923
bc,time/env/env/bootstrap_step,40,231.75791931152344,1788656601.0254703
bc,time/env/env/bootstrap_step,41,254.2179412841797,1788657408.647997
bc,time/env/env/bootstrap_step,42,200.2165069580078,1788658166.8282192
bc,time/env/env/bootstrap_step,43,242.86395263671875,1788658953.0455465
bc,time/env/env/bootstrap_step,44,253.7296142578125,1788659751.0522077
bc,time/env/compute_bootstrap_rewards,1,0.0005474949721246958,1788623687.9436884
bc,time/env/compute_bootstrap_rewards,2,0.0004425360821187496,1788624467.494111
bc,time/env/compute_bootstrap_rewards,3,0.0002857847139239311,1788625236.4940128
