run,tag,completed_step,value,wall_time
bc,time/actor/actor/recv_traj,38,311.20416259765625,1788654696.705469
bc,time/actor/actor/recv_traj,39,327.3835754394531,1788655476.9930842
bc,time/actor/actor/recv_traj,40,323.47344970703125,1788656601.0257695
bc,time/actor/actor/recv_traj,41,348.4189758300781,1788657408.6492145
bc,time/actor/actor/recv_traj,42,290.8041687011719,1788658166.828978
bc,time/actor/actor/recv_traj,43,335.9416809082031,1788658953.046081
bc,time/actor/actor/recv_traj,44,347.46551513671875,1788659751.0526814
bc,time/actor/actor/compute_adv,1,9.588315151631832e-05,1788623687.944669
bc,time/actor/actor/compute_adv,2,0.00010823691263794899,1788624467.4946985
bc,time/actor/actor/compute_adv,3,9.980099275708199e-05,1788625236.494366
bc,time/actor/actor/compute_adv,4,8.377805352210999e-05,1788625994.0601094
bc,time/actor/actor/compute_adv,5,8.895201608538628e-05,1788627050.5901694
bc,time/actor/actor/compute_adv,6,0.00010022986680269241,1788627833.651477
bc,time/actor/actor/compute_adv,7,7.732817903161049e-05,1788628601.1798773
bc,time/actor/actor/compute_adv,8,9.865802712738514e-05,1788629398.150752
bc,time/actor/actor/compute_adv,9,0.00010942108929157257,1788630153.4628
bc,time/actor/actor/compute_adv,10,5.1412032917141914e-05,1788631285.7320461
bc,time/actor/actor/compute_adv,11,8.157105185091496e-05,1788632074.749095
bc,time/actor/actor/compute_adv,12,0.0001041789073497057,1788632847.9804072
bc,time/actor/actor/compute_adv,13,0.00011797016486525536,1788633643.0501926
bc,time/actor/actor/compute_adv,14,0.0001015381421893835,1788634433.9470956
bc,time/actor/actor/compute_adv,15,4.771607927978039e-05,1788635579.5148962
bc,time/actor/actor/compute_adv,16,0.00010287389159202576,1788636336.9117794
bc,time/actor/actor/compute_adv,17,0.00010847602970898151,1788637138.7414823
bc,time/actor/actor/compute_adv,18,0.000119043979793787,1788637933.071748
bc,time/actor/actor/compute_adv,19,4.666391760110855e-05,1788638718.601578
bc,time/actor/actor/compute_adv,20,0.0001070098951458931,1788639815.3624973
bc,time/actor/actor/compute_adv,21,0.00010407599620521069,1788640569.1309533
bc,time/actor/actor/compute_adv,22,4.8070214688777924e-05,1788641350.9185627
bc,time/actor/actor/compute_adv,23,0.00010279705747961998,1788642123.5280323
bc,time/actor/actor/compute_adv,24,0.00011512008495628834,1788642890.9458547
bc,time/actor/actor/compute_adv,25,9.594601579010487e-05,1788643997.5031414
bc,time/actor/actor/compute_adv,26,0.00010679312981665134,1788644752.051942
bc,time/actor/actor/compute_adv,27,3.0380208045244217e-05,1788645549.4359503
bc,time/actor/actor/compute_adv,28,8.347793482244015e-05,1788646303.4880722
bc,time/actor/actor/compute_adv,29,0.00011685607023537159,1788647078.6644514
bc,time/actor/actor/compute_adv,30,5.773920565843582e-05,1788648220.7940722
bc,time/actor/actor/compute_adv,31,3.3430056646466255e-05,1788648981.7263818
bc,time/actor/actor/compute_adv,32,8.854083716869354e-05,1788649746.3441842
bc,time/actor/actor/compute_adv,33,5.218992009758949e-05,1788650526.6825693
bc,time/actor/actor/compute_adv,34,3.164401277899742e-05,1788651303.5411525
bc,time/actor/actor/compute_adv,35,9.995815344154835e-05,1788652412.686732
bc,time/actor/actor/compute_adv,36,3.491900861263275e-05,1788653159.9778922
bc,time/actor/actor/compute_adv,37,9.823800064623356e-05,1788653931.5592542
bc,time/actor/actor/compute_adv,38,4.5533059164881706e-05,1788654696.7060723
bc,time/actor/actor/compute_adv,39,3.776000812649727e-05,1788655476.9933069
bc,time/actor/actor/compute_adv,40,0.00011969497427344322,1788656601.0257761
bc,time/actor/actor/compute_adv,41,3.685103729367256e-05,1788657408.6501622
bc,time/actor/actor/compute_adv,42,0.00011415104381740093,1788658166.8297307
bc,time/actor/actor/compute_adv,43,9.631412103772163e-05,1788658953.0463014
bc,time/actor/actor/compute_adv,44,3.0458206310868263e-05,1788659751.0528674
bc,time/actor/sample,1,3.419689178466797,1788623687.9446914
bc,time/actor/sample,2,4.027297496795654,1788624467.4947073
bc,time/actor/sample,3,3.988986015319824,1788625236.4943724
bc,time/actor/sample,4,3.829890489578247,1788625994.0601177
bc,time/actor/sample,5,4.350340366363525,1788627050.5901763
bc,time/actor/sample,6,3.8723812103271484,1788627833.6514983
bc,time/actor/sample,7,4.184228420257568,1788628601.1798837
bc,time/actor/sample,8,4.500500202178955,1788629398.1507576
bc,time/actor/sample,9,4.508471488952637,1788630153.4628067
bc,time/actor/sample,10,4.883969306945801,1788631285.7320528
bc,time/actor/sample,11,4.374382019042969,1788632074.7491
bc,time/actor/sample,12,4.418229579925537,1788632847.9804144
bc,time/actor/sample,13,4.988364219665527,1788633643.0502143
bc,time/actor/sample,14,4.570489406585693,1788634433.9471047
bc,time/actor/sample,15,5.3094801902771,1788635579.5149105
bc,time/actor/sample,16,4.561183452606201,1788636336.9117851
bc,time/actor/sample,17,4.802933692932129,1788637138.7415037
bc,time/actor/sample,18,4.672786712646484,1788637933.0717587
bc,time/actor/sample,19,4.727449893951416,1788638718.6015942
bc,time/actor/sample,20,4.800670623779297,1788639815.362505
bc,time/actor/sample,21,4.78377628326416,1788640569.1309605
bc,time/actor/sample,22,4.842669486999512,1788641350.9185696
bc,time/actor/sample,23,4.835033416748047,1788642123.5280514
bc,time/actor/sample,24,4.823968887329102,1788642890.9458673
bc,time/actor/sample,25,4.757434844970703,1788643997.5031557
bc,time/actor/sample,26,5.580881595611572,1788644752.0519493
bc,time/actor/sample,27,5.379354000091553,1788645549.4359698
bc,time/actor/sample,28,4.796840190887451,1788646303.4880888
bc,time/actor/sample,29,4.740152359008789,1788647078.6644585
bc,time/actor/sample,30,4.927622318267822,1788648220.794078
bc,time/actor/sample,31,6.4315505027771,1788648981.7263882
bc,time/actor/sample,32,5.387548446655273,1788649746.3441904
bc,time/actor/sample,33,4.912644863128662,1788650526.6825778
bc,time/actor/sample,34,4.840902805328369,1788651303.54116
bc,time/actor/sample,35,4.865545272827148,1788652412.686754
bc,time/actor/sample,36,5.727243900299072,1788653159.9779084
bc,time/actor/sample,37,5.036493301391602,1788653931.5592759
bc,time/actor/sample,38,5.126833915710449,1788654696.7060893
bc,time/actor/sample,39,5.366820335388184,1788655476.9933197
bc,time/actor/sample,40,5.2196502685546875,1788656601.0257826
bc,time/actor/sample,41,5.947953224182129,1788657408.650179
bc,time/actor/sample,42,6.221691608428955,1788658166.8297389
bc,time/actor/sample,43,4.7082905769348145,1788658953.046312
bc,time/actor/sample,44,4.743404865264893,1788659751.052877
bc,time/actor/forward_actor,1,174.90414428710938,1788623687.9447014
bc,time/actor/forward_actor,2,173.58200073242188,1788624467.4947152
bc,time/actor/forward_actor,3,174.86141967773438,1788625236.4943788
bc,time/actor/forward_actor,4,170.25344848632812,1788625994.0601249
bc,time/actor/forward_actor,5,170.36619567871094,1788627050.5901825
bc,time/actor/forward_actor,6,167.21560668945312,1788627833.6515071
bc,time/actor/forward_actor,7,167.3765869140625,1788628601.17989
bc,time/actor/forward_actor,8,172.81321716308594,1788629398.150762
bc,time/actor/forward_actor,9,169.80877685546875,1788630153.4628127
bc,time/actor/forward_actor,10,172.8407745361328,1788631285.7320597
bc,time/actor/forward_actor,11,167.38047790527344,1788632074.749105
bc,time/actor/forward_actor,12,170.09909057617188,1788632847.9804206
bc,time/actor/forward_actor,13,173.5522918701172,1788633643.0502257
bc,time/actor/forward_actor,14,168.2390594482422,1788634433.9471135
bc,time/actor/forward_actor,15,171.6828155517578,1788635579.5149252
bc,time/actor/forward_actor,16,167.8614501953125,1788636336.9117901
bc,time/actor/forward_actor,17,171.82644653320312,1788637138.7415137
bc,time/actor/forward_actor,18,168.9423370361328,1788637933.071767
bc,time/actor/forward_actor,19,169.17616271972656,1788638718.6016026
bc,time/actor/forward_actor,20,168.18504333496094,1788639815.362513
bc,time/actor/forward_actor,21,168.19676208496094,1788640569.130967
bc,time/actor/forward_actor,22,169.83531188964844,1788641350.9185762
bc,time/actor/forward_actor,23,167.8184814453125,1788642123.5280612
bc,time/actor/forward_actor,24,168.1022491455078,1788642890.9458783
bc,time/actor/forward_actor,25,166.52378845214844,1788643997.5031683
bc,time/actor/forward_actor,26,173.6236572265625,1788644752.051956
bc,time/actor/forward_actor,27,169.82640075683594,1788645549.4359796
bc,time/actor/forward_actor,28,166.81884765625,1788646303.488097
bc,time/actor/forward_actor,29,167.4532928466797,1788647078.6644645
bc,time/actor/forward_actor,30,166.3026123046875,1788648220.7940843
bc,time/actor/forward_actor,31,181.61087036132812,1788648981.7263947
bc,time/actor/forward_actor,32,172.46600341796875,1788649746.344197
bc,time/actor/forward_actor,33,167.31546020507812,1788650526.6825857
bc,time/actor/forward_actor,34,167.81744384765625,1788651303.5411665
bc,time/actor/forward_actor,35,167.78805541992188,1788652412.6867776
bc,time/actor/forward_actor,36,175.17568969726562,1788653159.9779165
bc,time/actor/forward_actor,37,171.39114379882812,1788653931.5592859
bc,time/actor/forward_actor,38,167.78419494628906,1788654696.7060976
bc,time/actor/forward_actor,39,169.74468994140625,1788655476.9933286
bc,time/actor/forward_actor,40,167.38816833496094,1788656601.0257883
bc,time/actor/forward_actor,41,176.8754425048828,1788657408.6501875
bc,time/actor/forward_actor,42,179.7878875732422,1788658166.829746
bc,time/actor/forward_actor,43,167.3760986328125,1788658953.046324
bc,time/actor/forward_actor,44,168.03504943847656,1788659751.0528836
bc,time/actor/update_one_epoch,1,447.6890563964844,1788623687.9447088
bc,time/actor/update_one_epoch,2,446.89141845703125,1788624467.4947228
bc,time/actor/update_one_epoch,3,447.9429931640625,1788625236.4943845
bc,time/actor/update_one_epoch,4,443.5329284667969,1788625994.060132
bc,time/actor/update_one_epoch,5,443.406005859375,1788627050.590189
bc,time/actor/update_one_epoch,6,439.253662109375,1788627833.6515145
bc,time/actor/update_one_epoch,7,439.6772766113281,1788628601.1798959
bc,time/actor/update_one_epoch,8,446.2842712402344,1788629398.1507664
bc,time/actor/update_one_epoch,9,443.02978515625,1788630153.4628184
bc,time/actor/update_one_epoch,10,447.6834716796875,1788631285.7320662
bc,time/actor/update_one_epoch,11,440.466552734375,1788632074.7491093
bc,time/actor/update_one_epoch,12,443.55657958984375,1788632847.9804268
bc,time/actor/update_one_epoch,13,448.1156921386719,1788633643.0502348
bc,time/actor/update_one_epoch,14,441.61834716796875,1788634433.947122
bc,time/actor/update_one_epoch,15,446.8365478515625,1788635579.5149407
bc,time/actor/update_one_epoch,16,441.4258117675781,1788636336.9117947
bc,time/actor/update_one_epoch,17,445.4198303222656,1788637138.7415214
bc,time/actor/update_one_epoch,18,442.20880126953125,1788637933.0717754
bc,time/actor/update_one_epoch,19,442.36114501953125,1788638718.6016097
bc,time/actor/update_one_epoch,20,441.5722351074219,1788639815.362521
bc,time/actor/update_one_epoch,21,441.4825439453125,1788640569.1309733
bc,time/actor/update_one_epoch,22,443.20916748046875,1788641350.9185822
bc,time/actor/update_one_epoch,23,441.45501708984375,1788642123.5280693
bc,time/actor/update_one_epoch,24,441.1720275878906,1788642890.945889
bc,time/actor/update_one_epoch,25,439.5123596191406,1788643997.503182
bc,time/actor/update_one_epoch,26,448.5036315917969,1788644752.0519621
bc,time/actor/update_one_epoch,27,444.0709228515625,1788645549.4359875
bc,time/actor/update_one_epoch,28,439.95208740234375,1788646303.4881039
bc,time/actor/update_one_epoch,29,440.4916687011719,1788647078.6644702
bc,time/actor/update_one_epoch,30,439.44366455078125,1788648220.7940905
bc,time/actor/update_one_epoch,31,458.2625732421875,1788648981.7264006
bc,time/actor/update_one_epoch,32,446.88330078125,1788649746.3442035
bc,time/actor/update_one_epoch,33,440.5703125,1788650526.6825933
bc,time/actor/update_one_epoch,34,440.9652404785156,1788651303.541173
bc,time/actor/update_one_epoch,35,440.9637145996094,1788652412.6868005
bc,time/actor/update_one_epoch,36,450.351806640625,1788653159.9779234
bc,time/actor/update_one_epoch,37,445.2694091796875,1788653931.559293
bc,time/actor/update_one_epoch,38,441.1355285644531,1788654696.7061043
bc,time/actor/update_one_epoch,39,443.81842041015625,1788655476.9933374
bc,time/actor/update_one_epoch,40,440.965576171875,1788656601.0257945
bc,time/actor/update_one_epoch,41,452.3215637207031,1788657408.6501946
bc,time/actor/update_one_epoch,42,456.46826171875,1788658166.8297539
bc,time/actor/update_one_epoch,43,440.22076416015625,1788658953.046335
bc,time/actor/update_one_epoch,44,440.9987487792969,1788659751.0528898
bc,time/actor/run_training,1,898.21337890625,1788623687.9447155
bc,time/actor/run_training,2,896.5308227539062,1788624467.4947307
bc,time/actor/run_training,3,898.563720703125,1788625236.4943907
bc,time/actor/run_training,4,889.6863403320312,1788625994.060139
bc,time/actor/run_training,5,889.3038940429688,1788627050.5901954
bc,time/actor/run_training,6,881.1072387695312,1788627833.6515217
bc,time/actor/run_training,7,882.0089111328125,1788628601.1799016
bc,time/actor/run_training,8,895.1280517578125,1788629398.1507704
bc,time/actor/run_training,9,888.7590942382812,1788630153.4628243
bc,time/actor/run_training,10,897.9009399414062,1788631285.7320719
bc,time/actor/run_training,11,884.0087890625,1788632074.7491136
bc,time/actor/run_training,12,890.01416015625,1788632847.9804337
bc,time/actor/run_training,13,899.2372436523438,1788633643.0502431
bc,time/actor/run_training,14,885.77978515625,1788634433.9471312
bc,time/actor/run_training,15,896.3909912109375,1788635579.5149555
bc,time/actor/run_training,16,885.686767578125,1788636336.9117992
bc,time/actor/run_training,17,893.9641723632812,1788637138.7415285
bc,time/actor/run_training,18,887.778564453125,1788637933.0717835
bc,time/actor/run_training,19,887.1362915039062,1788638718.6016161
bc,time/actor/run_training,20,885.6869506835938,1788639815.3625286
bc,time/actor/run_training,21,885.6810302734375,1788640569.1309798
bc,time/actor/run_training,22,889.101318359375,1788641350.9185882
bc,time/actor/run_training,23,885.5360107421875,1788642123.528076
bc,time/actor/run_training,24,885.2033081054688,1788642890.9459002
bc,time/actor/run_training,25,881.599853515625,1788643997.5031946
bc,time/actor/run_training,26,900.0553588867188,1788644752.0519686
bc,time/actor/run_training,27,890.6384887695312,1788645549.4359949
bc,time/actor/run_training,28,882.9540405273438,1788646303.48811
bc,time/actor/run_training,29,883.7727661132812,1788647078.6644762
bc,time/actor/run_training,30,881.8358764648438,1788648220.794097
bc,time/actor/run_training,31,919.2799682617188,1788648981.7264063
bc,time/actor/run_training,32,896.778076171875,1788649746.3442092
bc,time/actor/run_training,33,884.2178955078125,1788650526.6826015
bc,time/actor/run_training,34,884.484375,1788651303.5411792
bc,time/actor/run_training,35,884.6642456054688,1788652412.6868217
bc,time/actor/run_training,36,903.420166015625,1788653159.97793
bc,time/actor/run_training,37,893.2471313476562,1788653931.5592995
bc,time/actor/run_training,38,885.1856689453125,1788654696.7061117
bc,time/actor/run_training,39,890.38427734375,1788655476.9933457
bc,time/actor/run_training,40,885.09619140625,1788656601.0258007
bc,time/actor/run_training,41,907.3673095703125,1788657408.6502016
bc,time/actor/run_training,42,916.16552734375,1788658166.829761
bc,time/actor/run_training,43,883.251220703125,1788658953.0463455
bc,time/actor/run_training,44,884.5945434570312,1788659751.0528963
bc,train/actor/grad_norm,1,0.14349456131458282,1788623687.9447296
bc,train/actor/grad_norm,2,0.05152500420808792,1788624467.4947412
bc,train/actor/grad_norm,3,0.033769283443689346,1788625236.494399
bc,train/actor/grad_norm,4,0.031139807775616646,1788625994.0601497
bc,train/actor/grad_norm,5,0.03147171437740326,1788627050.5902066
bc,train/actor/grad_norm,6,0.037352826446294785,1788627833.651535
bc,train/actor/grad_norm,7,0.03695256635546684,1788628601.17991
bc,train/actor/grad_norm,8,0.0419696681201458,1788629398.1507773
bc,train/actor/grad_norm,9,0.03669265657663345,1788630153.4628332
bc,train/actor/grad_norm,10,0.03574736416339874,1788631285.7320783
bc,train/actor/grad_norm,11,0.0406540185213089,1788632074.7491188
bc,train/actor/grad_norm,12,0.04072290658950806,1788632847.9804401
bc,train/actor/grad_norm,13,0.039562538266181946,1788633643.0502546
bc,train/actor/grad_norm,14,0.04015417769551277,1788634433.947144
bc,train/actor/grad_norm,15,0.04338950663805008,1788635579.5149755
bc,train/actor/grad_norm,16,0.04162965714931488,1788636336.911805
bc,train/actor/grad_norm,17,0.04100397974252701,1788637138.7415392
bc,train/actor/grad_norm,18,0.040827520191669464,1788637933.0717947
bc,train/actor/grad_norm,19,0.042864471673965454,1788638718.6016247
bc,train/actor/grad_norm,20,0.037215180695056915,1788639815.3625371
bc,train/actor/grad_norm,21,0.0398777537047863,1788640569.1309881
bc,train/actor/grad_norm,22,0.04295283928513527,1788641350.9185948
bc,train/actor/grad_norm,23,0.04263289272785187,1788642123.5280876
bc,train/actor/grad_norm,24,0.044560402631759644,1788642890.945914
bc,train/actor/grad_norm,25,0.04021518677473068,1788643997.503214
bc,train/actor/grad_norm,26,0.04166117683053017,1788644752.0519776
bc,train/actor/grad_norm,27,0.04197043925523758,1788645549.4360054
bc,train/actor/grad_norm,28,0.04292905703186989,1788646303.4881184
bc,train/actor/grad_norm,29,0.04606650397181511,1788647078.664483
bc,train/actor/grad_norm,30,0.046374738216400146,1788648220.7941039
bc,train/actor/grad_norm,31,0.04494575038552284,1788648981.7264132
bc,train/actor/grad_norm,32,0.04474165663123131,1788649746.3442175
bc,train/actor/grad_norm,33,0.041915275156497955,1788650526.6826124
bc,train/actor/grad_norm,34,0.040917523205280304,1788651303.5411863
bc,train/actor/grad_norm,35,0.042760394513607025,1788652412.6868517
bc,train/actor/grad_norm,36,0.0431198887526989,1788653159.977939
bc,train/actor/grad_norm,37,0.04007774963974953,1788653931.5593107
bc,train/actor/grad_norm,38,0.038237474858760834,1788654696.7061212
bc,train/actor/grad_norm,39,0.045195888727903366,1788655476.9933553
bc,train/actor/grad_norm,40,0.04538707062602043,1788656601.0258076
bc,train/actor/grad_norm,41,0.042886827141046524,1788657408.650211
bc,train/actor/grad_norm,42,0.043944526463747025,1788658166.8297694
bc,train/actor/grad_norm,43,0.041459545493125916,1788658953.0463579
bc,train/actor/grad_norm,44,0.04419710859656334,1788659751.052904
bc,train/actor/lr,1,2.499999936844688e-05,1788623687.944737
bc,train/actor/lr,2,2.499999936844688e-05,1788624467.4947495
bc,train/actor/lr,3,2.499999936844688e-05,1788625236.494406
bc,train/actor/lr,4,2.499999936844688e-05,1788625994.0601566
bc,train/actor/lr,5,2.499999936844688e-05,1788627050.5902133
bc,train/actor/lr,6,2.499999936844688e-05,1788627833.6515434
bc,train/actor/lr,7,2.499999936844688e-05,1788628601.1799161
bc,train/actor/lr,8,2.499999936844688e-05,1788629398.1507816
bc,train/actor/lr,9,2.499999936844688e-05,1788630153.4628396
bc,train/actor/lr,10,2.499999936844688e-05,1788631285.7320845
bc,train/actor/lr,11,2.499999936844688e-05,1788632074.7491233
bc,train/actor/lr,12,2.499999936844688e-05,1788632847.9804459
bc,train/actor/lr,13,2.499999936844688e-05,1788633643.0502641
bc,train/actor/lr,14,2.499999936844688e-05,1788634433.9471533
bc,train/actor/lr,15,2.499999936844688e-05,1788635579.5149915
bc,train/actor/lr,16,2.499999936844688e-05,1788636336.9118094
bc,train/actor/lr,17,2.499999936844688e-05,1788637138.7415464
bc,train/actor/lr,18,2.499999936844688e-05,1788637933.0718033
bc,train/actor/lr,19,2.499999936844688e-05,1788638718.601631
bc,train/actor/lr,20,2.499999936844688e-05,1788639815.362546
bc,train/actor/lr,21,2.499999936844688e-05,1788640569.1309948
bc,train/actor/lr,22,2.499999936844688e-05,1788641350.9186015
bc,train/actor/lr,23,2.499999936844688e-05,1788642123.528094
bc,train/actor/lr,24,2.499999936844688e-05,1788642890.945926
bc,train/actor/lr,25,2.499999936844688e-05,1788643997.503228
bc,train/actor/lr,26,2.499999936844688e-05,1788644752.0519838
bc,train/actor/lr,27,2.499999936844688e-05,1788645549.4360132
bc,train/actor/lr,28,2.499999936844688e-05,1788646303.488125
bc,train/actor/lr,29,2.499999936844688e-05,1788647078.6644888
bc,train/actor/lr,30,2.499999936844688e-05,1788648220.7941105
bc,train/actor/lr,31,2.499999936844688e-05,1788648981.7264192
bc,train/actor/lr,32,2.499999936844688e-05,1788649746.3442237
bc,train/actor/lr,33,2.499999936844688e-05,1788650526.6826215
bc,train/actor/lr,34,2.499999936844688e-05,1788651303.5411925
bc,train/actor/lr,35,2.499999936844688e-05,1788652412.6868746
bc,train/actor/lr,36,2.499999936844688e-05,1788653159.9779458
bc,train/actor/lr,37,2.499999936844688e-05,1788653931.5593183
bc,train/actor/lr,38,2.499999936844688e-05,1788654696.7061274
bc,train/actor/lr,39,2.499999936844688e-05,1788655476.9933631
bc,train/actor/lr,40,2.499999936844688e-05,1788656601.025814
bc,train/actor/lr,41,2.499999936844688e-05,1788657408.6502178
bc,train/actor/lr,42,2.499999936844688e-05,1788658166.829777
bc,train/actor/lr,43,2.499999936844688e-05,1788658953.0463688
bc,train/actor/lr,44,2.499999936844688e-05,1788659751.0529099
bc,train/bc/actor_loss,1,0.010075281374156475,1788623687.9447432
bc,train/bc/actor_loss,2,0.008938904851675034,1788624467.4947577
bc,train/bc/actor_loss,3,0.007950990460813046,1788625236.4944122
bc,train/bc/actor_loss,4,0.006944210268557072,1788625994.0601635
bc,train/bc/actor_loss,5,0.007035283837467432,1788627050.5908463
bc,train/bc/actor_loss,6,0.0066103446297347546,1788627833.6515508
bc,train/bc/actor_loss,7,0.006294948048889637,1788628601.1799219
bc,train/bc/actor_loss,8,0.005851392168551683,1788629398.1507912
bc,train/bc/actor_loss,9,0.005720296408981085,1788630153.462846
bc,train/bc/actor_loss,10,0.005705257877707481,1788631285.7322433
bc,train/bc/actor_loss,11,0.005578058306127787,1788632074.7491276
bc,train/bc/actor_loss,12,0.005409322213381529,1788632847.980452
bc,train/bc/actor_loss,13,0.005491295829415321,1788633643.0502734
bc,train/bc/actor_loss,14,0.005438664462417364,1788634433.9471626
bc,train/bc/actor_loss,15,0.005522677209228277,1788635579.5155046
bc,train/bc/actor_loss,16,0.0052368538454174995,1788636336.9118145
bc,train/bc/actor_loss,17,0.005171184428036213,1788637138.7415533
bc,train/bc/actor_loss,18,0.005190660711377859,1788637933.071811
bc,train/bc/actor_loss,19,0.005182873457670212,1788638718.6016374
bc,train/bc/actor_loss,20,0.00488857040181756,1788639815.3629274
bc,train/bc/actor_loss,21,0.004931322764605284,1788640569.1310012
bc,train/bc/actor_loss,22,0.004977230913937092,1788641350.9186075
bc,train/bc/actor_loss,23,0.004957595374435186,1788642123.5281
bc,train/bc/actor_loss,24,0.00497010163962841,1788642890.9459367
bc,train/bc/actor_loss,25,0.005069367587566376,1788643997.503905
bc,train/bc/actor_loss,26,0.004694159142673016,1788644752.05199
bc,train/bc/actor_loss,27,0.004734359215945005,1788645549.4360201
bc,train/bc/actor_loss,28,0.004662001971155405,1788646303.4881313
bc,train/bc/actor_loss,29,0.004985546227544546,1788647078.6644948
bc,train/bc/actor_loss,30,0.004679757636040449,1788648220.7944803
bc,train/bc/actor_loss,31,0.004852971527725458,1788648981.7264254
bc,train/bc/actor_loss,32,0.004540868569165468,1788649746.3442297
bc,train/bc/actor_loss,33,0.004538718611001968,1788650526.6826293
bc,train/bc/actor_loss,34,0.004583076573908329,1788651303.5411992
bc,train/bc/actor_loss,35,0.004423094447702169,1788652412.6873825
bc,train/bc/actor_loss,36,0.0046494994312524796,1788653159.977952
bc,train/bc/actor_loss,37,0.004401411861181259,1788653931.5593255
bc,train/bc/actor_loss,38,0.0044480981305241585,1788654696.7061336
bc,train/bc/actor_loss,39,0.0046101766638457775,1788655476.9933715
bc,train/bc/actor_loss,40,0.00469535356387496,1788656601.0259736
bc,train/bc/actor_loss,41,0.00433008698746562,1788657408.6502244
bc,train/bc/actor_loss,42,0.004524723161011934,1788658166.829784
bc,train/bc/actor_loss,43,0.004369324538856745,1788658953.0463793
bc,train/bc/actor_loss,44,0.004348783753812313,1788659751.0529156
bc,train/replay_buffer/query_records,1,55.0,1788623687.9447503
bc,train/replay_buffer/query_records,2,125.0,1788624467.4947655
bc,train/replay_buffer/query_records,3,182.0,1788625236.4944186
bc,train/replay_buffer/query_records,4,242.0,1788625994.0601704
bc,train/replay_buffer/query_records,5,303.0,1788627050.5908673
bc,train/replay_buffer/query_records,6,354.0,1788627833.6515574
bc,train/replay_buffer/query_records,7,423.0,1788628601.1799278
bc,train/replay_buffer/query_records,8,478.0,1788629398.150796
bc,train/replay_buffer/query_records,9,535.0,1788630153.4628518
bc,train/replay_buffer/query_records,10,611.0,1788631285.7322502
bc,train/replay_buffer/query_records,11,684.0,1788632074.7491324
bc,train/replay_buffer/query_records,12,765.0,1788632847.980458
bc,train/replay_buffer/query_records,13,832.0,1788633643.050282
bc,train/replay_buffer/query_records,14,894.0,1788634433.9471712
bc,train/replay_buffer/query_records,15,977.0,1788635579.515523
bc,train/replay_buffer/query_records,16,1055.0,1788636336.911819
bc,train/replay_buffer/query_records,17,1131.0,1788637138.7415602
bc,train/replay_buffer/query_records,18,1194.0,1788637933.0718193
bc,train/replay_buffer/query_records,19,1277.0,1788638718.601644
bc,train/replay_buffer/query_records,20,1361.0,1788639815.362936
bc,train/replay_buffer/query_records,21,1441.0,1788640569.1310074
bc,train/replay_buffer/query_records,22,1507.0,1788641350.9186137
bc,train/replay_buffer/query_records,23,1596.0,1788642123.5281065
bc,train/replay_buffer/query_records,24,1666.0,1788642890.9459488
bc,train/replay_buffer/query_records,25,1734.0,1788643997.50394
bc,train/replay_buffer/query_records,26,1805.0,1788644752.0519958
bc,train/replay_buffer/query_records,27,1878.0,1788645549.436027
bc,train/replay_buffer/query_records,28,1962.0,1788646303.4881375
bc,train/replay_buffer/query_records,29,2039.0,1788647078.6645007
bc,train/replay_buffer/query_records,30,2108.0,1788648220.794487
bc,train/replay_buffer/query_records,31,2184.0,1788648981.7264307
bc,train/replay_buffer/query_records,32,2253.0,1788649746.3442445
bc,train/replay_buffer/query_records,33,2346.0,1788650526.682638
bc,train/replay_buffer/query_records,34,2422.0,1788651303.5412054
bc,train/replay_buffer/query_records,35,2476.0,1788652412.6874065
bc,train/replay_buffer/query_records,36,2546.0,1788653159.977958
bc,train/replay_buffer/query_records,37,2605.0,1788653931.5593317
bc,train/replay_buffer/query_records,38,2677.0,1788654696.7061398
bc,train/replay_buffer/query_records,39,2758.0,1788655476.9933796
bc,train/replay_buffer/query_records,40,2828.0,1788656601.0259826
bc,train/replay_buffer/query_records,41,2906.0,1788657408.6502306
bc,train/replay_buffer/query_records,42,2988.0,1788658166.829791
bc,train/replay_buffer/query_records,43,3076.0,1788658953.0463896
bc,train/replay_buffer/query_records,44,3159.0,1788659751.0529213
bc,train/replay_buffer/success_episodes,1,16.0,1788623687.9447567
bc,train/replay_buffer/success_episodes,2,36.0,1788624467.4947731
bc,train/replay_buffer/success_episodes,3,53.0,1788625236.4944246
bc,train/replay_buffer/success_episodes,4,71.0,1788625994.0601773
bc,train/replay_buffer/success_episodes,5,89.0,1788627050.5908759
bc,train/replay_buffer/success_episodes,6,103.0,1788627833.6515644
bc,train/replay_buffer/success_episodes,7,123.0,1788628601.1799338
bc,train/replay_buffer/success_episodes,8,139.0,1788629398.1508007
bc,train/replay_buffer/success_episodes,9,156.0,1788630153.4628575
bc,train/replay_buffer/success_episodes,10,179.0,1788631285.732256
bc,train/replay_buffer/success_episodes,11,201.0,1788632074.7491372
bc,train/replay_buffer/success_episodes,12,224.0,1788632847.9804635
bc,train/replay_buffer/success_episodes,13,244.0,1788633643.0502903
bc,train/replay_buffer/success_episodes,14,263.0,1788634433.9471805
bc,train/replay_buffer/success_episodes,15,287.0,1788635579.515539
bc,train/replay_buffer/success_episodes,16,309.0,1788636336.9118242
bc,train/replay_buffer/success_episodes,17,331.0,1788637138.741567
bc,train/replay_buffer/success_episodes,18,350.0,1788637933.0718274
bc,train/replay_buffer/success_episodes,19,374.0,1788638718.60165
