timestamp,driver_alive,host_mem_available_kib,cgroup_memory_current_bytes,cgroup_oom,cgroup_oom_kill,mem_psi_some_avg10,mem_psi_full_avg10,gpu4_used_mib,gpu4_util_pct,gpu5_used_mib,gpu5_util_pct
2026-08-24T03:33:41+00:00,1,2021640884,10571776,0,0,0.00,0.00,5,0,5,0
2026-08-24T03:33:51+00:00,1,2020513868,628703232,0,0,0.00,0.00,5,0,5,0
2026-08-24T03:34:02+00:00,1,2013648948,859791360,0,0,0.00,0.00,1070,0,1070,0
2026-08-24T03:34:12+00:00,1,2002997096,859656192,0,0,0.00,0.00,1690,0,1690,0
2026-08-24T03:34:22+00:00,1,1989403140,859746304,0,0,0.00,0.00,1690,0,1690,0
2026-08-24T03:34:32+00:00,1,1983879240,859570176,0,0,0.00,0.00,1690,0,1690,0
2026-08-24T03:34:43+00:00,1,1990201644,860033024,0,0,0.00,0.00,1690,0,1690,0
2026-08-24T03:34:53+00:00,1,2003731168,860336128,0,0,0.00,0.00,10090,0,10090,0
2026-08-24T03:35:03+00:00,1,2000960144,861667328,0,0,0.00,0.00,12026,0,12414,0
2026-08-24T03:35:14+00:00,1,1998606836,861843456,0,0,0.00,0.00,15686,0,16330,2
2026-08-24T03:35:24+00:00,1,2001667068,46604288,0,0,0.00,0.00,12990,0,10948,0
2026-08-24T03:35:35+00:00,0,2020927064,,,,,,,,,
