step,success_count,episode_count,env/episode_len,env/num_trajectories,env/return,env/reward,env/success_once,rollout/advantages_max,rollout/advantages_mean,rollout/advantages_min,rollout/rewards,time/actor/actor/compute_adv,time/actor/actor/recv_traj,time/actor/actor/sync_model_to_rollout,time/actor/run_training,time/actor_training,time/cal_adv_and_returns,time/env/compute_bootstrap_rewards,time/env/env/bootstrap_step,time/env/env/send_rollout_trajectories,time/env/env_interact_step,time/env/evaluate,time/env/interact,time/env/run_interact_once,time/eval,time/generate_rollouts,time/rollout/evaluate,time/rollout/generate_one_epoch,time/rollout/predict,time/rollout/rollout/generate,time/rollout/sync_model_from_actor,time/step,time/sync_weights,train/actor/approx_kl,train/actor/clip_fraction,train/actor/clipped_ratio,train/actor/dual_cliped_ratio,train/actor/entropy_loss,train/actor/grad_norm,train/actor/lr,train/actor/policy_loss,train/actor/policy_loss_abs,train/actor/ratio,train/actor/ratio_abs,train/actor/total_loss
11,120,256,200.0,256.0,0.46875,0.002343749860301614,0.46875,2.4748666286468506,-0.06319533288478851,-2.4748666286468506,0.0026196474209427834,0.006885922979563475,1268.3330078125,1.6039166450500488,25.10669708251953,25.112125396728516,0.012899398803710938,0.0018043103627860546,838.4696044921875,1.0050853490829468,407.6726379394531,,1267.293212890625,1267.293212890625,,1272.6153564453125,,1264.1361083984375,14.78421688079834,1272.5836181640625,1.4796664714813232,1299.350830078125,1.608699083328247,0.019381457939743996,0.05501111224293709,0.9970089197158813,0.0,0.0,26.770153045654297,4.999999873689376e-06,-0.00010746886255219579,0.6635788679122925,1.0017770528793335,0.06596033275127411,-6.716803909512237e-06
12,109,256,200.0,256.0,0.42578125,0.0021289060823619366,0.42578125,2.4748666286468506,-0.058398276567459106,-1.6201815605163574,0.0022822085302323103,0.006228256970643997,1259.452392578125,2.981827974319458,25.308467864990234,25.314172744750977,0.012754201889038086,0.0018216255120933056,828.3115844726562,1.0028274059295654,412.2878723144531,,1258.359130859375,1258.359130859375,,1262.0897216796875,,1254.5687255859375,14.773497581481934,1262.055419921875,7.052662372589111,1294.4755859375,7.0569963455200195,0.022391723468899727,0.04733755439519882,0.9949575066566467,0.0,0.0,20.905799865722656,4.999999873689376e-06,0.0038316608406603336,0.6955978870391846,0.9984747171401978,0.06645183265209198,0.00023947880254127085
13,118,256,200.0,256.0,0.4609375,0.002304687397554517,0.4609375,2.4748666286468506,-0.06169240176677704,-2.4748666286468506,0.0022488038521260023,0.005988135002553463,1266.644775390625,2.8814611434936523,25.384428024291992,25.388395309448242,0.012511730194091797,0.0017215770203620195,855.0416259765625,1.0457923412322998,395.8916931152344,,1265.4725341796875,1265.4725341796875,,1269.338623046875,,1263.378173828125,14.775297164916992,1269.3060302734375,6.222479343414307,1300.9678955078125,6.226502418518066,0.006457367911934853,0.05139337480068207,0.9985235929489136,0.0,0.0,16.447187423706055,4.999999873689376e-06,-0.004244010429829359,0.6799706220626831,1.0017952919006348,0.054707810282707214,-0.00026525065186433494
14,118,256,200.0,256.0,0.4609375,0.002304687397554517,0.4609375,2.4748666286468506,-0.06328030675649643,-2.4748666286468506,0.002760351402685046,0.006934805773198605,1317.76513671875,2.3378355503082275,25.647689819335938,25.653709411621094,0.014865398406982422,0.0017914134077727795,899.5597534179688,1.0608415603637695,404.2226257324219,,1316.6240234375,1316.6239013671875,,1321.0994873046875,,1313.81396484375,14.700779914855957,1321.0618896484375,5.095485687255859,1351.8695068359375,5.099483013153076,0.006080962251871824,0.038374580442905426,0.998599648475647,0.0,0.0,18.41796875,4.999999873689376e-06,0.0020845753606408834,0.694635272026062,1.002795934677124,0.0475485697388649,0.00013028596004005522
15,150,256,200.0,256.0,0.5859375,0.0029296870343387127,0.5859375,2.4748666286468506,-0.0698038786649704,-2.4748666286468506,0.003055872395634651,0.00635872408747673,1227.5850830078125,5.570305824279785,25.744752883911133,25.749845504760742,0.012642860412597656,0.0019165498670190573,814.316650390625,1.0812983512878418,390.86688232421875,287.4791564941406,1226.40576171875,1226.40576171875,293.457275390625,1230.5611572265625,150.70925903320312,1224.214111328125,16.62872314453125,1230.52783203125,11.539412498474121,1555.3995361328125,5.616703510284424,0.0084362318739295,0.0330219566822052,0.9982205033302307,0.0,0.0,14.096571922302246,4.999999873689376e-06,-0.001327934442088008,0.7783392071723938,0.9990445375442505,0.04177306592464447,-8.29959026305005e-05
16,135,256,200.0,256.0,0.52734375,0.002636718563735485,0.52734375,2.4748666286468506,-0.06180766224861145,-2.4748666286468506,0.0031315789092332125,0.007783473003655672,1252.7352294921875,2.0146780014038086,25.466020584106445,25.471370697021484,0.013876676559448242,0.0018353976774960756,852.4952392578125,1.1000474691390991,391.18341064453125,,1251.487548828125,1251.4874267578125,,1255.684326171875,,1245.842529296875,14.763638496398926,1255.6474609375,1.8581900596618652,1283.19189453125,2.0204615592956543,0.007730172015726566,0.0331449881196022,0.9973093271255493,0.0,0.0,13.936662673950195,4.999999873689376e-06,-0.0011113003129139543,0.6594755053520203,0.9987547993659973,0.04010019823908806,-6.945626955712214e-05
17,125,256,200.0,256.0,0.48828125,0.0024414057843387127,0.48828125,2.4748666286468506,-0.06760678440332413,-2.4748666286468506,0.002744237193837762,0.006924225948750973,1260.35107421875,2.962052822113037,25.607234954833984,25.613187789916992,0.013055086135864258,0.0019077942706644535,839.5535888671875,1.057793140411377,401.3868103027344,,1259.222412109375,1259.2222900390625,,1262.2457275390625,,1256.4915771484375,14.771766662597656,1262.2098388671875,6.062515735626221,1293.9410400390625,6.067022323608398,0.02121131867170334,0.05577574670314789,0.9964241981506348,0.0,0.0,20.913352966308594,4.999999873689376e-06,0.0014075797516852617,0.7781884670257568,1.0014959573745728,0.06905505806207657,8.797373448032886e-05
18,124,256,200.0,256.0,0.484375,0.002421874785795808,0.484375,2.4748666286468506,-0.061538953334093094,-2.4748666286468506,0.002706359839066863,0.009217786602675915,1278.827880859375,2.8013782501220703,25.39051055908203,25.39682960510254,0.017490625381469727,0.0018934812396764755,849.15673828125,1.0578324794769287,408.3843078613281,,1277.633544921875,1277.633544921875,,1282.0880126953125,,1274.7342529296875,14.741350173950195,1282.0452880859375,5.996286392211914,1313.505859375,6.001300811767578,0.014590801671147346,0.04185333475470543,0.9978656768798828,0.0,0.0,20.938846588134766,4.999999873689376e-06,-0.000743578770197928,0.6403414011001587,1.0023092031478882,0.05759672075510025,-4.64736731373705e-05
19,135,256,200.0,256.0,0.52734375,0.002636718563735485,0.52734375,2.4748666286468506,-0.07967214286327362,-2.4748666286468506,0.0030565583147108555,0.008004327304661274,1289.875732421875,2.7555742263793945,25.40199089050293,25.406978607177734,0.013325929641723633,0.0017232473473995924,869.690673828125,1.0674211978912354,397.530029296875,,1288.79345703125,1288.7933349609375,,1292.541748046875,,1286.4742431640625,14.779112815856934,1292.5076904296875,5.598282814025879,1323.566162109375,5.602434158325195,0.008087635040283203,0.03612669184803963,0.9971171617507935,0.0,0.0,20.414722442626953,4.999999873689376e-06,0.0010061718057841063,0.7149384021759033,1.005203366279602,0.053939759731292725,6.288573786150664e-05
20,131,256,200.0,256.0,0.51171875,0.0025585934054106474,0.51171875,2.4748666286468506,-0.05103352665901184,-2.4748666286468506,0.002901439554989338,0.009166073985397816,1287.7640380859375,5.353377819061279,24.561250686645508,24.567535400390625,0.016462326049804688,0.0016709361225366592,871.8367309570312,1.0795310735702515,395.2708740234375,292.4873962402344,1286.720458984375,1286.720458984375,298.6035461425781,1291.2288818359375,148.0346221923828,1284.1661376953125,16.549816131591797,1291.1929931640625,11.791924476623535,1650.25048828125,5.728940963745117,0.005705371033400297,0.037674784660339355,0.9979485273361206,0.0,0.0,18.838573455810547,4.999999873689376e-06,0.0025478971656411886,0.7653647065162659,1.0066850185394287,0.05302321910858154,0.0001592435728525743
21,150,256,200.0,256.0,0.5859375,0.0029296875,0.5859375,2.4748666286468506,-0.06981690973043442,-2.4748666286468506,0.0028640776872634888,0.008776843547821045,1224.9376220703125,1.7352898120880127,25.60480308532715,25.61076545715332,0.016466617584228516,0.001805757638067007,820.8683471679688,1.1463738679885864,384.9090270996094,,1223.767822265625,1223.767822265625,,1228.2412109375,,1220.18408203125,14.6925687789917,1228.20458984375,1.5627907514572144,1255.6099853515625,1.739617109298706,0.014349747449159622,0.056734636425971985,0.9975037574768066,0.0,0.0,19.042469024658203,4.999999873689376e-06,-0.0009599349577911198,0.737107515335083,0.9976460933685303,0.05843138322234154,-5.999593486194499e-05
22,114,256,200.0,256.0,0.4453125,0.0022265624720603228,0.4453125,2.4748666286468506,-0.060292571783065796,-2.4748666286468506,0.002419354859739542,0.008753255940973759,1295.712890625,2.812666177749634,24.162899017333984,24.16874885559082,0.015058040618896484,0.0018833645153790712,876.1671752929688,1.096475601196289,397.3955078125,,1294.6160888671875,1294.6160888671875,,1297.9437255859375,,1292.4046630859375,14.68903923034668,1297.91015625,5.7280378341674805,1327.8626708984375,5.733061790466309,0.012809855863451958,0.0508473664522171,0.9944268465042114,0.0,0.0,18.040794372558594,4.999999873689376e-06,0.001473362441174686,0.6580086350440979,0.9990044236183167,0.05580528825521469,9.208515257341787e-05
23,142,256,200.0,256.0,0.5546875,0.0027734371833503246,0.5546875,2.4748666286468506,-0.06646972894668579,-2.4748666286468506,0.0028442437760531902,0.007422636263072491,1322.0,2.7761807441711426,25.455947875976562,25.46162223815918,0.01403951644897461,0.0017911549657583237,901.740234375,1.0744903087615967,398.12286376953125,,1320.861328125,1320.8612060546875,,1324.412109375,,1318.3358154296875,14.823443412780762,1324.3768310546875,6.4242024421691895,1356.318603515625,6.428801536560059,0.010301432572305202,0.05858948081731796,0.99686598777771,0.0,0.0,24.147415161132812,4.999999873689376e-06,0.005850526969879866,0.7713084816932678,1.0082069635391235,0.07260306924581528,0.0003656579356174916
24,148,256,200.0,256.0,0.578125,0.002890625037252903,0.578125,2.4748666286468506,-0.061120033264160156,-2.4748666286468506,0.0031168831046670675,0.007185179740190506,1267.4569091796875,2.7796714305877686,25.56391143798828,25.569168090820312,0.01348257064819336,0.0017038036603480577,846.6193237304688,1.103192687034607,398.9092102050781,,1266.305908203125,1266.3057861328125,,1269.8330078125,,1263.8631591796875,14.68874740600586,1269.7969970703125,6.369970798492432,1301.7928466796875,6.375265121459961,0.011571069248020649,0.0588403046131134,0.997268795967102,0.0,0.0,23.781715393066406,4.999999873689376e-06,0.0009479873115196824,0.7004212141036987,1.0062106847763062,0.07214374840259552,5.924920696998015e-05
25,123,256,200.0,256.0,0.48046875,0.0024023435544222593,0.48046875,2.4748666286468506,-0.06179245933890343,-2.4748666286468506,0.0024535316042602062,0.007842670194804668,1273.8604736328125,5.412831783294678,25.14601707458496,25.15147590637207,0.015269041061401367,0.0017865817062556744,856.8627319335938,1.1233131885528564,394.61785888671875,302.1515197753906,1272.7275390625,1272.727294921875,308.72625732421875,1277.05029296875,162.5091094970703,1270.4737548828125,16.53354263305664,1277.0142822265625,12.441696166992188,1616.87109375,5.925513744354248,0.013629968278110027,0.036061786115169525,0.9954769611358643,0.0,0.0,17.739105224609375,4.999999873689376e-06,0.0016157568898051977,0.6829401850700378,0.9954144358634949,0.044793516397476196,0.00010098480561282486
26,146,256,200.0,256.0,0.5703125,0.0028515621088445187,0.5703125,2.4748666286468506,-0.07384953647851944,-2.4748666286468506,0.0032994351349771023,0.007103517651557922,1349.7322998046875,1.8994454145431519,25.493019104003906,25.49842071533203,0.014430999755859375,0.0020472758915275335,933.9494018554688,1.1864087581634521,393.88873291015625,,1348.4449462890625,1348.4449462890625,,1352.5638427734375,,1344.21484375,14.746118545532227,1352.5238037109375,1.7289350032806396,1379.9822998046875,1.9034745693206787,0.0031389673240482807,0.027806740254163742,0.9987168312072754,0.0,0.0,15.7378568649292,4.999999873689376e-06,0.00027908256743103266,0.7530758380889893,1.0039597749710083,0.04281764477491379,1.744266046443954e-05
27,158,256,200.0,256.0,0.6171875,0.003085937350988388,0.6171875,2.4748666286468506,-0.05513940006494522,-2.4748666286468506,0.0033333334140479565,0.007683034986257553,1250.451416015625,2.287505626678467,25.22285270690918,25.231876373291016,0.013624906539916992,0.0018357783555984497,852.5671997070312,1.0883686542510986,375.9059753417969,,1249.3199462890625,1249.3199462890625,,1253.489013671875,,1246.9794921875,14.613058090209961,1253.4527587890625,6.080004692077637,1284.8214111328125,6.084568977355957,0.00752695556730032,0.03502533584833145,0.9968721866607666,0.0,0.0,13.056407928466797,4.999999873689376e-06,-0.003361942246556282,0.6232935190200806,1.000647783279419,0.045323446393013,-0.00021012139040976763
28,123,256,200.0,256.0,0.48046875,0.0024023433215916157,0.48046875,2.4748666286468506,-0.05795540288090706,-2.4748666286468506,0.0028763441368937492,0.007535648997873068,1320.486572265625,2.8871631622314453,24.32977294921875,24.33454132080078,0.013118505477905273,0.0019760127179324627,891.9658813476562,1.1836190223693848,407.06427001953125,,1319.685302734375,1319.6851806640625,,1322.8946533203125,,1317.564208984375,14.71029281616211,1322.8558349609375,6.9369683265686035,1354.185546875,6.941483497619629,0.01011679321527481,0.056412577629089355,0.9993166923522949,0.0,0.0,21.189407348632812,4.999999873689376e-06,0.003514163428917527,0.629834771156311,1.0083333253860474,0.07386055588722229,0.00021963521430734545
29,153,256,200.0,256.0,0.59765625,0.002988280961290002,0.59765625,2.4748666286468506,-0.07218988984823227,-2.4748666286468506,0.0032526880968362093,0.00565527705475688,1370.4364013671875,2.1981074810028076,25.18931770324707,25.194398880004883,0.012045145034790039,0.001797540346160531,961.3673706054688,1.1095317602157593,390.7037658691406,,1369.3231201171875,1369.322998046875,,1372.82958984375,,1367.281005859375,14.629782676696777,1372.794189453125,5.755034923553467,1403.7977294921875,5.759871482849121,0.03139989450573921,0.060879357159137726,0.9918919801712036,0.0,0.0,20.658946990966797,4.999999873689376e-06,0.00011625728802755475,0.6481974124908447,0.9917477369308472,0.07473775744438171,7.266080501722172e-06
30,133,256,200.0,256.0,0.51953125,0.002597656100988388,0.51953125,2.4748666286468506,-0.060237813740968704,-2.4748666286468506,0.0028652481269091368,0.008232701569795609,1330.6502685546875,5.7519121170043945,25.426776885986328,25.433120727539062,0.013526678085327148,0.0016618066001683474,915.9298706054688,1.1533797979354858,392.8641662597656,284.4771423339844,1329.53515625,1329.5350341796875,290.94158935546875,1333.115966796875,143.69444274902344,1327.0853271484375,16.50958824157715,1333.0831298828125,13.880203247070312,1686.739990234375,7.46591854095459,0.01360238902270794,0.04624984413385391,0.99445641040802,0.0,0.0,20.233789443969727,4.999999873689376e-06,0.0015591990668326616,0.6106200218200684,1.0013806819915771,0.0571565181016922,9.744994167704135e-05
31,161,256,200.0,256.0,0.62890625,0.0031445310451090336,0.62890625,2.4748666286468506,-0.06708353012800217,-2.4748666286468506,0.0035582822747528553,0.00740664592012763,1270.922119140625,1.6391711235046387,25.078481674194336,25.08358383178711,0.012675762176513672,0.001752946525812149,848.6424560546875,1.0898939371109009,403.5717468261719,,1269.7864990234375,1269.786376953125,,1273.7244873046875,,1266.1751708984375,14.615132331848145,1273.690185546875,1.4970993995666504,1300.466064453125,1.6434075832366943,0.017520207911729813,0.052371878176927567,0.9936891794204712,0.0,0.0,24.728961944580078,4.999999873689376e-06,0.006106249988079071,0.7094000577926636,1.0010709762573242,0.06833354383707047,0.00038164062425494194
32,154,256,200.0,256.0,0.6015625,0.003007812425494194,0.6015625,2.4748666286468506,-0.08559709787368774,-2.4748666286468506,0.0032280702143907547,0.006691099144518375,1315.4039306640625,2.7344415187835693,22.568241119384766,22.57359504699707,0.013008832931518555,0.0018003475852310658,901.4342651367188,1.1668697595596313,393.0033874511719,,1314.4517822265625,1314.4517822265625,,1316.9613037109375,,1311.31396484375,14.626116752624512,1316.920654296875,5.916811943054199,1345.47119140625,5.921351909637451,0.021824970841407776,0.04464034363627434,0.9920190572738647,0.0,0.0,25.10540008544922,4.999999873689376e-06,0.00821635127067566,0.756962239742279,0.9925004839897156,0.056855253875255585,0.0005135219544172287
33,142,256,200.0,256.0,0.5546875,0.0027734374161809683,0.5546875,2.4748666286468506,-0.07043828070163727,-2.4748666286468506,0.002867557806894183,0.006768869236111641,1330.7457275390625,2.374521255493164,25.356481552124023,25.3621826171875,0.013127565383911133,0.0017127881292253733,920.6643676757812,1.1447702646255493,388.48626708984375,,1329.7313232421875,1329.7313232421875,,1333.4139404296875,,1327.500244140625,14.66114616394043,1333.3795166015625,5.249077320098877,1364.04541015625,5.254069805145264,0.011482331901788712,0.0272617619484663,0.9963830709457397,0.0,0.0,13.432901382446289,4.999999873689376e-06,-0.0017120195552706718,0.7193948030471802,0.9962029457092285,0.03551843389868736,-0.00010700122220441699
34,135,256,200.0,256.0,0.52734375,0.002636718563735485,0.52734375,2.4748666286468506,-0.05718102678656578,-2.4748666286468506,0.0027725438121706247,0.006635910831391811,1355.42529296875,2.951819896697998,25.598087310791016,25.603485107421875,0.012166023254394531,0.001724801491945982,939.4620971679688,1.1676185131072998,393.9885559082031,,1354.2843017578125,1354.2841796875,,1357.5107421875,,1351.8870849609375,14.759625434875488,1357.470947265625,6.74028205871582,1389.8731689453125,6.744786262512207,0.010597902350127697,0.02369517832994461,0.995150089263916,0.0,0.0,14.135683059692383,4.999999873689376e-06,0.00023841549409553409,0.6220422983169556,0.9949980974197388,0.03944546356797218,1.490096838097088e-05
35,144,256,200.0,256.0,0.5625,0.0028124998789280653,0.5625,2.4748666286468506,-0.055310577154159546,-2.4748666286468506,0.0026762245688587427,0.0069458880461752415,1343.3582763671875,5.585123538970947,25.168033599853516,25.173612594604492,0.012409210205078125,0.0018428775947540998,911.335205078125,1.15901780128479,410.1548156738281,294.89703369140625,1342.2681884765625,1342.2681884765625,300.7757263183594,1345.3798828125,158.9771728515625,1340.0694580078125,16.64149284362793,1345.345458984375,11.975861549377441,1677.4957275390625,6.151988506317139,0.01667378470301628,0.05684573948383331,0.9947221279144287,0.0,0.0,22.193859100341797,4.999999873689376e-06,0.0063868616707623005,0.7101811170578003,0.9986684322357178,0.06655580550432205,0.0003991788544226438
36,145,256,200.0,256.0,0.56640625,0.00283203087747097,0.56640625,2.4748666286468506,-0.06064620614051819,-2.4748666286468506,0.0030623306520283222,0.008281989954411983,1316.7801513671875,1.9687786102294922,25.306617736816406,25.311922073364258,0.01437520980834961,0.0019252323545515537,900.634033203125,1.203858733177185,394.5711364746094,,1315.6875,1315.6873779296875,,1319.204833984375,,1311.1595458984375,14.641900062561035,1319.171142578125,1.784163236618042,1346.5067138671875,1.973686695098877,0.013538742437958717,0.0569409504532814,0.9955877661705017,0.0,0.0,22.45330047607422,4.999999873689376e-06,0.005143934860825539,0.6341784000396729,1.0069315433502197,0.07679660618305206,0.00032149592880159616
37,155,256,200.0,256.0,0.60546875,0.0030273436568677425,0.60546875,1.6201815605163574,-0.06439801305532455,-2.4748666286468506,0.003545918269082904,0.005868530832231045,1287.87255859375,2.7500476837158203,25.460556030273438,25.465911865234375,0.012869834899902344,0.0017145073506981134,879.9649047851562,1.1745136976242065,386.63330078125,,1286.9180908203125,1286.91796875,,1290.9691162109375,,1284.344482421875,14.626679420471191,1290.930908203125,6.916724681854248,1323.3704833984375,6.920623302459717,0.006402542814612389,0.05774300545454025,0.9989323616027832,0.0,0.0,15.993191719055176,4.999999873689376e-06,-0.0016780414152890444,0.6819908618927002,1.002371072769165,0.0588785856962204,-0.00010487758845556527
38,136,256,200.0,256.0,0.53125,0.0026562497951090336,0.53125,2.4748666286468506,-0.08172512799501419,-2.4748666286468506,0.003076923079788685,0.008193690329790115,1296.0521240234375,2.8624558448791504,25.597122192382812,25.60283660888672,0.015301704406738281,0.0016583362594246864,861.6165771484375,1.1803829669952393,415.0559387207031,,1294.8587646484375,1294.858642578125,,1299.0391845703125,,1292.0013427734375,14.593564987182617,1298.98291015625,5.9451904296875,1330.6087646484375,5.950248718261719,0.020594317466020584,0.07299351692199707,0.9955477714538574,0.0,0.0,32.27472686767578,4.999999873689376e-06,0.012797250412404537,0.7131239175796509,1.0097798109054565,0.09483343362808228,0.0007998281507752836
