tag,round,value,wall_time
env/return,1,0.25,1790050397.7169724
env/return,2,0.5,1790050662.553227
env/return,3,0.75,1790050927.2117481
env/return,4,0.5,1790051191.760834
env/return,5,0.75,1790051729.5221279
env/return,6,0.25,1790051992.359891
env/return,7,0.5,1790052258.3711288
env/return,8,0.5,1790052522.2998664
env/return,9,0.75,1790052786.334258
env/return,10,0.5,1790053322.2899168
env/return,11,0.5,1790053582.7873116
env/return,12,0.5,1790053845.922169
env/return,13,0.5,1790054110.0873559
env/return,14,0.5,1790054374.6383984
env/return,15,0.5,1790054914.5862722
env/return,16,0.25,1790055176.787939
env/return,17,0.5,1790055439.585923
env/return,18,0.75,1790055704.4986405
env/return,19,0.25,1790055969.0386102
env/return,20,0.5,1790056509.5241344
env/return,21,0.25,1790056772.2814145
env/return,22,0.25,1790057037.1269193
env/return,23,0.75,1790057301.4040012
env/return,24,0.75,1790057563.7199047
env/return,25,1.0,1790058096.3854206
env/return,26,0.5,1790058356.7768726
env/return,27,0.5,1790058619.7809763
env/return,28,0.5,1790058883.0420659
env/return,29,0.25,1790059146.9196699
env/return,30,0.5,1790059679.2555563
env/return,31,0.75,1790059939.3980498
env/return,32,0.75,1790060203.2421982
env/return,33,0.5,1790060466.3321886
env/return,34,0.75,1790060729.2440422
env/return,35,0.5,1790061267.2925136
env/return,36,0.25,1790061528.9490023
env/return,37,0.25,1790061792.684556
env/return,38,0.5,1790062056.9481976
env/return,39,0.5,1790062321.3148093
env/return,40,0.25,1790062862.4246695
env/return,41,1.0,1790063124.4237947
env/return,42,0.75,1790063388.937428
env/return,43,0.5,1790063653.0470495
env/return,44,1.0,1790063914.5858693
env/return,45,0.75,1790064456.1211267
env/return,46,0.5,1790064718.254538
env/return,47,0.5,1790064982.274227
env/return,48,1.0,1790065245.4936957
env/return,49,0.75,1790065508.1295588
env/return,50,0.25,1790066073.0623715
env/return,51,0.5,1790066334.1877475
env/return,52,0.5,1790066600.103986
env/return,53,1.0,1790066862.79442
env/return,54,0.75,1790067127.35691
env/return,55,0.5,1790067672.7900748
env/return,56,0.5,1790067934.4098282
env/return,57,0.5,1790068197.9040809
env/return,58,0.5,1790068461.1006315
env/return,59,0.25,1790068723.994784
env/return,60,0.75,1790069260.488016
env/return,61,1.0,1790069521.6037745
env/return,62,0.5,1790069784.7358143
env/return,63,0.75,1790070048.165309
env/return,64,0.0,1790070312.3607478
env/return,65,0.75,1790070847.2709596
env/return,66,0.75,1790071106.7729306
env/return,67,0.75,1790071372.927083
env/return,68,0.75,1790071636.4531174
env/return,69,1.0,1790071899.3891072
env/return,70,1.0,1790072447.2249136
env/return,71,0.75,1790072709.5493217
env/return,72,1.0,1790072974.0255744
env/return,73,0.5,1790073238.8628402
env/return,74,0.75,1790073503.9435384
env/return,75,0.5,1790074046.4484491
env/return,76,0.75,1790074307.266555
env/return,77,1.0,1790074570.8061206
env/return,78,1.0,1790074835.0830357
env/return,79,0.75,1790075099.1201775
env/return,80,0.5,1790075641.410362
env/return,81,0.5,1790075901.610465
env/return,82,0.5,1790076165.4916737
env/return,83,0.5,1790076428.112608
env/return,84,0.5,1790076691.9025075
env/return,85,0.25,1790077222.9988616
env/return,86,0.0,1790077486.2088478
env/return,87,0.5,1790077749.236417
env/return,88,0.75,1790078012.8188922
env/return,89,0.75,1790078277.752631
env/return,90,0.5,1790078811.7050152
env/return,91,1.0,1790079072.6518736
env/return,92,1.0,1790079334.2996585
env/return,93,0.5,1790079597.1247823
env/return,94,0.5,1790079859.7867877
env/return,95,0.25,1790080393.7281759
env/return,96,0.5,1790080654.5956125
env/return,97,1.0,1790080917.9992192
env/return,98,0.75,1790081182.3307672
env/return,99,0.75,1790081446.229055
env/return,100,0.0,1790082012.6344264
env/return,101,0.5,1790082273.4100156
env/return,102,0.75,1790082537.8549156
env/return,103,0.25,1790082801.0159793
env/return,104,1.0,1790083064.3469732
env/return,105,0.75,1790083600.9448397
env/return,106,0.75,1790083863.0103288
env/return,107,0.5,1790084127.7748184
env/return,108,0.75,1790084391.1509047
env/return,109,0.5,1790084654.4535363
env/return,110,0.5,1790085194.3613417
env/return,111,0.5,1790085456.0622818
env/return,112,0.75,1790085720.4030242
env/return,113,0.75,1790085983.6505759
env/return,114,0.75,1790086247.158515
env/return,115,0.5,1790086781.984572
env/return,116,0.75,1790087043.3792799
env/return,117,1.0,1790087306.7378511
env/return,118,0.75,1790087570.4112947
env/return,119,0.5,1790087834.4110901
env/return,120,0.5,1790088374.0262022
env/return,121,1.0,1790088635.3407528
env/return,122,0.5,1790088900.1611986
env/return,123,0.75,1790089163.827337
env/return,124,0.75,1790089428.3960648
env/return,125,0.75,1790089963.5095465
env/return,126,0.5,1790090224.7431386
env/return,127,0.75,1790090487.2443335
env/return,128,0.75,1790090750.9013233
env/return,129,0.5,1790091015.0240853
env/return,130,0.5,1790091550.060616
env/return,131,0.75,1790091809.6868594
env/return,132,0.75,1790092073.7485466
env/return,133,0.75,1790092339.0186532
env/return,134,0.5,1790092603.9600563
env/return,135,0.75,1790093138.9659684
env/return,136,0.75,1790093398.6099732
env/success_once,1,0.25,1790050397.7170093
env/success_once,2,0.5,1790050662.553262
env/success_once,3,0.75,1790050927.2118008
env/success_once,4,0.5,1790051191.7608907
env/success_once,5,0.75,1790051729.522152
env/success_once,6,0.25,1790051992.3599439
env/success_once,7,0.5,1790052258.371188
env/success_once,8,0.5,1790052522.2999203
env/success_once,9,0.75,1790052786.3343186
env/success_once,10,0.5,1790053322.2899332
env/success_once,11,0.5,1790053582.7873724
env/success_once,12,0.5,1790053845.9222245
env/success_once,13,0.5,1790054110.0874057
env/success_once,14,0.5,1790054374.6384482
env/success_once,15,0.5,1790054914.5862942
env/success_once,16,0.25,1790055176.7879918
env/success_once,17,0.5,1790055439.5859852
env/success_once,18,0.75,1790055704.4987948
env/success_once,19,0.25,1790055969.0386677
env/success_once,20,0.5,1790056509.5241652
env/success_once,21,0.25,1790056772.2814648
env/success_once,22,0.25,1790057037.1269794
env/success_once,23,0.75,1790057301.4040573
env/success_once,24,0.75,1790057563.7199585
env/success_once,25,1.0,1790058096.3854554
env/success_once,26,0.5,1790058356.7769294
env/success_once,27,0.5,1790058619.7810378
env/success_once,28,0.5,1790058883.0421214
env/success_once,29,0.25,1790059146.9197185
env/success_once,30,0.5,1790059679.2555864
env/success_once,31,0.75,1790059939.398121
env/success_once,32,0.75,1790060203.2422578
env/success_once,33,0.5,1790060466.3322487
env/success_once,34,0.75,1790060729.2440941
env/success_once,35,0.5,1790061267.2925425
env/success_once,36,0.25,1790061528.9490554
env/success_once,37,0.25,1790061792.6846123
env/success_once,38,0.5,1790062056.9482627
env/success_once,39,0.5,1790062321.3148603
env/success_once,40,0.25,1790062862.4246886
env/success_once,41,1.0,1790063124.423838
env/success_once,42,0.75,1790063388.9374778
env/success_once,43,0.5,1790063653.0471008
env/success_once,44,1.0,1790063914.5859253
env/success_once,45,0.75,1790064456.1211438
env/success_once,46,0.5,1790064718.254591
env/success_once,47,0.5,1790064982.2742827
env/success_once,48,1.0,1790065245.4937584
env/success_once,49,0.75,1790065508.1296794
env/success_once,50,0.25,1790066073.0624073
env/success_once,51,0.5,1790066334.1877909
env/success_once,52,0.5,1790066600.1040316
env/success_once,53,1.0,1790066862.7944753
env/success_once,54,0.75,1790067127.3569756
env/success_once,55,0.5,1790067672.7901022
env/success_once,56,0.5,1790067934.4098835
env/success_once,57,0.5,1790068197.9041386
env/success_once,58,0.5,1790068461.100687
env/success_once,59,0.25,1790068723.9948318
env/success_once,60,0.75,1790069260.488039
env/success_once,61,1.0,1790069521.6038303
env/success_once,62,0.5,1790069784.7359045
env/success_once,63,0.75,1790070048.165357
env/success_once,64,0.0,1790070312.3608046
env/success_once,65,0.75,1790070847.2709794
env/success_once,66,0.75,1790071106.7729814
env/success_once,67,0.75,1790071372.9271321
env/success_once,68,0.75,1790071636.4531696
env/success_once,69,1.0,1790071899.3891616
env/success_once,70,1.0,1790072447.2249455
env/success_once,71,0.75,1790072709.549365
env/success_once,72,1.0,1790072974.0256016
env/success_once,73,0.5,1790073238.8628926
env/success_once,74,0.75,1790073503.943597
env/success_once,75,0.5,1790074046.448474
env/success_once,76,0.75,1790074307.266609
env/success_once,77,1.0,1790074570.8061864
env/success_once,78,1.0,1790074835.0830913
env/success_once,79,0.75,1790075099.1202266
env/success_once,80,0.5,1790075641.410425
env/success_once,81,0.5,1790075901.6105204
env/success_once,82,0.5,1790076165.491724
env/success_once,83,0.5,1790076428.1126697
env/success_once,84,0.5,1790076691.9025707
env/success_once,85,0.25,1790077222.9988894
env/success_once,86,0.0,1790077486.2088969
env/success_once,87,0.5,1790077749.2364657
env/success_once,88,0.75,1790078012.8189695
env/success_once,89,0.75,1790078277.7526808
env/success_once,90,0.5,1790078811.7050364
env/success_once,91,1.0,1790079072.6519346
env/success_once,92,1.0,1790079334.299707
env/success_once,93,0.5,1790079597.1248355
env/success_once,94,0.5,1790079859.7868373
env/success_once,95,0.25,1790080393.7282033
env/success_once,96,0.5,1790080654.595662
env/success_once,97,1.0,1790080917.9992695
env/success_once,98,0.75,1790081182.3308277
