policy,task,outcome,metric,axis,bin_index,x_left,x_right,x_center,n_at_risk,mean,sd,episodes_total,main_L
fastwam,move_stapler_pad,failure,S,absolute_slot,16,384.0,408.0,396.0,5,3.303043653917429,3.383429743910264,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,0,0.0,0.05,0.025,5,0.5353900687897781,0.11286634273941876,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,1,0.05,0.1,0.075,5,0.4459249056739713,0.09191404310857018,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,2,0.1,0.15,0.125,5,0.562643955742476,0.157801414466649,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,3,0.15,0.2,0.175,5,0.4542229748097558,0.0874688456717893,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,4,0.2,0.25,0.225,5,0.4943388335353399,0.12226149014422905,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,5,0.25,0.3,0.275,5,0.5030974607619578,0.11670238373570287,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,6,0.3,0.35,0.325,5,0.6085515000316601,0.31333173951162274,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,7,0.35,0.4,0.375,5,0.9349806301246705,0.5831428734605625,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,8,0.4,0.45,0.425,5,1.2770133263660453,0.3566759471958427,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,9,0.45,0.5,0.475,5,1.0861116127171964,0.6361941586269496,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,10,0.5,0.55,0.525,5,1.262033004510847,1.0295427167805458,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,11,0.55,0.6,0.575,5,0.8960131373445812,0.25523048080252,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,12,0.6,0.65,0.625,5,0.7859092263662061,0.2145144780272175,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,13,0.65,0.7,0.675,5,1.147496310168386,0.6640403266501264,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,14,0.7,0.75,0.725,5,0.7263986174306203,0.28646997520149137,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,15,0.75,0.8,0.775,5,0.8291209243626735,0.2164317226936044,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,16,0.8,0.85,0.825,5,0.7900808359831248,0.28645906143653055,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,17,0.85,0.9,0.875,5,0.6715658645155791,0.18026118729286292,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,18,0.9,0.95,0.925,5,0.8967497000688013,0.2746313294668388,5,5
fastwam,move_stapler_pad,failure,abs_I,normalized_progress,19,0.95,1.0,0.975,5,1.6894692472264583,1.183634328867082,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,0,0.0,24.0,12.0,5,0.5070217753162763,0.11633592265284419,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,1,24.0,48.0,36.0,5,0.4238176641721868,0.04616934362344015,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,2,48.0,72.0,60.0,5,0.5391893324852194,0.15290110856559924,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,3,72.0,96.0,84.0,5,0.5242077517061525,0.08009407756815409,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,4,96.0,120.0,108.0,5,0.5021119757478973,0.10358882171998636,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,5,120.0,144.0,132.0,5,0.6043162303657622,0.28696082809233314,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,6,144.0,168.0,156.0,5,0.8812119785334671,0.5836441314126372,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,7,168.0,192.0,180.0,5,1.2739304273048417,0.527503120716817,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,8,192.0,216.0,204.0,5,1.251580996440601,1.4057825824887547,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,9,216.0,240.0,228.0,5,1.0428797099344946,0.3460095327361874,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,10,240.0,264.0,252.0,5,0.7672215124527756,0.2206193642483087,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,11,264.0,288.0,276.0,5,1.0519421859887736,0.5542342481311503,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,12,288.0,312.0,300.0,5,0.6649873847772132,0.2728155435049501,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,13,312.0,336.0,324.0,5,0.8999530382589744,0.32139191830106645,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,14,336.0,360.0,348.0,5,0.7413723608777545,0.20237463647669174,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,15,360.0,384.0,372.0,5,0.8766212894320169,0.2822381533932128,5,5
fastwam,move_stapler_pad,failure,abs_I,absolute_slot,16,384.0,408.0,396.0,5,1.9178417499710492,1.5070794486930352,5,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,0,0.0,0.05,0.025,11,-8.563201267775378,0.13413492748660963,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,1,0.05,0.1,0.075,11,-8.287834522616636,0.17967212884163472,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,2,0.1,0.15,0.125,11,-8.241176868984267,0.4772496268974071,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,3,0.15,0.2,0.175,11,-8.572261118096808,0.23114142457545542,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,4,0.2,0.25,0.225,11,-8.540757040032846,0.26750440306478884,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,5,0.25,0.3,0.275,11,-8.446362371045614,0.27525616877863984,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,6,0.3,0.35,0.325,11,-8.425643968931832,0.3504135688354823,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,7,0.35,0.4,0.375,11,-8.473596965196965,0.21713825522727973,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,8,0.4,0.45,0.425,11,-8.479921144946514,0.23474996772641685,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,9,0.45,0.5,0.475,11,-8.498280252977748,0.21350316107180697,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,10,0.5,0.55,0.525,11,-8.487400029046805,0.2608521899571108,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,11,0.55,0.6,0.575,11,-8.34628913962082,0.20656953116183455,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,12,0.6,0.65,0.625,11,-8.011273974555694,0.7900787378912728,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,13,0.65,0.7,0.675,11,-7.87109753027949,0.8313556811970017,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,14,0.7,0.75,0.725,11,-7.852879140118447,0.6618528849007715,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,15,0.75,0.8,0.775,11,-8.06702113632324,0.4114330573823913,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,16,0.8,0.85,0.825,11,-8.040298605714078,0.3510295379391499,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,17,0.85,0.9,0.875,11,-7.645267232582088,1.430543103883943,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,18,0.9,0.95,0.925,11,-7.539347841457931,0.9604090844684058,11,5
fastwam,move_stapler_pad,success,raw_y,normalized_progress,19,0.95,1.0,0.975,11,-7.96379644559645,0.46033555497783063,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,0,0.0,24.0,12.0,11,-8.348994005375879,0.2097011533043582,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,1,24.0,48.0,36.0,11,-8.532712376847535,0.26974141167473825,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,2,48.0,72.0,60.0,11,-8.514842361296656,0.14569867870587971,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,3,72.0,96.0,84.0,11,-8.369386627546836,0.08975809826381159,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,4,96.0,120.0,108.0,11,-8.024989010596238,0.1509078116032673,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,5,120.0,144.0,132.0,11,-7.871048360421941,0.6045009744820493,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,6,144.0,168.0,156.0,6,-8.029115190233664,0.7035430677840139,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,7,168.0,192.0,180.0,2,-6.764236803965877,2.645947630318933,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,8,192.0,216.0,204.0,2,-7.398028783778469,0.768949939729816,11,5
fastwam,move_stapler_pad,success,raw_y,absolute_slot,9,216.0,240.0,228.0,1,-8.451525827814589,,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,0,0.0,0.05,0.025,11,0.7994440603791534,0.3026593148023964,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,1,0.05,0.1,0.075,11,0.4658172429237391,0.20607047214640078,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,2,0.1,0.15,0.125,11,0.6777438441452852,0.37009569374505974,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,3,0.15,0.2,0.175,11,0.8313011671466259,0.21671588111310744,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,4,0.2,0.25,0.225,11,0.806240335691289,0.2663852657423729,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,5,0.25,0.3,0.275,11,0.7994347815248092,0.23063779518909835,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,6,0.3,0.35,0.325,11,0.8008716904797105,0.14950783500407025,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,7,0.35,0.4,0.375,11,0.7956732329710874,0.224967384332457,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,8,0.4,0.45,0.425,11,0.6886543660014072,0.2483062261092752,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,9,0.45,0.5,0.475,11,0.6408040394638296,0.1459250619563205,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,10,0.5,0.55,0.525,11,0.6597826554586038,0.21045406550469542,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,11,0.55,0.6,0.575,11,0.5728294678073164,0.2701767825060997,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,12,0.6,0.65,0.625,11,1.0058334332804784,1.771825569294874,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,13,0.65,0.7,0.675,11,1.2533432456780622,1.351395309880267,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,14,0.7,0.75,0.725,11,1.1391599082146815,0.9402957238110642,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,15,0.75,0.8,0.775,11,0.7389101841116048,0.2686936722755465,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,16,0.8,0.85,0.825,11,0.6791710599209669,0.2978166212862357,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,17,0.85,0.9,0.875,11,1.802280500182293,3.056369342041078,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,18,0.9,0.95,0.925,11,1.6361347314039676,1.3626711993852072,11,5
fastwam,move_stapler_pad,success,abs_R,normalized_progress,19,0.95,1.0,0.975,11,0.9325160970645708,0.3981134206560424,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,0,0.0,24.0,12.0,11,0.6199184297439335,0.19844302047296536,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,1,24.0,48.0,36.0,11,0.8455715327852076,0.1812800940655547,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,2,48.0,72.0,60.0,11,0.7453475628259416,0.12309327442811334,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,3,72.0,96.0,84.0,11,0.5658373711335362,0.1530872744631531,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,4,96.0,120.0,108.0,11,0.7325765600975989,0.21927292123302092,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,5,120.0,144.0,132.0,11,1.2088779862176136,1.2028627182669105,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,6,144.0,168.0,156.0,6,1.2336218790743239,0.9954498066700602,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,7,168.0,192.0,180.0,2,3.725505826607067,4.126163537220101,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,8,192.0,216.0,204.0,2,2.0913220430364907,1.2164889421857967,11,5
fastwam,move_stapler_pad,success,abs_R,absolute_slot,9,216.0,240.0,228.0,1,0.852209863927531,,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,0,0.0,0.05,0.025,11,-0.17654034238603314,0.3595849230849269,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,1,0.05,0.1,0.075,11,-0.17654034238603314,0.3595849230849269,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,2,0.1,0.15,0.125,11,-0.24387412069267958,0.41725862446020506,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,3,0.15,0.2,0.175,11,-0.34713404991461966,0.534744468378826,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,4,0.2,0.25,0.225,11,-0.3839204565205614,0.5570616449394493,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,5,0.25,0.3,0.275,11,-0.34696180359621315,0.55641906840406,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,6,0.3,0.35,0.325,11,-0.42685962756114554,0.23614167005516384,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,7,0.35,0.4,0.375,11,-0.44759396370294824,0.2540383815079851,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,8,0.4,0.45,0.425,11,-0.4334398963405132,0.29621425947764285,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,9,0.45,0.5,0.475,11,-0.3022161248111535,0.3584303231831336,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,10,0.5,0.55,0.525,11,-0.09975486225884338,0.27558588118607125,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,11,0.55,0.6,0.575,11,0.12984290105871024,0.3467219446175465,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,12,0.6,0.65,0.625,11,0.4756029662919526,0.9237957453371256,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,13,0.65,0.7,0.675,11,0.920881635209259,1.1473654180209283,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,14,0.7,0.75,0.725,11,0.7782060421772471,0.7661760397996764,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,15,0.75,0.8,0.775,11,0.3979451557797734,0.4564005032535494,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,16,0.8,0.85,0.825,11,0.6783884335374737,1.1982366218529699,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,17,0.85,0.9,0.875,11,1.104773159997865,1.987652021911521,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,18,0.9,0.95,0.925,11,0.9071495282673921,1.5387419849812243,11,5
fastwam,move_stapler_pad,success,S,normalized_progress,19,0.95,1.0,0.975,11,0.08899588706878603,0.43029202491116453,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,0,0.0,24.0,12.0,11,-0.17654034238603314,0.3595849230849269,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,1,24.0,48.0,36.0,11,-0.4286786867083542,0.5794183752870209,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,2,48.0,72.0,60.0,11,-0.45712058398036765,0.27580417916844224,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,3,72.0,96.0,84.0,11,-0.043049610074723785,0.18522131603469258,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,4,96.0,120.0,108.0,11,0.5045855085616651,0.3354331896936637,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,5,120.0,144.0,132.0,11,0.5249823605947322,0.9379254204010715,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,6,144.0,168.0,156.0,6,0.39029850262194915,1.4546182805042582,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,7,168.0,192.0,180.0,2,3.0498356413549725,4.977146502706563,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,8,192.0,216.0,204.0,2,1.4054373951622972,1.9411588734574485,11,5
fastwam,move_stapler_pad,success,S,absolute_slot,9,216.0,240.0,228.0,1,-0.2514835970654547,,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,0,0.0,0.05,0.025,11,0.7333173147715886,0.274031116151509,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,1,0.05,0.1,0.075,11,0.46797419670358326,0.17068187887652567,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,2,0.1,0.15,0.125,11,0.4884595120979249,0.17539006131898485,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,3,0.15,0.2,0.175,11,0.5671732497599737,0.24476460899247382,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,4,0.2,0.25,0.225,11,0.5769168464050517,0.2186922439817039,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,5,0.25,0.3,0.275,11,0.5432404035778946,0.2979247570635809,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,6,0.3,0.35,0.325,11,0.6743679156175794,0.26178065741987183,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,7,0.35,0.4,0.375,11,0.678989864169671,0.17731411206364384,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,8,0.4,0.45,0.425,11,0.44040190985461025,0.17047508307205703,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,9,0.45,0.5,0.475,11,0.4480011430508203,0.15037004721146957,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,10,0.5,0.55,0.525,11,0.5657257434357139,0.21625238979234318,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,11,0.55,0.6,0.575,11,0.62281481154721,0.3058554225606857,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,12,0.6,0.65,0.625,11,0.8427184925443373,1.0020355925521123,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,13,0.65,0.7,0.675,11,0.9144652369352173,0.8077942559577985,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,14,0.7,0.75,0.725,11,0.6942660315807652,0.27393935219854126,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,15,0.75,0.8,0.775,11,0.5569976411131481,0.18367245051595485,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,16,0.8,0.85,0.825,11,0.8118068859120924,0.9916978675410042,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,17,0.85,0.9,0.875,11,1.112686738247018,1.3020679772498571,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,18,0.9,0.95,0.925,11,1.0846552358331172,0.6177705530671227,11,5
fastwam,move_stapler_pad,success,abs_I,normalized_progress,19,0.95,1.0,0.975,11,0.7678397245190438,0.1408470998935456,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,0,0.0,24.0,12.0,11,0.5416365384250662,0.1506340302142742,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,1,24.0,48.0,36.0,11,0.549820246701107,0.23133113259510946,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,2,48.0,72.0,60.0,11,0.5755714371960511,0.14706643673484188,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,3,72.0,96.0,84.0,11,0.536560060823346,0.15952680231978544,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,4,96.0,120.0,108.0,11,0.5809419554890995,0.13834474745990596,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,5,120.0,144.0,132.0,11,0.9828852068537156,0.8039969428689747,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,6,144.0,168.0,156.0,6,0.9277747707251791,0.3638637517149343,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,7,168.0,192.0,180.0,2,2.139087695415034,2.167495732190063,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,8,192.0,216.0,204.0,2,1.5481331717727551,0.48759058661612414,11,5
fastwam,move_stapler_pad,success,abs_I,absolute_slot,9,216.0,240.0,228.0,1,0.8515652542942853,,11,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,0,0.0,0.05,0.025,4,-7.55692921682411,0.16868258394386917,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,1,0.05,0.1,0.075,4,-7.766170990231786,0.11475574356680378,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,2,0.1,0.15,0.125,4,-7.91383058145026,0.19148438194149792,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,3,0.15,0.2,0.175,4,-7.196350343652117,0.6135546213810681,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,4,0.2,0.25,0.225,4,-6.90583351741088,0.706028783363292,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,5,0.25,0.3,0.275,4,-7.430731033552367,0.32214822396463216,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,6,0.3,0.35,0.325,4,-7.826302794127933,0.09789961294907036,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,7,0.35,0.4,0.375,4,-7.611983731668615,0.12362532487561421,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,8,0.4,0.45,0.425,4,-7.396566932651824,0.07510004372900353,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,9,0.45,0.5,0.475,4,-7.1872587163240915,0.12720052389021705,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,10,0.5,0.55,0.525,4,-6.928804274712331,0.30495381785067505,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,11,0.55,0.6,0.575,4,-6.8189233178158055,0.3824507749736015,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,12,0.6,0.65,0.625,4,-7.304274354908465,0.2629188982593354,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,13,0.65,0.7,0.675,4,-7.157384678405699,0.4867199197152914,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,14,0.7,0.75,0.725,4,-6.814420093705822,1.0032942500843758,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,15,0.75,0.8,0.775,4,-6.862524122222741,0.7274116350426727,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,16,0.8,0.85,0.825,4,-6.822902587030281,0.5502631570592523,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,17,0.85,0.9,0.875,4,-6.612159605012607,0.751385066207136,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,18,0.9,0.95,0.925,4,-6.683881681239902,1.3827616839455115,4,5
fastwam,pick_diverse_bottles,failure,raw_y,normalized_progress,19,0.95,1.0,0.975,4,-6.751657002985819,0.980470072011812,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,0,0.0,24.0,12.0,4,-7.368750997520517,0.23803362728665242,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,1,24.0,48.0,36.0,4,-8.075906298593285,0.04527013489283542,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,2,48.0,72.0,60.0,4,-7.243631032912729,0.5561294067481621,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,3,72.0,96.0,84.0,4,-7.049525203711105,0.6437039683621766,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,4,96.0,120.0,108.0,4,-7.570391203196964,0.2984826086531746,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,5,120.0,144.0,132.0,4,-7.604396824164519,0.09458041249439955,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,6,144.0,168.0,156.0,4,-7.401088158803021,0.03801803354307897,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,7,168.0,192.0,180.0,4,-7.276824587190221,0.10151430062281865,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,8,192.0,216.0,204.0,4,-7.143798556129712,0.2082810154613522,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,9,216.0,240.0,228.0,4,-7.048758346463025,0.33771045056295895,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,10,240.0,264.0,252.0,4,-7.0485191277497625,0.3475850639051515,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,11,264.0,288.0,276.0,4,-7.008406021539066,0.5421867318969661,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,12,288.0,312.0,300.0,4,-6.742027707193526,1.0077562573720233,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,13,312.0,336.0,324.0,4,-6.994358494654203,0.5646044735759911,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,14,336.0,360.0,348.0,4,-6.851409849934787,0.687378033341206,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,15,360.0,384.0,372.0,4,-6.492651663495489,1.291104884779901,4,5
fastwam,pick_diverse_bottles,failure,raw_y,absolute_slot,16,384.0,408.0,396.0,4,-7.055445860038917,1.0029641704304448,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,0,0.0,0.05,0.025,4,0.590506184211659,0.14743372383499606,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,1,0.05,0.1,0.075,4,0.7709656958760012,0.11043878996303666,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,2,0.1,0.15,0.125,4,0.9573669081716216,0.06280419442318697,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,3,0.15,0.2,0.175,4,0.9669605452882245,0.12928721272949847,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,4,0.2,0.25,0.225,4,0.9390011911746876,0.37675532752305674,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,5,0.25,0.3,0.275,4,0.6380625293981268,0.20287687963545528,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,6,0.3,0.35,0.325,4,0.6784575742732375,0.11142291710120435,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,7,0.35,0.4,0.375,4,0.4848790238427306,0.09977718685455338,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,8,0.4,0.45,0.425,4,0.48780677467022476,0.1953857727882211,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,9,0.45,0.5,0.475,4,0.4077457041673358,0.18542843553992605,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,10,0.5,0.55,0.525,4,0.49350349441948993,0.2784791805871032,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,11,0.55,0.6,0.575,4,0.6529021610309569,0.3945754429578614,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,12,0.6,0.65,0.625,4,0.546854012320649,0.3004399801947217,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,13,0.65,0.7,0.675,4,0.7608115093474718,0.6116124571343668,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,14,0.7,0.75,0.725,4,1.2637346127826934,1.6682993292407984,4,5
