policy,task,outcome,metric,axis,bin_index,x_left,x_right,x_center,n_at_risk,mean,sd,episodes_total,main_L
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,15,0.75,0.8,0.775,4,1.0285304306741945,1.0630716961756255,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,16,0.8,0.85,0.825,4,0.7643615253915619,0.6927746941848499,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,17,0.85,0.9,0.875,4,1.0123384682144039,1.0332716997981986,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,18,0.9,0.95,0.925,4,1.6550949021516743,2.3384701582388674,4,5
fastwam,pick_diverse_bottles,failure,abs_R,normalized_progress,19,0.95,1.0,0.975,4,1.4443821833607549,1.71848859337519,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,0,0.0,24.0,12.0,4,0.5527540461986632,0.16925609441045114,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,1,24.0,48.0,36.0,4,0.8937883902880406,0.06784079564308058,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,2,48.0,72.0,60.0,4,1.026623213662698,0.11636350794971226,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,3,72.0,96.0,84.0,4,0.94668963926253,0.26392742533858365,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,4,96.0,120.0,108.0,4,0.6325305890216686,0.19301207445532162,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,5,120.0,144.0,132.0,4,0.6034282767071442,0.09323792814390897,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,6,144.0,168.0,156.0,4,0.4736158911684686,0.12289484833026339,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,7,168.0,192.0,180.0,4,0.4900969424047007,0.22972761116747928,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,8,192.0,216.0,204.0,4,0.48717620893235936,0.27514781654398013,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,9,216.0,240.0,228.0,4,0.6167616244573068,0.3318430172219866,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,10,240.0,264.0,252.0,4,0.5714631590949446,0.3320545221058191,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,11,264.0,288.0,276.0,4,0.73482190781356,0.6253712887577842,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,12,288.0,312.0,300.0,4,1.3199377299774302,1.7126532931512342,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,13,312.0,336.0,324.0,4,0.859038096727059,0.8318331369992322,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,14,336.0,360.0,348.0,4,0.9952645719961515,0.9661241628479922,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,15,360.0,384.0,372.0,4,1.5208372632966798,2.0374063034733245,4,5
fastwam,pick_diverse_bottles,failure,abs_R,absolute_slot,16,384.0,408.0,396.0,4,1.593090461945517,2.005969918851066,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,0,0.0,0.05,0.025,4,0.055378407018255776,0.31564183177992416,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,1,0.05,0.1,0.075,4,-0.5516177052552614,0.07445909675351531,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,2,0.1,0.15,0.125,4,-0.23142099367688013,0.2701693682055869,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,3,0.15,0.2,0.175,4,0.28784291486728913,0.47816178239622753,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,4,0.2,0.25,0.225,4,0.45139090456152314,0.6073011785514526,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,5,0.25,0.3,0.275,4,-0.12221762933951343,0.4633924429679247,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,6,0.3,0.35,0.325,4,-0.2411960272957635,0.1538447399244038,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,7,0.35,0.4,0.375,4,-0.009491955835793122,0.12494811976280684,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,8,0.4,0.45,0.425,4,0.15224759276915817,0.02792255494293647,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,9,0.45,0.5,0.475,4,0.3000217955312581,0.13351935776733706,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,10,0.5,0.55,0.525,4,0.43833253344940526,0.2762214470459739,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,11,0.55,0.6,0.575,4,0.5201843915092292,0.4417353454889734,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,12,0.6,0.65,0.625,4,0.5195854462676677,0.4158642495170038,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,13,0.65,0.7,0.675,4,0.5958448396827165,0.6410231063830061,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,14,0.7,0.75,0.725,4,0.8851166293679331,1.1840075995235144,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,15,0.75,0.8,0.775,4,0.9243247906469748,1.26577747712214,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,16,0.8,0.85,0.825,4,0.7321551441809424,0.9080911634168469,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,17,0.85,0.9,0.875,4,0.8090553559683803,0.9352519210699125,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,18,0.9,0.95,0.925,4,1.2883229091799857,1.7698711967123604,4,5
fastwam,pick_diverse_bottles,failure,S,normalized_progress,19,0.95,1.0,0.975,4,1.225317984106401,1.55104709300213,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,0,0.0,24.0,12.0,4,0.05537840701825576,0.31564183177992416,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,1,24.0,48.0,36.0,4,-0.7033667333236407,0.08088468664491012,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,2,48.0,72.0,60.0,4,0.08320949942096034,0.4662813333054808,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,3,72.0,96.0,84.0,4,0.5947930380367822,0.7856141956170045,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,4,96.0,120.0,108.0,4,-0.12221762933951343,0.4633924429679247,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,5,120.0,144.0,132.0,4,-0.2411960272957635,0.1538447399244038,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,6,144.0,168.0,156.0,4,0.048434062029199476,0.11795158593290897,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,7,168.0,192.0,180.0,4,0.22145661326246396,0.07080540073046153,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,8,192.0,216.0,204.0,4,0.4178695689344493,0.23728184999060112,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,9,216.0,240.0,228.0,4,0.5201843915092292,0.4417353454889734,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,10,240.0,264.0,252.0,4,0.5195854462676677,0.4158642495170038,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,11,264.0,288.0,276.0,4,0.6149096880364787,0.6982490102209902,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,12,288.0,312.0,300.0,4,1.0652545902555692,1.5270534822159396,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,13,312.0,336.0,324.0,4,0.7129300912340829,0.9016419387893146,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,14,336.0,360.0,348.0,4,0.8090553559683803,0.9352519210699125,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,15,360.0,384.0,372.0,4,1.2883229091799857,1.7698711967123604,4,5
fastwam,pick_diverse_bottles,failure,S,absolute_slot,16,384.0,408.0,396.0,4,1.2095667528380047,1.4995822992038443,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,0,0.0,0.05,0.025,4,0.5377334439271606,0.1619570596514148,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,1,0.05,0.1,0.075,4,0.554968726244691,0.19694628204074208,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,2,0.1,0.15,0.125,4,0.6877344195549231,0.07801904203900112,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,3,0.15,0.2,0.175,4,0.7668972898069399,0.07170376432684698,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,4,0.2,0.25,0.225,4,0.5152075892586849,0.045800785222597604,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,5,0.25,0.3,0.275,4,0.5761130990899429,0.25474357184873886,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,6,0.3,0.35,0.325,4,0.5449587543414033,0.06675360820424277,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,7,0.35,0.4,0.375,4,0.5296947007622679,0.1380762541831453,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,8,0.4,0.45,0.425,4,0.5214543574114676,0.20757519360540777,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,9,0.45,0.5,0.475,4,0.40937847104003644,0.18660980817012246,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,10,0.5,0.55,0.525,4,0.28065752237308306,0.077981673297316,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,11,0.55,0.6,0.575,4,0.268675580307833,0.08065127791288738,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,12,0.6,0.65,0.625,4,0.33647245592391994,0.09622795735222921,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,13,0.65,0.7,0.675,4,0.3283879240370288,0.12109347675373018,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,14,0.7,0.75,0.725,4,0.6108559900313921,0.586007939294866,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,15,0.75,0.8,0.775,4,0.6820906077517782,0.6677825761958179,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,16,0.8,0.85,0.825,4,0.407280314908819,0.20506422525884807,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,17,0.85,0.9,0.875,4,0.4516791585704065,0.3377570466664885,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,18,0.9,0.95,0.925,4,0.7963906378757608,0.9517693937704668,4,5
fastwam,pick_diverse_bottles,failure,abs_I,normalized_progress,19,0.95,1.0,0.975,4,0.607984125913579,0.6402739516434945,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,0,0.0,24.0,12.0,4,0.48643647176643734,0.1614286752952286,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,1,24.0,48.0,36.0,4,0.5205209102542946,0.18336910566847486,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,2,48.0,72.0,60.0,4,0.8749476132447247,0.07993009399627053,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,3,72.0,96.0,84.0,4,0.5941616075726569,0.08332954844525792,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,4,96.0,120.0,108.0,4,0.5561455370638385,0.2138965979932889,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,5,120.0,144.0,132.0,4,0.5313279211598089,0.0634490531579297,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,6,144.0,168.0,156.0,4,0.4780584171171606,0.12760127306363056,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,7,168.0,192.0,180.0,4,0.43993167362418417,0.18394735889812816,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,8,192.0,216.0,204.0,4,0.3560296775389133,0.16237329462903427,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,9,216.0,240.0,228.0,4,0.32366846575667585,0.07534000152289061,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,10,240.0,264.0,252.0,4,0.3145181900938947,0.08782125642301515,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,11,264.0,288.0,276.0,4,0.29408261709489447,0.10385180971831008,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,12,288.0,312.0,300.0,4,0.7998799110728453,0.9745118869076917,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,13,312.0,336.0,324.0,4,0.45824659895564795,0.2623277059384053,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,14,336.0,360.0,348.0,4,0.4805780588021715,0.2698272157606157,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,15,360.0,384.0,372.0,4,0.7869520777855089,0.9681211576824001,4,5
fastwam,pick_diverse_bottles,failure,abs_I,absolute_slot,16,384.0,408.0,396.0,4,0.5750403380584115,0.5375358374325101,4,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,0,0.0,0.05,0.025,12,-8.479993792336659,0.06904815788822709,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,1,0.05,0.1,0.075,12,-8.037775699390073,0.2530666544599253,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,2,0.1,0.15,0.125,12,-7.245533991261102,0.2664676855809515,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,3,0.15,0.2,0.175,12,-6.711071381596384,0.2686705478883031,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,4,0.2,0.25,0.225,12,-7.437281585390543,0.2549143402716784,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,5,0.25,0.3,0.275,12,-8.222866787500099,0.1941300327289297,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,6,0.3,0.35,0.325,12,-8.084938945293038,0.23815296413410925,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,7,0.35,0.4,0.375,12,-7.905673874439859,0.1935655790199012,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,8,0.4,0.45,0.425,12,-8.157338129891587,0.15796056928467486,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,9,0.45,0.5,0.475,12,-7.783624205254552,0.2150184176109979,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,10,0.5,0.55,0.525,12,-7.7410230481097315,0.41446591416419254,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,11,0.55,0.6,0.575,12,-7.269420772084852,0.6849617529114167,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,12,0.6,0.65,0.625,12,-7.504539249738698,0.8078722863559901,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,13,0.65,0.7,0.675,12,-8.199658342374427,0.18660525180879742,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,14,0.7,0.75,0.725,12,-8.092155527913523,0.41389573885748626,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,15,0.75,0.8,0.775,12,-8.046706220393723,0.2340777450053096,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,16,0.8,0.85,0.825,12,-8.035235773921839,0.2178240906956641,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,17,0.85,0.9,0.875,12,-7.981008113845378,0.17746920783129622,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,18,0.9,0.95,0.925,12,-7.881914409170782,0.31038506250379927,12,5
fastwam,pick_diverse_bottles,success,raw_y,normalized_progress,19,0.95,1.0,0.975,12,-7.521153081556048,0.6110012733317961,12,5
fastwam,pick_diverse_bottles,success,raw_y,absolute_slot,0,0.0,24.0,12.0,12,-7.518299840817936,0.13396780259877647,12,5
fastwam,pick_diverse_bottles,success,raw_y,absolute_slot,1,24.0,48.0,36.0,12,-8.109010472947734,0.13120432446103425,12,5
fastwam,pick_diverse_bottles,success,raw_y,absolute_slot,2,48.0,72.0,60.0,12,-7.634345785297588,0.44481168318831155,12,5
fastwam,pick_diverse_bottles,success,raw_y,absolute_slot,3,72.0,96.0,84.0,12,-8.020046208144242,0.16199166298041615,12,5
fastwam,pick_diverse_bottles,success,raw_y,absolute_slot,4,96.0,120.0,108.0,12,-7.759229086417463,0.4675090415202342,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,0,0.0,0.05,0.025,12,0.9410684045882927,0.21289785920879392,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,1,0.05,0.1,0.075,12,0.6956992782578979,0.21524730485605129,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,2,0.1,0.15,0.125,12,0.49411338540275906,0.16237235932127278,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,3,0.15,0.2,0.175,12,0.2292993973464248,0.13861101486787705,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,4,0.2,0.25,0.225,12,0.4215658401373003,0.2511891337292488,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,5,0.25,0.3,0.275,12,0.6000359115488839,0.24856332891610028,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,6,0.3,0.35,0.325,12,0.9433291663335078,0.30882110391837364,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,7,0.35,0.4,0.375,12,1.2249749669470071,0.27249178216209774,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,8,0.4,0.45,0.425,12,1.0474594874561722,0.13810897837154804,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,9,0.45,0.5,0.475,12,1.4034719334723673,0.4607286982827842,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,10,0.5,0.55,0.525,12,0.9155928935419667,0.27516870576944946,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,11,0.55,0.6,0.575,12,0.9056375815782026,0.3565808704931233,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,12,0.6,0.65,0.625,12,0.8873001120992933,0.5003251701578943,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,13,0.65,0.7,0.675,12,0.7911202615672258,0.3268635456088424,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,14,0.7,0.75,0.725,12,0.7396763119721742,0.26805097883598933,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,15,0.75,0.8,0.775,12,0.9667523150032205,0.2438023497737009,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,16,0.8,0.85,0.825,12,1.3007585567460227,0.3332771059604065,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,17,0.85,0.9,0.875,12,0.8718688251904584,0.21461110400840458,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,18,0.9,0.95,0.925,12,1.0065733372150973,0.6530795162943115,12,5
fastwam,pick_diverse_bottles,success,abs_R,normalized_progress,19,0.95,1.0,0.975,12,1.3734115225504218,1.3375380543620068,12,5
fastwam,pick_diverse_bottles,success,abs_R,absolute_slot,0,0.0,24.0,12.0,12,0.53192319195572,0.11351794254662506,12,5
fastwam,pick_diverse_bottles,success,abs_R,absolute_slot,1,24.0,48.0,36.0,12,0.9174990241333436,0.15397031548022022,12,5
fastwam,pick_diverse_bottles,success,abs_R,absolute_slot,2,48.0,72.0,60.0,12,1.0270335239926778,0.17354311079527784,12,5
fastwam,pick_diverse_bottles,success,abs_R,absolute_slot,3,72.0,96.0,84.0,12,0.9143716856780508,0.10963143643145237,12,5
fastwam,pick_diverse_bottles,success,abs_R,absolute_slot,4,96.0,120.0,108.0,12,1.2949354040991752,0.9785600057780062,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,0,0.0,0.05,0.025,12,-0.10593174736985894,0.1567498718344529,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,1,0.05,0.1,0.075,12,-0.10593174736985894,0.1567498718344529,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,2,0.1,0.15,0.125,12,-0.10593174736985894,0.1567498718344529,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,3,0.15,0.2,0.175,12,-0.10593174736985894,0.1567498718344529,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,4,0.2,0.25,0.225,12,-0.4033635246916456,0.13144765399301192,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,5,0.25,0.3,0.275,12,-0.7229966054531033,0.2029341874486996,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,6,0.3,0.35,0.325,12,-0.7229966054531031,0.20293418744869962,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,7,0.35,0.4,0.375,12,-0.7229966054531033,0.2029341874486996,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,8,0.4,0.45,0.425,12,-0.6456173675137562,0.26550898614941987,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,9,0.45,0.5,0.475,12,-0.18992234435959457,0.4688242929886823,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,10,0.5,0.55,0.525,12,-0.1329552642082811,0.49870907112883267,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,11,0.55,0.6,0.575,12,-0.1329552642082811,0.49870907112883267,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,12,0.6,0.65,0.625,12,-0.13522598819336398,0.4974688886417597,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,13,0.65,0.7,0.675,12,-0.3520840995394341,0.38518672435266654,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,14,0.7,0.75,0.725,12,-0.5690253154885045,0.27500587453589964,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,15,0.75,0.8,0.775,12,-0.5554539378530609,0.270953918213202,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,16,0.8,0.85,0.825,12,-0.5619723646465785,0.2556473870833028,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,17,0.85,0.9,0.875,12,-0.5725731222872757,0.18259559955021357,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,18,0.9,0.95,0.925,12,-0.28633783547721364,0.4070538926793005,12,5
fastwam,pick_diverse_bottles,success,S,normalized_progress,19,0.95,1.0,0.975,12,-0.19844562660455353,0.48602849815080496,12,5
fastwam,pick_diverse_bottles,success,S,absolute_slot,0,0.0,24.0,12.0,12,-0.10593174736985894,0.1567498718344529,12,5
fastwam,pick_diverse_bottles,success,S,absolute_slot,1,24.0,48.0,36.0,12,-0.7229966054531031,0.20293418744869965,12,5
fastwam,pick_diverse_bottles,success,S,absolute_slot,2,48.0,72.0,60.0,12,-0.1329552642082811,0.49870907112883267,12,5
fastwam,pick_diverse_bottles,success,S,absolute_slot,3,72.0,96.0,84.0,12,-0.5554539378530609,0.270953918213202,12,5
fastwam,pick_diverse_bottles,success,S,absolute_slot,4,96.0,120.0,108.0,12,-0.19278139809740089,0.48317268635806665,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,0,0.0,0.05,0.025,12,0.8883160501733677,0.2518545359126493,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,1,0.05,0.1,0.075,12,0.6131488455170718,0.16335325578645793,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,2,0.1,0.15,0.125,12,0.458103772742499,0.13558066299793362,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,3,0.15,0.2,0.175,12,0.27624376886486074,0.08993467674331883,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,4,0.2,0.25,0.225,12,0.6639161729883675,0.22721218359518208,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,5,0.25,0.3,0.275,12,0.6637253976940093,0.27395678814944757,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,6,0.3,0.35,0.325,12,0.4116255032924097,0.1798257450357637,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,7,0.35,0.4,0.375,12,0.5384863100805247,0.20943682730504556,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,8,0.4,0.45,0.425,12,0.3878716264927526,0.25743702670197477,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,9,0.45,0.5,0.475,12,1.3170078226642759,0.6085603207857992,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,10,0.5,0.55,0.525,12,0.8339838654684225,0.25917804229725444,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,11,0.55,0.6,0.575,12,0.6312805848174367,0.2582655205444093,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,12,0.6,0.65,0.625,12,0.6102107367529283,0.34223774444549826,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,13,0.65,0.7,0.675,12,0.6973551494271991,0.2451754440878972,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,14,0.7,0.75,0.725,12,0.7073154313998509,0.22932261385080052,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,15,0.75,0.8,0.775,12,0.6379233765584956,0.3453945514145181,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,16,0.8,0.85,0.825,12,0.7793916972943092,0.2018118194787459,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,17,0.85,0.9,0.875,12,0.4592844701368273,0.22816526102068233,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,18,0.9,0.95,0.925,12,0.838336442415463,0.508375705713337,12,5
fastwam,pick_diverse_bottles,success,abs_I,normalized_progress,19,0.95,1.0,0.975,12,1.2383123338905984,1.1521972497983723,12,5
fastwam,pick_diverse_bottles,success,abs_I,absolute_slot,0,0.0,24.0,12.0,12,0.5140108937383742,0.08799773076157871,12,5
fastwam,pick_diverse_bottles,success,abs_I,absolute_slot,1,24.0,48.0,36.0,12,0.5369247973739572,0.1570404740891173,12,5
fastwam,pick_diverse_bottles,success,abs_I,absolute_slot,2,48.0,72.0,60.0,12,0.8497922724169252,0.207073182663386,12,5
fastwam,pick_diverse_bottles,success,abs_I,absolute_slot,3,72.0,96.0,84.0,12,0.62841064606739,0.14354830161398796,12,5
fastwam,pick_diverse_bottles,success,abs_I,absolute_slot,4,96.0,120.0,108.0,12,1.1996491831596996,0.7429905281761516,12,5
fastwam,turn_switch,failure,raw_y,normalized_progress,0,0.0,0.05,0.025,6,-8.219346023246617,0.09869898750567588,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,1,0.05,0.1,0.075,6,-7.349125318335234,0.40331101915749357,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,2,0.1,0.15,0.125,6,-7.5091426428423524,0.30474508601437605,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,3,0.15,0.2,0.175,6,-8.209860849073687,0.12470855385855331,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,4,0.2,0.25,0.225,6,-8.17126652932253,0.2869674405958448,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,5,0.25,0.3,0.275,6,-8.241311018336908,0.25543343359216963,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,6,0.3,0.35,0.325,6,-8.216146762361165,0.266905915819219,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,7,0.35,0.4,0.375,6,-8.194150016680327,0.3400236975273827,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,8,0.4,0.45,0.425,6,-8.175133211343606,0.31932283857817506,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,9,0.45,0.5,0.475,6,-8.153216868734559,0.30475307794102524,6,5
