timestamp,memory_current,memory_available_kb,gpu0_mib,gpu0_util,gpu1_mib,gpu1_util
2026-08-28T00:17:30+08:00,62402011136,1029132272,0, 0,0, 0
2026-08-28T00:17:35+08:00,62984536064,1028560376,0, 0,0, 0
2026-08-28T00:17:40+08:00,62409826304,1029107504,0, 0,0, 0
2026-08-28T00:17:45+08:00,62982459392,1028545788,0, 0,0, 0
2026-08-28T00:17:50+08:00,65111543808,1026305056,4, 0,4, 0
2026-08-28T00:17:55+08:00,68791742464,1022665664,4, 0,4, 0
2026-08-28T00:18:00+08:00,69731102720,1021681216,447, 0,4, 0
2026-08-28T00:18:06+08:00,71782039552,1019571412,935, 0,4, 0
2026-08-28T00:18:11+08:00,72385527808,1018982672,1013, 0,4, 0
2026-08-28T00:18:16+08:00,75814588416,1015664348,947, 0,4, 0
2026-08-28T00:18:21+08:00,79465705472,1012109044,947, 0,4, 0
2026-08-28T00:18:26+08:00,81884479488,1009757356,947, 0,4, 0
2026-08-28T00:18:31+08:00,81887735808,1009757676,947, 0,4, 0
2026-08-28T00:18:36+08:00,82085404672,1009565888,947, 0,4, 0
2026-08-28T00:18:41+08:00,83552681984,1008182432,947, 0,4, 0
2026-08-28T00:18:46+08:00,84194545664,1007524988,947, 0,4, 0
2026-08-28T00:18:51+08:00,82119557120,1009550988,947, 0,4, 0
2026-08-28T00:18:56+08:00,78543409152,1013044432,947, 0,4, 0
2026-08-28T00:19:01+08:00,82786295808,1008907548,947, 0,4, 0
2026-08-28T00:19:06+08:00,78870360064,1012739412,3781, 30,4, 0
2026-08-28T00:19:11+08:00,74420854784,1016980844,9867, 0,4, 0
2026-08-28T00:19:17+08:00,74480381952,1016914700,9867, 0,4, 0
2026-08-28T00:19:22+08:00,74596773888,1016801288,9873, 0,4, 0
2026-08-28T00:19:27+08:00,75751362560,1015623264,10797, 0,4, 0
2026-08-28T00:19:32+08:00,76899495936,1014425024,13242, 6,4, 0
2026-08-28T00:19:37+08:00,77796679680,1013512076,14050, 0,4, 0
2026-08-28T00:19:42+08:00,78161076224,1013116740,15114, 0,4, 0
2026-08-28T00:19:47+08:00,79491096576,1011817840,15932, 0,4, 0
2026-08-28T00:19:52+08:00,82093944832,1009308632,16996, 0,4, 0
2026-08-28T00:19:57+08:00,85083664384,1006311088,17454, 9,447, 0
2026-08-28T00:20:03+08:00,86633979904,1004710300,18535, 0,495, 0
2026-08-28T00:20:08+08:00,89273479168,1002077756,19347, 3,917, 0
2026-08-28T00:20:13+08:00,91486576640,999920932,21208, 86,947, 1
2026-08-28T00:20:18+08:00,94937100288,996590588,21208, 57,947, 0
2026-08-28T00:20:23+08:00,98575253504,993034704,21208, 76,947, 0
2026-08-28T00:20:28+08:00,99630600192,992006832,21208, 0,947, 0
2026-08-28T00:20:33+08:00,99659636736,991974436,21208, 39,947, 0
2026-08-28T00:20:38+08:00,99922173952,991716668,21208, 0,947, 0
2026-08-28T00:20:43+08:00,101820141568,989869316,21208, 46,947, 0
2026-08-28T00:20:48+08:00,102033301504,989667868,21208, 93,947, 0
2026-08-28T00:20:54+08:00,101254017024,990430040,21208, 35,947, 0
2026-08-28T00:20:59+08:00,95726698496,995801688,21208, 50,947, 0
2026-08-28T00:21:04+08:00,97801904128,993777604,21208, 68,947, 0
2026-08-28T00:21:09+08:00,106187214848,985580940,21208, 100,947, 0
2026-08-28T00:21:14+08:00,92224696320,999130620,21223, 0,9833, 3
2026-08-28T00:21:19+08:00,92394545152,998929628,21223, 88,9849, 0
