timestamp,wrapper_alive,host_mem_available_kib,swap_free_kib,mem_psi_some_avg10,gpu6_used_mib,gpu6_util_pct,gpu6_temp_c
2026-09-05T05:06:48.353607+00:00,1,2015032788,3447336,0.00,4,0,33
2026-09-05T05:06:53.495135+00:00,1,2013227888,3448892,0.00,4,0,33
2026-09-05T05:06:58.639549+00:00,1,2011834424,3449748,0.00,4,0,33
2026-09-05T05:07:03.770765+00:00,1,2006751560,3450848,0.00,4,0,33
2026-09-05T05:07:08.953864+00:00,1,2004723100,3452116,0.00,31,0,34
2026-09-05T05:07:14.103171+00:00,1,2002831004,3453124,0.00,1141,1,34
2026-09-05T05:07:19.254564+00:00,1,2000521848,3454272,0.00,1195,0,35
2026-09-05T05:07:24.383274+00:00,1,1997933860,3455252,0.00,1195,0,35
2026-09-05T05:07:29.501780+00:00,1,1992030900,3455576,0.00,1195,0,35
2026-09-05T05:07:34.618341+00:00,1,1985538292,3455832,0.00,1195,0,35
2026-09-05T05:07:39.744425+00:00,1,1984765144,3456076,0.00,1195,0,35
2026-09-05T05:07:44.867051+00:00,1,1981344924,3456204,0.00,1195,0,36
2026-09-05T05:07:49.985875+00:00,1,1979609548,3456372,0.00,1195,0,36
2026-09-05T05:07:55.102897+00:00,1,1979944808,3456428,0.00,1195,0,36
2026-09-05T05:08:00.221180+00:00,1,1983157036,3456484,0.00,1195,0,36
2026-09-05T05:08:05.350969+00:00,1,1983883344,3456596,0.00,8479,8,36
2026-09-05T05:08:10.479283+00:00,1,1979899884,3456828,0.00,1717,0,36
2026-09-05T05:08:15.613369+00:00,1,1977164964,3456996,0.00,1717,0,36
2026-09-05T05:08:20.734159+00:00,1,1972921060,3457256,0.00,1717,0,36
2026-09-05T05:08:25.850414+00:00,1,1965782844,3457660,0.00,1709,0,36
2026-09-05T05:08:31.001497+00:00,1,1963337616,3458184,0.00,1709,0,36
2026-09-05T05:08:36.126871+00:00,1,1961896676,3459164,0.00,1709,0,36
2026-09-05T05:08:41.242275+00:00,1,1959243376,3459804,0.00,1709,0,37
2026-09-05T05:08:46.370431+00:00,1,1957301204,3459968,0.00,1709,0,37
2026-09-05T05:08:51.489135+00:00,1,1960796456,3460068,0.00,1709,0,37
2026-09-05T05:08:56.609965+00:00,1,1961322920,3460168,0.00,3537,10,37
2026-09-05T05:09:01.740222+00:00,1,1954750704,3460228,0.00,17275,1,37
2026-09-05T05:09:06.862887+00:00,1,1950265772,3460348,0.00,20283,14,37
2026-09-05T05:09:11.996890+00:00,1,1948568372,3460516,0.00,18769,0,37
2026-09-05T05:09:17.139541+00:00,1,1948120332,3461172,0.00,18795,0,37
2026-09-05T05:09:22.280333+00:00,1,1946644488,3461876,0.00,18825,0,37
2026-09-05T05:09:27.421195+00:00,1,1945415268,3463120,0.00,18851,0,37
2026-09-05T05:09:32.564513+00:00,1,1944738120,3463356,0.00,18873,0,37
2026-09-05T05:09:37.760426+00:00,1,1942338492,3463572,0.00,19315,2,37
2026-09-05T05:09:42.909191+00:00,1,1940629908,3463792,0.00,22401,0,37
2026-09-05T05:09:48.046030+00:00,1,1939477072,3464132,0.00,23112,5,37
2026-09-05T05:09:53.176937+00:00,1,1936971040,3464340,0.00,23921,0,37
2026-09-05T05:09:58.312647+00:00,1,1935615868,3464548,0.00,24528,0,37
2026-09-05T05:10:03.456047+00:00,1,1934496568,3464672,0.00,25346,0,37
2026-09-05T05:10:08.597036+00:00,1,1933085296,3464828,0.00,25804,0,37
2026-09-05T05:10:13.743034+00:00,1,1932355684,3464916,0.00,26410,0,37
2026-09-05T05:10:18.883987+00:00,1,1931697768,3465072,0.00,27476,0,37
2026-09-05T05:10:24.026367+00:00,1,1931120716,3465172,0.00,27934,0,37
2026-09-05T05:10:29.175642+00:00,1,1930054412,3465176,0.00,28288,0,37
2026-09-05T05:10:34.312958+00:00,1,1928990164,3465212,0.00,29359,0,37
2026-09-05T05:10:39.454918+00:00,1,1928889528,3465256,0.00,29864,3,37
