timestamp,driver_alive,host_mem_available_kib,cgroup_memory_current_bytes,cgroup_oom,cgroup_oom_kill,mem_psi_some_avg10,mem_psi_full_avg10,gpu4_used_mib,gpu4_util_pct,gpu5_used_mib,gpu5_util_pct
2026-08-23T16:54:52+00:00,1,2050819116,11026432,0,0,0.00,0.00,5,0,5,0
2026-08-23T16:55:03+00:00,1,2044258496,695697408,0,0,0.00,0.00,5,0,5,0
2026-08-23T16:55:13+00:00,1,2040476248,859148288,0,0,0.00,0.00,1070,0,1070,0
2026-08-23T16:55:23+00:00,1,2033782952,859467776,0,0,0.00,0.00,1731,0,1731,0
2026-08-23T16:55:33+00:00,1,2017022180,859467776,0,0,0.00,0.00,1689,0,1689,0
2026-08-23T16:55:44+00:00,1,2012264196,859512832,0,0,0.00,0.00,1689,0,1689,0
2026-08-23T16:55:54+00:00,1,2023969428,859635712,0,0,0.00,0.00,1689,0,1689,0
2026-08-23T16:56:04+00:00,1,2031501132,860119040,0,0,0.00,0.00,11073,1,11073,0
2026-08-23T16:56:14+00:00,1,2028654328,861319168,0,0,0.00,0.00,12031,0,12419,0
2026-08-23T16:56:25+00:00,1,2029666460,861073408,0,0,0.00,0.00,15692,1,16688,0
2026-08-23T16:56:35+00:00,1,2025573672,861171712,0,0,0.00,0.00,17364,0,17752,3
2026-08-23T16:56:45+00:00,1,2023060876,860975104,0,0,0.00,0.00,18848,93,19142,19
2026-08-23T16:56:56+00:00,1,2022915936,861028352,0,0,0.00,0.00,18848,99,19142,22
2026-08-23T16:57:06+00:00,1,2025273280,861024256,0,0,0.00,0.00,18848,67,19142,0
2026-08-23T16:57:16+00:00,1,2022624004,860991488,0,0,0.00,0.00,18848,42,19142,99
2026-08-23T16:57:26+00:00,1,2022224420,860950528,0,0,0.00,0.00,18848,0,19142,0
2026-08-23T16:57:37+00:00,1,2026661036,861085696,0,0,0.00,0.00,18848,0,19142,84
2026-08-23T16:57:47+00:00,1,2028478520,861667328,0,0,0.00,0.00,11963,1,12284,2
2026-08-23T16:57:57+00:00,1,2024334836,861519872,0,0,0.00,0.00,12434,2,12984,2
2026-08-23T16:58:08+00:00,1,2022391324,861859840,0,0,0.00,0.00,16222,3,16868,3
2026-08-23T16:58:18+00:00,1,2023156744,861646848,0,0,0.00,0.00,17638,0,18188,3
2026-08-23T16:58:28+00:00,1,2022654964,861769728,0,0,0.00,0.00,18848,84,19142,0
2026-08-23T16:58:39+00:00,1,2022606496,861614080,0,0,0.00,0.00,18848,0,19142,86
2026-08-23T16:58:49+00:00,1,2022596636,861847552,0,0,0.00,0.00,18848,96,19142,64
2026-08-23T16:58:59+00:00,1,2022583812,861814784,0,0,0.00,0.00,18848,0,19142,0
2026-08-23T16:59:09+00:00,1,2022585600,861679616,0,0,0.00,0.00,18848,0,19142,80
2026-08-23T16:59:20+00:00,1,2024751276,862150656,0,0,0.00,0.00,12594,0,19142,0
2026-08-23T16:59:30+00:00,1,2029394632,861769728,0,0,0.00,0.00,11996,0,12289,0
2026-08-23T16:59:40+00:00,1,2027229788,861683712,0,0,0.00,0.00,13332,3,15805,83
2026-08-23T16:59:51+00:00,1,2024616260,861863936,0,0,0.00,0.00,16574,0,16868,2
2026-08-23T17:00:01+00:00,1,2022503260,861843456,0,0,0.00,0.00,18096,0,19142,0
2026-08-23T17:00:11+00:00,1,2022538956,861847552,0,0,0.00,0.00,18848,0,19142,11
2026-08-23T17:00:22+00:00,1,2022486768,861769728,0,0,0.00,0.00,18848,88,19142,84
2026-08-23T17:00:32+00:00,1,2022460636,861831168,0,0,0.00,0.00,18848,99,19142,0
2026-08-23T17:00:42+00:00,1,2022455304,861847552,0,0,0.00,0.00,18848,68,19142,14
2026-08-23T17:00:52+00:00,1,2022455704,861941760,0,0,0.00,0.00,18848,26,19142,0
2026-08-23T17:01:03+00:00,1,2028760448,863031296,0,0,0.00,0.00,12620,0,12889,0
2026-08-23T17:01:13+00:00,1,2027769624,862031872,0,0,0.00,0.00,12306,0,12599,0
2026-08-23T17:01:23+00:00,1,2025106368,862023680,0,0,0.00,0.00,15834,0,16260,0
2026-08-23T17:01:34+00:00,1,2023129900,862031872,0,0,0.00,0.00,17638,2,17932,0
2026-08-23T17:01:44+00:00,1,2022128284,862011392,0,0,0.00,0.00,18848,12,19142,23
2026-08-23T17:01:54+00:00,1,2022106432,861900800,0,0,0.00,0.00,18848,99,19142,0
