unix_time,host_available_bytes,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,cgroup_oom_events,cgroup_oom_kill_events,shm_used_bytes,disk_available_bytes,gpu0_used_mib,gpu0_total_mib,gpu0_util_pct,gpu0_mem_util_pct,gpu0_power_w,gpu1_used_mib,gpu1_total_mib,gpu1_util_pct,gpu1_mem_util_pct,gpu1_power_w,env_rss_kib,env_cpu_pct,actor_rss_kib,actor_cpu_pct,rollout_rss_kib,rollout_cpu_pct,driver_rss_kib,driver_cpu_pct,ray_rss_kib,ray_cpu_pct,matched_total_rss_kib,compute_process_count
1786166907,1.01608e+12,102646128640,38191656960,63649681408,0,0,155648,798512218112,504,81920,0,0,67.89,503,81920,0,0,67.01,3879588.00,93.40,1616448.00,32.40,26011476.00,202.00,3208,0.0,1122936.00,19.50,41698544.00,2
1786166908,1.01608e+12,102648012800,38191783936,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.01,3879588.00,88.40,1616448.00,30.60,26011476.00,199.20,3208,0.0,1122968.00,19.00,41698576.00,2
1786166909,1.01608e+12,102646321152,38189834240,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.01,3879588.00,86.20,1616448.00,29.90,26011476.00,200.00,3208,0.0,1123460.00,18.90,41699308.00,2
1786166911,1.01607e+12,102644912128,38190252032,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.01,3879588.00,84.10,1616448.00,29.20,26011476.00,202.00,3208,0.0,1123896.00,18.80,41699744.00,2
1786166912,1.01607e+12,102647672832,38192332800,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.01,3879588.00,80.10,1616448.00,27.80,26011508.00,198.90,3208,0.0,1125100.00,18.40,41700808.00,2
1786166913,1.01606e+12,102647857152,38192402432,63649681408,0,0,155648,798512218112,504,81920,0,0,67.89,503,81920,0,0,67.01,3879588.00,78.30,1616448.00,27.10,26011524.00,200.00,3208,0.0,1125032.00,18.30,41700768.00,2
1786166915,1.01604e+12,102649167872,38192652288,63649681408,0,0,155648,798512218112,504,81920,0,0,67.89,503,81920,0,0,67.01,3879588.00,76.50,1616448.00,26.60,26011604.00,200.00,3208,0.0,1125288.00,18.20,41701104.00,2
1786166916,1.01585e+12,102858399744,38404825088,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.01,3879588.00,74.80,1616448.00,26.00,26325780.00,202.00,3208,0.0,1125128.00,18.20,42059472.00,2
1786166917,1.01455e+12,104163893248,39708098560,63649681408,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.29,3879588.00,71.70,1616448.00,24.80,27729576.00,199.70,3208,0.0,1124920.00,17.80,43511108.00,2
1786166918,1.01263e+12,106074701824,41616424960,63649681408,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.63,3879588.00,70.20,1616448.00,24.40,29470920.00,200.00,3208,0.0,1124864.00,17.80,45213232.00,2
1786166920,1.01183e+12,106868609024,42406301696,63649681408,0,0,155648,798512218112,504,81920,0,0,67.56,503,81920,0,0,67.29,3879588.00,68.80,1616448.00,23.80,30125904.00,202.00,3208,0.0,1125244.00,17.60,45815680.00,2
1786166921,1.01385e+12,104856616960,40399007744,63649681408,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,66.10,1616448.00,23.00,28293148.00,199.50,3208,0.0,1125448.00,17.50,44035928.00,2
1786166922,1.01473e+12,103972208640,39516520448,63649681408,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,64.90,1616448.00,22.50,27440148.00,200.00,3208,0.0,1125560.00,17.40,43229504.00,2
1786166924,1.01304e+12,105660514304,41205035008,63649681408,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,63.70,1616448.00,22.10,29134668.00,200.00,3208,0.0,1126200.00,17.40,44917856.00,2
1786166925,1.01174e+12,106974433280,42513666048,63649705984,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.29,3879588.00,62.50,1616448.00,21.80,30359328.00,202.00,3208,0.0,1126708.00,16.90,46098992.00,2
1786166926,1.01145e+12,107263184896,42797850624,63649705984,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,60.30,1616448.00,21.00,30503996.00,200.00,3208,0.0,1127648.00,17.10,46196024.00,2
1786166928,1.01095e+12,107761418240,43295522816,63649705984,0,0,155648,798512218112,504,81920,0,0,67.23,503,81920,0,0,67.63,3879588.00,59.30,1616448.00,20.60,31083200.00,200.00,3208,0.0,1127648.00,16.90,46825260.00,2
1786166929,1.00977e+12,108939206656,44474851328,63649767424,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,67.96,3879588.00,58.30,1616448.00,20.20,32248024.00,202.00,3208,0.0,1127756.00,16.90,47987836.00,2
1786166930,1.01109e+12,107639246848,43152596992,63650041856,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,56.30,1616448.00,19.60,30876932.00,199.70,3208,0.0,1128120.00,16.50,46725788.00,2
1786166931,1.01507e+12,103599071232,39091564544,63650041856,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,55.50,1616448.00,19.30,26916560.00,200.00,3208,0.0,1128396.00,16.60,42657476.00,2
1786166933,1.01808e+12,100652507136,36094382080,63650156544,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,54.70,1616448.00,19.00,23441772.00,201.00,3208,0.0,1127996.00,16.50,38993108.00,2
1786166934,1.02225e+12,96459227136,32017391616,63650160640,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,67.01,3879588.00,52.90,1616448.00,18.40,20189768.00,199.70,3208,0.0,1129316.00,16.30,36017308.00,2
1786166935,1.02313e+12,95607922688,31156465664,63650160640,0,0,155648,798512214016,504,81920,0,0,67.23,503,81920,0,0,66.68,3879588.00,52.10,1616448.00,18.20,24996028.00,200.00,3208,0.0,1129568.00,16.30,41000800.00,2
1786166937,1.02401e+12,94664945664,30217515008,63650160640,0,0,155648,798512214016,535,81920,0,0,70.00,503,81920,0,0,67.01,3879588.00,51.50,1616448.00,17.90,20074972.00,200.00,3208,0.0,1129424.00,16.30,36143480.00,3
1786166938,1.02917e+12,89483890688,25023881216,63658549248,0,0,155648,798512214016,8267,81920,11,0,67.23,503,81920,0,0,66.68,3879588.00,49.90,1616448.00,17.40,21104904.00,199.30,3208,0.0,1129512.00,16.10,36802180.00,3
1786166939,1.03056e+12,87983153152,23530565632,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,4057,81920,26,0,68.56,3879588.00,49.30,1616448.00,17.20,10631540.00,198.00,3208,0.0,1129584.00,16.10,25984884.00,4
1786166941,1.03415e+12,84407889920,19964919808,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879588.00,48.50,1878900.00,19.20,8265816.00,196.20,3208,0.0,1130244.00,16.00,24274788.00,4
1786166942,1.03393e+12,84637151232,20188176384,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,47.30,2751476.00,22.30,8266000.00,190.70,3208,0.0,1131164.00,16.00,25140880.00,4
1786166943,1.03372e+12,84851970048,20399456256,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,46.70,3050276.00,25.80,8266000.00,188.10,3208,0.0,1130972.00,15.90,25421496.00,4
1786166945,1.03363e+12,84948418560,20496433152,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,46.10,3134664.00,29.00,8266000.00,185.50,3208,0.0,1131220.00,15.80,25483788.00,4
1786166946,1.03358e+12,84998979584,20545630208,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,45.50,3183656.00,32.20,8266000.00,180.60,3208,0.0,1131116.00,15.60,25557252.00,4
1786166947,1.032e+12,86581473280,22130315264,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.56,8267,81920,0,0,66.68,3879980.00,44.30,4910540.00,34.80,8266000.00,178.30,3208,0.0,1131160.00,15.60,27386008.00,4
1786166949,1.03027e+12,88311787520,23854485504,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,43.70,6415648.00,37.80,8266000.00,175.90,3208,0.0,1131408.00,15.60,28764792.00,4
1786166950,1.03027e+12,88310661120,23854374912,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,43.30,6415652.00,40.60,8266000.00,173.70,3208,0.0,1131080.00,15.60,28764592.00,4
1786166951,1.03027e+12,88314507264,23855443968,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,42.20,6415652.00,42.80,8266000.00,169.40,3208,0.0,1131824.00,15.40,28765344.00,4
1786166952,1.03028e+12,88313241600,23853404160,63666941952,0,0,155648,798512214016,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,41.70,6415720.00,45.50,8266064.00,167.40,3208,0.0,1132024.00,15.50,28765676.00,4
1786166954,1.02871e+12,89880674304,25423454208,63666946048,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,41.30,8166172.00,48.20,8266064.00,165.30,3208,0.0,1132016.00,15.40,30662376.00,4
1786166955,1.02655e+12,92037672960,27580403712,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,66.68,3879980.00,40.30,10296000.00,50.20,8266064.00,161.40,3208,0.0,1131800.00,15.10,32784800.00,4
1786166956,1.02534e+12,93248663552,28784877568,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,39.90,11446696.00,52.60,8266064.00,159.50,3208,0.0,1132780.00,15.30,33921036.00,4
1786166958,1.0234e+12,95200210944,30733185024,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,39.50,13282392.00,55.00,8266064.00,157.60,3208,0.0,1132304.00,15.20,35764576.00,4
1786166959,1.02156e+12,97048694784,32576401408,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,39.10,15109516.00,57.40,8266064.00,154.10,3208,0.0,1132528.00,15.00,37584044.00,4
1786166960,1.01971e+12,98900324352,34424754176,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.89,8267,81920,0,0,67.01,3879980.00,38.20,16916244.00,59.00,8266064.00,152.40,3208,0.0,1132432.00,15.00,39389724.00,4
1786166962,1.0178e+12,100813074432,36333502464,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,37.80,18756384.00,61.20,8266064.00,150.70,3208,0.0,1132952.00,14.90,41234612.00,4
1786166963,1.01597e+12,102649417728,38169722880,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,37.40,20548296.00,63.40,8266064.00,149.10,3208,0.0,1132816.00,15.00,43018996.00,4
1786166964,1.01413e+12,104481878016,39996137472,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,36.60,22389416.00,64.80,8266064.00,145.90,3208,0.0,1132556.00,14.90,44867248.00,4
