unix_time,host_available_bytes,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,matched_rss_kib,compute_process_count
1785324915,1.01071e+12,257697927168,25700536320,229961662464,4,0,4,0,27956112,0
1785324916,1.00932e+12,257697914880,27094118400,228565159936,4,0,4,0,29290468,0
1785324918,1.00799e+12,257697984512,28397375488,227258896384,4,0,4,0,30477556,0
1785324919,1.00712e+12,257697648640,29271986176,226383802368,4,0,4,0,31447836,0
1785324920,1.00565e+12,257697648640,30712360960,224940437504,4,0,4,0,32848172,0
1785324921,1.00421e+12,257697988608,32146944000,223502053376,4,0,4,0,34267860,0
1785324923,1.00358e+12,257697853440,32749871104,222899122176,4,0,4,0,34706864,0
1785324924,1.00359e+12,257683869696,32749924352,222883131392,4,0,4,0,34706852,0
1785324925,1.0036e+12,257683767296,32750018560,222881296384,4,0,4,0,34706788,0
1785324926,1.0036e+12,257682804736,32750665728,222878937088,4,0,4,0,34707052,0
1785324927,1.00362e+12,257681833984,32750895104,222878674944,4,0,4,0,34707052,0
1785324928,1.00362e+12,257681813504,32749981696,222878679040,4,0,4,0,34706592,0
1785324930,1.00358e+12,257696874496,32765771776,222878679040,4,0,4,0,34706736,0
1785324931,1.00361e+12,257683640320,32751390720,222878679040,4,0,4,0,34706800,0
1785324932,1.00362e+12,257679536128,32751505408,222877106176,4,0,4,0,34706684,0
1785324933,1.00361e+12,257682079744,32754593792,222874230784,4,0,4,0,34706724,0
1785324934,1.00312e+12,257697914880,33245937664,222400819200,4,0,4,0,35249328,0
1785324935,1.00225e+12,257697914880,34108764160,221533392896,4,0,4,0,36155456,0
1785324937,1.00087e+12,257697853440,35482320896,220157956096,4,0,4,0,37500260,0
1785324938,9.99933e+11,257697918976,36408381440,219232460800,4,0,4,0,38329976,0
1785324939,9.99362e+11,257697644544,36967464960,218673881088,4,0,4,0,38822796,0
1785324940,1.00094e+12,256117002240,35407048704,218657390592,4,0,4,0,37369732,0
1785324941,1.00228e+12,254804979712,34094772224,218657394688,4,0,4,0,36197584,0
1785324943,1.00045e+12,256621400064,35905245184,218657480704,4,0,4,0,37845320,0
1785324944,9.99581e+11,257499914240,36780449792,218657480704,4,0,4,0,38701816,0
1785324945,9.98991e+11,257697849344,37358858240,218279768064,4,0,4,0,39202508,0
1785324946,9.98636e+11,257698021376,37701349376,217933840384,4,0,4,0,39590668,0
1785324947,9.97929e+11,257697943552,38406529024,217228341248,4,0,4,0,40231372,0
1785324948,9.97319e+11,257698029568,39030120448,216603152384,4,0,4,0,39980172,0
1785324950,9.97925e+11,257041534976,38409199616,216574611456,4,0,4,0,40378024,0
1785324951,1.00198e+12,253019029504,34372464640,216574611456,4,0,4,0,36206244,0
1785324952,1.00349e+12,251523424256,32898707456,216574611456,4,0,4,0,34913784,0
1785324953,1.00697e+12,248047640576,29435342848,216574611456,4,0,4,0,31091500,0
1785324954,1.00928e+12,245755052032,27136847872,216585117696,4,0,4,0,29058092,0
1785324955,1.00985e+12,245196378112,26575081472,216585117696,4,0,4,0,28599604,0
1785324957,1.01041e+12,244647751680,26026016768,216585117696,4,0,4,0,28294436,0
1785324958,1.00963e+12,245410131968,26791206912,216585117696,4,0,4,0,29029240,0
1785324959,1.01008e+12,245166768128,26353725440,216791805952,4,0,4,0,28537548,0
1785324960,1.00923e+12,247985147904,27204399104,218739019776,4,0,4,0,31415448,0
1785324961,1.00841e+12,250584485888,28030398464,220512735232,4,0,4,0,34931248,0
1785324963,1.00988e+12,250829524992,26546364416,222225440768,4,0,4,0,37639352,0
1785324964,1.01335e+12,247293861888,22932877312,222273896448,4,0,5463,29,30592600,1
1785324965,1.01646e+12,244222988288,19914670080,222276866048,21,0,8603,0,22319836,2
1785324966,1.02106e+12,239537295360,15227420672,222285258752,7167,32,8603,0,17268192,2
1785324967,1.02246e+12,238235926528,13746823168,222461698048,17705,0,17705,0,16347116,2
1785324969,1.02203e+12,238674010112,14178111488,222467231744,17705,0,17705,0,16346892,2
1785324970,1.02179e+12,238951976960,14412009472,222511169536,17705,0,17705,0,16347260,2
1785324971,1.02164e+12,239123681280,14559211520,222534598656,17705,0,17705,0,16347392,2
1785324972,1.02154e+12,239254908928,14649372672,222571261952,17705,0,17705,0,16347912,2
1785324973,1.02137e+12,239433609216,14818041856,222577872896,17705,0,17705,0,16347912,2
1785324974,1.02114e+12,239674503168,15051202560,222581395456,17705,0,17705,0,16347912,2
1785324976,1.02079e+12,240059580416,15423479808,222595948544,17705,0,17705,0,16347912,2
1785324977,1.02006e+12,240788279296,16137637888,222599618560,17705,0,17705,0,16349396,2
1785324978,1.01946e+12,241403076608,16671256576,222602149888,17705,0,17705,0,16347880,2
1785324979,1.01922e+12,241648611328,16912908288,222602158080,17705,0,17705,0,16347980,2
1785324980,1.01908e+12,241771642880,17040068608,222602158080,17705,0,17705,0,16348152,2
1785324982,1.01897e+12,241897656320,17159700480,222602158080,17705,0,17705,0,16348416,2
1785324983,1.01877e+12,242103554048,17366597632,222602166272,17705,0,17705,0,16349672,2
1785324984,1.01857e+12,242309652480,17568968704,222602166272,17705,0,17705,0,16349672,2
1785324985,1.01788e+12,243051741184,18272976896,222644117504,17705,0,17705,0,16350756,2
1785324986,1.0174e+12,244177977344,18733465600,223300214784,17721,40,17721,2,16617208,2
1785324987,1.01704e+12,244960890880,19077754880,223661072384,26447,100,26447,99,16775656,2
1785324989,1.01707e+12,245042692096,19032608768,223786352640,26447,75,26447,96,16776176,2
1785324990,1.0171e+12,245101096960,19021234176,223856316416,26447,100,26447,100,16776528,2
1785324991,1.01713e+12,245104873472,18987331584,223895322624,26447,74,26447,93,16776628,2
1785324992,1.01705e+12,245203787776,19056693248,223921143808,26447,94,26447,100,16777052,2
1785324993,1.01706e+12,245241282560,19055919104,223959195648,26447,84,26447,69,16777964,2
1785324995,1.01699e+12,245340463104,19110719488,224003313664,26447,100,26447,100,16778048,2
1785324996,1.01704e+12,245331488768,19085414400,224020914176,26447,75,26447,71,16778088,2
1785324997,1.01703e+12,245383864320,19093356544,224061390848,26447,100,26447,94,16779220,2
1785324998,1.01702e+12,245401960448,19099185152,224076447744,26447,75,26447,94,16779412,2
1785324999,1.01701e+12,245432336384,19106054144,224098287616,26447,93,26447,100,16779424,2
1785325001,1.01706e+12,245418938368,19075428352,224115367936,26447,99,26447,99,16779660,2
1785325002,1.01705e+12,245462560768,19096170496,224140140544,26447,93,26447,94,16780380,2
1785325003,1.01704e+12,245473247232,19096461312,224149692416,26447,99,26447,74,16781124,2
1785325004,1.01703e+12,245476425728,19090415616,224160104448,26447,100,26447,93,16781244,2
1785325005,1.01707e+12,245473071104,19075842048,224169242624,26447,100,26447,99,16781224,2
1785325007,1.01708e+12,245480095744,19078701056,224173985792,26447,93,26447,94,16781172,2
1785325008,1.01707e+12,245489061888,19084087296,224176525312,26447,99,26447,100,16781212,2
1785325009,1.01708e+12,245469503488,19064774656,224177254400,26447,93,26447,98,16781528,2
1785325010,1.01709e+12,245474979840,19062321152,224183242752,26447,100,26447,100,16781668,2
1785325011,1.01709e+12,245491773440,19070439424,224191586304,26447,81,26447,76,16781672,2
1785325012,1.01708e+12,245523062784,19095965696,224195272704,26447,100,26447,100,16782876,2
1785325014,1.01711e+12,245486542848,19057336320,224198631424,26447,76,26447,93,16783696,2
1785325015,1.01706e+12,245543694336,19109445632,224203096064,26447,100,26447,100,16783920,2
1785325016,1.01705e+12,245541363712,19104104448,224207073280,26447,71,26447,85,16783800,2
1785325017,1.01705e+12,245535461376,19096932352,224208519168,26447,94,26447,100,16784308,2
1785325018,1.01708e+12,245532110848,19087921152,224213393408,26447,74,26447,75,16785968,2
1785325020,1.01704e+12,245558763520,19115974656,224215044096,26447,100,26447,100,16786300,2
1785325021,1.01709e+12,245513392128,19069579264,224215314432,26447,75,26447,74,16786136,2
1785325022,1.01705e+12,245552300032,19107778560,224215314432,26447,94,26447,93,16786100,2
1785325023,1.01705e+12,245549957120,19100467200,224220450816,26447,85,26447,99,16786080,2
1785325024,1.01706e+12,245535727616,19085234176,224221614080,26447,93,26447,94,16786796,2
1785325026,1.01706e+12,245529870336,19078901760,224221614080,26447,100,26447,99,16785804,2
1785325027,1.01705e+12,245541093376,19088261120,224224354304,26447,93,26447,98,16786220,2
1785325028,1.01703e+12,245568745472,19112972288,224225685504,26447,100,26447,100,16786208,2
1785325029,1.01707e+12,245527998464,19071389696,224226127872,26447,99,26447,73,16786936,2
1785325030,1.01705e+12,245543813120,19087278080,224226336768,26447,100,26447,100,16787184,2
1785325032,1.01704e+12,245530284032,19073761280,224227078144,26447,77,26447,75,16787468,2
1785325033,1.01702e+12,245567754240,19110989824,224228421632,26447,100,26447,93,16787628,2
1785325034,1.01704e+12,245558906880,19099377664,224229134336,26447,75,26447,94,16788024,2
1785325035,1.01706e+12,245544456192,19085848576,224229416960,26447,93,26447,100,16788044,2
1785325036,1.01706e+12,245532389376,19073527808,224229421056,26447,91,26447,73,16788020,2
1785325038,1.01704e+12,245563854848,19104854016,224229421056,26447,94,26447,100,16788036,2
1785325039,1.01705e+12,245569761280,19110293504,224230395904,26447,99,26447,100,16788164,2
1785325040,1.01706e+12,245559607296,19100323840,224230699008,26447,93,26447,93,16789796,2
1785325041,1.01709e+12,245538365440,19078180864,224230764544,26447,100,26447,89,16789836,2
1785325043,1.01709e+12,245538766848,19076132864,224230764544,26447,89,26447,75,16790496,2
1785325044,1.01707e+12,245554806784,19093856256,224230768640,26447,100,26447,100,16790952,2
1785325045,1.01709e+12,245540864000,19080224768,224230768640,26447,74,26447,93,16791760,2
1785325046,1.0171e+12,245533458432,19072135168,224231059456,26447,99,26447,100,16791580,2
1785325047,1.0171e+12,245537959936,19077595136,224231059456,26447,76,26447,81,16791600,2
1785325049,1.01707e+12,245568417792,19105845248,224231059456,26447,93,26447,100,16791480,2
1785325050,1.01689e+12,245553807360,19092791296,224231067648,26447,76,26447,73,16791912,2
1785325051,1.01688e+12,245548019712,19086368768,224231067648,26447,100,26447,100,16791684,2
1785325052,1.01688e+12,245554343936,19091902464,224231837696,26447,75,26447,75,16791600,2
1785325053,1.01687e+12,245578252288,19114393600,224232620032,26447,93,26447,93,16791708,2
1785325055,1.01685e+12,245572558848,19107209216,224232624128,26447,100,26447,99,16791964,2
1785325056,1.01686e+12,245573455872,19111084032,224232644608,26447,75,26447,94,16792664,2
1785325057,1.01689e+12,245567299584,19101011968,224232644608,26447,99,26447,100,16793136,2
1785325058,1.01689e+12,245543350272,19078541312,224232722432,26447,70,26447,100,16793068,2
1785325059,1.01689e+12,245565026304,19097731072,224232910848,26447,100,26447,100,16793212,2
1785325061,1.01687e+12,245538578432,19070636032,224232914944,26447,79,26447,76,16793480,2
1785325062,1.01688e+12,245541572608,19078221824,224233009152,26447,100,26447,100,16793464,2
1785325063,1.01683e+12,245594689536,19132043264,224233017344,26447,76,26447,76,16793448,2
1785325064,1.01684e+12,245583470592,19120816128,224233025536,26447,100,26447,94,16793052,2
1785325065,1.01685e+12,245589794816,19123945472,224233025536,26447,75,26447,80,16793184,2
1785325067,1.01688e+12,245560569856,19094044672,224233496576,26447,93,26447,93,16793188,2
1785325068,1.01688e+12,245564096512,19099308032,224233504768,26447,79,26447,75,16793144,2
