unix_time,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,cgroup_oom_events,cgroup_oom_kill_events,disk_available_bytes,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,driver_rss_kib,qam_process_rss_kib,compute_process_count
1785517563,208558190592,315596800,205377478656,0,0,956917694464,0,0,0,0,23588,24116,0
1785517573,210686234624,2386264064,205377531904,0,0,956917690368,4,0,4,0,1490372,1490372,0
1785517583,219892379648,11403333632,205379440640,0,0,956917661696,4,0,4,0,1509160,3024120,0
1785517593,226997325824,18215514112,205400616960,0,0,956917653504,585,0,543,0,1510248,13853444,4
1785517603,236306714624,27512795136,205400616960,0,0,956917653504,585,0,543,0,1510424,23073860,4
1785517614,247140044800,38321328128,205400621056,0,0,956917653504,585,0,543,0,1510424,33473740,4
1785517624,248770195456,39951347712,205400621056,0,0,956917653504,585,0,543,0,1510424,35186172,4
1785517634,252040749056,43209760768,205400645632,0,0,956917653504,585,0,543,0,1510424,38323948,4
1785517644,233982377984,25154650112,205409484800,0,0,956917653504,585,0,8307,0,1510428,26585420,5
1785517654,232801165312,23984672768,205417873408,0,0,956917653504,8348,0,8307,0,1510488,20544976,6
1785517665,241218928640,32384851968,205417877504,0,0,956917653504,8348,0,8307,0,1510488,28885288,6
1785517675,251968598016,44086497280,204445859840,0,0,956917653504,8348,0,8307,0,1510488,40164776,6
1785517685,252287188992,44605075456,204242518016,0,0,956917653504,8348,0,8307,0,1510488,40735384,6
1785517695,255314468864,48398303232,203460501504,0,0,956917653504,8348,0,8307,0,1510488,44464320,6
1785517705,244322693120,37681889280,203151695872,0,0,956917653504,8348,0,8307,0,1510488,41322500,6
1785517716,238777847808,32080621568,203272880128,0,0,956917649408,22596,8,22555,18,1510488,29234080,8
1785517726,237722034176,30276247552,204019421184,0,0,956917649408,14828,0,15065,0,1511108,28073604,8
1785517736,239145783296,31629590528,204067307520,0,0,956917649408,17958,4,18129,12,1511308,29306684,8
1785517746,238882709504,31365865472,204067368960,0,0,956917600256,18966,0,19137,0,1513236,29297096,8
1785517756,241045528576,33522221056,204067414016,0,0,956917600256,19707,100,19877,100,1513400,31249584,8
1785517767,241069834240,33545904128,204067753984,0,0,956917567488,29649,52,29589,57,1513436,31323012,8
1785517777,241082830848,33555423232,204067753984,0,0,956917567488,30497,79,30437,92,1513516,31325496,8
1785517787,241086042112,33559351296,204067753984,0,0,956917567488,30497,99,30437,92,1513644,31328296,8
1785517797,240533426176,33007484928,204067782656,0,0,956917551104,20084,0,20281,0,1513732,30790144,8
1785517808,241085120512,33560616960,204067782656,0,0,956917551104,20825,46,21021,92,1513732,31329100,8
1785517818,241092689920,33565204480,204068032512,0,0,956917510144,30293,100,30457,100,1513736,31330836,8
1785517828,241093218304,33567592448,204068147200,0,0,956917510144,30325,100,30489,100,1513736,31331836,8
1785517838,241094881280,33568661504,204068147200,0,0,956917510144,30325,100,30489,100,1513824,31332104,8
1785517849,241425092608,33896787968,204068171776,0,0,956917497856,19982,0,20179,0,1513828,31650500,8
1785517859,241186701312,33661358080,204068171776,0,0,956917497856,20723,100,20919,100,1513828,31420948,8
1785517869,241186603008,33661644800,204068216832,0,0,956917456896,30287,75,30483,48,1513908,31421700,8
1785517879,241192665088,33666596864,204068466688,0,0,956917456896,30287,96,30483,73,1513908,31421744,8
1785517889,241194000384,33667624960,204068556800,0,0,956917456896,30287,97,30483,76,1513908,31422036,8
1785517900,241502363648,33976242176,204068589568,0,0,956917440512,19982,0,20281,0,1514088,31286728,8
1785517910,241228578816,33699569664,204068589568,0,0,956917440512,20723,34,21021,26,1514088,31452852,8
1785517920,241235263488,33706835968,204068634624,0,0,956917399552,29993,100,30553,100,1514096,31456356,8
1785517930,241235623936,33708957696,204068634624,0,0,956917399552,29993,100,30553,100,1514096,31459360,8
1785517940,241238867968,33711206400,204068945920,0,0,956917399552,29993,62,30553,85,1514096,31459576,8
1785517951,241256181760,33727881216,204068974592,0,0,956917387264,20185,3,20547,4,1514096,31435612,8
1785517961,241374076928,33845919744,204068978688,0,0,956917383168,20979,100,21085,16,1514096,31590868,8
1785517971,241395167232,33869369344,204069019648,0,0,956917346304,30799,99,30553,100,1514096,31612072,8
1785517981,241395175424,33869160448,204069019648,0,0,956917346304,30799,100,30553,100,1514096,31612392,8
1785517991,241394405376,33868574720,204069019648,0,0,956917346304,30799,100,30553,66,1514096,31612460,8
1785518001,241425620992,33898582016,204069388288,0,0,956917329920,20121,0,20547,6,1514236,31555968,8
1785518012,241436024832,33909432320,204069392384,0,0,956917329920,20915,13,21085,76,1514236,31652096,8
1785518022,241440153600,33911750656,204069429248,0,0,956917297152,30511,38,30515,41,1514260,31653264,8
1785518032,241437179904,33909039104,204069429248,0,0,956917297152,30511,79,30515,96,1514260,31653400,8
