tag,round,value,wall_time
env/return,1,0.25,1790093941.9639332
env/return,2,0.5,1790094240.9386728
env/return,3,0.375,1790094537.9821782
env/return,4,0.5,1790094834.4963617
env/return,5,0.5,1790095409.617199
env/return,6,0.375,1790095706.1610365
env/return,7,0.5,1790096003.9123905
env/return,8,0.375,1790096299.6033857
env/return,9,0.625,1790096597.272294
env/return,10,0.625,1790097164.1022055
env/return,11,0.75,1790097457.15237
env/return,12,0.875,1790097755.3461246
env/return,13,1.0,1790098052.1903956
env/return,14,0.5,1790098349.1170418
env/return,15,0.25,1790098922.9916463
env/return,16,0.75,1790099218.605016
env/return,17,0.25,1790099518.4216757
env/return,18,0.375,1790099816.530237
env/return,19,0.875,1790100114.5690331
env/return,20,0.5,1790100683.7771835
env/return,21,0.5,1790100978.3190067
env/return,22,0.5,1790101275.2555501
env/return,23,0.25,1790101573.6428218
env/return,24,0.625,1790101871.21455
env/return,25,0.5,1790102438.5520504
env/return,26,0.625,1790102731.7112026
env/return,27,0.875,1790103028.123955
env/return,28,0.875,1790103322.938657
env/return,29,0.75,1790103617.3995955
env/return,30,0.75,1790104186.1542277
env/return,31,0.75,1790104478.548118
env/return,32,0.625,1790104774.6172879
env/return,33,0.5,1790105071.7865222
env/return,34,0.75,1790105366.7274246
env/return,35,0.75,1790105934.4907234
env/return,36,0.75,1790106226.4980156
env/return,37,0.625,1790106522.8997085
env/return,38,0.5,1790106820.098211
env/return,39,1.0,1790107114.3500423
env/return,40,0.5,1790107682.9655538
env/return,41,1.0,1790107975.6472178
env/return,42,0.5,1790108272.9966543
env/return,43,0.5,1790108569.3812468
env/return,44,0.625,1790108864.7591014
env/return,45,0.75,1790109430.6774218
env/return,46,0.875,1790109721.52943
env/return,47,0.625,1790110016.9190483
env/return,48,1.0,1790110311.267372
env/return,49,0.75,1790110606.231956
env/return,50,0.75,1790111206.7641819
env/return,51,0.5,1790111500.1663008
env/return,52,0.75,1790111795.294947
env/return,53,1.0,1790112089.8246205
env/return,54,0.625,1790112385.4036887
env/return,55,0.625,1790112958.775811
env/return,56,0.75,1790113253.264878
env/return,57,0.5,1790113551.3437734
env/return,58,0.75,1790113847.3072217
env/return,59,0.5,1790114144.3926861
env/return,60,0.5,1790114723.3897402
env/return,61,0.625,1790115016.0643218
env/return,62,0.625,1790115310.4868736
env/return,63,0.875,1790115605.4411612
env/return,64,0.75,1790115899.730552
env/return,65,0.875,1790116465.4773893
env/return,66,0.875,1790116759.6322074
env/return,67,1.0,1790117053.1622193
env/return,68,0.625,1790117347.4703057
env/return,69,0.5,1790117640.874658
env/return,70,1.0,1790118206.6600487
env/return,71,0.75,1790118498.7984884
