tag,round,raw_step,value,wall_time,segment
env/episode_len,1,0,200.0,1790065760.0210607,0
env/episode_len,2,1,200.0,1790067124.8476262,0
env/episode_len,3,2,200.0,1790068119.4309533,0
env/episode_len,4,3,200.0,1790069536.5391037,0
env/episode_len,5,4,200.0,1790070534.7287183,0
env/episode_len,6,5,200.0,1790072009.83263,0
env/episode_len,7,6,200.0,1790073039.6848586,0
env/episode_len,8,7,200.0,1790074530.3451679,0
env/episode_len,9,8,200.0,1790075535.219864,0
env/episode_len,10,9,200.0,1790077031.0630429,0
env/episode_len,11,10,200.0,1790078045.9323761,0
env/episode_len,12,11,200.0,1790079512.1906657,0
env/episode_len,13,12,200.0,1790080612.1738112,0
env/episode_len,14,13,200.0,1790082046.7230544,0
env/episode_len,15,14,200.0,1790083063.0984309,0
env/episode_len,16,15,200.0,1790084514.6057117,0
env/episode_len,17,16,200.0,1790085545.3967042,0
env/episode_len,18,17,200.0,1790087052.3965404,0
env/episode_len,19,18,200.0,1790088044.8670096,0
env/episode_len,20,19,200.0,1790089538.1765146,0
env/episode_len,21,20,200.0,1790090482.5458572,0
env/episode_len,22,21,200.0,1790091906.8636465,0
env/episode_len,23,22,200.0,1790092962.3174655,0
env/episode_len,24,23,200.0,1790094388.902995,0
env/episode_len,25,24,200.0,1790095375.3232994,0
env/episode_len,26,25,200.0,1790096839.227197,0
env/episode_len,27,26,200.0,1790097817.402981,0
env/episode_len,28,27,200.0,1790099216.3515055,0
env/episode_len,29,28,200.0,1790100186.1165447,0
env/episode_len,30,29,200.0,1790101744.740615,0
env/episode_len,31,30,200.0,1790102716.654278,0
env/episode_len,32,31,200.0,1790104153.814115,0
env/episode_len,33,32,200.0,1790105131.447596,0
env/episode_len,34,33,200.0,1790106556.4715183,0
env/episode_len,35,34,200.0,1790107523.3552713,0
env/episode_len,36,35,200.0,1790108950.7586312,0
env/episode_len,37,36,200.0,1790109938.6018317,0
env/episode_len,38,37,200.0,1790111401.9015012,0
env/episode_len,39,38,200.0,1790112413.695016,0
env/episode_len,40,39,200.0,1790113943.827483,0
env/episode_len,41,40,200.0,1790114961.4311378,0
env/episode_len,42,41,200.0,1790116432.223093,0
env/episode_len,43,42,200.0,1790117413.3287103,0
env/episode_len,44,43,200.0,1790118869.901157,0
env/episode_len,45,44,200.0,1790119849.7586353,0
env/episode_len,46,45,200.0,1790121280.459273,0
