timestamp,driver_alive,host_mem_available_kib,gpu6_used_mib,gpu6_util_pct,gpu7_used_mib,gpu7_util_pct
2026-08-31T03:54:02+00:00,1,2021436048,52140,0,11221,0
2026-08-31T03:55:03+00:00,1,2036883476,1202,0,1202,0
2026-08-31T03:56:03+00:00,1,2003232308,6786,0,6786,0
2026-08-31T03:57:04+00:00,1,1987751508,16478,0,16940,70
2026-08-31T03:58:04+00:00,1,1963695668,24256,0,24642,0
2026-08-31T03:59:04+00:00,1,1939205096,31776,0,31704,0
2026-08-31T04:00:04+00:00,1,1915487940,39343,1,39448,34
2026-08-31T04:01:04+00:00,1,1901337528,50004,0,50041,92
2026-08-31T04:02:04+00:00,1,1900085268,50006,99,50043,0
2026-08-31T04:03:05+00:00,1,1888305760,32998,0,32694,0
2026-08-31T04:04:05+00:00,1,1863776704,35382,1,35076,0
2026-08-31T04:05:05+00:00,1,1838696192,38795,0,37666,2
2026-08-31T04:06:05+00:00,1,1814192980,45277,3,43951,2
2026-08-31T04:07:05+00:00,1,1801017560,50650,0,50943,0
2026-08-31T04:08:05+00:00,1,1800454332,50650,85,50943,72
2026-08-31T04:09:06+00:00,1,1805535532,30622,0,39930,2
2026-08-31T04:10:06+00:00,1,1798182380,33102,1,32340,5
2026-08-31T04:11:06+00:00,1,1782823092,38815,0,34959,0
2026-08-31T04:12:06+00:00,1,1765068900,45551,0,41539,0
2026-08-31T04:13:06+00:00,1,1759374424,50373,99,48531,0
2026-08-31T04:14:06+00:00,1,1758574588,50373,30,50409,88
2026-08-31T04:15:07+00:00,1,1758693276,37323,0,44840,0
2026-08-31T04:16:07+00:00,1,1758379368,39799,1,38561,23
2026-08-31T04:17:07+00:00,1,1758221020,42183,0,40945,0
2026-08-31T04:18:07+00:00,1,1755111940,47645,0,43331,0
2026-08-31T04:19:07+00:00,1,1751828684,51141,22,49555,0
2026-08-31T04:20:08+00:00,1,1738798840,51141,63,51432,86
2026-08-31T04:21:08+00:00,1,1733553492,58271,0,58562,66
2026-08-31T04:22:08+00:00,1,1722981844,30015,0,29475,0
2026-08-31T04:23:08+00:00,1,1696649412,32693,0,32141,0
2026-08-31T04:24:08+00:00,1,1664564016,38695,4,37399,1
2026-08-31T04:25:08+00:00,1,1649638128,45733,3,44433,0
2026-08-31T04:26:09+00:00,1,1648123420,51319,69,51291,0
2026-08-31T04:27:09+00:00,1,1647396616,42281,0,51291,0
2026-08-31T04:28:09+00:00,1,1640678252,26651,3,23077,1
2026-08-31T04:29:09+00:00,1,1627256344,34449,0,30669,0
2026-08-31T04:30:09+00:00,1,1615454164,44803,0,39957,0
2026-08-31T04:31:09+00:00,1,1605276908,49975,0,48581,0
2026-08-31T04:32:10+00:00,1,1604897372,49975,0,50203,73
2026-08-31T04:33:10+00:00,1,1605459084,34113,2,41054,0
2026-08-31T04:34:10+00:00,1,1601258836,37385,0,35273,0
2026-08-31T04:35:10+00:00,1,1581180412,44815,2,38765,0
2026-08-31T04:36:10+00:00,1,1571970580,51255,49,45597,0
2026-08-31T04:37:10+00:00,1,1571397016,51255,72,51483,50
2026-08-31T04:38:11+00:00,1,1568166528,38441,0,51483,90
2026-08-31T04:39:11+00:00,1,1560488364,41709,0,38967,74
2026-08-31T04:40:11+00:00,1,1544481960,44985,0,41843,0
2026-08-31T04:41:11+00:00,1,1532583664,52023,8,44619,0
