tag,step,value,wall_time
time/step,15,2346.989990234375,1790173170.1059158
time/step,16,1879.6763916015625,1790175049.8073144
time/step,17,2316.49267578125,1790177366.3369045
time/step,18,1969.5352783203125,1790179335.9040358
time/step,19,2456.139404296875,1790181792.0701368
time/step,20,1956.8538818359375,1790183748.9695103
time/step,21,2354.89013671875,1790186103.8863056
time/step,22,1920.0416259765625,1790188023.9468749
time/step,23,2321.195556640625,1790190345.1752691
time/step,24,1886.743408203125,1790192231.9398458
time/step,25,2262.576904296875,1790194494.550503
time/step,26,1927.9722900390625,1790196422.548545
time/step,27,2340.5498046875,1790198763.1253784
time/step,28,1899.6678466796875,1790200662.8173988
time/step,29,2357.988525390625,1790203020.8363593
time/step,30,1901.197021484375,1790204922.060335
time/step,31,2311.613037109375,1790207233.7067041
time/step,32,1816.0264892578125,1790209049.7579112
time/step,33,2290.29052734375,1790211340.0820782
time/step,34,1860.9869384765625,1790213201.0976136
time/step,35,2330.522705078125,1790215531.6634898
time/step,36,1959.6517333984375,1790217491.3388395
time/step,37,2442.91259765625,1790219934.2859514
time/step,38,1872.7691650390625,1790221807.0761976
time/env/env/bootstrap_step,0,1439.84326171875,1790140526.8911111
time/env/env/bootstrap_step,1,1345.5523681640625,1790142808.7231143
time/env/env/bootstrap_step,2,1386.212646484375,1790144760.8000433
time/env/env/bootstrap_step,3,1427.6270751953125,1790147136.7491767
time/env/env/bootstrap_step,4,1418.5714111328125,1790149040.742562
time/env/env/bootstrap_step,5,1424.345703125,1790151440.3016171
time/env/env/bootstrap_step,6,1453.65478515625,1790153440.9007325
time/env/env/bootstrap_step,7,1372.8504638671875,1790155766.739234
time/env/env/bootstrap_step,8,1467.774169921875,1790157781.2270474
time/env/env/bootstrap_step,9,1414.8291015625,1790160246.2562613
time/env/env/bootstrap_step,10,1386.359619140625,1790162152.7823458
time/env/env/bootstrap_step,11,1449.585205078125,1790164564.859614
time/env/env/bootstrap_step,12,1427.151611328125,1790166506.768639
time/env/env/bootstrap_step,13,1393.33154296875,1790168846.207681
time/env/env/bootstrap_step,14,1442.6065673828125,1790170823.082551
time/env/env/bootstrap_step,15,1394.107177734375,1790173170.1059325
time/env/env/bootstrap_step,16,1369.1546630859375,1790175049.8073244
time/env/env/bootstrap_step,17,1364.147705078125,1790177366.3369324
time/env/env/bootstrap_step,18,1438.8543701171875,1790179335.904061
time/env/env/bootstrap_step,19,1393.48876953125,1790181792.0701494
time/env/env/bootstrap_step,20,1405.066650390625,1790183748.9695194
time/env/env/bootstrap_step,21,1381.408447265625,1790186103.886323
time/env/env/bootstrap_step,22,1409.8763427734375,1790188023.9468844
time/env/env/bootstrap_step,23,1357.72900390625,1790190345.1752915
time/env/env/bootstrap_step,24,1347.6328125,1790192231.9398608
time/env/env/bootstrap_step,25,1330.159912109375,1790194494.5505252
time/env/env/bootstrap_step,26,1371.0306396484375,1790196422.548558
time/env/env/bootstrap_step,27,1356.3656005859375,1790198763.125387
time/env/env/bootstrap_step,28,1377.74462890625,1790200662.8174236
time/env/env/bootstrap_step,29,1330.945556640625,1790203020.836382
time/env/env/bootstrap_step,30,1376.5067138671875,1790204922.0603554
time/env/env/bootstrap_step,31,1381.2193603515625,1790207233.7067258
time/env/env/bootstrap_step,32,1319.5673828125,1790209049.7579265
time/env/env/bootstrap_step,33,1334.977783203125,1790211340.0820997
time/env/env/bootstrap_step,34,1330.4007568359375,1790213201.0976348
time/env/env/bootstrap_step,35,1357.619140625,1790215531.663512
time/env/env/bootstrap_step,36,1391.7423095703125,1790217491.3388526
time/env/env/bootstrap_step,37,1485.63818359375,1790219934.285974
time/env/env/bootstrap_step,38,1369.1776123046875,1790221807.0762103
time/env/compute_bootstrap_rewards,0,0.002750357612967491,1790140526.8911247
time/env/compute_bootstrap_rewards,1,0.0027289651334285736,1790142808.723136
time/env/compute_bootstrap_rewards,2,0.0026769833639264107,1790144760.8000655
time/env/compute_bootstrap_rewards,3,0.002811380662024021,1790147136.7491868
time/env/compute_bootstrap_rewards,4,0.002855333499610424,1790149040.7425835
time/env/compute_bootstrap_rewards,5,0.002476702444255352,1790151440.3016267
time/env/compute_bootstrap_rewards,6,0.002830350771546364,1790153440.9007547
time/env/compute_bootstrap_rewards,7,0.0026318561285734177,1790155766.7392437
time/env/compute_bootstrap_rewards,8,0.002684284932911396,1790157781.2270563
time/env/compute_bootstrap_rewards,9,0.0027852458879351616,1790160246.2562718
time/env/compute_bootstrap_rewards,10,0.0025255735963582993,1790162152.7823684
time/env/compute_bootstrap_rewards,11,0.0026576537638902664,1790164564.859622
time/env/compute_bootstrap_rewards,12,0.002830708399415016,1790166506.7686496
time/env/compute_bootstrap_rewards,13,0.0022545326501131058,1790168846.2076895
time/env/compute_bootstrap_rewards,14,0.002723301760852337,1790170823.082576
time/env/compute_bootstrap_rewards,15,0.0024571502581238747,1790173170.1059453
time/env/compute_bootstrap_rewards,16,0.002581590786576271,1790175049.8073332
time/env/compute_bootstrap_rewards,17,0.002482249401509762,1790177366.3369608
time/env/compute_bootstrap_rewards,18,0.0026600975543260574,1790179335.9040828
time/env/compute_bootstrap_rewards,19,0.0024518724530935287,1790181792.0701616
time/env/compute_bootstrap_rewards,20,0.0027602091431617737,1790183748.9695277
time/env/compute_bootstrap_rewards,21,0.0027161240577697754,1790186103.8863342
time/env/compute_bootstrap_rewards,22,0.002660706639289856,1790188023.9468927
time/env/compute_bootstrap_rewards,23,0.002620348706841469,1790190345.1753123
time/env/compute_bootstrap_rewards,24,0.002715890295803547,1790192231.9398727
time/env/compute_bootstrap_rewards,25,0.0027037421241402626,1790194494.5505462
time/env/compute_bootstrap_rewards,26,0.002850145101547241,1790196422.5485678
time/env/compute_bootstrap_rewards,27,0.0027782106772065163,1790198763.125397
time/env/compute_bootstrap_rewards,28,0.0027411580085754395,1790200662.8174467
time/env/compute_bootstrap_rewards,29,0.002615639939904213,1790203020.8364139
time/env/compute_bootstrap_rewards,30,0.0022497382014989853,1790204922.060375
time/env/compute_bootstrap_rewards,31,0.002447349950671196,1790207233.7067468
time/env/compute_bootstrap_rewards,32,0.0027370909228920937,1790209049.757939
time/env/compute_bootstrap_rewards,33,0.0027647558599710464,1790211340.082121
time/env/compute_bootstrap_rewards,34,0.0029783695936203003,1790213201.0976546
time/env/compute_bootstrap_rewards,35,0.002260567620396614,1790215531.6635332
time/env/compute_bootstrap_rewards,36,0.0027485359460115433,1790217491.3388658
time/env/compute_bootstrap_rewards,37,0.002452247776091099,1790219934.2859986
time/env/compute_bootstrap_rewards,38,0.002711034379899502,1790221807.0762208
time/env/env_interact_step,0,447.8226318359375,1790140526.8911376
time/env/env_interact_step,1,443.8924865722656,1790142808.7231565
time/env/env_interact_step,2,485.61346435546875,1790144760.8001075
time/env/env_interact_step,3,451.0020446777344,1790147136.749197
time/env/env_interact_step,4,433.1984558105469,1790149040.7426057
time/env/env_interact_step,5,475.1885681152344,1790151440.3016357
time/env/env_interact_step,6,493.7866516113281,1790153440.9007745
time/env/env_interact_step,7,451.367431640625,1790155766.7392516
time/env/env_interact_step,8,467.6519775390625,1790157781.227067
time/env/env_interact_step,9,439.19232177734375,1790160246.2562819
time/env/env_interact_step,10,459.21832275390625,1790162152.782391
time/env/env_interact_step,11,447.46893310546875,1790164564.85963
time/env/env_interact_step,12,454.8692626953125,1790166506.7686577
time/env/env_interact_step,13,453.21246337890625,1790168846.2076974
time/env/env_interact_step,14,457.6938171386719,1790170823.0825968
time/env/env_interact_step,15,459.4167175292969,1790173170.1059573
time/env/env_interact_step,16,448.352783203125,1790175049.8073418
time/env/env_interact_step,17,456.1781921386719,1790177366.3369875
time/env/env_interact_step,18,477.2041931152344,1790179335.9041038
time/env/env_interact_step,19,475.1055908203125,1790181792.0701742
time/env/env_interact_step,20,496.94036865234375,1790183748.969536
time/env/env_interact_step,21,460.3351135253906,1790186103.8863504
time/env/env_interact_step,22,457.7356262207031,1790188023.946901
time/env/env_interact_step,23,461.44219970703125,1790190345.1753352
time/env/env_interact_step,24,481.1514587402344,1790192231.9398854
time/env/env_interact_step,25,451.3180847167969,1790194494.5505688
time/env/env_interact_step,26,470.67547607421875,1790196422.548577
time/env/env_interact_step,27,504.7751159667969,1790198763.1254086
time/env/env_interact_step,28,464.3949890136719,1790200662.817468
time/env/env_interact_step,29,459.46160888671875,1790203020.8364353
time/env/env_interact_step,30,463.12933349609375,1790204922.0603979
time/env/env_interact_step,31,455.11126708984375,1790207233.706767
time/env/env_interact_step,32,446.5148620605469,1790209049.7579525
time/env/env_interact_step,33,461.1102294921875,1790211340.0821419
time/env/env_interact_step,34,480.00628662109375,1790213201.097675
time/env/env_interact_step,35,473.1327209472656,1790215531.663554
time/env/env_interact_step,36,505.6026306152344,1790217491.3388798
time/env/env_interact_step,37,444.14398193359375,1790219934.286018
time/env/env_interact_step,38,456.7235107421875,1790221807.076231
time/env/env/send_rollout_trajectories,0,0.7313764691352844,1790140526.8911502
time/env/env/send_rollout_trajectories,1,0.8268882036209106,1790142808.7231762
time/env/env/send_rollout_trajectories,2,0.8441019654273987,1790144760.8001308
time/env/env/send_rollout_trajectories,3,0.8643422722816467,1790147136.7492054
time/env/env/send_rollout_trajectories,4,0.8175706267356873,1790149040.7426267
time/env/env/send_rollout_trajectories,5,0.8141053318977356,1790151440.301645
time/env/env/send_rollout_trajectories,6,0.8976926803588867,1790153440.900796
time/env/env/send_rollout_trajectories,7,0.8316270112991333,1790155766.7392602
time/env/env/send_rollout_trajectories,8,1.001100778579712,1790157781.227075
time/env/env/send_rollout_trajectories,9,0.9727533459663391,1790160246.2562914
time/env/env/send_rollout_trajectories,10,1.086961030960083,1790162152.782419
time/env/env/send_rollout_trajectories,11,1.0280344486236572,1790164564.859641
time/env/env/send_rollout_trajectories,12,0.8427878022193909,1790166506.768665
time/env/env/send_rollout_trajectories,13,0.8748948574066162,1790168846.2077053
time/env/env/send_rollout_trajectories,14,0.8636543154716492,1790170823.0826173
time/env/env/send_rollout_trajectories,15,0.8799228668212891,1790173170.1059701
time/env/env/send_rollout_trajectories,16,0.9095296263694763,1790175049.80735
time/env/env/send_rollout_trajectories,17,0.8612799048423767,1790177366.337014
time/env/env/send_rollout_trajectories,18,0.9469981789588928,1790179335.9041255
time/env/env/send_rollout_trajectories,19,0.8961654305458069,1790181792.0701861
time/env/env/send_rollout_trajectories,20,0.9201438426971436,1790183748.9695442
time/env/env/send_rollout_trajectories,21,0.9132273197174072,1790186103.886362
time/env/env/send_rollout_trajectories,22,0.9422279596328735,1790188023.946909
time/env/env/send_rollout_trajectories,23,0.8819354176521301,1790190345.1753569
time/env/env/send_rollout_trajectories,24,0.8843716382980347,1790192231.9398963
time/env/env/send_rollout_trajectories,25,0.9459359049797058,1790194494.550592
time/env/env/send_rollout_trajectories,26,0.9880051016807556,1790196422.5485854
time/env/env/send_rollout_trajectories,27,0.95997154712677,1790198763.1254206
time/env/env/send_rollout_trajectories,28,1.0449215173721313,1790200662.8174896
time/env/env/send_rollout_trajectories,29,0.9668436050415039,1790203020.8364568
time/env/env/send_rollout_trajectories,30,1.0353114604949951,1790204922.0604172
time/env/env/send_rollout_trajectories,31,0.9718618392944336,1790207233.7067876
time/env/env/send_rollout_trajectories,32,0.9713344573974609,1790209049.7579658
time/env/env/send_rollout_trajectories,33,0.9796377420425415,1790211340.0821612
time/env/env/send_rollout_trajectories,34,1.0745784044265747,1790213201.0976944
time/env/env/send_rollout_trajectories,35,1.0135732889175415,1790215531.6635747
time/env/env/send_rollout_trajectories,36,1.0667119026184082,1790217491.3388927
time/env/env/send_rollout_trajectories,37,1.0330634117126465,1790219934.2860382
time/env/env/send_rollout_trajectories,38,1.1129019260406494,1790221807.0762408
time/env/run_interact_once,0,1910.625244140625,1790140526.8911638
time/env/run_interact_once,1,1809.693603515625,1790142808.7231963
time/env/run_interact_once,2,1909.95263671875,1790144760.800152
time/env/run_interact_once,3,1899.7470703125,1790147136.7492132
time/env/run_interact_once,4,1872.513916015625,1790149040.7426465
time/env/run_interact_once,5,1920.357666015625,1790151440.3016539
time/env/run_interact_once,6,1968.48046875,1790153440.9008157
time/env/run_interact_once,7,1845.516357421875,1790155766.7392678
time/env/run_interact_once,8,1974.714111328125,1790157781.2270825
time/env/run_interact_once,9,1894.324462890625,1790160246.2563007
time/env/run_interact_once,10,1865.9002685546875,1790162152.7824483
time/env/run_interact_once,11,1926.2581787109375,1790164564.859658
time/env/run_interact_once,12,1910.5841064453125,1790166506.7686725
time/env/run_interact_once,13,1867.0023193359375,1790168846.207714
time/env/run_interact_once,14,1936.2471923828125,1790170823.0826383
time/env/run_interact_once,15,1883.5595703125,1790173170.105982
time/env/run_interact_once,16,1838.90771484375,1790175049.8073575
time/env/run_interact_once,17,1851.014892578125,1790177366.3370414
time/env/run_interact_once,18,1938.841552734375,1790179335.904147
time/env/run_interact_once,19,1889.3829345703125,1790181792.0701983
time/env/run_interact_once,20,1916.85302734375,1790183748.9695516
time/env/run_interact_once,21,1876.997314453125,1790186103.8863735
time/env/run_interact_once,22,1879.2186279296875,1790188023.946917
time/env/run_interact_once,23,1846.0731201171875,1790190345.1753762
time/env/run_interact_once,24,1849.228271484375,1790192231.939908
time/env/run_interact_once,25,1808.8309326171875,1790194494.550612
time/env/run_interact_once,26,1888.21044921875,1790196422.5485938
time/env/run_interact_once,27,1882.509033203125,1790198763.1254292
time/env/run_interact_once,28,1868.0673828125,1790200662.8175104
time/env/run_interact_once,29,1811.117431640625,1790203020.8364778
time/env/run_interact_once,30,1869.3726806640625,1790204922.0604365
time/env/run_interact_once,31,1857.55224609375,1790207233.7068086
time/env/run_interact_once,32,1784.648681640625,1790209049.757978
time/env/run_interact_once,33,1824.5819091796875,1790211340.0821812
time/env/run_interact_once,34,1820.9613037109375,1790213201.0977182
time/env/run_interact_once,35,1851.4659423828125,1790215531.6635997
time/env/run_interact_once,36,1928.7669677734375,1790217491.3389056
time/env/run_interact_once,37,1949.9239501953125,1790219934.2860577
time/env/run_interact_once,38,1841.6341552734375,1790221807.0762482
time/env/interact,0,1910.62548828125,1790140526.8911762
time/env/interact,1,1809.693603515625,1790142808.7232244
time/env/interact,2,1909.9527587890625,1790144760.800172
time/env/interact,3,1899.7471923828125,1790147136.7492216
time/env/interact,4,1872.51416015625,1790149040.7426667
time/env/interact,5,1920.357666015625,1790151440.301662
time/env/interact,6,1968.4805908203125,1790153440.9008396
time/env/interact,7,1845.516357421875,1790155766.7392755
time/env/interact,8,1974.71435546875,1790157781.2270913
time/env/interact,9,1894.324462890625,1790160246.2563102
time/env/interact,10,1865.9005126953125,1790162152.7824957
time/env/interact,11,1926.2581787109375,1790164564.8596768
time/env/interact,12,1910.584228515625,1790166506.76868
time/env/interact,13,1867.00244140625,1790168846.207725
time/env/interact,14,1936.247314453125,1790170823.0826588
time/env/interact,15,1883.5596923828125,1790173170.105998
time/env/interact,16,1838.9078369140625,1790175049.807366
time/env/interact,17,1851.0150146484375,1790177366.3370683
time/env/interact,18,1938.8416748046875,1790179335.9041677
time/env/interact,19,1889.3829345703125,1790181792.0702112
time/env/interact,20,1916.853271484375,1790183748.9695604
time/env/interact,21,1876.997314453125,1790186103.886386
time/env/interact,22,1879.21875,1790188023.9469247
time/env/interact,23,1846.0732421875,1790190345.1753957
time/env/interact,24,1849.2283935546875,1790192231.9399204
time/env/interact,25,1808.8309326171875,1790194494.5506325
time/env/interact,26,1888.2105712890625,1790196422.5486019
time/env/interact,27,1882.509033203125,1790198763.1254375
time/env/interact,28,1868.0673828125,1790200662.8175483
time/env/interact,29,1811.1175537109375,1790203020.8364995
time/env/interact,30,1869.3726806640625,1790204922.0604563
time/env/interact,31,1857.55224609375,1790207233.7068298
time/env/interact,32,1784.6488037109375,1790209049.757994
time/env/interact,33,1824.5819091796875,1790211340.082201
time/env/interact,34,1820.96142578125,1790213201.09774
time/env/interact,35,1851.466064453125,1790215531.6636226
time/env/interact,36,1928.7672119140625,1790217491.3389184
time/env/interact,37,1949.9239501953125,1790219934.286077
time/env/interact,38,1841.63427734375,1790221807.0762546
time/rollout/sync_model_from_actor,0,9.38034725189209,1790140526.8911881
time/rollout/sync_model_from_actor,1,13.798027992248535,1790142808.7237995
time/rollout/sync_model_from_actor,2,2.1409809589385986,1790144760.8001935
time/rollout/sync_model_from_actor,3,13.968027114868164,1790147136.7496364
time/rollout/sync_model_from_actor,4,2.0459988117218018,1790149040.7426863
time/rollout/sync_model_from_actor,5,14.524998664855957,1790151440.3019192
time/rollout/sync_model_from_actor,6,2.261281967163086,1790153440.9008632
time/rollout/sync_model_from_actor,7,12.805975914001465,1790155766.7397037
time/rollout/sync_model_from_actor,8,2.0493717193603516,1790157781.2270992
time/rollout/sync_model_from_actor,9,12.278430938720703,1790160246.2566159
time/rollout/sync_model_from_actor,10,1.8856178522109985,1790162152.7825336
time/rollout/sync_model_from_actor,11,11.763057708740234,1790164564.8598745
time/rollout/sync_model_from_actor,12,2.059354305267334,1790166506.7686877
time/rollout/sync_model_from_actor,13,11.9461030960083,1790168846.2079928
time/rollout/sync_model_from_actor,14,2.0532116889953613,1790170823.0826802
time/rollout/sync_model_from_actor,15,11.955153465270996,1790173170.1063414
time/rollout/sync_model_from_actor,16,2.030064105987549,1790175049.8073738
time/rollout/sync_model_from_actor,17,12.036004066467285,1790177366.3376253
time/rollout/sync_model_from_actor,18,2.035585403442383,1790179335.9041882
time/rollout/sync_model_from_actor,19,11.887725830078125,1790181792.0705678
time/rollout/sync_model_from_actor,20,1.784442663192749,1790183748.9695685
time/rollout/sync_model_from_actor,21,12.73291015625,1790186103.886652
time/rollout/sync_model_from_actor,22,2.12986421585083,1790188023.9469326
time/rollout/sync_model_from_actor,23,12.01134204864502,1790190345.1756852
time/rollout/sync_model_from_actor,24,2.0569612979888916,1790192231.9399319
time/rollout/sync_model_from_actor,25,11.614269256591797,1790194494.551475
time/rollout/sync_model_from_actor,26,2.048523426055908,1790196422.54861
time/rollout/sync_model_from_actor,27,12.174742698669434,1790198763.1257277
time/rollout/sync_model_from_actor,28,2.128842830657959,1790200662.8175693
time/rollout/sync_model_from_actor,29,12.199926376342773,1790203020.8370664
time/rollout/sync_model_from_actor,30,2.657749652862549,1790204922.0604753
time/rollout/sync_model_from_actor,31,12.444317817687988,1790207233.7070694
time/rollout/sync_model_from_actor,32,2.13350248336792,1790209049.7580063
time/rollout/sync_model_from_actor,33,11.967330932617188,1790211340.0827417
time/rollout/sync_model_from_actor,34,1.9990816116333008,1790213201.097761
time/rollout/sync_model_from_actor,35,11.6272611618042,1790215531.6641657
time/rollout/sync_model_from_actor,36,2.0675342082977295,1790217491.3389304
time/rollout/sync_model_from_actor,37,11.826407432556152,1790219934.2866378
time/rollout/sync_model_from_actor,38,1.9943736791610718,1790221807.0762622
time/rollout/predict,0,28.4481201171875,1790140526.8917134
time/rollout/predict,1,27.458581924438477,1790142808.7238202
time/rollout/predict,2,31.741863250732422,1790144760.8004189
time/rollout/predict,3,24.133153915405273,1790147136.7496455
time/rollout/predict,4,14.687564849853516,1790149040.743236
time/rollout/predict,5,16.780553817749023,1790151440.3019288
time/rollout/predict,6,14.6967134475708,1790153440.901401
time/rollout/predict,7,16.81593894958496,1790155766.739712
time/rollout/predict,8,32.63502502441406,1790157781.2276034
time/rollout/predict,9,36.099815368652344,1790160246.256626
time/rollout/predict,10,14.565707206726074,1790162152.7830005
time/rollout/predict,11,25.111038208007812,1790164564.8598886
time/rollout/predict,12,32.74539566040039,1790166506.768995
time/rollout/predict,13,32.93815994262695,1790168846.2080033
time/rollout/predict,14,29.939250946044922,1790170823.0829868
time/rollout/predict,15,26.00333595275879,1790173170.1063547
time/rollout/predict,16,31.47048568725586,1790175049.807917
time/rollout/predict,17,32.16481018066406,1790177366.3376482
time/rollout/predict,18,35.40376281738281,1790179335.904677
time/rollout/predict,19,24.790536880493164,1790181792.0705805
time/rollout/predict,20,14.763916015625,1790183748.9700959
time/rollout/predict,21,31.464513778686523,1790186103.8866632
time/rollout/predict,22,14.787911415100098,1790188023.947145
time/rollout/predict,23,32.01301956176758,1790190345.1757166
time/rollout/predict,24,28.530269622802734,1790192231.940195
time/rollout/predict,25,33.15664291381836,1790194494.5514958
time/rollout/predict,26,40.58015823364258,1790196422.5489657
time/rollout/predict,27,25.926342010498047,1790198763.12574
time/rollout/predict,28,22.89068031311035,1790200662.817935
time/rollout/predict,29,25.449552536010742,1790203020.8370893
time/rollout/predict,30,23.867961883544922,1790204922.0607338
time/rollout/predict,31,25.070697784423828,1790207233.70709
time/rollout/predict,32,22.401710510253906,1790209049.7583976
time/rollout/predict,33,30.83745002746582,1790211340.0827622
time/rollout/predict,34,23.8687686920166,1790213201.0982807
time/rollout/predict,35,24.88574981689453,1790215531.6641872
time/rollout/predict,36,26.674707412719727,1790217491.339447
time/rollout/predict,37,16.70853614807129,1790219934.2866688
time/rollout/predict,38,30.490402221679688,1790221807.076534
time/rollout/generate_one_epoch,0,1907.0341796875,1790140526.8917298
time/rollout/generate_one_epoch,1,1806.708984375,1790142808.723841
time/rollout/generate_one_epoch,2,1905.927490234375,1790144760.800444
time/rollout/generate_one_epoch,3,1895.910888671875,1790147136.7496545
time/rollout/generate_one_epoch,4,1868.5478515625,1790149040.7432604
time/rollout/generate_one_epoch,5,1917.7467041015625,1790151440.301938
time/rollout/generate_one_epoch,6,1964.8306884765625,1790153440.9014251
time/rollout/generate_one_epoch,7,1843.1302490234375,1790155766.73972
time/rollout/generate_one_epoch,8,1970.830322265625,1790157781.2276132
time/rollout/generate_one_epoch,9,1892.1187744140625,1790160246.2566352
time/rollout/generate_one_epoch,10,1862.3040771484375,1790162152.7830248
time/rollout/generate_one_epoch,11,1923.3958740234375,1790164564.8599026
time/rollout/generate_one_epoch,12,1907.9901123046875,1790166506.7690058
time/rollout/generate_one_epoch,13,1864.878662109375,1790168846.208011
time/rollout/generate_one_epoch,14,1933.0576171875,1790170823.0830083
time/rollout/generate_one_epoch,15,1881.03515625,1790173170.1063673
time/rollout/generate_one_epoch,16,1835.906494140625,1790175049.8079283
time/rollout/generate_one_epoch,17,1848.5318603515625,1790177366.3376703
time/rollout/generate_one_epoch,18,1923.85986328125,1790179335.9047332
time/rollout/generate_one_epoch,19,1887.0731201171875,1790181792.070594
time/rollout/generate_one_epoch,20,1913.100830078125,1790183748.970106
time/rollout/generate_one_epoch,21,1874.71533203125,1790186103.8866756
time/rollout/generate_one_epoch,22,1875.6070556640625,1790188023.9471548
time/rollout/generate_one_epoch,23,1843.73095703125,1790190345.1757376
time/rollout/generate_one_epoch,24,1845.3837890625,1790192231.940209
time/rollout/generate_one_epoch,25,1806.6441650390625,1790194494.551516
time/rollout/generate_one_epoch,26,1884.7298583984375,1790196422.5489771
time/rollout/generate_one_epoch,27,1880.1341552734375,1790198763.1257505
time/rollout/generate_one_epoch,28,1864.3349609375,1790200662.8179662
time/rollout/generate_one_epoch,29,1808.5777587890625,1790203020.8371117
time/rollout/generate_one_epoch,30,1865.6585693359375,1790204922.0607548
time/rollout/generate_one_epoch,31,1855.1156005859375,1790207233.707111
time/rollout/generate_one_epoch,32,1781.5140380859375,1790209049.7584174
time/rollout/generate_one_epoch,33,1822.25,1790211340.0827835
time/rollout/generate_one_epoch,34,1817.6656494140625,1790213201.098303
time/rollout/generate_one_epoch,35,1848.8623046875,1790215531.6642082
time/rollout/generate_one_epoch,36,1926.0684814453125,1790217491.3394692
time/rollout/generate_one_epoch,37,1947.5020751953125,1790219934.2866964
time/rollout/generate_one_epoch,38,1837.60595703125,1790221807.0765452
time/rollout/rollout/generate,0,1914.188720703125,1790140526.891743
time/rollout/rollout/generate,1,1813.12158203125,1790142808.7238605
time/rollout/rollout/generate,2,1912.8641357421875,1790144760.8004687
time/rollout/rollout/generate,3,1903.0987548828125,1790147136.7496629
time/rollout/rollout/generate,4,1876.0430908203125,1790149040.7432811
time/rollout/rollout/generate,5,1923.7579345703125,1790151440.3019476
time/rollout/rollout/generate,6,1971.726318359375,1790153440.901446
time/rollout/rollout/generate,7,1848.939208984375,1790155766.7397287
time/rollout/rollout/generate,8,1977.8353271484375,1790157781.2276225
time/rollout/rollout/generate,9,1897.6082763671875,1790160246.2566442
time/rollout/rollout/generate,10,1869.0692138671875,1790162152.783047
time/rollout/rollout/generate,11,1938.805908203125,1790164564.8599172
time/rollout/rollout/generate,12,1913.83544921875,1790166506.7690144
time/rollout/rollout/generate,13,1870.345458984375,1790168846.2080193
time/rollout/rollout/generate,14,1939.55322265625,1790170823.08303
time/rollout/rollout/generate,15,1887.0030517578125,1790173170.1063793
time/rollout/rollout/generate,16,1842.1864013671875,1790175049.8079374
time/rollout/rollout/generate,17,1854.10888671875,1790177366.3376906
time/rollout/rollout/generate,18,1941.92041015625,1790179335.9047625
time/rollout/rollout/generate,19,1892.629638671875,1790181792.070607
time/rollout/rollout/generate,20,1920.2205810546875,1790183748.9701142
time/rollout/rollout/generate,21,1880.416748046875,1790186103.8866885
time/rollout/rollout/generate,22,1882.723876953125,1790188023.947163
time/rollout/rollout/generate,23,1849.5552978515625,1790190345.175758
time/rollout/rollout/generate,24,1852.5968017578125,1790192231.940221
time/rollout/rollout/generate,25,1812.108642578125,1790194494.5515392
time/rollout/rollout/generate,26,1891.402099609375,1790196422.5489883
time/rollout/rollout/generate,27,1885.56884765625,1790198763.1257613
time/rollout/rollout/generate,28,1871.252197265625,1790200662.8179965
time/rollout/rollout/generate,29,1814.4327392578125,1790203020.8371332
time/rollout/rollout/generate,30,1872.496826171875,1790204922.0607743
time/rollout/rollout/generate,31,1860.6900634765625,1790207233.707131
time/rollout/rollout/generate,32,1787.9373779296875,1790209049.7584314
time/rollout/rollout/generate,33,1827.7178955078125,1790211340.082805
time/rollout/rollout/generate,34,1824.373779296875,1790213201.098323
time/rollout/rollout/generate,35,1854.6470947265625,1790215531.6642282
time/rollout/rollout/generate,36,1931.5947265625,1790217491.3394892
time/rollout/rollout/generate,37,1953.170654296875,1790219934.2867186
time/rollout/rollout/generate,38,1844.813720703125,1790221807.0765524
time/actor/actor/sync_model_to_rollout,0,10.579756736755371,1790140526.8917556
time/actor/actor/sync_model_to_rollout,1,6.31978702545166,1790142808.7239034
time/actor/actor/sync_model_to_rollout,2,2.2719316482543945,1790144760.800492
time/actor/actor/sync_model_to_rollout,3,6.125504493713379,1790147136.7496803
time/actor/actor/sync_model_to_rollout,4,2.2065794467926025,1790149040.7433016
time/actor/actor/sync_model_to_rollout,5,5.744680881500244,1790151440.3019652
time/actor/actor/sync_model_to_rollout,6,2.4003591537475586,1790153440.9014666
time/actor/actor/sync_model_to_rollout,7,5.629970550537109,1790155766.7397459
time/actor/actor/sync_model_to_rollout,8,2.167393207550049,1790157781.2276304
time/actor/actor/sync_model_to_rollout,9,5.630608558654785,1790160246.2566633
time/actor/actor/sync_model_to_rollout,10,2.067345142364502,1790162152.7830675
time/actor/actor/sync_model_to_rollout,11,5.612476348876953,1790164564.8599448
time/actor/actor/sync_model_to_rollout,12,2.318392753601074,1790166506.7690227
time/actor/actor/sync_model_to_rollout,13,5.587172985076904,1790168846.2080355
time/actor/actor/sync_model_to_rollout,14,2.202699899673462,1790170823.0830514
time/actor/actor/sync_model_to_rollout,15,5.553784370422363,1790173170.106403
time/actor/actor/sync_model_to_rollout,16,2.1721954345703125,1790175049.8079457
time/actor/actor/sync_model_to_rollout,17,5.647592067718506,1790177366.3377442
time/actor/actor/sync_model_to_rollout,18,2.1886379718780518,1790179335.9047887
time/actor/actor/sync_model_to_rollout,19,5.555327415466309,1790181792.0706313
time/actor/actor/sync_model_to_rollout,20,1.8984966278076172,1790183748.9701226
time/actor/actor/sync_model_to_rollout,21,5.823902130126953,1790186103.8867137
