tag,step,value,wall_time
env/reward,6,0.0016796875279396772,1790153440.8992512
env/reward,7,0.0019726562313735485,1790155766.738849
env/reward,8,0.0021875000093132257,1790157781.2257247
env/reward,9,0.0017773438012227416,1790160246.255701
env/reward,10,0.0022460937034338713,1790162152.780968
env/reward,11,0.0021289060823619366,1790164564.859117
env/reward,12,0.001621093600988388,1790166506.7678633
env/reward,13,0.0019531248835846782,1790168846.2072282
env/reward,14,0.001914062537252903,1790170823.0816877
env/reward,15,0.0022851559333503246,1790173170.1053798
env/reward,16,0.002324218861758709,1790175049.8058033
env/reward,17,0.0020507811568677425,1790177366.335934
env/reward,18,0.0019726562313735485,1790179335.903114
env/reward,19,0.0022851561661809683,1790181792.0694065
env/reward,20,0.0017968750325962901,1790183748.9681635
env/reward,21,0.0021679685451090336,1790186103.8858101
env/reward,22,0.0023242186289280653,1790188023.9462745
env/reward,23,0.0020507811568677425,1790190345.1746762
env/reward,24,0.001914062537252903,1790192231.9390733
env/reward,25,0.002382812323048711,1790194494.549509
env/reward,26,0.0020117186941206455,1790196422.5471365
env/reward,27,0.001953125,1790198763.1248515
env/reward,28,0.002109374850988388,1790200662.816169
env/reward,29,0.002382812323048711,1790203020.8352122
env/reward,30,0.002070312388241291,1790204922.0593436
env/reward,31,0.002421874785795808,1790207233.7062163
env/reward,32,0.0024414060171693563,1790209049.7570977
env/reward,33,0.0017968750325962901,1790211340.0812666
env/reward,34,0.001699218642897904,1790213201.096336
env/reward,35,0.0022851561661809683,1790215531.6625783
env/reward,36,0.0016406250651925802,1790217491.3377235
env/reward,37,0.0026562500279396772,1790219934.2851486
env/reward,38,0.0024023435544222593,1790221807.0755067
env/num_trajectories,0,256.0,1790140526.889611
env/num_trajectories,1,256.0,1790142808.722259
env/num_trajectories,2,256.0,1790144760.799215
env/num_trajectories,3,256.0,1790147136.7485557
env/num_trajectories,4,256.0,1790149040.741301
env/num_trajectories,5,256.0,1790151440.3012414
env/num_trajectories,6,256.0,1790153440.8993268
env/num_trajectories,7,256.0,1790155766.738868
env/num_trajectories,8,256.0,1790157781.2257578
env/num_trajectories,9,256.0,1790160246.2557213
env/num_trajectories,10,256.0,1790162152.7810414
env/num_trajectories,11,256.0,1790164564.8591516
env/num_trajectories,12,256.0,1790166506.7678962
env/num_trajectories,13,256.0,1790168846.207256
env/num_trajectories,14,256.0,1790170823.0817304
env/num_trajectories,15,256.0,1790173170.1054063
env/num_trajectories,16,256.0,1790175049.8058424
env/num_trajectories,17,256.0,1790177366.335976
env/num_trajectories,18,256.0,1790179335.903188
env/num_trajectories,19,256.0,1790181792.0694487
env/num_trajectories,20,256.0,1790183748.9681969
env/num_trajectories,21,256.0,1790186103.8858333
env/num_trajectories,22,256.0,1790188023.9463108
env/num_trajectories,23,256.0,1790190345.1747158
env/num_trajectories,24,256.0,1790192231.9391167
env/num_trajectories,25,256.0,1790194494.5495458
env/num_trajectories,26,256.0,1790196422.5471709
env/num_trajectories,27,256.0,1790198763.1248744
env/num_trajectories,28,256.0,1790200662.8162405
env/num_trajectories,29,256.0,1790203020.8352525
env/num_trajectories,30,256.0,1790204922.0594032
env/num_trajectories,31,256.0,1790207233.7062502
env/num_trajectories,32,256.0,1790209049.7571425
env/num_trajectories,33,256.0,1790211340.0813081
env/num_trajectories,34,256.0,1790213201.0964081
env/num_trajectories,35,256.0,1790215531.6626153
env/num_trajectories,36,256.0,1790217491.3377695
env/num_trajectories,37,256.0,1790219934.285189
env/num_trajectories,38,256.0,1790221807.0755367
rollout/rewards,0,0.002657342702150345,1790140526.8896399
rollout/rewards,1,0.002348387148231268,1790142808.7222884
rollout/rewards,2,0.0023344948422163725,1790144760.7992527
rollout/rewards,3,0.00220362632535398,1790147136.7485693
rollout/rewards,4,0.00256544491276145,1790149040.741339
rollout/rewards,5,0.0030456853564828634,1790151440.3012545
rollout/rewards,6,0.0018483411986380816,1790153440.8993676
rollout/rewards,7,0.0028251747135072947,1790155766.7388794
rollout/rewards,8,0.002751842839643359,1790157781.2257712
rollout/rewards,9,0.0026391097344458103,1790160246.255734
rollout/rewards,10,0.002944942330941558,1790162152.7810814
rollout/rewards,11,0.0028759895358234644,1790164564.859175
rollout/rewards,12,0.0023119777906686068,1790166506.7679102
rollout/rewards,13,0.0028735632076859474,1790168846.2072735
rollout/rewards,14,0.0027762039098888636,1790170823.0817657
rollout/rewards,15,0.0028348504565656185,1790173170.1054227
rollout/rewards,16,0.0029346486553549767,1790175049.8058605
rollout/rewards,17,0.0027478754054754972,1790177366.3360295
rollout/rewards,18,0.002406209474429488,1790179335.9032218
rollout/rewards,19,0.003120000008493662,1790181792.0694668
rollout/rewards,20,0.002240000059828162,1790183748.9682107
rollout/rewards,21,0.003066298319026828,1790186103.8858454
rollout/rewards,22,0.0028989037964493036,1790188023.9463258
rollout/rewards,23,0.002785146003589034,1790190345.1747444
rollout/rewards,24,0.00279999990016222,1790192231.9391425
rollout/rewards,25,0.003207261674106121,1790194494.549574
rollout/rewards,26,0.0024206815287470818,1790196422.5471852
rollout/rewards,27,0.002562673995271325,1790198763.1248865
rollout/rewards,28,0.0029411765281111,1790200662.8162773
rollout/rewards,29,0.003347050864249468,1790203020.8352845
rollout/rewards,30,0.0029832571744918823,1790204922.0594337
rollout/rewards,31,0.002776349661871791,1790207233.706276
rollout/rewards,32,0.003369272220879793,1790209049.757164
rollout/rewards,33,0.0027218936011195183,1790211340.0813396
rollout/rewards,34,0.002503597177565098,1790213201.0964427
rollout/rewards,35,0.002780612325295806,1790215531.662644
rollout/rewards,36,0.0025493171997368336,1790217491.3377912
rollout/rewards,37,0.003555555595085025,1790219934.285221
rollout/rewards,38,0.0030258302576839924,1790221807.0755482
rollout/advantages_mean,0,-0.19020338356494904,1790140526.8896592
rollout/advantages_mean,1,-0.20871083438396454,1790142808.7223105
rollout/advantages_mean,2,-0.16719187796115875,1790144760.7992775
rollout/advantages_mean,3,-0.17751231789588928,1790147136.7485783
rollout/advantages_mean,4,-0.2001359611749649,1790149040.7413616
rollout/advantages_mean,5,-0.20101870596408844,1790151440.3012638
rollout/advantages_mean,6,-0.16869065165519714,1790153440.899392
rollout/advantages_mean,7,-0.18087077140808105,1790155766.7388878
rollout/advantages_mean,8,-0.15559352934360504,1790157781.22578
rollout/advantages_mean,9,-0.2098110467195511,1790160246.2557437
rollout/advantages_mean,10,-0.20723532140254974,1790162152.7811134
rollout/advantages_mean,11,-0.18592266738414764,1790164564.85919
rollout/advantages_mean,12,-0.2102065086364746,1790166506.767919
rollout/advantages_mean,13,-0.16406965255737305,1790168846.2072835
rollout/advantages_mean,14,-0.213356152176857,1790170823.0817883
rollout/advantages_mean,15,-0.17587625980377197,1790173170.105436
rollout/advantages_mean,16,-0.19402150809764862,1790175049.8058724
rollout/advantages_mean,17,-0.1879824846982956,1790177366.3360507
rollout/advantages_mean,18,-0.15257592499256134,1790179335.9032435
rollout/advantages_mean,19,-0.18070636689662933,1790181792.0694802
rollout/advantages_mean,20,-0.14947134256362915,1790183748.9682193
rollout/advantages_mean,21,-0.17231385409832,1790186103.885855
rollout/advantages_mean,22,-0.21192120015621185,1790188023.9463348
rollout/advantages_mean,23,-0.20823784172534943,1790190345.174766
rollout/advantages_mean,24,-0.21525588631629944,1790192231.9391606
rollout/advantages_mean,25,-0.18915638327598572,1790194494.5495963
rollout/advantages_mean,26,-0.20009514689445496,1790196422.5471935
rollout/advantages_mean,27,-0.18505670130252838,1790198763.1248949
rollout/advantages_mean,28,-0.2362687736749649,1790200662.8162994
rollout/advantages_mean,29,-0.21148106455802917,1790203020.8353066
rollout/advantages_mean,30,-0.2198774814605713,1790204922.0594542
rollout/advantages_mean,31,-0.20665420591831207,1790207233.7062953
rollout/advantages_mean,32,-0.2302551120519638,1790209049.757177
rollout/advantages_mean,33,-0.22777141630649567,1790211340.0813632
rollout/advantages_mean,34,-0.18490387499332428,1790213201.0964658
rollout/advantages_mean,35,-0.20242103934288025,1790215531.662666
rollout/advantages_mean,36,-0.19272390007972717,1790217491.337804
rollout/advantages_mean,37,-0.21837791800498962,1790219934.285243
rollout/advantages_mean,38,-0.20029957592487335,1790221807.0755553
rollout/advantages_max,0,2.4748666286468506,1790140526.8897014
rollout/advantages_max,1,2.4748666286468506,1790142808.722338
rollout/advantages_max,2,2.4748666286468506,1790144760.7993014
rollout/advantages_max,3,2.4748666286468506,1790147136.7485862
rollout/advantages_max,4,2.4748666286468506,1790149040.741383
rollout/advantages_max,5,2.4748666286468506,1790151440.3012729
rollout/advantages_max,6,2.4748666286468506,1790153440.8994162
rollout/advantages_max,7,2.4748666286468506,1790155766.7388954
rollout/advantages_max,8,2.4748666286468506,1790157781.2257879
rollout/advantages_max,9,2.4748666286468506,1790160246.2557533
rollout/advantages_max,10,2.4748666286468506,1790162152.7811399
rollout/advantages_max,11,2.4748666286468506,1790164564.859201
rollout/advantages_max,12,2.4748666286468506,1790166506.7679276
rollout/advantages_max,13,2.4748666286468506,1790168846.2072914
rollout/advantages_max,14,2.4748666286468506,1790170823.0818102
rollout/advantages_max,15,2.4748666286468506,1790173170.105449
rollout/advantages_max,16,2.4748666286468506,1790175049.805884
rollout/advantages_max,17,2.4748666286468506,1790177366.336077
rollout/advantages_max,18,2.4748666286468506,1790179335.903264
rollout/advantages_max,19,2.4748666286468506,1790181792.0694926
rollout/advantages_max,20,2.4748666286468506,1790183748.968228
rollout/advantages_max,21,2.4748666286468506,1790186103.885863
rollout/advantages_max,22,2.4748666286468506,1790188023.9463432
rollout/advantages_max,23,2.4748666286468506,1790190345.174788
rollout/advantages_max,24,2.4748666286468506,1790192231.9391737
rollout/advantages_max,25,2.4748666286468506,1790194494.5496178
rollout/advantages_max,26,2.4748666286468506,1790196422.547201
rollout/advantages_max,27,2.4748666286468506,1790198763.1249034
rollout/advantages_max,28,2.4748666286468506,1790200662.8163211
rollout/advantages_max,29,2.4748666286468506,1790203020.8353267
rollout/advantages_max,30,2.4748666286468506,1790204922.059474
rollout/advantages_max,31,2.4748666286468506,1790207233.706313
rollout/advantages_max,32,2.4748666286468506,1790209049.7571898
rollout/advantages_max,33,2.4748666286468506,1790211340.0813851
rollout/advantages_max,34,2.4748666286468506,1790213201.0964859
rollout/advantages_max,35,2.4748666286468506,1790215531.662687
rollout/advantages_max,36,2.4748666286468506,1790217491.337816
rollout/advantages_max,37,2.4748666286468506,1790219934.2852654
rollout/advantages_max,38,2.4748666286468506,1790221807.0755618
rollout/advantages_min,0,-2.4748666286468506,1790140526.8897202
rollout/advantages_min,1,-1.6201815605163574,1790142808.722359
rollout/advantages_min,2,-2.4748666286468506,1790144760.799322
rollout/advantages_min,3,-2.4748666286468506,1790147136.7485945
rollout/advantages_min,4,-2.4748666286468506,1790149040.7414036
rollout/advantages_min,5,-2.4748666286468506,1790151440.3012812
rollout/advantages_min,6,-2.4748666286468506,1790153440.8994396
rollout/advantages_min,7,-2.4748666286468506,1790155766.738903
rollout/advantages_min,8,-2.4748666286468506,1790157781.225795
rollout/advantages_min,9,-1.6201815605163574,1790160246.255775
rollout/advantages_min,10,-2.4748666286468506,1790162152.7811606
rollout/advantages_min,11,-2.4748666286468506,1790164564.8592117
rollout/advantages_min,12,-1.6201815605163574,1790166506.767935
rollout/advantages_min,13,-1.6201815605163574,1790168846.2072992
rollout/advantages_min,14,-1.6201815605163574,1790170823.081832
rollout/advantages_min,15,-2.4748666286468506,1790173170.105462
rollout/advantages_min,16,-2.4748666286468506,1790175049.8058953
rollout/advantages_min,17,-1.6201815605163574,1790177366.3361046
rollout/advantages_min,18,-2.4748666286468506,1790179335.903285
rollout/advantages_min,19,-2.4748666286468506,1790181792.069504
rollout/advantages_min,20,-2.4748666286468506,1790183748.9682357
rollout/advantages_min,21,-2.4748666286468506,1790186103.885872
rollout/advantages_min,22,-2.4748666286468506,1790188023.946351
rollout/advantages_min,23,-2.4748666286468506,1790190345.1748087
rollout/advantages_min,24,-1.6201815605163574,1790192231.9391856
rollout/advantages_min,25,-2.4748666286468506,1790194494.5496373
rollout/advantages_min,26,-2.4748666286468506,1790196422.5472085
rollout/advantages_min,27,-2.4748666286468506,1790198763.1249108
rollout/advantages_min,28,-2.4748666286468506,1790200662.8163412
rollout/advantages_min,29,-2.4748666286468506,1790203020.8353481
rollout/advantages_min,30,-2.4748666286468506,1790204922.0594928
rollout/advantages_min,31,-2.4748666286468506,1790207233.7063308
rollout/advantages_min,32,-2.4748666286468506,1790209049.7572012
rollout/advantages_min,33,-2.4748666286468506,1790211340.0814054
rollout/advantages_min,34,-1.6201815605163574,1790213201.0965059
rollout/advantages_min,35,-2.4748666286468506,1790215531.6627092
rollout/advantages_min,36,-2.4748666286468506,1790217491.337828
rollout/advantages_min,37,-2.4748666286468506,1790219934.2852862
rollout/advantages_min,38,-2.4748666286468506,1790221807.0755684
time/sync_weights,0,10.5852689743042,1790140526.8897572
time/sync_weights,1,6.65230655670166,1790142808.7224026
time/sync_weights,2,2.2754554748535156,1790144760.799353
time/sync_weights,3,7.640966415405273,1790147136.748608
time/sync_weights,4,2.2093310356140137,1790149040.7414408
time/sync_weights,5,6.867182731628418,1790151440.301298
time/sync_weights,6,2.4034030437469482,1790153440.8994734
time/sync_weights,7,6.474532127380371,1790155766.7389178
time/sync_weights,8,2.1698789596557617,1790157781.2258081
time/sync_weights,9,6.515829086303711,1790160246.2558062
time/sync_weights,10,2.071108818054199,1790162152.7811944
time/sync_weights,11,5.908327579498291,1790164564.8592515
time/sync_weights,12,2.3215277194976807,1790166506.7679534
time/sync_weights,13,6.031367778778076,1790168846.2073164
time/sync_weights,14,2.206317901611328,1790170823.0818582
time/sync_weights,15,6.058994293212891,1790173170.1055033
time/sync_weights,16,2.1748175621032715,1790175049.8059108
time/sync_weights,17,6.125538349151611,1790177366.3361428
time/sync_weights,18,2.192268133163452,1790179335.9033165
time/sync_weights,19,6.01792049407959,1790181792.0695238
time/sync_weights,20,1.9018592834472656,1790183748.9682488
time/sync_weights,21,6.285816192626953,1790186103.8858883
time/sync_weights,22,2.3598334789276123,1790188023.946364
time/sync_weights,23,6.029438018798828,1790190345.1748457
time/sync_weights,24,2.205015182495117,1790192231.9392037
time/sync_weights,25,5.49256706237793,1790194494.549672
time/sync_weights,26,2.1963233947753906,1790196422.5472212
time/sync_weights,27,6.137545108795166,1790198763.1249273
time/sync_weights,28,2.2257120609283447,1790200662.8163817
time/sync_weights,29,6.120887756347656,1790203020.8353825
time/sync_weights,30,3.0422680377960205,1790204922.05952
time/sync_weights,31,6.285417556762695,1790207233.7063618
time/sync_weights,32,2.253032684326172,1790209049.75722
time/sync_weights,33,6.035807132720947,1790211340.0814393
time/sync_weights,34,2.1004691123962402,1790213201.0965385
time/sync_weights,35,6.204685211181641,1790215531.66277
time/sync_weights,36,2.1661829948425293,1790217491.3378475
time/sync_weights,37,6.172186851501465,1790219934.285322
time/sync_weights,38,2.1165404319763184,1790221807.0755792
time/generate_rollouts,0,1914.3096923828125,1790140526.8897705
time/generate_rollouts,1,1813.1705322265625,1790142808.7224233
time/generate_rollouts,2,1912.96240234375,1790144760.799375
time/generate_rollouts,3,1903.1904296875,1790147136.7486162
time/generate_rollouts,4,1876.155029296875,1790149040.7414675
time/generate_rollouts,5,1923.8602294921875,1790151440.301315
time/generate_rollouts,6,1971.8162841796875,1790153440.8995035
time/generate_rollouts,7,1854.548828125,1790155766.7389266
time/generate_rollouts,8,1977.9366455078125,1790157781.2258167
time/generate_rollouts,9,1897.7071533203125,1790160246.255816
time/generate_rollouts,10,1869.1807861328125,1790162152.7812195
time/generate_rollouts,11,1938.8634033203125,1790164564.8592649
time/generate_rollouts,12,1913.8780517578125,1790166506.7679613
time/generate_rollouts,13,1870.443603515625,1790168846.2073255
time/generate_rollouts,14,1939.6505126953125,1790170823.081883
time/generate_rollouts,15,1887.107666015625,1790173170.1055162
time/generate_rollouts,16,1851.729248046875,1790175049.8059216
time/generate_rollouts,17,1854.2000732421875,1790177366.3361695
time/generate_rollouts,18,1941.9962158203125,1790179335.903338
time/generate_rollouts,19,1892.6939697265625,1790181792.0695364
time/generate_rollouts,20,1920.318359375,1790183748.9682593
time/generate_rollouts,21,1880.5201416015625,1790186103.885897
time/generate_rollouts,22,1882.7679443359375,1790188023.9463732
time/generate_rollouts,23,1849.64794921875,1790190345.174867
time/generate_rollouts,24,1852.6961669921875,1790192231.9392161
time/generate_rollouts,25,1812.212890625,1790194494.5496945
time/generate_rollouts,26,1891.48974609375,1790196422.5472293
time/generate_rollouts,27,1885.6676025390625,1790198763.1249373
time/generate_rollouts,28,1871.2958984375,1790200662.816403
time/generate_rollouts,29,1814.5355224609375,1790203020.8354123
time/generate_rollouts,30,1872.543701171875,1790204922.0595398
time/generate_rollouts,31,1860.7596435546875,1790207233.7063813
time/generate_rollouts,32,1788.022705078125,1790209049.757234
time/generate_rollouts,33,1827.809326171875,1790211340.0814595
time/generate_rollouts,34,1824.4310302734375,1790213201.096559
time/generate_rollouts,35,1854.7484130859375,1790215531.6627927
time/generate_rollouts,36,1931.6986083984375,1790217491.3378613
time/generate_rollouts,37,1953.2637939453125,1790219934.2853434
time/generate_rollouts,38,1844.8985595703125,1790221807.075586
time/cal_adv_and_returns,0,0.04812431335449219,1790140526.8910563
time/cal_adv_and_returns,1,0.01344919204711914,1790142808.723028
time/cal_adv_and_returns,2,0.013766765594482422,1790144760.7999334
time/cal_adv_and_returns,3,0.013376951217651367,1790147136.7491133
time/cal_adv_and_returns,4,0.012444734573364258,1790149040.7424932
time/cal_adv_and_returns,5,0.013918399810791016,1790151440.3015778
time/cal_adv_and_returns,6,0.012560844421386719,1790153440.9006574
time/cal_adv_and_returns,7,0.010847091674804688,1790155766.7391994
time/cal_adv_and_returns,8,0.013707637786865234,1790157781.227021
time/cal_adv_and_returns,9,0.011388778686523438,1790160246.2562196
time/cal_adv_and_returns,10,0.01289224624633789,1790162152.782275
time/cal_adv_and_returns,11,0.01409602165222168,1790164564.859577
time/cal_adv_and_returns,12,0.013225555419921875,1790166506.7686107
time/cal_adv_and_returns,13,0.011043787002563477,1790168846.2076435
time/cal_adv_and_returns,14,0.013117074966430664,1790170823.0824826
time/cal_adv_and_returns,15,0.012145042419433594,1790173170.10586
time/cal_adv_and_returns,16,0.011493921279907227,1790175049.8072934
time/cal_adv_and_returns,17,0.0126800537109375,1790177366.336816
time/cal_adv_and_returns,18,0.011425256729125977,1790179335.9039724
time/cal_adv_and_returns,19,0.012731552124023438,1790181792.0700984
time/cal_adv_and_returns,20,0.012864351272583008,1790183748.969491
time/cal_adv_and_returns,21,0.01128244400024414,1790186103.8862636
time/cal_adv_and_returns,22,0.012307405471801758,1790188023.9468553
time/cal_adv_and_returns,23,0.012332439422607422,1790190345.1751995
time/cal_adv_and_returns,24,0.011655569076538086,1790192231.9398086
time/cal_adv_and_returns,25,0.012496471405029297,1790194494.5504365
time/cal_adv_and_returns,26,0.014828681945800781,1790196422.5484543
time/cal_adv_and_returns,27,0.012544870376586914,1790198763.12535
time/cal_adv_and_returns,28,0.012051105499267578,1790200662.8173518
time/cal_adv_and_returns,29,0.00966954231262207,1790203020.8362813
time/cal_adv_and_returns,30,0.011677980422973633,1790204922.0602927
time/cal_adv_and_returns,31,0.013547658920288086,1790207233.7066376
time/cal_adv_and_returns,32,0.009864091873168945,1790209049.7578738
time/cal_adv_and_returns,33,0.009339094161987305,1790211340.08201
time/cal_adv_and_returns,34,0.008596181869506836,1790213201.0975718
time/cal_adv_and_returns,35,0.012031793594360352,1790215531.6634235
time/cal_adv_and_returns,36,0.01231527328491211,1790217491.338813
time/cal_adv_and_returns,37,0.01110076904296875,1790219934.2858858
time/cal_adv_and_returns,38,0.011170625686645508,1790221807.0761673
time/actor_training,0,39.62268829345703,1790140526.8910806
time/actor_training,1,35.05099868774414,1790142808.7230499
time/actor_training,2,36.78754425048828,1790144760.7999644
time/actor_training,3,36.31796646118164,1790147136.7491393
time/actor_training,4,25.592065811157227,1790149040.7425172
time/actor_training,5,25.800281524658203,1790151440.3015883
time/actor_training,6,26.3382568359375,1790153440.9006834
time/actor_training,7,35.61939239501953,1790155766.7392097
time/actor_training,8,34.336971282958984,1790157781.227031
time/actor_training,9,37.07647705078125,1790160246.256231
time/actor_training,10,35.19189453125,1790162152.7822998
time/actor_training,11,25.843305587768555,1790164564.859586
time/actor_training,12,25.670141220092773,1790166506.7686212
time/actor_training,13,35.07195281982422,1790168846.2076533
time/actor_training,14,34.9739875793457,1790170823.082505
time/actor_training,15,25.967493057250977,1790173170.1058798
time/actor_training,16,25.75958824157715,1790175049.8073056
time/actor_training,17,25.37236785888672,1790177366.336849
time/actor_training,18,25.333572387695312,1790179335.9040139
time/actor_training,19,34.987525939941406,1790181792.0701118
time/actor_training,20,34.61925506591797,1790183748.9695017
time/actor_training,21,25.738605499267578,1790186103.8862796
time/actor_training,22,34.90031433105469,1790188023.9468653
time/actor_training,23,36.775901794433594,1790190345.1752226
time/actor_training,24,31.828889846801758,1790192231.939829
time/actor_training,25,25.857576370239258,1790194494.5504582
time/actor_training,26,34.27008056640625,1790196422.54853
time/actor_training,27,25.775007247924805,1790198763.125361
time/actor_training,28,26.13242530822754,1790200662.8173754
time/actor_training,29,35.12512969970703,1790203020.8363092
time/actor_training,30,25.597980499267578,1790204922.0603147
time/actor_training,31,25.359651565551758,1790207233.7066605
time/actor_training,32,25.739646911621094,1790209049.7578955
time/actor_training,33,35.09720993041992,1790211340.0820332
time/actor_training,34,34.445316314697266,1790213201.0975933
time/actor_training,35,25.93003273010254,1790215531.6634462
time/actor_training,36,25.773168563842773,1790217491.3388262
time/actor_training,37,39.68226623535156,1790219934.2859077
time/actor_training,38,25.74158477783203,1790221807.0761876
time/step,0,1964.5679931640625,1790140526.8910959
time/step,1,2281.792724609375,1790142808.7230923
time/step,2,1952.0411376953125,1790144760.8000174
time/step,3,2375.91748046875,1790147136.7491648
time/step,4,1903.969970703125,1790149040.74254
time/step,5,2399.525146484375,1790151440.3016071
time/step,6,2000.5723876953125,1790153440.900707
time/step,7,2325.807861328125,1790155766.739226
time/step,8,2014.458740234375,1790157781.2270386
time/step,9,2465.008056640625,1790160246.256251
time/step,10,1906.4586181640625,1790162152.7823231
time/step,11,2412.043701171875,1790164564.859604
time/step,12,1941.8848876953125,1790166506.76863
time/step,13,2339.408203125,1790168846.2076719
time/step,14,1976.84521484375,1790170823.082529
