tag,completed_round,raw_step,value,wall_time
env/reward,1,0,0.0015624999068677425,1788684297.7568552
env/reward,2,1,0.002343750325962901,1788685104.0231528
env/reward,3,2,0.0026562497951090336,1788685902.9823818
env/reward,4,3,0.0023437500931322575,1788686702.8029482
env/reward,5,4,0.0021875000093132257,1788687835.8400333
env/reward,6,5,0.003437500214204192,1788688632.8647902
env/reward,7,6,0.002343749860301614,1788689440.814573
env/reward,8,7,0.0024999999441206455,1788690231.8043659
env/reward,9,8,0.0024999999441206455,1788691046.2399952
env/reward,10,9,0.0032812501303851604,1788692224.6914916
env/reward,11,10,0.002968749962747097,1788692999.3308735
env/reward,12,11,0.0034374999813735485,1788693796.1381063
env/reward,13,12,0.002968749962747097,1788694602.602896
env/reward,14,13,0.002812500111758709,1788695399.3647485
env/reward,15,14,0.0028124998789280653,1788696545.0271788
env/reward,16,15,0.003281249664723873,1788697348.2643669
env/reward,17,16,0.002343749860301614,1788698125.9224348
env/reward,18,17,0.003124999813735485,1788698922.3163657
env/reward,19,18,0.003124999813735485,1788699705.2562077
env/reward,20,19,0.0026562500279396772,1788700857.1448152
env/reward,21,20,0.0032812501303851604,1788701627.5954912
env/reward,22,21,0.003124999813735485,1788702408.0604594
env/reward,23,22,0.003281249664723873,1788703177.2845192
env/reward,24,23,0.003124999813735485,1788703939.3582277
env/reward,25,24,0.0028124998789280653,1788705062.7956576
env/reward,26,25,0.003281249897554517,1788705853.137523
env/reward,27,26,0.003124999813735485,1788706611.578561
env/reward,28,27,0.003281249897554517,1788707367.6050663
env/reward,29,28,0.003281249664723873,1788708167.905073
env/reward,30,29,0.003124999813735485,1788709326.0989854
env/reward,31,30,0.0034374999813735485,1788710071.8937893
env/reward,32,31,0.003437499515712261,1788710838.3037205
env/reward,33,32,0.004062499850988388,1788711584.0731542
env/reward,34,33,0.0026562500279396772,1788712351.8643618
env/reward,35,34,0.003281249897554517,1788713450.2017846
env/reward,36,35,0.002812500111758709,1788714240.7185068
env/reward,37,36,0.0034374999813735485,1788715009.558109
env/reward,38,37,0.002968749962747097,1788715775.1050763
env/reward,39,38,0.0026562497951090336,1788716559.394526
env/reward,40,39,0.002968749962747097,1788717702.2439332
