global_step,step_time_s,elapsed_s,train_trajectories,grpo_groups_g8,filtered_group_count_logged,optimizer_calls,episode_len,train_success_once,return,reward,advantages_min,advantages_mean,advantages_max,actor_policy_loss,actor_total_loss,actor_policy_loss_abs,actor_approx_kl,actor_clip_fraction,actor_clipped_ratio,actor_dual_cliped_ratio,actor_grad_norm,actor_lr,actor_ratio,actor_ratio_abs
1,1464.009,1464,512,64,,2,200.0,0.72265625,0.72265625,0.003613281,-2.475,-0.117,2.475,0.0014,0.0000857,0.568,0.077,0.128,0.989,0.0,28.800,0.0000056,1.027,0.186
